"Time [s]";"Pressure [mmHg]";
0.00;0.00;
0.01;0.00;
0.02;0.00;
0.03;0.00;
0.04;0.00;
0.05;0.00;
0.06;0.00;
0.07;0.00;
0.08;0.00;
0.09;0.00;
0.10;0.00;
0.11;0.00;
0.12;0.00;
0.13;0.00;
0.14;0.00;
0.15;0.00;
0.16;0.00;
0.17;0.00;
0.18;0.00;
0.19;0.00;
0.20;0.00;
0.21;0.00;
0.22;0.00;
0.23;0.00;
0.24;0.00;
0.25;0.00;
0.26;0.00;
0.27;0.00;
0.28;0.00;
0.29;0.00;
0.30;0.00;
0.31;0.00;
0.32;0.00;
0.33;0.00;
0.34;0.00;
0.35;0.00;
0.36;0.00;
0.37;0.00;
0.38;0.00;
0.39;0.00;
0.40;0.00;
0.41;0.00;
0.42;0.00;
0.43;0.00;
0.44;0.00;
0.45;0.00;
0.46;0.00;
0.47;0.00;
0.48;0.00;
0.49;0.00;
0.50;0.00;
0.51;0.00;
0.52;0.00;
0.53;0.00;
0.54;0.00;
0.55;0.00;
0.56;0.00;
0.57;0.00;
0.58;0.00;
0.59;0.00;
0.60;0.00;
0.61;0.00;
0.62;0.00;
0.63;0.00;
0.64;0.00;
0.65;0.00;
0.66;0.00;
0.67;0.00;
0.68;0.00;
0.69;0.00;
0.70;0.00;
0.71;0.00;
0.72;0.00;
0.73;0.00;
0.74;0.00;
0.75;0.00;
0.76;0.00;
0.77;0.00;
0.78;0.00;
0.79;0.00;
0.80;0.00;
0.81;0.00;
0.82;0.00;
0.83;0.00;
0.84;0.00;
0.85;0.00;
0.86;0.00;
0.87;0.00;
0.88;0.00;
0.89;0.00;
0.90;0.00;
0.91;0.00;
0.92;0.00;
0.93;0.00;
0.94;0.00;
0.95;0.00;
0.96;0.00;
0.97;0.00;
0.98;0.00;
0.99;0.00;
1.00;0.00;
1.01;0.00;
1.02;0.00;
1.03;0.00;
1.04;0.00;
1.05;0.00;
1.06;0.00;
1.07;0.00;
1.08;0.00;
1.09;0.00;
1.10;0.00;
1.11;0.00;
1.12;0.00;
1.13;0.00;
1.14;0.00;
1.15;0.00;
1.16;0.00;
1.17;0.00;
1.18;0.00;
1.19;0.00;
1.20;0.00;
1.21;0.00;
1.22;0.00;
1.23;0.00;
1.24;0.00;
1.25;0.00;
1.26;0.00;
1.27;0.00;
1.28;0.00;
1.29;0.00;
1.30;0.00;
1.31;0.00;
1.32;0.00;
1.33;0.00;
1.34;0.00;
1.35;0.00;
1.36;0.00;
1.37;0.00;
1.38;0.00;
1.39;0.00;
1.40;0.00;
1.41;0.00;
1.42;0.00;
1.43;0.00;
1.44;0.00;
1.45;0.00;
1.46;0.00;
1.47;0.00;
1.48;0.00;
1.49;0.00;
1.50;0.00;
1.51;0.00;
1.52;0.00;
1.53;0.00;
1.54;0.00;
1.55;0.00;
1.56;0.00;
1.57;0.00;
1.58;0.00;
1.59;0.00;
1.60;0.00;
1.61;0.00;
1.62;0.00;
1.63;0.00;
1.64;0.00;
1.65;0.00;
1.66;0.00;
1.67;0.00;
1.68;0.00;
1.69;0.00;
1.70;0.00;
1.71;0.00;
1.72;0.00;
1.73;0.00;
1.74;0.00;
1.75;0.00;
1.76;0.00;
1.77;0.00;
1.78;0.00;
1.79;0.00;
1.80;0.00;
1.81;0.00;
1.82;0.00;
1.83;0.00;
1.84;0.00;
1.85;0.00;
1.86;0.00;
1.87;0.00;
1.88;0.00;
1.89;0.00;
1.90;0.00;
1.91;0.00;
1.92;0.00;
1.93;0.00;
1.94;0.00;
1.95;0.00;
1.96;0.00;
1.97;0.00;
1.98;0.00;
1.99;0.00;
2.00;0.00;
2.01;0.00;
2.02;0.00;
2.03;0.00;
2.04;0.00;
2.05;0.00;
2.06;0.00;
2.07;0.00;
2.08;0.00;
2.09;0.00;
2.10;0.00;
2.11;0.00;
2.12;0.00;
2.13;0.00;
2.14;0.00;
2.15;0.00;
2.16;0.00;
2.17;0.00;
2.18;0.00;
2.19;0.00;
2.20;0.00;
2.21;0.00;
2.22;0.00;
2.23;0.00;
2.24;0.00;
2.25;0.00;
2.26;0.00;
2.27;0.00;
2.28;0.00;
2.29;0.00;
2.30;0.00;
2.31;0.00;
2.32;0.00;
2.33;0.00;
2.34;0.00;
2.35;0.00;
2.36;0.00;
2.37;0.00;
2.38;0.00;
2.39;0.00;
2.40;0.00;
2.41;0.00;
2.42;0.00;
2.43;0.00;
2.44;0.00;
2.45;0.00;
2.46;0.00;
2.47;0.00;
2.48;0.00;
2.49;0.00;
2.50;0.00;
2.51;0.00;
2.52;0.00;
2.53;0.00;
2.54;0.00;
2.55;0.00;
2.56;0.00;
2.57;0.00;
2.58;0.00;
2.59;0.00;
2.60;0.00;
2.61;0.00;
2.62;0.00;
2.63;0.00;
2.64;0.00;
2.65;0.00;
2.66;0.00;
2.67;0.00;
2.68;0.00;
2.69;0.00;
2.70;0.00;
2.71;0.00;
2.72;0.00;
2.73;0.00;
2.74;0.00;
2.75;9.34;
2.76;47.92;
2.77;79.06;
2.78;105.59;
2.79;127.00;
2.80;144.28;
2.81;158.48;
2.82;168.59;
2.83;175.31;
2.84;179.42;
2.85;181.38;
2.86;182.17;
2.87;182.56;
2.88;182.59;
2.89;182.64;
2.90;182.78;
2.91;182.86;
2.92;182.80;
2.93;183.00;
2.94;182.80;
2.95;182.83;
2.96;182.77;
2.97;182.72;
2.98;182.62;
2.99;182.56;
3.00;182.52;
3.01;182.53;
3.02;182.42;
3.03;182.36;
3.04;182.34;
3.05;182.34;
3.06;182.27;
3.07;182.27;
3.08;182.20;
3.09;182.16;
3.10;182.16;
3.11;181.98;
3.12;182.08;
3.13;181.94;
3.14;181.88;
3.15;181.83;
3.16;181.80;
3.17;181.67;
3.18;181.69;
3.19;181.75;
3.20;181.70;
3.21;181.48;
3.22;181.56;
3.23;181.47;
3.24;181.67;
3.25;181.48;
3.26;181.56;
3.27;181.34;
3.28;181.30;
3.29;181.28;
3.30;181.16;
3.31;181.27;
3.32;180.98;
3.33;181.00;
3.34;180.86;
3.35;180.84;
3.36;180.83;
3.37;180.86;
3.38;180.73;
3.39;180.56;
3.40;180.67;
3.41;180.59;
3.42;180.59;
3.43;180.53;
3.44;180.39;
3.45;180.47;
3.46;180.41;
3.47;180.30;
3.48;180.36;
3.49;180.38;
3.50;180.19;
3.51;180.16;
3.52;180.20;
3.53;180.17;
3.54;180.03;
3.55;180.06;
3.56;180.05;
3.57;179.98;
3.58;180.09;
3.59;179.92;
3.60;179.91;
3.61;179.91;
3.62;179.95;
3.63;179.97;
3.64;179.91;
3.65;179.84;
3.66;179.89;
3.67;179.91;
3.68;179.73;
3.69;179.77;
3.70;179.69;
3.71;179.53;
3.72;179.52;
3.73;179.50;
3.74;179.59;
3.75;179.50;
3.76;179.33;
3.77;179.31;
3.78;179.36;
3.79;179.31;
3.80;179.23;
3.81;179.19;
3.82;179.16;
3.83;179.02;
3.84;179.12;
3.85;179.08;
3.86;178.94;
3.87;179.02;
3.88;178.95;
3.89;178.97;
3.90;178.95;
3.91;178.83;
3.92;178.83;
3.93;178.73;
3.94;178.86;
3.95;178.75;
3.96;178.72;
3.97;178.72;
3.98;178.62;
3.99;178.64;
4.00;178.62;
