"Time [s]";"Pressure [mmHg]";
0.00;0.00;
0.01;0.09;
0.02;0.09;
0.03;0.00;
0.04;0.08;
0.05;0.00;
0.06;0.00;
0.07;0.00;
0.08;0.06;
0.09;0.00;
0.10;0.00;
0.11;0.02;
0.12;0.02;
0.13;0.00;
0.14;0.00;
0.15;0.05;
0.16;0.00;
0.17;0.00;
0.18;0.05;
0.19;0.00;
0.20;0.06;
0.21;0.00;
0.22;0.02;
0.23;0.16;
0.24;0.05;
0.25;0.05;
0.26;0.09;
0.27;0.11;
0.28;0.09;
0.29;0.09;
0.30;0.09;
0.31;0.19;
0.32;0.11;
0.33;0.11;
0.34;0.03;
0.35;0.25;
0.36;0.16;
0.37;0.19;
0.38;0.12;
0.39;0.12;
0.40;0.06;
0.41;0.05;
0.42;0.05;
0.43;0.11;
0.44;0.14;
0.45;0.14;
0.46;0.05;
0.47;0.08;
0.48;0.00;
0.49;0.23;
0.50;0.08;
0.51;0.03;
0.52;0.00;
0.53;0.11;
0.54;0.09;
0.55;0.09;
0.56;0.05;
0.57;0.11;
0.58;0.08;
0.59;0.03;
0.60;0.05;
0.61;0.08;
0.62;0.05;
0.63;0.00;
0.64;0.00;
0.65;0.05;
0.66;0.09;
0.67;0.19;
0.68;0.05;
0.69;0.00;
0.70;0.17;
0.71;0.11;
0.72;0.05;
0.73;0.22;
0.74;0.19;
0.75;0.08;
0.76;0.12;
0.77;0.06;
0.78;0.08;
0.79;0.23;
0.80;0.14;
0.81;0.05;
0.82;0.03;
0.83;0.14;
0.84;0.17;
0.85;0.14;
0.86;0.08;
0.87;0.05;
0.88;0.05;
0.89;0.11;
0.90;0.17;
0.91;0.19;
0.92;0.05;
0.93;0.19;
0.94;0.12;
0.95;0.22;
0.96;0.12;
0.97;0.03;
0.98;0.16;
0.99;0.20;
1.00;0.16;
1.01;0.11;
1.02;0.17;
1.03;0.14;
1.04;0.12;
1.05;0.05;
1.06;0.12;
1.07;0.12;
1.08;0.12;
1.09;0.14;
1.10;0.03;
1.11;0.09;
1.12;0.06;
1.13;0.08;
1.14;0.00;
1.15;0.11;
1.16;0.06;
1.17;0.06;
1.18;0.02;
1.19;0.16;
1.20;0.11;
1.21;0.08;
1.22;0.06;
1.23;0.11;
1.24;0.08;
1.25;0.09;
1.26;0.16;
1.27;0.11;
1.28;0.09;
1.29;0.12;
1.30;0.11;
1.31;0.11;
1.32;0.00;
1.33;0.08;
1.34;0.16;
1.35;0.03;
1.36;0.00;
1.37;0.00;
1.38;0.05;
1.39;0.03;
1.40;0.05;
1.41;0.00;
1.42;0.00;
1.43;0.03;
1.44;0.02;
1.45;0.02;
1.46;0.00;
1.47;0.02;
1.48;0.00;
1.49;0.00;
1.50;0.05;
1.51;0.00;
1.52;0.02;
1.53;0.00;
1.54;0.02;
1.55;0.14;
1.56;0.11;
1.57;0.05;
1.58;0.00;
1.59;0.02;
1.60;0.00;
1.61;0.00;
1.62;0.06;
1.63;0.06;
1.64;0.08;
1.65;0.14;
1.66;0.03;
1.67;0.03;
1.68;0.08;
1.69;0.08;
1.70;0.00;
1.71;0.00;
1.72;0.00;
1.73;0.00;
1.74;0.02;
1.75;0.03;
1.76;0.00;
1.77;0.02;
1.78;0.02;
1.79;0.11;
1.80;0.06;
1.81;0.11;
1.82;0.08;
1.83;0.06;
1.84;0.02;
1.85;0.00;
1.86;0.00;
1.87;0.06;
1.88;0.06;
1.89;0.00;
1.90;0.00;
1.91;0.12;
1.92;0.11;
1.93;0.00;
1.94;0.00;
1.95;0.11;
1.96;0.08;
1.97;0.16;
1.98;0.00;
1.99;0.09;
2.00;0.05;
2.01;0.00;
2.02;0.02;
2.03;0.08;
2.04;0.05;
2.05;0.16;
2.06;0.06;
2.07;0.05;
2.08;0.02;
2.09;0.06;
2.10;0.08;
2.11;0.00;
2.12;0.00;
2.13;0.02;
2.14;0.06;
2.15;0.00;
2.16;0.00;
2.17;0.00;
2.18;0.00;
2.19;0.00;
2.20;0.06;
2.21;0.06;
2.22;0.08;
2.23;0.20;
2.24;0.09;
2.25;0.00;
2.26;0.03;
2.27;0.00;
2.28;0.12;
2.29;0.09;
2.30;0.08;
2.31;0.05;
2.32;0.05;
2.33;0.02;
2.34;0.05;
2.35;0.02;
2.36;0.14;
2.37;0.06;
2.38;0.00;
2.39;0.02;
2.40;0.06;
2.41;0.08;
2.42;0.00;
2.43;0.11;
2.44;0.00;
2.45;0.09;
2.46;0.11;
2.47;0.16;
2.48;0.08;
2.49;0.08;
2.50;0.16;
2.51;0.16;
2.52;0.09;
2.53;0.09;
2.54;0.00;
2.55;0.05;
2.56;0.08;
2.57;0.03;
2.58;0.00;
2.59;0.09;
2.60;0.03;
2.61;0.05;
2.62;0.08;
2.63;0.09;
2.64;0.03;
2.65;0.06;
2.66;0.11;
2.67;0.17;
2.68;0.06;
2.69;0.16;
2.70;0.14;
2.71;0.22;
2.72;0.12;
2.73;0.02;
2.74;0.03;
2.75;0.22;
2.76;0.11;
2.77;0.03;
2.78;0.11;
2.79;0.03;
2.80;13.17;
2.81;67.09;
2.82;99.23;
2.83;124.39;
2.84;143.05;
2.85;159.27;
2.86;171.22;
2.87;178.59;
2.88;182.41;
2.89;183.77;
2.90;184.11;
2.91;184.33;
2.92;184.27;
2.93;184.38;
2.94;184.45;
2.95;184.66;
2.96;184.58;
2.97;184.56;
2.98;184.55;
2.99;184.42;
3.00;184.33;
3.01;184.38;
3.02;184.52;
3.03;184.38;
3.04;184.30;
3.05;184.14;
3.06;184.08;
3.07;184.02;
3.08;184.02;
3.09;184.11;
3.10;184.00;
3.11;184.00;
3.12;183.92;
3.13;183.89;
3.14;183.84;
3.15;183.84;
3.16;183.77;
3.17;183.75;
3.18;183.56;
3.19;183.50;
3.20;183.58;
3.21;183.42;
3.22;183.34;
3.23;183.30;
3.24;183.25;
3.25;183.22;
3.26;183.27;
3.27;183.06;
3.28;183.03;
3.29;182.94;
3.30;182.95;
3.31;183.20;
3.32;183.27;
3.33;183.31;
3.34;183.45;
3.35;183.33;
3.36;183.28;
3.37;183.16;
3.38;183.03;
3.39;182.91;
3.40;182.78;
3.41;182.72;
3.42;182.62;
3.43;182.44;
3.44;182.50;
3.45;182.44;
3.46;182.42;
3.47;182.52;
3.48;182.47;
3.49;182.47;
3.50;182.38;
3.51;182.47;
3.52;182.41;
3.53;182.31;
3.54;182.16;
3.55;182.14;
3.56;182.12;
3.57;182.22;
3.58;182.11;
3.59;182.06;
3.60;182.06;
3.61;182.08;
3.62;182.00;
3.63;181.92;
3.64;181.97;
3.65;181.91;
3.66;181.77;
3.67;181.89;
3.68;181.75;
3.69;181.77;
3.70;181.64;
3.71;181.66;
3.72;181.58;
3.73;181.48;
3.74;181.41;
3.75;181.44;
3.76;181.48;
3.77;181.28;
3.78;181.45;
3.79;181.47;
3.80;181.36;
3.81;181.33;
3.82;181.30;
3.83;181.30;
3.84;181.23;
3.85;181.20;
3.86;181.16;
3.87;181.09;
3.88;181.17;
3.89;181.08;
3.90;180.97;
3.91;180.92;
3.92;180.92;
3.93;180.84;
3.94;180.88;
3.95;180.78;
3.96;180.80;
3.97;180.73;
3.98;180.64;
3.99;180.72;
4.00;180.69;
4.01;180.70;
4.02;180.64;
4.03;180.64;
4.04;180.55;
4.05;180.59;
4.06;180.48;
4.07;180.45;
4.08;180.47;
4.09;180.44;
4.10;180.22;
4.11;180.39;
4.12;180.33;
4.13;180.28;
4.14;180.22;
4.15;180.25;
4.16;180.25;
4.17;180.17;
4.18;180.22;
4.19;180.17;
4.20;180.16;
4.21;180.16;
4.22;180.20;
4.23;180.12;
4.24;180.16;
4.25;180.14;
4.26;180.14;
4.27;180.08;
4.28;180.05;
4.29;180.02;
4.30;180.02;
4.31;180.19;
4.32;180.23;
4.33;180.31;
4.34;180.17;
4.35;179.94;
4.36;179.88;
4.37;179.94;
4.38;179.88;
4.39;179.77;
4.40;179.67;
4.41;179.34;
4.42;179.41;
4.43;179.47;
4.44;179.36;
4.45;179.39;
4.46;179.38;
4.47;179.31;
4.48;179.33;
4.49;179.33;
4.50;179.25;
4.51;179.31;
4.52;179.16;
4.53;179.06;
4.54;179.20;
4.55;179.16;
4.56;179.22;
4.57;179.12;
4.58;179.12;
4.59;179.09;
4.60;179.03;
4.61;179.08;
4.62;179.17;
4.63;179.11;
4.64;179.05;
4.65;178.94;
4.66;178.94;
4.67;179.02;
4.68;178.91;
4.69;178.97;
4.70;178.97;
4.71;178.89;
4.72;178.84;
4.73;178.78;
4.74;178.69;
4.75;178.64;
4.76;178.64;
4.77;178.69;
4.78;178.67;
4.79;178.69;
4.80;178.61;
4.81;178.59;
4.82;178.56;
4.83;178.58;
4.84;178.52;
4.85;178.59;
4.86;178.41;
4.87;178.50;
4.88;178.48;
4.89;178.48;
4.90;178.42;
4.91;178.42;
4.92;178.36;
4.93;178.27;
4.94;178.36;
4.95;178.41;
4.96;178.31;
4.97;178.25;
4.98;178.34;
4.99;178.27;
5.00;178.36;
5.01;177.77;
5.02;177.05;
5.03;176.94;
5.04;177.50;
5.05;177.73;
5.06;178.20;
5.07;178.41;
5.08;178.62;
5.09;178.22;
5.10;178.33;
5.11;177.98;
5.12;178.45;
5.13;178.38;
5.14;177.64;
5.15;178.42;
5.16;177.84;
5.17;176.97;
5.18;179.92;
5.19;172.42;
5.20;178.50;
5.21;178.81;
5.22;171.89;
5.23;181.94;
5.24;173.89;
5.25;173.30;
5.26;182.83;
5.27;170.47;
5.28;175.91;
5.29;182.36;
5.30;169.17;
5.31;178.48;
5.32;180.78;
5.33;168.44;
5.34;180.14;
5.35;179.12;
5.36;169.62;
5.37;181.92;
5.38;175.69;
5.39;171.48;
5.40;183.20;
5.41;173.20;
5.42;174.03;
5.43;183.41;
5.44;170.89;
5.45;176.83;
5.46;182.44;
5.47;169.56;
5.48;178.80;
5.49;181.36;
5.50;168.88;
5.51;179.59;
5.52;182.28;
5.53;168.98;
5.54;179.86;
5.55;181.11;
5.56;169.17;
5.57;180.53;
5.58;181.47;
5.59;169.08;
5.60;180.55;
5.61;180.92;
5.62;174.14;
5.63;182.92;
5.64;176.31;
5.65;172.61;
5.66;183.73;
5.67;176.39;
5.68;177.17;
5.69;183.05;
5.70;172.42;
5.71;177.33;
5.72;182.92;
5.73;172.62;
5.74;178.61;
5.75;182.98;
5.76;171.02;
5.77;177.88;
5.78;183.12;
5.79;170.97;
5.80;175.47;
5.81;183.56;
5.82;173.75;
5.83;175.75;
5.84;183.44;
5.85;174.20;
5.86;175.14;
5.87;183.28;
5.88;175.88;
5.89;174.16;
5.90;182.88;
5.91;178.62;
5.92;172.81;
5.93;181.27;
5.94;180.42;
5.95;173.08;
5.96;180.09;
5.97;180.94;
5.98;174.61;
5.99;179.30;
6.00;182.06;
6.01;176.47;
6.02;176.30;
6.03;181.53;
6.04;181.41;
6.05;179.31;
6.06;177.33;
6.07;179.95;
6.08;179.92;
6.09;177.64;
6.10;179.50;
6.11;179.58;
6.12;178.05;
6.13;179.23;
6.14;179.64;
6.15;178.23;
6.16;179.09;
6.17;179.38;
6.18;178.69;
6.19;179.09;
6.20;179.53;
6.21;178.77;
6.22;178.47;
6.23;179.39;
6.24;178.91;
6.25;178.41;
6.26;178.94;
6.27;178.84;
6.28;178.47;
