"Time [s]";"Pressure [mmHg]";
0.00;0.00;
0.01;0.00;
0.02;0.00;
0.03;0.00;
0.04;0.00;
0.05;0.00;
0.06;0.00;
0.07;0.00;
0.08;0.00;
0.09;0.00;
0.10;0.00;
0.11;0.00;
0.12;0.00;
0.13;0.00;
0.14;0.00;
0.15;0.00;
0.16;0.00;
0.17;0.00;
0.18;0.00;
0.19;0.00;
0.20;0.00;
0.21;0.00;
0.22;0.00;
0.23;0.00;
0.24;0.00;
0.25;0.00;
0.26;0.00;
0.27;0.00;
0.28;0.00;
0.29;0.00;
0.30;0.00;
0.31;0.00;
0.32;0.00;
0.33;0.00;
0.34;0.00;
0.35;0.00;
0.36;0.00;
0.37;0.00;
0.38;0.00;
0.39;0.00;
0.40;0.00;
0.41;0.00;
0.42;0.00;
0.43;0.00;
0.44;0.00;
0.45;0.00;
0.46;0.00;
0.47;0.00;
0.48;0.00;
0.49;0.00;
0.50;0.00;
0.51;0.00;
0.52;0.00;
0.53;0.00;
0.54;0.00;
0.55;0.00;
0.56;0.00;
0.57;0.00;
0.58;0.00;
0.59;0.00;
0.60;0.00;
0.61;0.00;
0.62;0.00;
0.63;0.00;
0.64;0.00;
0.65;0.00;
0.66;0.00;
0.67;0.00;
0.68;0.00;
0.69;0.00;
0.70;0.00;
0.71;0.00;
0.72;0.00;
0.73;0.00;
0.74;0.00;
0.75;0.00;
0.76;0.00;
0.77;0.00;
0.78;0.00;
0.79;0.00;
0.80;0.00;
0.81;0.00;
0.82;0.00;
0.83;0.00;
0.84;0.00;
0.85;0.00;
0.86;0.00;
0.87;0.00;
0.88;0.00;
0.89;0.00;
0.90;0.00;
0.91;0.00;
0.92;0.00;
0.93;0.00;
0.94;0.00;
0.95;0.00;
0.96;0.00;
0.97;0.00;
0.98;0.00;
0.99;0.00;
1.00;0.00;
1.01;0.00;
1.02;0.00;
1.03;0.00;
1.04;0.00;
1.05;0.00;
1.06;0.00;
1.07;0.00;
1.08;0.00;
1.09;0.00;
1.10;0.00;
1.11;0.00;
1.12;0.00;
1.13;0.00;
1.14;0.00;
1.15;0.00;
1.16;0.00;
1.17;0.00;
1.18;0.00;
1.19;0.00;
1.20;0.00;
1.21;0.00;
1.22;0.00;
1.23;0.00;
1.24;0.00;
1.25;0.00;
1.26;0.00;
1.27;0.00;
1.28;0.00;
1.29;0.00;
1.30;0.00;
1.31;0.00;
1.32;0.00;
1.33;0.00;
1.34;0.00;
1.35;0.00;
1.36;0.00;
1.37;0.00;
1.38;0.00;
1.39;0.00;
1.40;0.00;
1.41;0.00;
1.42;0.00;
1.43;0.00;
1.44;0.00;
1.45;0.00;
1.46;0.00;
1.47;0.00;
1.48;0.00;
1.49;0.00;
1.50;0.00;
1.51;0.00;
1.52;0.00;
1.53;0.00;
1.54;0.00;
1.55;0.00;
1.56;0.00;
1.57;0.00;
1.58;0.00;
1.59;0.00;
1.60;0.00;
1.61;0.00;
1.62;0.00;
1.63;0.00;
1.64;0.00;
1.65;0.00;
1.66;0.00;
1.67;0.00;
1.68;0.00;
1.69;0.00;
1.70;0.00;
1.71;0.00;
1.72;0.00;
1.73;0.00;
1.74;0.00;
1.75;0.00;
1.76;0.00;
1.77;0.00;
1.78;0.00;
1.79;0.00;
1.80;0.00;
1.81;0.00;
1.82;0.00;
1.83;0.00;
1.84;0.00;
1.85;0.00;
1.86;0.00;
1.87;0.00;
1.88;0.00;
1.89;0.00;
1.90;0.00;
1.91;0.00;
1.92;0.00;
1.93;0.00;
1.94;0.00;
1.95;0.00;
1.96;0.00;
1.97;0.00;
1.98;0.00;
1.99;0.00;
2.00;0.00;
2.01;0.00;
2.02;0.00;
2.03;0.00;
2.04;0.00;
2.05;0.00;
2.06;0.00;
2.07;0.00;
2.08;0.00;
2.09;0.00;
2.10;0.00;
2.11;0.00;
2.12;0.00;
2.13;0.00;
2.14;0.00;
2.15;0.00;
2.16;0.00;
2.17;0.00;
2.18;0.00;
2.19;0.00;
2.20;0.00;
2.21;0.00;
2.22;0.00;
2.23;0.00;
2.24;0.00;
2.25;0.00;
2.26;0.00;
2.27;0.00;
2.28;0.00;
2.29;0.00;
2.30;0.00;
2.31;0.00;
2.32;0.00;
2.33;0.00;
2.34;0.00;
2.35;0.00;
2.36;0.00;
2.37;0.00;
2.38;0.00;
2.39;0.00;
2.40;0.00;
2.41;0.00;
2.42;0.00;
2.43;0.00;
2.44;0.00;
2.45;0.00;
2.46;0.00;
2.47;0.00;
2.48;0.00;
2.49;0.00;
2.50;0.00;
2.51;0.00;
2.52;0.00;
2.53;0.00;
2.54;0.00;
2.55;0.00;
2.56;0.00;
2.57;0.00;
2.58;0.00;
2.59;0.00;
2.60;0.00;
2.61;0.00;
2.62;0.00;
2.63;0.00;
2.64;0.00;
2.65;0.00;
2.66;0.00;
2.67;0.00;
2.68;0.00;
2.69;0.00;
2.70;0.00;
2.71;9.33;
2.72;49.00;
2.73;82.48;
2.74;111.64;
2.75;133.62;
2.76;150.23;
2.77;163.84;
2.78;173.97;
2.79;179.80;
2.80;182.45;
2.81;183.44;
2.82;183.52;
2.83;183.70;
2.84;183.86;
2.85;184.00;
2.86;184.08;
2.87;184.00;
2.88;183.98;
2.89;183.84;
2.90;183.70;
2.91;183.59;
2.92;183.64;
2.93;183.70;
2.94;183.77;
2.95;183.88;
2.96;183.58;
2.97;183.67;
2.98;183.67;
2.99;183.72;
3.00;183.70;
3.01;183.67;
3.02;183.58;
3.03;183.70;
3.04;183.55;
3.05;183.52;
3.06;183.53;
3.07;183.53;
3.08;183.42;
3.09;183.39;
3.10;183.42;
3.11;183.27;
3.12;183.25;
3.13;183.27;
3.14;183.16;
3.15;183.27;
3.16;183.06;
3.17;183.05;
3.18;183.14;
3.19;183.08;
3.20;182.98;
3.21;182.94;
3.22;182.95;
3.23;182.88;
3.24;182.78;
3.25;182.72;
3.26;182.75;
3.27;182.55;
3.28;182.69;
3.29;182.62;
3.30;182.59;
3.31;182.53;
3.32;182.45;
3.33;182.39;
3.34;182.47;
3.35;182.42;
3.36;182.31;
3.37;182.17;
3.38;182.08;
3.39;182.34;
3.40;182.28;
3.41;182.25;
3.42;182.33;
3.43;182.25;
3.44;182.22;
3.45;182.12;
3.46;182.25;
3.47;182.17;
3.48;182.11;
3.49;182.08;
3.50;182.14;
3.51;182.02;
3.52;182.14;
3.53;182.06;
3.54;182.02;
3.55;182.03;
3.56;181.94;
3.57;181.83;
3.58;181.86;
3.59;181.77;
3.60;181.67;
3.61;181.64;
3.62;181.62;
3.63;181.56;
3.64;181.62;
3.65;181.52;
3.66;181.48;
3.67;181.55;
3.68;181.48;
3.69;181.38;
3.70;181.39;
3.71;181.38;
3.72;181.36;
3.73;181.39;
3.74;181.42;
3.75;181.31;
3.76;181.22;
3.77;181.12;
3.78;181.12;
3.79;181.20;
3.80;181.12;
3.81;181.00;
3.82;181.02;
3.83;181.03;
3.84;180.94;
3.85;180.92;
3.86;180.97;
3.87;180.98;
3.88;181.02;
3.89;180.84;
3.90;180.88;
3.91;180.88;
3.92;180.78;
3.93;180.77;
3.94;180.78;
3.95;180.77;
3.96;180.88;
3.97;180.77;
3.98;180.75;
3.99;180.66;
4.00;180.72;
