"Time [s]";"Pressure [mmHg]";
0.00;0.00;
0.01;0.00;
0.02;0.14;
0.03;0.00;
0.04;0.00;
0.05;0.00;
0.06;0.00;
0.07;0.00;
0.08;0.00;
0.09;0.00;
0.10;0.00;
0.11;0.00;
0.12;0.02;
0.13;0.00;
0.14;0.03;
0.15;0.02;
0.16;0.00;
0.17;0.06;
0.18;0.00;
0.19;0.00;
0.20;0.00;
0.21;0.00;
0.22;0.00;
0.23;0.00;
0.24;0.05;
0.25;0.06;
0.26;0.00;
0.27;0.00;
0.28;0.05;
0.29;0.02;
0.30;0.00;
0.31;0.08;
0.32;0.00;
0.33;0.05;
0.34;0.00;
0.35;0.12;
0.36;0.05;
0.37;0.06;
0.38;0.11;
0.39;0.06;
0.40;0.00;
0.41;0.08;
0.42;0.09;
0.43;0.02;
0.44;0.03;
0.45;0.00;
0.46;0.00;
0.47;0.00;
0.48;0.00;
0.49;0.00;
0.50;0.00;
0.51;0.00;
0.52;0.00;
0.53;0.00;
0.54;0.00;
0.55;0.00;
0.56;0.03;
0.57;0.06;
0.58;0.11;
0.59;0.00;
0.60;0.02;
0.61;0.02;
0.62;0.00;
0.63;0.05;
0.64;0.08;
0.65;0.06;
0.66;0.06;
0.67;0.02;
0.68;0.00;
0.69;0.00;
0.70;0.02;
0.71;0.00;
0.72;0.00;
0.73;0.00;
0.74;0.00;
0.75;0.00;
0.76;0.00;
0.77;0.00;
0.78;0.09;
0.79;0.00;
0.80;0.06;
0.81;0.00;
0.82;0.00;
0.83;0.00;
0.84;0.00;
0.85;0.00;
0.86;0.02;
0.87;0.03;
0.88;0.02;
0.89;0.02;
0.90;0.00;
0.91;0.00;
0.92;0.00;
0.93;0.00;
0.94;0.00;
0.95;0.00;
0.96;0.00;
0.97;0.00;
0.98;0.00;
0.99;0.00;
1.00;0.00;
1.01;0.00;
1.02;0.00;
1.03;0.00;
1.04;0.00;
1.05;0.00;
1.06;0.05;
1.07;0.05;
1.08;0.03;
1.09;0.00;
1.10;0.00;
1.11;0.00;
1.12;0.00;
1.13;0.00;
1.14;0.00;
1.15;0.00;
1.16;0.00;
1.17;0.00;
1.18;0.00;
1.19;0.00;
1.20;0.00;
1.21;0.00;
1.22;0.00;
1.23;0.00;
1.24;0.00;
1.25;0.00;
1.26;0.00;
1.27;0.00;
1.28;0.00;
1.29;0.00;
1.30;0.00;
1.31;0.00;
1.32;0.00;
1.33;0.00;
1.34;0.00;
1.35;0.05;
1.36;0.00;
1.37;0.00;
1.38;0.02;
1.39;0.00;
1.40;0.00;
1.41;0.00;
1.42;0.00;
1.43;0.00;
1.44;0.08;
1.45;0.16;
1.46;0.00;
1.47;0.00;
1.48;0.00;
1.49;0.03;
1.50;0.00;
1.51;0.09;
1.52;0.06;
1.53;0.02;
1.54;0.00;
1.55;0.00;
1.56;0.00;
1.57;0.00;
1.58;0.00;
1.59;0.02;
1.60;0.05;
1.61;0.00;
1.62;0.00;
1.63;0.03;
1.64;0.00;
1.65;0.00;
1.66;0.00;
1.67;0.00;
1.68;0.00;
1.69;0.00;
1.70;0.00;
1.71;0.00;
1.72;0.00;
1.73;0.00;
1.74;0.00;
1.75;0.00;
1.76;0.00;
1.77;0.00;
1.78;0.03;
1.79;0.00;
1.80;0.00;
1.81;0.00;
1.82;0.00;
1.83;0.00;
1.84;0.00;
1.85;0.00;
1.86;0.00;
1.87;0.00;
1.88;0.00;
1.89;0.00;
1.90;0.00;
1.91;0.00;
1.92;0.00;
1.93;0.03;
1.94;0.00;
1.95;0.00;
1.96;0.02;
1.97;0.03;
1.98;0.00;
1.99;0.00;
2.00;0.00;
2.01;0.00;
2.02;0.00;
2.03;0.06;
2.04;0.05;
2.05;0.00;
2.06;0.05;
2.07;0.08;
2.08;0.06;
2.09;0.02;
2.10;0.11;
2.11;0.09;
2.12;0.05;
2.13;0.00;
2.14;0.03;
2.15;0.00;
2.16;0.00;
2.17;0.00;
2.18;0.03;
2.19;0.06;
2.20;0.00;
2.21;0.08;
2.22;0.02;
2.23;0.03;
2.24;0.00;
2.25;0.05;
2.26;0.02;
2.27;0.00;
2.28;0.11;
2.29;0.00;
2.30;0.02;
2.31;0.00;
2.32;0.05;
2.33;0.12;
2.34;0.00;
2.35;0.02;
2.36;0.00;
2.37;0.03;
2.38;0.00;
2.39;0.08;
2.40;0.03;
2.41;0.05;
2.42;0.08;
2.43;0.17;
2.44;0.06;
2.45;0.08;
2.46;0.11;
2.47;0.09;
2.48;0.00;
2.49;0.00;
2.50;0.03;
2.51;0.05;
2.52;0.09;
2.53;0.00;
2.54;0.03;
2.55;0.00;
2.56;0.00;
2.57;0.00;
2.58;0.00;
2.59;0.00;
2.60;0.00;
2.61;0.00;
2.62;0.00;
2.63;0.00;
2.64;0.00;
2.65;0.00;
2.66;0.00;
2.67;0.00;
2.68;0.00;
2.69;0.00;
2.70;0.00;
2.71;9.48;
2.72;41.33;
2.73;60.94;
2.74;81.05;
2.75;100.33;
2.76;118.39;
2.77;134.22;
2.78;147.58;
2.79;158.67;
2.80;167.45;
2.81;173.48;
2.82;177.38;
2.83;179.30;
2.84;180.39;
2.85;180.73;
2.86;181.00;
2.87;181.03;
2.88;181.06;
2.89;181.11;
2.90;181.12;
2.91;181.22;
2.92;181.17;
2.93;181.17;
2.94;181.11;
2.95;181.19;
2.96;181.27;
2.97;181.19;
2.98;181.16;
2.99;181.19;
3.00;181.09;
3.01;181.19;
3.02;181.19;
3.03;181.05;
3.04;181.02;
3.05;180.95;
3.06;180.97;
3.07;181.03;
3.08;180.94;
3.09;180.91;
3.10;180.88;
3.11;180.91;
3.12;180.80;
3.13;180.86;
3.14;180.73;
3.15;180.75;
3.16;180.80;
3.17;180.69;
3.18;180.69;
3.19;180.69;
3.20;180.70;
3.21;180.78;
3.22;180.61;
3.23;180.67;
3.24;180.67;
3.25;180.67;
3.26;180.53;
3.27;180.47;
3.28;180.58;
3.29;180.61;
3.30;180.58;
3.31;180.61;
3.32;180.58;
3.33;180.42;
3.34;180.42;
3.35;180.42;
3.36;180.55;
3.37;180.59;
3.38;180.62;
3.39;180.62;
3.40;180.66;
3.41;180.45;
3.42;180.33;
3.43;180.20;
3.44;180.12;
3.45;180.05;
3.46;180.00;
3.47;180.00;
3.48;179.88;
3.49;179.81;
3.50;179.94;
3.51;179.91;
3.52;179.94;
3.53;179.88;
3.54;179.89;
3.55;179.77;
3.56;179.81;
3.57;179.75;
3.58;179.73;
3.59;179.66;
3.60;179.69;
3.61;179.80;
3.62;179.75;
3.63;179.73;
3.64;179.66;
3.65;179.55;
3.66;179.64;
3.67;179.66;
3.68;179.56;
3.69;179.44;
3.70;179.39;
3.71;179.36;
3.72;179.53;
3.73;179.45;
3.74;179.47;
3.75;179.34;
3.76;179.33;
3.77;179.42;
3.78;179.31;
3.79;179.34;
3.80;179.22;
3.81;179.19;
3.82;179.33;
3.83;179.22;
3.84;179.30;
3.85;179.33;
3.86;179.17;
3.87;179.19;
3.88;179.14;
3.89;179.11;
3.90;179.00;
3.91;179.12;
3.92;178.94;
3.93;179.08;
3.94;179.06;
3.95;179.06;
3.96;179.09;
3.97;179.09;
3.98;179.00;
3.99;179.02;
4.00;178.98;
