"Time [s]";"Pressure [mmHg]";
0.00;0.00;
0.01;0.14;
0.02;0.14;
0.03;0.00;
0.04;0.09;
0.05;0.00;
0.06;0.02;
0.07;0.00;
0.08;0.03;
0.09;0.00;
0.10;0.00;
0.11;0.08;
0.12;0.00;
0.13;0.03;
0.14;0.05;
0.15;0.08;
0.16;0.05;
0.17;0.00;
0.18;0.00;
0.19;0.09;
0.20;0.08;
0.21;0.08;
0.22;0.00;
0.23;0.00;
0.24;0.00;
0.25;0.05;
0.26;0.03;
0.27;0.00;
0.28;0.00;
0.29;0.06;
0.30;0.08;
0.31;0.05;
0.32;0.03;
0.33;0.02;
0.34;0.05;
0.35;0.05;
0.36;0.12;
0.37;0.02;
0.38;0.09;
0.39;0.11;
0.40;0.06;
0.41;0.05;
0.42;0.05;
0.43;0.09;
0.44;0.08;
0.45;0.05;
0.46;0.06;
0.47;0.00;
0.48;0.02;
0.49;0.00;
0.50;0.05;
0.51;0.00;
0.52;0.02;
0.53;0.05;
0.54;0.02;
0.55;0.00;
0.56;0.06;
0.57;0.00;
0.58;0.08;
0.59;0.00;
0.60;0.05;
0.61;0.05;
0.62;0.00;
0.63;0.05;
0.64;0.00;
0.65;0.11;
0.66;0.00;
0.67;0.00;
0.68;0.00;
0.69;0.00;
0.70;0.00;
0.71;0.00;
0.72;0.00;
0.73;0.08;
0.74;0.00;
0.75;0.06;
0.76;0.00;
0.77;0.00;
0.78;0.00;
0.79;0.00;
0.80;0.00;
0.81;0.00;
0.82;0.12;
0.83;0.11;
0.84;0.09;
0.85;0.19;
0.86;0.08;
0.87;0.08;
0.88;0.06;
0.89;0.08;
0.90;0.03;
0.91;0.00;
0.92;0.00;
0.93;0.03;
0.94;0.12;
0.95;0.12;
0.96;0.00;
0.97;0.00;
0.98;0.00;
0.99;0.00;
1.00;0.00;
1.01;0.00;
1.02;0.00;
1.03;0.00;
1.04;0.00;
1.05;0.00;
1.06;0.00;
1.07;0.00;
1.08;0.00;
1.09;0.00;
1.10;0.00;
1.11;0.00;
1.12;0.00;
1.13;0.00;
1.14;0.00;
1.15;0.00;
1.16;0.00;
1.17;0.00;
1.18;0.00;
1.19;0.00;
1.20;0.00;
1.21;0.00;
1.22;0.00;
1.23;0.00;
1.24;0.00;
1.25;0.00;
1.26;0.00;
1.27;0.00;
1.28;0.00;
1.29;0.00;
1.30;0.02;
1.31;0.02;
1.32;0.00;
1.33;0.00;
1.34;0.03;
1.35;0.06;
1.36;0.00;
1.37;0.00;
1.38;0.00;
1.39;0.00;
1.40;0.00;
1.41;0.00;
1.42;0.00;
1.43;0.00;
1.44;0.00;
1.45;0.00;
1.46;0.00;
1.47;0.00;
1.48;0.02;
1.49;0.00;
1.50;0.00;
1.51;0.00;
1.52;0.00;
1.53;0.00;
1.54;0.00;
1.55;0.00;
1.56;0.02;
1.57;0.09;
1.58;0.02;
1.59;0.12;
1.60;0.00;
1.61;0.03;
1.62;0.00;
1.63;0.00;
1.64;0.05;
1.65;0.00;
1.66;0.00;
1.67;0.00;
1.68;0.02;
1.69;0.03;
1.70;0.00;
1.71;0.00;
1.72;0.03;
1.73;0.00;
1.74;0.00;
1.75;0.00;
1.76;0.02;
1.77;0.00;
1.78;0.03;
1.79;0.00;
1.80;0.00;
1.81;0.00;
1.82;0.00;
1.83;0.05;
1.84;0.00;
1.85;0.00;
1.86;0.00;
1.87;0.06;
1.88;0.00;
1.89;0.12;
1.90;0.11;
1.91;0.08;
1.92;0.02;
1.93;0.03;
1.94;0.11;
1.95;0.06;
1.96;0.03;
1.97;0.11;
1.98;0.03;
1.99;0.02;
2.00;0.00;
2.01;0.08;
2.02;0.06;
2.03;0.06;
2.04;0.05;
2.05;0.05;
2.06;0.00;
2.07;0.00;
2.08;0.00;
2.09;0.00;
2.10;0.00;
2.11;0.00;
2.12;0.00;
2.13;0.03;
2.14;0.00;
2.15;0.03;
2.16;0.00;
2.17;0.05;
2.18;0.00;
2.19;0.00;
2.20;0.00;
2.21;0.00;
2.22;0.02;
2.23;0.16;
2.24;0.00;
2.25;0.00;
2.26;0.12;
2.27;0.00;
2.28;0.00;
2.29;0.00;
2.30;0.00;
2.31;0.09;
2.32;0.00;
2.33;0.00;
2.34;0.00;
2.35;0.00;
2.36;0.00;
2.37;0.00;
2.38;0.03;
2.39;0.00;
2.40;0.03;
2.41;0.00;
2.42;0.00;
2.43;0.00;
2.44;0.00;
2.45;0.00;
2.46;0.00;
2.47;0.00;
2.48;0.00;
2.49;0.05;
2.50;0.00;
2.51;0.00;
2.52;0.00;
2.53;0.08;
2.54;0.00;
2.55;0.00;
2.56;0.00;
2.57;0.02;
2.58;0.00;
2.59;0.00;
2.60;0.03;
2.61;0.03;
2.62;0.00;
2.63;0.08;
2.64;0.00;
2.65;0.00;
2.66;0.00;
2.67;0.00;
2.68;0.00;
2.69;0.05;
2.70;0.05;
2.71;0.00;
2.72;0.00;
2.73;0.00;
2.74;0.00;
2.75;12.66;
2.76;61.16;
2.77;86.38;
2.78;101.73;
2.79;122.02;
2.80;136.23;
2.81;148.05;
2.82;160.25;
2.83;170.05;
2.84;176.38;
2.85;180.09;
2.86;181.72;
2.87;182.56;
2.88;182.83;
2.89;182.88;
2.90;182.94;
2.91;182.97;
2.92;183.02;
2.93;182.92;
2.94;182.94;
2.95;183.02;
2.96;183.02;
2.97;182.91;
2.98;182.89;
2.99;182.92;
3.00;182.89;
3.01;182.67;
3.02;182.66;
3.03;182.62;
3.04;182.56;
3.05;182.55;
3.06;182.45;
3.07;182.44;
3.08;182.45;
3.09;182.38;
3.10;182.42;
3.11;182.41;
3.12;182.20;
3.13;182.16;
3.14;182.22;
3.15;182.19;
3.16;182.09;
3.17;182.14;
3.18;182.06;
3.19;182.08;
3.20;182.05;
3.21;181.91;
3.22;181.84;
3.23;181.80;
3.24;181.78;
3.25;181.69;
3.26;181.72;
3.27;181.67;
3.28;181.66;
3.29;181.70;
3.30;181.69;
3.31;181.59;
3.32;181.56;
3.33;181.52;
3.34;181.55;
3.35;181.48;
3.36;181.55;
3.37;181.52;
3.38;181.55;
3.39;181.59;
3.40;181.58;
3.41;181.56;
3.42;181.45;
3.43;181.33;
3.44;181.14;
3.45;181.19;
3.46;181.16;
3.47;181.09;
3.48;181.08;
3.49;180.95;
3.50;180.97;
3.51;180.91;
3.52;180.83;
3.53;180.97;
3.54;180.88;
3.55;180.64;
3.56;180.75;
3.57;180.83;
3.58;180.70;
3.59;180.78;
3.60;180.73;
3.61;180.66;
3.62;180.73;
3.63;180.52;
3.64;180.55;
3.65;180.66;
3.66;180.61;
3.67;180.48;
3.68;180.50;
3.69;180.36;
3.70;180.48;
3.71;180.45;
3.72;180.47;
3.73;180.44;
3.74;180.33;
3.75;180.39;
3.76;180.31;
3.77;180.41;
3.78;180.33;
3.79;180.25;
3.80;180.34;
3.81;180.30;
3.82;180.23;
3.83;180.23;
3.84;180.25;
3.85;180.28;
3.86;180.11;
3.87;180.08;
3.88;180.11;
3.89;180.11;
3.90;180.00;
3.91;179.95;
3.92;179.97;
3.93;179.95;
3.94;179.98;
3.95;180.17;
3.96;180.06;
3.97;179.98;
3.98;179.95;
3.99;179.94;
4.00;179.91;
4.01;179.91;
4.02;179.92;
4.03;179.91;
4.04;179.80;
4.05;179.86;
4.06;179.80;
4.07;179.77;
4.08;179.70;
4.09;179.89;
4.10;179.75;
4.11;179.72;
4.12;179.73;
4.13;179.69;
4.14;179.62;
4.15;179.66;
4.16;179.69;
4.17;179.73;
4.18;179.53;
4.19;179.59;
4.20;179.56;
4.21;179.48;
4.22;179.52;
4.23;179.47;
4.24;179.58;
4.25;179.61;
4.26;179.56;
4.27;179.44;
4.28;179.38;
4.29;179.42;
4.30;179.48;
4.31;179.42;
4.32;179.28;
4.33;179.25;
4.34;179.20;
4.35;179.14;
4.36;179.33;
4.37;179.16;
4.38;179.25;
4.39;179.20;
4.40;179.09;
4.41;179.09;
4.42;179.14;
4.43;179.08;
4.44;179.23;
4.45;179.22;
4.46;179.11;
4.47;179.09;
4.48;179.16;
4.49;179.06;
4.50;179.05;
4.51;179.08;
4.52;179.02;
4.53;179.08;
4.54;178.91;
4.55;179.05;
4.56;178.94;
4.57;178.91;
4.58;178.94;
4.59;178.94;
4.60;178.83;
4.61;178.92;
4.62;178.89;
4.63;178.86;
4.64;178.86;
4.65;178.86;
4.66;178.78;
4.67;178.72;
4.68;178.69;
4.69;178.72;
4.70;178.69;
4.71;178.66;
4.72;178.70;
4.73;178.69;
4.74;178.66;
4.75;178.67;
4.76;178.62;
4.77;178.67;
4.78;178.66;
4.79;178.72;
4.80;178.64;
4.81;178.64;
4.82;178.61;
4.83;178.55;
4.84;178.58;
4.85;178.50;
4.86;178.45;
4.87;178.55;
4.88;178.58;
4.89;178.53;
4.90;178.56;
4.91;178.42;
4.92;178.44;
4.93;178.42;
4.94;178.42;
4.95;178.33;
4.96;178.38;
4.97;178.39;
4.98;178.31;
4.99;178.31;
5.00;178.27;
5.01;178.30;
5.02;178.28;
5.03;178.34;
5.04;178.33;
5.05;178.36;
5.06;178.42;
5.07;178.50;
5.08;178.42;
5.09;178.48;
5.10;178.34;
5.11;178.36;
5.12;178.14;
5.13;177.69;
5.14;177.67;
5.15;177.95;
5.16;178.56;
5.17;179.08;
5.18;176.06;
5.19;178.16;
5.20;179.34;
5.21;176.12;
5.22;178.62;
5.23;180.47;
5.24;173.02;
5.25;179.56;
5.26;178.94;
5.27;173.14;
5.28;182.31;
5.29;174.19;
5.30;177.34;
5.31;182.78;
5.32;169.94;
5.33;179.97;
5.34;181.83;
5.35;169.67;
5.36;182.92;
5.37;178.98;
5.38;169.28;
5.39;184.64;
5.40;176.16;
5.41;172.20;
5.42;185.64;
5.43;173.06;
5.44;174.72;
5.45;184.91;
5.46;170.55;
5.47;178.16;
5.48;184.06;
5.49;169.73;
5.50;180.67;
5.51;181.09;
5.52;169.86;
5.53;183.31;
5.54;178.09;
5.55;171.97;
5.56;184.62;
5.57;174.58;
5.58;174.17;
5.59;184.97;
5.60;172.58;
5.61;176.78;
5.62;184.88;
5.63;170.92;
5.64;175.92;
5.65;185.50;
5.66;170.91;
5.67;177.03;
5.68;185.05;
5.69;170.80;
5.70;175.66;
5.71;185.50;
5.72;171.67;
5.73;177.08;
5.74;187.61;
5.75;175.59;
5.76;170.94;
5.77;184.92;
5.78;177.52;
5.79;171.67;
5.80;185.03;
5.81;182.95;
5.82;169.09;
5.83;179.81;
5.84;184.19;
5.85;171.03;
