"Time [s]";"Pressure [mmHg]";
0.00;0.00;
0.01;0.00;
0.02;0.00;
0.03;0.00;
0.04;0.00;
0.05;0.00;
0.06;0.00;
0.07;0.00;
0.08;0.00;
0.09;0.00;
0.10;0.00;
0.11;0.00;
0.12;0.00;
0.13;0.00;
0.14;0.00;
0.15;0.00;
0.16;0.00;
0.17;0.00;
0.18;0.00;
0.19;0.00;
0.20;0.00;
0.21;0.00;
0.22;0.00;
0.23;0.00;
0.24;0.00;
0.25;0.00;
0.26;0.00;
0.27;0.00;
0.28;0.00;
0.29;0.00;
0.30;0.00;
0.31;0.00;
0.32;0.00;
0.33;0.00;
0.34;0.00;
0.35;0.00;
0.36;0.00;
0.37;0.00;
0.38;0.00;
0.39;0.00;
0.40;0.00;
0.41;0.00;
0.42;0.00;
0.43;0.00;
0.44;0.00;
0.45;0.00;
0.46;0.00;
0.47;0.00;
0.48;0.00;
0.49;0.00;
0.50;0.00;
0.51;0.00;
0.52;0.00;
0.53;0.00;
0.54;0.00;
0.55;0.00;
0.56;0.00;
0.57;0.00;
0.58;0.00;
0.59;0.00;
0.60;0.00;
0.61;0.00;
0.62;0.00;
0.63;0.00;
0.64;0.00;
0.65;0.00;
0.66;0.00;
0.67;0.00;
0.68;0.00;
0.69;0.00;
0.70;0.00;
0.71;0.00;
0.72;0.00;
0.73;0.00;
0.74;0.00;
0.75;0.00;
0.76;0.00;
0.77;0.00;
0.78;0.00;
0.79;0.00;
0.80;0.00;
0.81;0.00;
0.82;0.00;
0.83;0.00;
0.84;0.00;
0.85;0.00;
0.86;0.00;
0.87;0.00;
0.88;0.00;
0.89;0.00;
0.90;0.00;
0.91;0.00;
0.92;0.00;
0.93;0.00;
0.94;0.00;
0.95;0.00;
0.96;0.00;
0.97;0.00;
0.98;0.00;
0.99;0.00;
1.00;0.00;
1.01;0.00;
1.02;0.00;
1.03;0.00;
1.04;0.00;
1.05;0.00;
1.06;0.00;
1.07;0.00;
1.08;0.00;
1.09;0.00;
1.10;0.00;
1.11;0.00;
1.12;0.00;
1.13;0.00;
1.14;0.00;
1.15;0.00;
1.16;0.00;
1.17;0.00;
1.18;0.00;
1.19;0.00;
1.20;0.00;
1.21;0.00;
1.22;0.00;
1.23;0.00;
1.24;0.00;
1.25;0.00;
1.26;0.00;
1.27;0.00;
1.28;0.00;
1.29;0.00;
1.30;0.00;
1.31;0.00;
1.32;0.00;
1.33;0.00;
1.34;0.00;
1.35;0.00;
1.36;0.00;
1.37;0.00;
1.38;0.00;
1.39;0.00;
1.40;0.00;
1.41;0.00;
1.42;0.00;
1.43;0.00;
1.44;0.00;
1.45;0.00;
1.46;0.00;
1.47;0.00;
1.48;0.00;
1.49;0.00;
1.50;0.00;
1.51;0.00;
1.52;0.00;
1.53;0.00;
1.54;0.00;
1.55;0.00;
1.56;0.00;
1.57;0.00;
1.58;0.00;
1.59;0.00;
1.60;0.00;
1.61;0.00;
1.62;0.00;
1.63;0.00;
1.64;0.00;
1.65;0.00;
1.66;0.00;
1.67;0.00;
1.68;0.00;
1.69;0.00;
1.70;0.00;
1.71;0.00;
1.72;0.00;
1.73;0.00;
1.74;0.00;
1.75;0.00;
1.76;0.00;
1.77;0.00;
1.78;0.00;
1.79;0.00;
1.80;0.00;
1.81;0.00;
1.82;0.00;
1.83;0.00;
1.84;0.00;
1.85;0.00;
1.86;0.00;
1.87;0.00;
1.88;0.00;
1.89;0.00;
1.90;0.00;
1.91;0.00;
1.92;0.00;
1.93;0.00;
1.94;0.00;
1.95;0.00;
1.96;0.00;
1.97;0.00;
1.98;0.00;
1.99;0.00;
2.00;0.00;
2.01;0.00;
2.02;0.00;
2.03;0.00;
2.04;0.00;
2.05;0.00;
2.06;0.00;
2.07;0.00;
2.08;0.00;
2.09;0.00;
2.10;0.00;
2.11;0.00;
2.12;0.00;
2.13;0.00;
2.14;0.00;
2.15;0.00;
2.16;0.00;
2.17;0.00;
2.18;0.00;
2.19;0.00;
2.20;0.00;
2.21;0.00;
2.22;0.00;
2.23;0.00;
2.24;0.00;
2.25;0.00;
2.26;0.00;
2.27;0.00;
2.28;0.00;
2.29;0.00;
2.30;0.00;
2.31;0.00;
2.32;0.00;
2.33;0.00;
2.34;0.00;
2.35;0.00;
2.36;0.00;
2.37;0.00;
2.38;0.00;
2.39;0.00;
2.40;0.00;
2.41;0.00;
2.42;0.00;
2.43;0.00;
2.44;0.00;
2.45;0.00;
2.46;0.00;
2.47;0.00;
2.48;0.00;
2.49;0.00;
2.50;0.00;
2.51;0.00;
2.52;0.00;
2.53;0.00;
2.54;0.00;
2.55;0.00;
2.56;0.00;
2.57;0.00;
2.58;0.00;
2.59;0.00;
2.60;0.00;
2.61;0.00;
2.62;0.00;
2.63;0.00;
2.64;0.00;
2.65;0.00;
2.66;0.00;
2.67;0.00;
2.68;0.00;
2.69;11.25;
2.70;56.97;
2.71;75.11;
2.72;95.42;
2.73;114.67;
2.74;126.88;
2.75;136.44;
2.76;147.27;
2.77;157.47;
2.78;165.52;
2.79;171.52;
2.80;175.89;
2.81;178.64;
2.82;179.95;
2.83;180.34;
2.84;180.52;
2.85;180.39;
2.86;180.30;
2.87;180.33;
2.88;180.53;
2.89;180.84;
2.90;180.91;
2.91;181.05;
2.92;181.23;
2.93;181.19;
2.94;181.06;
2.95;181.06;
2.96;181.08;
2.97;181.16;
2.98;181.05;
2.99;181.28;
3.00;183.36;
3.01;186.91;
3.02;188.08;
3.03;186.30;
3.04;184.44;
3.05;183.56;
3.06;183.02;
3.07;182.34;
3.08;181.34;
3.09;180.92;
3.10;180.92;
3.11;180.83;
3.12;180.67;
3.13;180.72;
3.14;180.75;
3.15;180.86;
3.16;181.05;
3.17;181.11;
3.18;181.09;
3.19;181.41;
3.20;181.17;
3.21;181.09;
3.22;181.08;
3.23;180.86;
3.24;180.34;
3.25;180.02;
3.26;179.84;
3.27;179.92;
3.28;180.06;
3.29;180.00;
3.30;179.97;
3.31;179.61;
3.32;179.19;
3.33;179.14;
3.34;179.45;
3.35;179.64;
3.36;179.86;
3.37;179.94;
3.38;179.91;
3.39;179.50;
3.40;179.36;
3.41;179.44;
3.42;179.62;
3.43;179.86;
3.44;179.80;
3.45;179.81;
3.46;179.78;
3.47;179.62;
3.48;179.44;
3.49;179.39;
3.50;179.20;
3.51;179.09;
3.52;178.91;
3.53;179.20;
3.54;181.44;
3.55;182.42;
3.56;180.16;
3.57;178.25;
3.58;177.23;
3.59;177.56;
3.60;178.41;
3.61;179.23;
3.62;179.92;
3.63;180.19;
3.64;180.16;
3.65;179.72;
3.66;179.17;
3.67;178.88;
3.68;178.64;
3.69;178.20;
3.70;177.80;
3.71;177.66;
3.72;177.70;
3.73;177.86;
3.74;178.23;
3.75;178.34;
3.76;178.47;
3.77;178.75;
3.78;179.08;
3.79;178.92;
3.80;178.58;
3.81;178.52;
3.82;178.59;
3.83;178.92;
3.84;179.11;
3.85;179.53;
3.86;179.92;
3.87;180.12;
3.88;180.25;
3.89;180.27;
3.90;180.06;
3.91;179.75;
3.92;179.70;
3.93;179.69;
3.94;180.45;
3.95;180.72;
3.96;180.56;
3.97;179.73;
3.98;179.09;
3.99;178.69;
4.00;178.52;
