"Time [s]";"Pressure [mmHg]";
0.00;0.00;
0.01;0.00;
0.02;0.00;
0.03;0.00;
0.04;0.00;
0.05;0.00;
0.06;0.00;
0.07;0.00;
0.08;0.00;
0.09;0.00;
0.10;0.00;
0.11;0.00;
0.12;0.00;
0.13;0.00;
0.14;0.00;
0.15;0.00;
0.16;0.00;
0.17;0.00;
0.18;0.00;
0.19;0.00;
0.20;0.00;
0.21;0.00;
0.22;0.00;
0.23;0.00;
0.24;0.00;
0.25;0.00;
0.26;0.00;
0.27;0.00;
0.28;0.00;
0.29;0.00;
0.30;0.00;
0.31;0.00;
0.32;0.00;
0.33;0.00;
0.34;0.00;
0.35;0.00;
0.36;0.00;
0.37;0.00;
0.38;0.00;
0.39;0.00;
0.40;0.00;
0.41;0.00;
0.42;0.00;
0.43;0.00;
0.44;0.00;
0.45;0.00;
0.46;0.00;
0.47;0.00;
0.48;0.00;
0.49;0.00;
0.50;0.00;
0.51;0.00;
0.52;0.00;
0.53;0.00;
0.54;0.00;
0.55;0.00;
0.56;0.00;
0.57;0.00;
0.58;0.00;
0.59;0.00;
0.60;0.00;
0.61;0.00;
0.62;0.00;
0.63;0.00;
0.64;0.00;
0.65;0.00;
0.66;0.00;
0.67;0.00;
0.68;0.00;
0.69;0.00;
0.70;0.00;
0.71;0.00;
0.72;0.00;
0.73;0.00;
0.74;0.00;
0.75;0.00;
0.76;0.00;
0.77;0.00;
0.78;0.00;
0.79;0.00;
0.80;0.00;
0.81;0.00;
0.82;0.00;
0.83;0.00;
0.84;0.00;
0.85;0.00;
0.86;0.00;
0.87;0.00;
0.88;0.00;
0.89;0.00;
0.90;0.00;
0.91;0.00;
0.92;0.00;
0.93;0.00;
0.94;0.00;
0.95;0.00;
0.96;0.00;
0.97;0.00;
0.98;0.00;
0.99;0.00;
1.00;0.00;
1.01;0.00;
1.02;0.02;
1.03;0.84;
1.04;2.31;
1.05;4.00;
1.06;5.92;
1.07;7.86;
1.08;9.81;
1.09;11.80;
1.10;13.67;
1.11;15.80;
1.12;17.73;
1.13;19.69;
1.14;21.55;
1.15;23.61;
1.16;25.53;
1.17;27.39;
1.18;29.25;
1.19;31.05;
1.20;32.91;
1.21;34.69;
1.22;36.47;
1.23;38.20;
1.24;40.05;
1.25;41.86;
1.26;43.52;
1.27;45.20;
1.28;46.95;
1.29;48.72;
1.30;50.45;
1.31;52.08;
1.32;53.75;
1.33;55.30;
1.34;56.97;
1.35;58.45;
1.36;60.05;
1.37;61.50;
1.38;63.16;
1.39;64.66;
1.40;66.19;
1.41;67.67;
1.42;69.20;
1.43;70.64;
1.44;72.09;
1.45;73.56;
1.46;75.19;
1.47;76.75;
1.48;78.38;
1.49;79.91;
1.50;81.30;
1.51;82.80;
1.52;84.33;
1.53;85.80;
1.54;87.11;
1.55;81.41;
1.56;55.27;
1.57;41.45;
1.58;34.27;
1.59;30.06;
1.60;27.16;
1.61;25.12;
1.62;23.56;
1.63;22.38;
1.64;21.34;
1.65;20.62;
1.66;19.73;
1.67;19.14;
1.68;18.59;
1.69;18.08;
1.70;17.58;
1.71;17.25;
1.72;16.78;
1.73;16.48;
1.74;16.11;
1.75;15.75;
1.76;15.38;
1.77;15.19;
1.78;14.83;
1.79;14.61;
1.80;14.30;
1.81;14.12;
1.82;13.91;
1.83;13.70;
1.84;13.44;
1.85;13.27;
1.86;13.03;
1.87;12.94;
1.88;12.67;
1.89;12.52;
1.90;12.28;
1.91;12.08;
1.92;11.86;
1.93;11.72;
1.94;11.61;
1.95;11.53;
1.96;11.28;
1.97;11.11;
1.98;10.97;
1.99;10.75;
2.00;10.59;
2.01;10.58;
2.02;10.38;
2.03;10.17;
2.04;10.03;
2.05;9.92;
2.06;9.84;
2.07;9.66;
2.08;9.59;
2.09;9.38;
2.10;9.23;
2.11;9.19;
2.12;9.03;
2.13;8.94;
2.14;8.83;
2.15;8.70;
2.16;8.47;
2.17;8.48;
2.18;8.27;
2.19;8.27;
2.20;8.12;
2.21;8.08;
2.22;7.91;
2.23;7.75;
2.24;7.72;
2.25;7.62;
2.26;7.56;
2.27;7.53;
2.28;7.33;
2.29;7.33;
2.30;7.27;
2.31;7.20;
2.32;6.95;
2.33;6.88;
2.34;6.78;
2.35;6.72;
2.36;6.62;
2.37;6.58;
2.38;6.48;
2.39;6.53;
2.40;6.44;
2.41;6.39;
2.42;6.23;
2.43;6.23;
2.44;6.09;
2.45;6.06;
2.46;6.00;
2.47;5.92;
2.48;5.70;
2.49;5.72;
2.50;5.67;
2.51;5.61;
2.52;5.55;
2.53;5.50;
2.54;5.48;
2.55;5.31;
2.56;5.34;
2.57;5.25;
2.58;5.20;
2.59;5.17;
2.60;5.08;
2.61;5.09;
2.62;5.02;
2.63;4.94;
2.64;4.89;
2.65;4.84;
2.66;4.77;
2.67;4.67;
2.68;4.66;
2.69;4.59;
2.70;4.52;
2.71;4.47;
2.72;4.44;
2.73;4.44;
2.74;4.33;
2.75;4.17;
2.76;4.20;
2.77;4.23;
2.78;4.17;
2.79;4.12;
2.80;4.08;
2.81;4.05;
2.82;4.03;
2.83;3.89;
2.84;3.86;
2.85;3.80;
2.86;3.70;
2.87;3.69;
2.88;3.72;
2.89;3.73;
2.90;3.66;
2.91;3.58;
2.92;3.38;
2.93;3.31;
2.94;3.36;
2.95;3.28;
2.96;3.42;
2.97;3.27;
2.98;3.48;
2.99;3.48;
3.00;3.34;
3.01;3.30;
3.02;3.19;
3.03;3.19;
3.04;3.02;
3.05;3.02;
3.06;2.98;
3.07;2.92;
3.08;3.00;
3.09;2.89;
3.10;2.98;
3.11;2.98;
3.12;3.02;
3.13;2.83;
3.14;2.67;
3.15;2.59;
3.16;2.81;
3.17;2.69;
3.18;2.77;
3.19;2.80;
3.20;2.81;
3.21;2.59;
3.22;2.59;
3.23;2.59;
3.24;2.55;
3.25;2.50;
3.26;2.44;
3.27;2.55;
3.28;2.48;
3.29;2.53;
3.30;2.39;
3.31;2.34;
3.32;2.30;
3.33;2.14;
3.34;2.25;
3.35;2.23;
3.36;2.17;
3.37;2.16;
3.38;2.23;
3.39;2.20;
3.40;2.25;
3.41;2.14;
3.42;2.12;
3.43;2.14;
3.44;2.02;
3.45;1.94;
3.46;2.02;
3.47;2.06;
3.48;0.34;
3.49;0.00;
3.50;0.00;
3.51;0.00;
3.52;0.00;
3.53;0.00;
3.54;0.00;
3.55;0.00;
3.56;0.00;
3.57;0.00;
3.58;0.00;
3.59;0.00;
3.60;0.00;
3.61;0.00;
3.62;0.00;
3.63;0.00;
3.64;0.00;
3.65;0.00;
3.66;0.00;
3.67;0.00;
3.68;0.00;
3.69;0.00;
3.70;0.00;
3.71;0.00;
3.72;0.00;
3.73;0.00;
3.74;0.00;
3.75;0.00;
3.76;0.00;
3.77;0.00;
3.78;0.00;
3.79;0.00;
3.80;0.00;
3.81;0.00;
3.82;0.00;
3.83;0.00;
3.84;0.00;
3.85;0.00;
3.86;0.00;
3.87;0.00;
3.88;0.00;
3.89;0.00;
3.90;0.00;
3.91;0.00;
3.92;0.00;
3.93;0.00;
3.94;0.00;
3.95;0.00;
3.96;0.00;
3.97;0.00;
3.98;0.00;
3.99;0.00;
4.00;0.00;
