"Time [s]";"Pressure [mmHg]";
0.00;0.00;
0.01;0.00;
0.02;0.00;
0.03;0.00;
0.04;0.00;
0.05;0.00;
0.06;0.00;
0.07;0.00;
0.08;0.00;
0.09;0.00;
0.10;0.00;
0.11;0.00;
0.12;0.00;
0.13;0.00;
0.14;0.00;
0.15;0.00;
0.16;0.00;
0.17;0.00;
0.18;0.00;
0.19;0.00;
0.20;0.00;
0.21;0.00;
0.22;0.00;
0.23;0.00;
0.24;0.00;
0.25;0.00;
0.26;0.00;
0.27;0.00;
0.28;0.00;
0.29;0.00;
0.30;0.00;
0.31;0.00;
0.32;0.00;
0.33;0.00;
0.34;0.00;
0.35;0.00;
0.36;0.00;
0.37;0.00;
0.38;0.00;
0.39;0.00;
0.40;0.00;
0.41;0.00;
0.42;0.00;
0.43;0.00;
0.44;0.00;
0.45;0.00;
0.46;0.00;
0.47;0.00;
0.48;0.00;
0.49;0.00;
0.50;0.00;
0.51;0.00;
0.52;0.00;
0.53;0.00;
0.54;0.00;
0.55;0.00;
0.56;0.00;
0.57;0.00;
0.58;0.00;
0.59;0.00;
0.60;0.00;
0.61;0.00;
0.62;0.00;
0.63;0.00;
0.64;0.00;
0.65;0.00;
0.66;0.00;
0.67;0.03;
0.68;0.00;
0.69;0.00;
0.70;0.00;
0.71;0.00;
0.72;0.00;
0.73;0.00;
0.74;0.00;
0.75;0.00;
0.76;0.00;
0.77;0.00;
0.78;0.00;
0.79;0.00;
0.80;0.00;
0.81;0.00;
0.82;0.00;
0.83;0.00;
0.84;0.00;
0.85;0.00;
0.86;0.00;
0.87;0.00;
0.88;0.00;
0.89;0.00;
0.90;0.00;
0.91;0.00;
0.92;0.00;
0.93;0.00;
0.94;0.00;
0.95;0.00;
0.96;0.00;
0.97;0.00;
0.98;0.00;
0.99;0.00;
1.00;0.00;
1.01;0.00;
1.02;0.00;
1.03;0.00;
1.04;0.00;
1.05;0.00;
1.06;0.00;
1.07;0.00;
1.08;0.00;
1.09;0.00;
1.10;0.00;
1.11;0.00;
1.12;0.00;
1.13;0.00;
1.14;0.00;
1.15;0.00;
1.16;0.00;
1.17;0.00;
1.18;0.00;
1.19;0.00;
1.20;0.00;
1.21;0.00;
1.22;0.00;
1.23;0.00;
1.24;0.00;
1.25;0.00;
1.26;0.00;
1.27;0.00;
1.28;0.00;
1.29;0.00;
1.30;0.00;
1.31;0.00;
1.32;0.00;
1.33;0.00;
1.34;0.00;
1.35;0.00;
1.36;0.00;
1.37;0.00;
1.38;0.00;
1.39;0.00;
1.40;0.00;
1.41;0.00;
1.42;0.00;
1.43;0.00;
1.44;0.00;
1.45;0.00;
1.46;0.00;
1.47;0.00;
1.48;0.00;
1.49;0.00;
1.50;0.00;
1.51;0.00;
1.52;0.00;
1.53;0.00;
1.54;0.00;
1.55;0.00;
1.56;0.00;
1.57;0.00;
1.58;0.00;
1.59;0.00;
1.60;0.00;
1.61;0.00;
1.62;0.00;
1.63;0.00;
1.64;0.00;
1.65;0.00;
1.66;0.00;
1.67;0.00;
1.68;0.00;
1.69;0.00;
1.70;0.00;
1.71;0.00;
1.72;0.00;
1.73;0.00;
1.74;0.00;
1.75;0.00;
1.76;0.00;
1.77;0.00;
1.78;0.00;
1.79;0.00;
1.80;0.00;
1.81;0.00;
1.82;0.00;
1.83;0.00;
1.84;0.00;
1.85;0.00;
1.86;0.00;
1.87;0.00;
1.88;0.00;
1.89;0.00;
1.90;0.00;
1.91;0.00;
1.92;0.00;
1.93;0.00;
1.94;0.00;
1.95;0.00;
1.96;0.00;
1.97;0.00;
1.98;0.00;
1.99;0.00;
2.00;0.00;
2.01;0.00;
2.02;0.00;
2.03;0.05;
2.04;0.00;
2.05;0.00;
2.06;0.00;
2.07;0.00;
2.08;0.00;
2.09;0.00;
2.10;0.00;
2.11;0.00;
2.12;0.00;
2.13;0.00;
2.14;0.00;
2.15;0.00;
2.16;0.00;
2.17;0.00;
2.18;0.00;
2.19;0.00;
2.20;0.00;
2.21;0.00;
2.22;0.00;
2.23;0.00;
2.24;0.00;
2.25;0.00;
2.26;0.00;
2.27;0.00;
2.28;0.00;
2.29;0.00;
2.30;0.00;
2.31;0.00;
2.32;0.00;
2.33;0.00;
2.34;0.00;
2.35;0.00;
2.36;0.00;
2.37;0.00;
2.38;0.00;
2.39;0.00;
2.40;0.00;
2.41;0.00;
2.42;0.00;
2.43;0.00;
2.44;0.00;
2.45;0.00;
2.46;0.00;
2.47;0.00;
2.48;0.00;
2.49;0.00;
2.50;0.00;
2.51;0.00;
2.52;0.00;
2.53;0.00;
2.54;0.00;
2.55;0.00;
2.56;0.00;
2.57;0.00;
2.58;0.00;
2.59;0.00;
2.60;0.00;
2.61;0.00;
2.62;0.00;
2.63;0.00;
2.64;0.00;
2.65;0.00;
2.66;0.00;
2.67;0.00;
2.68;0.00;
2.69;9.67;
2.70;49.27;
2.71;71.59;
2.72;81.12;
2.73;98.06;
2.74;115.45;
2.75;131.45;
2.76;145.33;
2.77;156.75;
2.78;165.89;
2.79;172.33;
2.80;176.34;
2.81;178.72;
2.82;179.94;
2.83;180.47;
2.84;180.62;
2.85;180.81;
2.86;180.98;
2.87;180.92;
2.88;180.91;
2.89;180.94;
2.90;181.02;
2.91;181.09;
2.92;181.17;
2.93;181.05;
2.94;180.88;
2.95;180.91;
2.96;181.08;
2.97;181.08;
2.98;181.00;
2.99;180.84;
3.00;180.58;
3.01;180.81;
3.02;180.81;
3.03;180.70;
3.04;180.77;
3.05;180.59;
3.06;180.75;
3.07;180.66;
3.08;180.67;
3.09;180.67;
3.10;180.59;
3.11;180.52;
3.12;180.50;
3.13;180.52;
3.14;180.42;
3.15;180.45;
3.16;180.38;
3.17;180.39;
3.18;180.33;
3.19;180.36;
3.20;180.33;
3.21;180.33;
3.22;180.55;
3.23;180.38;
3.24;180.09;
3.25;180.05;
3.26;180.39;
3.27;180.22;
3.28;179.98;
3.29;179.92;
3.30;179.91;
3.31;179.83;
3.32;179.78;
3.33;179.77;
3.34;179.78;
3.35;179.83;
3.36;179.91;
3.37;180.00;
3.38;179.73;
3.39;179.80;
3.40;179.62;
3.41;179.62;
3.42;179.58;
3.43;179.69;
3.44;179.47;
3.45;179.47;
3.46;179.33;
3.47;179.42;
3.48;179.34;
3.49;179.28;
3.50;179.39;
3.51;179.41;
3.52;179.45;
3.53;179.42;
3.54;179.34;
3.55;179.36;
3.56;179.52;
3.57;179.31;
3.58;179.31;
3.59;179.20;
3.60;179.22;
3.61;179.12;
3.62;179.17;
3.63;179.20;
3.64;179.42;
3.65;179.39;
3.66;179.12;
3.67;179.16;
3.68;179.09;
3.69;179.17;
3.70;179.22;
3.71;179.12;
3.72;179.09;
3.73;178.92;
3.74;179.00;
3.75;179.03;
3.76;179.00;
3.77;178.86;
3.78;178.83;
3.79;178.75;
3.80;178.89;
3.81;178.95;
3.82;178.61;
3.83;178.53;
3.84;178.47;
3.85;178.44;
3.86;178.58;
3.87;178.64;
3.88;178.53;
3.89;178.28;
3.90;178.28;
3.91;178.41;
3.92;178.61;
3.93;178.77;
3.94;178.38;
3.95;178.36;
3.96;178.41;
3.97;178.31;
3.98;178.48;
3.99;178.42;
4.00;178.30;
