method,top_inverse_term,top_inverse_strength,top_gain_to_ref_pp,top_centered_corr_to_ref_pp,top_amplitude_ratio_to_ref_pp
RTBP,P2V_relTTP,0.05209676057103282,-0.04379701699695717,-0.03056265890766833,1.1895047686615798
SinBP_D,E,0.24666013762503386,-0.1546305185206581,-0.10064855303079662,1.59515818730234
SinBP_M,cosPhi,0.20938435036765016,-0.14898526615620217,-0.10379925043121885,1.4054030695097268
