method,series,target,filters,n,mae,rmse,corr,signed_bias,pp_mae,pp_signed_bias
RTBP_INITIAL_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,8.692792231025981,8.887133441236049,-0.09029780149512374,8.692792231025981,13.017923496268509,13.017923496268509
RTBP_INITIAL_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,4.3251312652425264,4.422438377799047,-0.0889220915826263,-4.3251312652425264,13.017923496268509,13.017923496268509
RTBP_INITIAL_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,8.690139073701896,8.879068106084024,0.027864728311763343,8.690139073701896,13.013988833709103,13.013988833709103
RTBP_INITIAL_BASELINE,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,4.3238497600072066,4.41859615759912,0.022182517288084465,-4.3238497600072066,13.013988833709103,13.013988833709103
RTBP_INITIAL_BASELINE,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,8.690139073701896,8.879068106084024,0.027864728311763343,8.690139073701896,13.013988833709103,13.013988833709103
RTBP_INITIAL_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,4.3238497600072066,4.41859615759912,0.022182517288084465,-4.3238497600072066,13.013988833709103,13.013988833709103
SinBP_D_INITIAL_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",39,7.309409723759393,7.527220507476347,-0.16035508791939257,7.309409723759393,10.95145663107331,10.95145663107331
SinBP_D_INITIAL_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",39,3.6420469073139192,3.7502092862126393,-0.16221608439448654,-3.6420469073139192,10.95145663107331,10.95145663107331
SinBP_D_INITIAL_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",39,7.306929326336412,7.516675617328216,0.02194136081599659,7.306929326336412,10.947779932963853,10.947779932963853
SinBP_D_INITIAL_BASELINE,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",39,3.6408506066274375,3.745150527138397,0.014592231562508075,-3.6408506066274375,10.947779932963853,10.947779932963853
SinBP_D_INITIAL_BASELINE,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",39,7.306929326336412,7.516675617328216,0.02194136081599659,7.306929326336412,10.947779932963853,10.947779932963853
SinBP_D_INITIAL_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",39,3.6408506066274375,3.745150527138397,0.014592231562508075,-3.6408506066274375,10.947779932963853,10.947779932963853
SinBP_M_INITIAL_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",41,7.504594339764527,7.73258507091633,-0.27406976179608566,7.504594339764527,11.246665495639645,11.246665495639645
SinBP_M_INITIAL_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",41,3.7420711558751174,3.855993805373552,-0.28867845977288553,-3.7420711558751174,11.246665495639645,11.246665495639645
SinBP_M_INITIAL_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",41,7.502791402615039,7.72662576729038,-0.23319415108816915,7.502791402615039,11.243940363951921,11.243940363951921
SinBP_M_INITIAL_BASELINE,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",41,3.7411489613368842,3.8528800667206102,-0.24313959813840277,-3.7411489613368842,11.243940363951921,11.243940363951921
SinBP_M_INITIAL_BASELINE,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",41,7.502791402615039,7.72662576729038,-0.23319415108816915,7.502791402615039,11.243940363951921,11.243940363951921
SinBP_M_INITIAL_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",41,3.7411489613368842,3.8528800667206102,-0.24313959813840277,-3.7411489613368842,11.243940363951921,11.243940363951921
RTBP_RICH_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,2.3765113264258506,2.887649951047682,-0.09029780149511815,2.218562194132777,3.5601149699023376,3.3291937313154363
RTBP_RICH_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,1.1854008732924999,1.4438501152253183,-0.0889220915826284,-1.1106315371826594,3.5601149699023376,3.3291937313154363
RTBP_RICH_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,2.3510380840489042,2.8687255308949555,0.02786472831171271,2.215909036808699,3.52439753279441,3.325259068756034
RTBP_RICH_BASELINE,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,1.1749493615950317,1.4349121053977079,0.022182517288171145,-1.1093500319473353,3.52439753279441,3.325259068756034
RTBP_RICH_BASELINE,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,2.3510380840489042,2.8687255308949555,0.02786472831171271,2.215909036808699,3.52439753279441,3.325259068756034
RTBP_RICH_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,1.1749493615950317,1.4349121053977079,0.022182517288171145,-1.1093500319473353,3.52439753279441,3.325259068756034
SinBP_D_RICH_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",39,1.738882440754433,2.1233736724544197,-0.16035508791938746,1.1301051696583244,2.6034320256222787,1.703302364953297
SinBP_D_RICH_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",39,0.8645495848678458,1.062129483638721,-0.16221608439448493,-0.5731971952949726,2.6034320256222787,1.703302364953297
