経過時間_秒, Green, SinWave
0.027, 4.77, 0.53
0.056, 3.13, 0.80
0.094, 0.87, 1.55
0.127, 0.45, 2.49
0.161, 0.59, 3.67
0.194, 1.30, 4.94
0.226, 2.62, 6.18
0.267, 4.41, 7.66
0.298, 6.44, 8.59
0.329, 7.51, 9.27
0.365, 8.27, 9.75
0.400, 8.81, 9.85
0.433, 9.19, 9.63
0.464, 9.56, 9.14
0.497, 9.82, 8.35
0.524, 9.88, 7.55
0.559, 9.74, 6.31
0.594, 9.43, 5.06
0.630, 9.02, 4.46
0.658, 8.54, 3.49
0.699, 8.05, 2.18
0.732, 7.62, 1.32
0.772, 7.13, 0.63
0.806, 6.40, 0.42
0.838, 5.29, 0.57
0.870, 3.44, 1.03
0.897, 0.76, 1.65
0.930, 0.39, 2.63
0.962, 0.59, 3.76
0.994, 1.44, 4.98
1.029, 2.77, 6.34
1.061, 4.33, 7.49
1.095, 5.86, 8.53
1.130, 7.25, 9.30
1.161, 8.53, 9.72
1.196, 8.96, 9.88
1.220, 9.12, 9.78
1.259, 9.28, 9.27
1.292, 9.52, 8.54
1.322, 9.75, 7.69
1.360, 9.70, 6.37
1.396, 9.30, 5.09
1.435, 8.56, 3.96
1.461, 7.55, 2.53
1.496, 6.36, 1.53
1.533, 5.08, 0.82
1.562, 3.38, 0.49
1.595, 1.93, 0.39
1.630, 1.23, 0.61
1.663, 0.62, 1.10
1.692, 0.63, 1.73
1.724, 1.26, 2.62
1.759, 2.41, 3.75
1.796, 3.84, 5.05
1.830, 5.24, 6.25
1.855, 6.40, 7.08
1.895, 7.16, 8.26
1.928, 7.50, 9.06
1.966, 7.63, 9.63
1.997, 7.85, 9.76
2.030, 8.22, 9.56
2.067, 7.71, 8.91
2.098, 6.35, 8.13
2.137, 4.61, 9.12
2.169, 3.14, 7.84
2.202, 2.74, 6.81
2.233, 2.33, 5.76
2.265, 2.07, 4.63
2.296, 1.85, 3.57
2.326, 1.65, 2.64
2.362, 1.36, 1.70
2.394, 0.85, 1.08
2.431, 0.34, 0.69
2.464, 0.16, 0.64
2.489, 0.34, 0.79
2.530, 0.83, 1.39
2.567, 1.53, 2.25
2.599, 2.32, 3.19
2.620, 3.11, 3.88
2.666, 3.77, 5.47
2.698, 4.26, 6.57
2.734, 4.63, 7.71
2.765, 4.87, 8.53
2.800, 4.86, 9.24
2.834, 4.68, 9.65
2.870, 4.06, -1.46
2.903, 2.99, 0.31
