method,top_inverse_term,top_inverse_strength,top_gain_to_ref_pp,top_centered_corr_to_ref_pp,top_amplitude_ratio_to_ref_pp
SinBP_D_EOnly,P2V_relTTP,0.0007991222357882949,-0.0022488866905926237,-0.01605074765297571,0.35534126247050324
SinBP_D_E2,P2V_relTTP,0.00072137323448257,-0.002136687349904379,-0.016050747652975678,0.3376129102439123
SinBP_D_LocalA,P2V_relTTP,0.006127717692420011,-0.02056538861806962,-0.07464071046437948,0.2979626500729453
