method,series,target,filters,n,mae,rmse,corr,signed_bias,pp_mae,pp_signed_bias
RTBP_INITIAL_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",113,7.321651085283336,9.165878856284357,0.15286939412247322,-6.135008945455556,10.960378953187368,-9.171478247497639
RTBP_INITIAL_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",113,3.6403191050592363,4.5547899204145,0.15395175417751605,3.036469302042082,10.960378953187368,-9.171478247497639
RTBP_INITIAL_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",113,7.320097645026873,9.168527865281707,0.1833629035733259,-6.13537673443139,10.958988960123031,-9.171991449529191
RTBP_INITIAL_BASELINE,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",113,3.6397301322141655,4.556187401794389,0.18208653458675678,3.0366147150977993,10.958988960123031,-9.171991449529191
RTBP_INITIAL_BASELINE,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",113,7.320097645026873,9.168527865281707,0.1833629035733259,-6.13537673443139,10.958988960123031,-9.171991449529191
RTBP_INITIAL_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",113,3.6397301322141655,4.556187401794389,0.18208653458675678,3.0366147150977993,10.958988960123031,-9.171991449529191
SinBP_D_INITIAL_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",95,6.419496004155704,7.969628289929611,0.2161601228249254,-3.3653766491608046,9.610716410066411,-5.018950094789288
SinBP_D_INITIAL_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",95,3.191220405910709,3.9602878434619027,0.21536883824094477,1.6535734456284827,9.610716410066411,-5.018950094789288
SinBP_D_INITIAL_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",95,6.422569084915933,7.974319331701737,0.2463950276892876,-3.366393094940334,9.615463536329477,-5.020499177978461
SinBP_D_INITIAL_BASELINE,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",95,3.192905318300577,3.9630014693002957,0.24387105758012131,1.6541060830381273,9.615463536329477,-5.020499177978461
SinBP_D_INITIAL_BASELINE,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",95,6.422569084915933,7.974319331701737,0.2463950276892876,-3.366393094940334,9.615463536329477,-5.020499177978461
SinBP_D_INITIAL_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",95,3.192905318300577,3.9630014693002957,0.24387105758012131,1.6541060830381273,9.615463536329477,-5.020499177978461
SinBP_M_INITIAL_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",94,6.282800262051346,7.739733369473349,0.19941926462368545,-2.835283593674983,9.409118275797475,-4.236650991387077
SinBP_M_INITIAL_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",94,3.1268556097689615,3.8514264662127617,0.19617536837043448,1.4013673977120937,9.409118275797475,-4.236650991387077
SinBP_M_INITIAL_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",94,6.30346588046354,7.748339152543125,0.2215989185059277,-2.8363710844824985,9.441902483789585,-4.23837312945183
