method,mape_mean,mape_std,mae_mean,mae_std,rmse_mean,rmse_std,corr_mean,corr_std
SinBP_D,16.441134030446364,1.3329360918142927,18.982911794588087,2.0870389680260426,24.167318875663426,2.4611330356922725,0.21364310916458046,0.19265432939208205
SinBP_M,16.923692587202307,1.2129037453119589,19.47489648271242,2.433016480254938,24.702959544912222,2.37666295473683,0.17125232065380344,0.1988608591287898
RealTimeBP,17.81942355737514,1.2632486673182357,20.66240630581903,2.490863017699925,28.016125107290048,5.461711253712916,-0.05984669950953068,0.14834533496320537
