経過時間_秒, Green, SinWave
0.020, 9.31, 6.78
0.064, 9.66, 8.00
0.084, 9.88, 8.49
0.114, 9.93, 9.14
0.152, 9.84, 9.70
0.184, 9.64, 9.92
0.221, 9.38, 10.39
0.253, 9.06, 9.35
0.279, 8.71, 8.81
0.317, 8.31, 7.74
0.355, 7.80, 6.45
0.381, 7.02, 5.49
0.421, 5.93, 3.99
0.453, 3.88, 2.87
0.487, 1.51, 1.83
0.514, 1.13, 1.26
0.552, 0.55, 0.69
0.587, 0.60, 0.38
0.614, 1.35, 0.30
0.654, 2.98, 0.43
0.687, 5.33, 0.76
0.720, 5.94, 1.27
0.753, 6.72, 1.94
0.787, 7.54, 2.78
0.822, 8.15, 3.75
0.845, 8.61, 4.42
0.892, 8.99, 5.84
0.920, 9.36, 6.65
0.947, 9.66, 7.40
0.988, 9.88, 8.40
1.020, 9.93, 9.15
1.054, 9.88, 9.69
1.093, 9.70, 9.93
1.123, 9.43, 10.53
1.155, 9.08, 9.51
1.180, 8.68, 9.05
1.221, 8.18, 8.02
1.254, 7.55, 6.97
1.287, 6.67, 5.82
1.320, 5.26, 4.63
1.357, 2.84, 3.35
1.386, 0.96, 2.44
1.420, 0.58, 1.62
1.453, 0.87, 1.07
1.491, 2.00, 0.68
1.520, 3.99, 0.55
1.554, 5.72, 0.60
1.587, 6.57, 0.85
1.614, 7.41, 1.19
1.657, 8.08, 1.98
1.687, 8.71, 2.67
1.720, 9.23, 3.54
1.753, 9.69, 4.48
1.787, 9.87, 5.49
1.816, 9.84, 6.34
1.856, 9.65, 7.44
1.889, 9.33, 8.80
1.920, 8.95, 9.28
1.954, 8.47, 9.86
1.986, 7.93, 9.98
2.020, 7.36, 9.64
2.057, 6.61, 8.77
2.088, 5.67, 7.71
2.122, 4.24, 6.32
2.153, 2.00, 4.95
2.189, 1.28, 3.41
2.221, 1.14, 2.21
2.252, 0.67, 1.56
2.287, 0.38, 1.08
2.323, 0.56, 0.74
2.369, 1.26, 0.58
2.386, 2.51, 0.60
2.419, 4.32, 0.75
2.461, 6.55, 1.15
2.487, 7.47, 1.51
2.522, 8.30, 2.12
2.558, 8.90, 2.87
2.588, 9.46, 3.57
2.619, 9.76, 4.34
2.657, 9.76, 5.33
2.690, 9.50, 6.18
2.722, 9.08, 7.35
2.754, 8.68, 5.85
2.791, 8.35, 4.04
2.821, 8.06, 2.68
2.858, 7.84, 1.48
2.889, 7.60, 0.93
2.921, 7.22, 0.56
2.954, 6.53, 0.39
2.987, 5.38, 0.45
3.019, 3.17, 0.73
3.053, 1.75, 1.25
3.107, 1.65, 2.47
3.121, 1.44, 2.85
3.156, 0.96, 3.88
3.189, 0.50, 4.91
3.223, 0.54, 5.98
3.256, 1.19, 6.97
3.290, 2.60, 7.90
3.326, 4.84, 8.88
3.357, 6.39, 9.56
3.391, 7.32, 9.76
3.428, 8.12, 9.32
3.457, 8.71, 8.52
3.490, 9.20, 7.24
3.525, 9.67, 5.60
3.555, 9.86, 4.14
3.592, 9.84, 2.47
3.624, 9.66, 1.48
3.661, 9.37, 6.77
3.691, 9.00, 6.80
3.723, 8.59, 5.66
3.755, 8.12, 4.48
3.794, 7.60, 3.12
3.824, 6.95, 2.19
3.858, 6.05, 1.38
3.891, 4.76, 0.83
3.926, 2.57, 0.53
3.955, 1.57, 0.50
3.994, 1.23, 0.79
4.027, 0.57, 1.31
4.058, 0.35, 2.00
4.092, 0.64, 2.94
4.127, 1.50, 4.05
4.164, 2.86, 5.30
4.193, 4.74, 6.28
4.225, 6.79, 7.30
4.255, 7.72, 8.15
4.292, 8.39, 9.04
4.323, 8.84, 9.57
4.358, 9.36, 9.85
4.397, 9.74, 9.75
4.428, 9.84, 9.37
4.457, 9.68, 8.76
4.491, 9.33, 7.87
4.528, 8.83, 9.54
4.560, 8.23, 9.82
4.595, 7.53, 9.86
4.628, 6.76, 9.66
4.656, 5.95, 9.32
4.699, 4.84, 8.51
4.731, 3.29, 7.72
4.757, 1.67, 6.99
4.802, 1.53, 5.61
4.827, 1.39, 4.81
4.864, 1.19, 3.65
4.896, 0.79, 2.72
4.925, 0.40, 1.96
4.959, 0.38, 1.23
4.993, 0.82, 0.70
5.028, 1.63, 0.38
5.060, 2.77, 0.32
5.095, 4.18, 0.51
5.129, 5.65, 0.93
5.157, 7.18, 1.44
5.194, 8.52, 2.30
5.227, 9.76, 3.22
5.262, 9.88, 4.29
5.306, 9.77, 5.73
5.328, 9.50, 6.38
5.367, 9.03, 10.21
5.395, 8.37, 9.80
5.426, 7.61, 9.44
5.465, 6.70, 8.63
5.494, 5.69, 7.82
5.526, 4.64, 6.75
5.560, 3.31, 5.51
5.604, 1.65, 3.88
5.631, 1.47, 2.94
5.661, 1.31, 2.01
5.696, 1.23, 1.22
5.726, 0.99, 0.75
5.771, 0.49, 0.38
5.798, 0.30, 0.36
5.827, 0.58, 0.52
5.859, 1.35, 0.89
5.896, 2.64, 1.57
5.930, 4.51, 2.38
5.963, 6.68, 3.31
5.999, 7.60, 4.42
6.031, 8.36, 5.44
6.059, 8.86, 6.33
6.096, 9.28, 7.43
6.131, 9.68, 8.33
6.170, 9.84, 9.23
6.197, 9.79, 9.64
6.230, 9.58, 9.88
6.273, 9.30, 7.06
6.305, 8.95, 7.93
6.331, 8.52, 7.09
6.372, 8.05, 5.62
6.398, 7.54, 4.64
6.427, 6.90, 3.54
6.471, 6.01, 2.13
6.497, 4.78, 1.45
6.530, 2.66, 0.82
6.563, 1.20, 0.43
6.593, 0.66, 0.30
6.634, 0.41, 0.46
6.661, 0.67, 0.79
6.698, 1.56, 1.49
6.728, 3.04, 2.24
6.762, 5.08, 3.24
6.798, 6.77, 4.42
6.831, 7.75, 5.54
6.862, 8.52, 6.56
6.898, 9.03, 7.66
6.925, 9.46, 8.38
6.972, 9.71, 9.39
7.006, 9.68, 9.77
7.039, 9.40, 9.82
7.061, 8.95, 9.57
7.095, 8.39, 9.35
7.139, 7.73, 9.80
7.165, 7.04, 9.84
7.204, 6.29, 9.59
7.237, 5.59, 9.10
7.271, 4.63, 8.35
7.305, 3.25, 7.41
7.330, 1.48, 6.63
7.374, 1.39, 5.15
7.398, 1.22, 4.33
7.438, 0.91, 3.02
7.474, 0.47, 2.00
7.504, 0.44, 1.34
7.530, 0.89, 0.91
7.570, 1.88, 0.49
7.603, 3.44, 0.39
7.631, 5.47, 0.48
7.671, 7.27, 0.88
7.699, 8.23, 1.34
7.737, 8.94, 2.18
7.771, 9.40, 3.08
7.804, 9.70, 4.06
7.832, 9.67, 4.93
7.865, 9.37, 5.96
7.907, 8.90, 9.43
7.934, 8.37, 7.88
7.967, 7.80, 6.72
7.996, 7.24, 5.59
8.038, 6.62, 3.92
8.072, 5.98, 2.66
8.097, 5.19, 1.86
8.139, 4.01, 0.98
8.171, 2.13, 0.58
8.205, 1.51, 0.42
8.232, 1.36, 0.51
8.263, 1.07, 0.83
8.298, 0.54, 1.46
8.332, 0.29, 2.30
8.377, 0.49, 3.67
8.406, 1.18, 4.65
8.436, 2.36, 5.68
8.471, 4.10, 6.84
8.504, 6.32, 7.82
8.539, 7.68, 8.74
8.572, 8.46, 9.40
8.598, 9.09, 9.67
8.638, 9.58, 9.64
8.672, 9.80, 9.18
8.707, 9.73, 8.34
8.738, 9.44, 7.34
8.775, 9.00, 8.57
8.807, 8.48, 9.34
8.838, 7.92, 8.78
8.873, 7.31, 7.95
8.899, 6.65, 7.21
8.941, 5.97, 5.87
8.971, 5.02, 4.86
8.999, 3.61, 3.93
9.038, 1.65, 2.71
9.072, 1.44, 1.79
9.104, 1.23, 1.04
9.141, 0.74, 0.47
9.174, 0.42, 0.29
9.200, 0.53, 0.36
9.238, 1.18, 0.81
9.273, 2.34, 1.56
9.305, 3.99, 2.47
9.337, 6.05, 3.55
9.374, 7.87, 4.90
9.405, 8.65, 6.04
9.432, 9.23, 7.00
9.471, 9.63, 8.21
9.507, 9.68, 9.02
9.539, 9.45, 9.51
9.575, 8.97, 9.78
9.602, 8.36, 9.92
9.640, 7.63, 9.66
9.671, 6.86, 9.44
9.708, 6.03, 8.87
9.743, 5.18, 8.07
9.773, 4.40, 7.22
9.806, 3.26, 6.17
