method,top_inverse_term,top_inverse_strength,top_gain_to_ref_pp,top_centered_corr_to_ref_pp,top_amplitude_ratio_to_ref_pp
RTBP,HR,0.00010858098839797803,-0.004651532904731813,-0.2058068956896517,0.023343054993230954
SinBP_D,Stiffness,0.08524351234595894,-0.10921467632761649,-0.14702571667841893,0.7805133450219629
SinBP_M,Mean,0.009906105125035074,-0.02472698128158166,-0.0647051978539691,0.4006192673593285
