経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, E, A_used, HR_used, V2P_relTTP_used, P2V_relTTP_used, E_used, SBP, DBP, Mean, Phi, sinPhi, cosPhi, fit_a, fit_b, IBI_current_ms, IBI_smoothed_ms, used_smoothed_ibi, beat_sample_count, beat_min, beat_max, beat_range, beat_std, systole_ratio, diastole_ratio, SBP_raw, DBP_raw, SBP_attempt_final, DBP_attempt_final, constraint_applied, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason
39.164, 7.9256, 98.4954, -0.6121, -0.3339, 4.0538, 5.0983, 98.4954, -0.6168, -0.4112, 4.0538, 113.78, 79.05, 5.8779, 2.3948, 0.6793, -0.7339, -3.3251, 3.0778, 633.0000, 609.1653, 1, 20, 0.6311, 9.9475, 9.3164, 3.2598, 0.5735, 0.4265, 113.78, 79.05, 113.78, 79.05, 0, 0, 1, 1, A:7.9256->5.0983, ok
39.795, 9.1229, 95.9873, -0.6162, -0.4119, 2.9545, 5.0983, 95.9873, -0.6121, -0.3339, 2.9545, 98.25, 65.97, 6.8767, 2.0532, 0.8859, -0.4639, -1.4931, 2.8515, 603.0000, 625.0826, 1, 19, 2.0220, 9.7407, 7.7187, 2.4135, 0.4992, 0.5008, 98.25, 65.97, 98.25, 65.97, 0, 0, 1, 1, A:9.1229->5.0983, ok
40.463, 8.2398, 95.5351, -0.5753, -0.3645, 3.9541, 5.0983, 95.5351, -0.6162, -0.4119, 3.9541, 113.04, 77.36, 5.7467, 2.3916, 0.6816, -0.7317, -3.3151, 3.0880, 630.0000, 628.0413, 1, 20, 0.6177, 9.8274, 9.2097, 3.2465, 0.5889, 0.4111, 113.04, 77.36, 113.04, 77.36, 0, 0, 1, 1, A:8.2398->5.0983, ok
41.036, 9.1868, 92.5896, -0.4940, -0.4446, 3.2133, 5.0983, 92.5896, -0.5753, -0.3645, 3.2133, 104.31, 70.71, 6.4078, 2.3025, 0.7440, -0.6681, -2.4238, 2.6991, 639.0000, 648.0207, 1, 20, 1.5876, 9.7251, 8.1375, 2.6720, 0.5696, 0.4304, 104.31, 70.71, 104.31, 70.71, 0, 0, 1, 1, A:9.1868->5.0983, ok
41.635, 8.4129, 98.2784, -0.5759, -0.4031, 3.6352, 5.0983, 98.2784, -0.4940, -0.4446, 3.6352, 113.74, 83.09, 5.3605, 2.4746, 0.6186, -0.7857, -3.2455, 2.5552, 665.0000, 610.5103, 1, 21, 0.5382, 9.2693, 8.7311, 2.9784, 0.6015, 0.3985, 113.74, 83.09, 113.74, 83.09, 0, 0, 1, 1, A:8.4129->5.0983, ok
42.226, 8.5810, 99.2137, -0.6611, -0.4407, 3.4353, 5.0983, 99.2137, -0.5759, -0.4031, 3.4353, 106.93, 75.30, 5.5353, 2.5505, 0.5573, -0.8303, -3.0696, 2.0603, 579.0000, 604.7552, 1, 18, 0.8563, 9.1748, 8.3184, 2.6774, 0.5855, 0.4145, 106.93, 75.30, 106.93, 75.30, 0, 0, 1, 1, A:8.5810->5.0983, ok
42.837, 7.5713, 100.3550, -0.6142, -0.4467, 4.1260, 5.0983, 100.3550, -0.6611, -0.4407, 4.1260, 113.42, 78.03, 5.2851, 2.5620, 0.5477, -0.8367, -3.8281, 2.5058, 595.0000, 597.8776, 1, 19, 0.5937, 9.7712, 9.1775, 3.2710, 0.6084, 0.3916, 113.42, 78.03, 113.42, 78.03, 0, 0, 1, 1, A:7.5713->5.0983, ok
43.435, 9.0537, 99.2656, -0.5401, -0.3781, 2.9434, 5.0983, 99.2656, -0.6142, -0.4467, 2.9434, 100.07, 68.73, 6.4110, 2.1919, 0.8132, -0.5819, -1.9696, 2.7524, 605.0000, 604.4388, 1, 19, 2.1999, 9.6765, 7.4767, 2.4795, 0.5587, 0.4413, 100.07, 68.73, 100.07, 68.73, 0, 0, 1, 1, A:9.0537->5.0983, ok
44.042, 8.7335, 99.8802, -0.5528, -0.4422, 3.7158, 5.0983, 99.8802, -0.5401, -0.3781, 3.7158, 111.24, 80.10, 5.4439, 2.2995, 0.7461, -0.6659, -2.7884, 3.1242, 598.0000, 600.7194, 1, 19, 0.6228, 9.5121, 8.8893, 3.0124, 0.5602, 0.4398, 111.24, 80.10, 111.24, 80.10, 0, 0, 1, 1, A:8.7335->5.0983, ok
44.709, 8.9471, 99.3608, -0.5437, -0.4349, 3.5531, 5.0983, 99.3608, -0.5528, -0.4422, 3.5531, 110.22, 78.77, 5.5484, 2.4183, 0.6618, -0.7496, -3.0821, 2.7212, 602.0000, 603.8597, 1, 19, 0.7787, 9.4905, 8.7118, 2.9814, 0.6080, 0.3920, 110.22, 78.77, 110.22, 78.77, 0, 0, 1, 1, A:8.9471->5.0983, ok
45.242, 9.2017, 94.3500, -0.3952, -0.4940, 3.8752, 5.0983, 94.3500, -0.5437, -0.4349, 3.8752, 115.47, 81.28, 5.3971, 2.5268, 0.5768, -0.8169, -3.5860, 2.5322, 606.0000, 635.9298, 1, 19, 0.5434, 9.6786, 9.1352, 3.1323, 0.6122, 0.3878, 115.47, 81.28, 115.47, 81.28, 0, 0, 1, 1, A:9.2017->5.0983, ok
45.841, 7.8451, 102.6580, -0.6191, -0.4953, 3.2046, 5.0983, 102.6580, -0.3952, -0.4940, 3.2046, 112.21, 86.92, 5.0695, 2.6292, 0.4903, -0.8716, -3.1595, 1.7773, 666.0000, 584.4649, 1, 21, 0.4769, 8.4179, 7.9411, 2.7024, 0.6441, 0.3559, 112.21, 86.92, 112.21, 86.92, 0, 0, 1, 1, A:7.8451->5.0983, ok
46.388, 8.6964, 101.4829, -0.5518, -0.4415, 4.0984, 5.0983, 101.4829, -0.6191, -0.4953, 4.0984, 115.71, 81.73, 5.1061, 2.9971, 0.1440, -0.9896, -4.3920, 0.6392, 538.0000, 591.2325, 1, 17, 0.5729, 9.3477, 8.7749, 3.1179, 0.6822, 0.3178, 115.71, 81.73, 115.71, 81.73, 0, 0, 1, 1, A:8.6964->5.0983, ok
47.083, 8.2246, 105.3341, -0.7208, -0.3613, 4.0177, 5.0983, 105.3341, -0.5518, -0.4415, 4.0177, 115.26, 85.01, 5.3021, 2.6368, 0.4836, -0.8753, -3.8757, 2.1413, 597.0000, 569.6162, 1, 19, 0.6514, 9.7033, 9.0519, 3.1385, 0.6147, 0.3853, 115.26, 85.01, 115.26, 85.01, 0, 0, 1, 1, A:8.2246->5.0983, ok
47.614, 8.9804, 94.9655, -0.4280, -0.4280, 3.5431, 5.0983, 94.9655, -0.7208, -0.3613, 3.5431, 102.67, 65.45, 5.7182, 2.3778, 0.6917, -0.7222, -2.8221, 2.7030, 536.0000, 631.8081, 1, 17, 1.4787, 9.5377, 8.0590, 2.8082, 0.5653, 0.4347, 102.67, 65.45, 102.67, 65.45, 0, 0, 1, 1, A:8.9804->5.0983, ok
48.211, 7.5177, 103.1985, -0.6215, -0.4350, 3.6853, 5.0983, 103.1985, -0.4280, -0.4280, 3.6853, 115.63, 88.62, 4.8958, 2.4732, 0.6197, -0.7848, -3.1592, 2.4945, 695.0000, 581.4041, 1, 22, 0.5573, 9.0035, 8.4462, 2.8855, 0.5698, 0.4302, 115.63, 88.62, 115.63, 88.62, 0, 0, 1, 1, A:7.5177->5.0983, ok
48.815, 8.9950, 101.7463, -0.6054, -0.4415, 3.7735, 5.0983, 101.7463, -0.6215, -0.4350, 3.7735, 109.93, 77.14, 5.7218, 2.6706, 0.4538, -0.8911, -3.6237, 1.8452, 535.0000, 589.7020, 1, 17, 1.4858, 9.6458, 8.1600, 2.8904, 0.6093, 0.3907, 109.93, 77.14, 109.93, 77.14, 0, 0, 1, 1, A:8.9950->5.0983, ok
49.454, 9.1271, 100.5276, -0.6010, -0.3825, 3.7398, 5.0983, 100.5276, -0.6054, -0.4415, 3.7398, 110.46, 77.64, 5.5578, 2.3627, 0.7025, -0.7117, -3.1793, 3.1380, 606.0000, 596.8510, 1, 19, 0.6508, 9.7784, 9.1276, 3.1990, 0.6139, 0.3861, 110.46, 77.64, 110.46, 77.64, 0, 0, 1, 1, A:9.1271->5.0983, ok
50.020, 9.0048, 97.0991, -0.5681, -0.4116, 3.7241, 5.0983, 97.0991, -0.6010, -0.3825, 3.7241, 109.65, 75.77, 5.6709, 2.2460, 0.7806, -0.6250, -2.6502, 3.3099, 603.0000, 617.9255, 1, 19, 0.6513, 9.5675, 8.9162, 3.0674, 0.5572, 0.4428, 109.65, 75.77, 109.65, 75.77, 0, 0, 1, 1, A:9.0048->5.0983, ok
50.659, 6.6954, 101.4434, -0.6425, -0.3504, 3.8469, 5.0983, 101.4434, -0.5681, -0.4116, 3.8469, 112.40, 80.72, 5.7734, 2.3708, 0.6967, -0.7173, -3.1664, 3.0753, 632.0000, 591.4628, 1, 20, 0.5627, 9.8220, 9.2592, 3.1737, 0.5870, 0.4130, 112.40, 80.72, 112.40, 80.72, 0, 0, 1, 1, A:6.6954->5.0983, ok
51.285, 6.6954, 97.5243, -0.5681, -0.4131, 2.9108, 5.0983, 97.5243, -0.6425, -0.3504, 2.9108, 96.65, 64.31, 6.6900, 2.2327, 0.7888, -0.6146, -1.9895, 2.5532, 567.0000, 615.2314, 1, 18, 3.1265, 9.7180, 6.5914, 2.3454, 0.5397, 0.4603, 96.65, 64.31, 96.65, 64.31, 0, 0, 1, 1, A:6.6954->5.0983, ok
51.852, 9.1860, 96.6782, -0.5783, -0.4217, 3.8056, 5.0983, 96.6782, -0.5681, -0.4131, 3.8056, 112.74, 79.17, 5.7601, 2.3462, 0.7141, -0.7000, -3.0550, 3.1166, 634.0000, 620.6157, 1, 20, 0.5667, 9.7476, 9.1809, 3.1530, 0.5820, 0.4180, 112.74, 79.17, 112.74, 79.17, 0, 0, 1, 1, A:9.1860->5.0983, ok
52.493, 8.3878, 100.9578, -0.6972, -0.3486, 3.9458, 5.0983, 100.9578, -0.5783, -0.4217, 3.9458, 113.63, 81.17, 5.5721, 2.4099, 0.6682, -0.7440, -3.2989, 2.9625, 634.0000, 594.3078, 1, 20, 0.5616, 9.7247, 9.1632, 3.1791, 0.5789, 0.4211, 113.63, 81.17, 113.63, 81.17, 0, 0, 1, 1, A:8.3878->5.0983, ok
53.063, 8.1910, 97.2205, -0.5156, -0.3609, 3.4681, 5.0983, 97.2205, -0.6972, -0.3486, 3.4681, 101.88, 66.46, 5.9317, 2.3453, 0.7147, -0.6994, -2.7883, 2.8495, 565.0000, 617.1539, 1, 18, 1.3369, 9.6754, 8.3384, 2.8736, 0.5876, 0.4124, 101.88, 66.46, 101.88, 66.46, 0, 0, 1, 1, A:8.1910->5.0983, ok
53.693, 8.5634, 101.0821, -0.6368, -0.4053, 3.5392, 5.0983, 101.0821, -0.5156, -0.3609, 3.5392, 109.24, 79.78, 6.1499, 2.3598, 0.7046, -0.7096, -2.8361, 2.8158, 642.0000, 593.5770, 1, 20, 1.4844, 9.7727, 8.2882, 2.8905, 0.5748, 0.4252, 109.24, 79.78, 109.24, 79.78, 0, 0, 1, 1, A:8.5634->5.0983, ok
54.305, 9.1666, 97.9930, -0.5737, -0.4168, 3.6233, 5.0983, 97.9930, -0.6368, -0.4053, 3.6233, 107.36, 73.14, 5.9455, 2.3910, 0.6820, -0.7313, -3.0292, 2.8251, 565.0000, 612.2885, 1, 18, 1.2093, 9.6990, 8.4897, 2.9747, 0.5912, 0.4088, 107.36, 73.14, 107.36, 73.14, 0, 0, 1, 1, A:9.1666->5.0983, ok
54.904, 8.6747, 98.0161, -0.9500, -0.3775, 3.8221, 5.0983, 98.0161, -0.5737, -0.4168, 3.8221, 112.59, 79.38, 5.7160, 2.3009, 0.7451, -0.6670, -2.9404, 3.2846, 642.0000, 612.1442, 1, 20, 0.5323, 9.7956, 9.2633, 3.1842, 0.5763, 0.4237, 112.59, 79.38, 112.59, 79.38, 0, 0, 1, 1, A:8.6747->5.0983, ok
55.503, 8.6747, 98.0161, -0.5500, -0.3300, 3.8221, 5.0983, 98.0161, -0.5737, -0.4168, 3.8221, 112.59, 79.38, 5.7160, 2.3009, 0.7451, -0.6670, -2.9404, 3.2846, 642.0000, 612.1442, 1, 20, 0.5323, 9.7956, 9.2633, 3.1842, 0.5763, 0.4237, 112.59, 79.38, 112.59, 79.38, 0, 0, 1, 1, A:8.6747->5.0983, ok
56.095, 8.6747, 0.0000, -0.6080, -0.4422, 3.8221, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 112.59, 79.38, 5.7160, 2.4707, 0.6217, -0.7833, -3.2318, 2.5652, 843.0000, 0.0000, 0, 19, 1.1209, 9.6513, 8.5304, 2.9732, 0.7319, 0.2681, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
56.706, 8.6747, 0.0000, -0.6121, -0.3895, 3.8221, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 112.59, 79.38, 5.7160, 1.2024, 0.9329, 0.3601, 1.3322, 3.4510, 956.0000, 0.0000, 0, 30, 0.6729, 9.7447, 9.0718, 3.0783, 0.5659, 0.4341, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
57.303, 8.8819, 99.3157, -0.5941, -0.3781, 3.5719, 5.0983, 99.3157, -0.6121, -0.3895, 3.5719, 107.02, 74.18, 6.0011, 2.3012, 0.7449, -0.6672, -2.6780, 2.9898, 600.0000, 604.1340, 1, 19, 1.0111, 9.7654, 8.7543, 2.9015, 0.5600, 0.4400, 107.02, 74.18, 107.02, 74.18, 0, 0, 1, 1, A:8.8819->5.0983, ok
58.011, 8.2335, 99.9056, -0.6633, -0.3869, 3.5874, 5.0983, 99.9056, -0.5941, -0.3781, 3.5874, 107.53, 75.39, 5.8940, 2.3598, 0.7045, -0.7097, -3.0115, 2.9898, 601.0000, 600.5670, 1, 19, 0.8835, 9.7526, 8.8691, 3.0553, 0.6073, 0.3927, 107.53, 75.39, 107.53, 75.39, 0, 0, 1, 1, A:8.2335->5.0983, ok
58.608, 9.1750, 91.8437, -0.4674, -0.4207, 3.3253, 5.0983, 91.8437, -0.6633, -0.3869, 3.3253, 103.12, 66.58, 6.0952, 2.1932, 0.8125, -0.5830, -2.1956, 3.0602, 602.0000, 653.2835, 1, 19, 1.5191, 9.6581, 8.1390, 2.7415, 0.5449, 0.4551, 103.12, 66.58, 103.12, 66.58, 0, 0, 1, 1, A:9.1750->5.0983, ok
59.206, 8.3457, 95.8249, -0.6060, -0.4958, 3.5860, 5.0983, 95.8249, -0.4674, -0.4207, 3.5860, 113.97, 83.19, 4.8529, 2.3744, 0.6941, -0.7199, -2.9315, 2.8265, 704.0000, 626.1418, 1, 22, 0.4831, 8.8482, 8.3651, 2.9204, 0.5767, 0.4233, 113.97, 83.19, 113.97, 83.19, 0, 0, 1, 1, A:8.3457->5.0983, ok
59.845, 8.9814, 98.0279, -0.6070, -0.3863, 3.7865, 5.0983, 98.0279, -0.6060, -0.4958, 3.7865, 112.74, 78.53, 5.0778, 2.5110, 0.5897, -0.8077, -3.5037, 2.5580, 600.0000, 612.0709, 1, 19, 0.5025, 9.5607, 9.0582, 3.0845, 0.6167, 0.3833, 112.74, 78.53, 112.74, 78.53, 0, 0, 1, 1, A:8.9814->5.0983, ok
60.492, 9.0919, 95.9178, -0.6197, -0.4131, 3.8009, 5.0983, 95.9178, -0.6070, -0.3863, 3.8009, 110.72, 75.96, 5.4085, 2.2605, 0.7714, -0.6363, -2.7364, 3.3172, 600.0000, 625.5354, 1, 19, 0.5793, 9.6869, 9.1077, 3.0925, 0.5550, 0.4450, 110.72, 75.96, 110.72, 75.96, 0, 0, 1, 1, A:9.0919->5.0983, ok
61.120, 9.0067, 94.2999, -0.5611, -0.3570, 3.8070, 5.0983, 94.2999, -0.6197, -0.4131, 3.8070, 111.23, 75.36, 5.6359, 2.2441, 0.7818, -0.6236, -2.8111, 3.5243, 634.0000, 636.2677, 1, 20, 0.5950, 9.7798, 9.1848, 3.2397, 0.5804, 0.4196, 111.23, 75.36, 111.23, 75.36, 0, 0, 1, 1, A:9.0067->5.0983, ok
61.718, 8.0782, 94.9166, -0.6306, -0.4204, 3.2021, 5.0983, 94.9166, -0.5611, -0.3570, 3.2021, 104.12, 71.91, 5.5053, 2.1052, 0.8606, -0.5093, -1.8425, 3.1135, 645.0000, 632.1339, 1, 20, 0.7732, 8.7981, 8.0250, 2.6951, 0.5318, 0.4682, 104.12, 71.91, 104.12, 71.91, 0, 0, 1, 1, A:8.0782->5.0983, ok
62.351, 7.8853, 97.5504, -0.6622, -0.3311, 4.0820, 5.0983, 97.5504, -0.6306, -0.4204, 4.0820, 114.01, 78.42, 4.7213, 2.5062, 0.5935, -0.8048, -3.5327, 2.6050, 633.0000, 615.0669, 1, 20, 0.5438, 9.6682, 9.1244, 3.1734, 0.5766, 0.4234, 114.01, 78.42, 114.01, 78.42, 0, 0, 1, 1, A:7.8853->5.0983, ok
62.976, 8.8336, 96.2258, -0.5744, -0.3655, 3.4124, 5.0983, 96.2258, -0.6622, -0.3311, 3.4124, 102.24, 67.51, 6.0851, 2.2986, 0.7467, -0.6652, -2.5413, 2.8525, 600.0000, 623.5335, 1, 19, 1.7829, 9.7416, 7.9587, 2.7634, 0.5583, 0.4417, 102.24, 67.51, 102.24, 67.51, 0, 0, 1, 1, A:8.8336->5.0983, ok
63.682, 8.9174, 96.1128, -0.5808, -0.4224, 3.2142, 5.0983, 96.1128, -0.5744, -0.3655, 3.2142, 103.77, 71.65, 6.0944, 2.0561, 0.8845, -0.4664, -1.6997, 3.2231, 624.0000, 624.2667, 1, 20, 0.9080, 9.5130, 8.6050, 2.7556, 0.5321, 0.4679, 103.77, 71.65, 103.77, 71.65, 0, 0, 1, 1, A:8.9174->5.0983, ok
64.212, 9.1028, 90.2075, -0.4207, -0.4674, 3.8949, 5.0983, 90.2075, -0.5808, -0.4224, 3.8949, 114.77, 77.90, 4.9613, 2.4427, 0.6433, -0.7656, -3.3259, 2.7949, 641.0000, 665.1334, 1, 20, 0.5956, 9.5950, 8.9994, 3.1153, 0.5850, 0.4150, 114.77, 77.90, 114.77, 77.90, 0, 0, 1, 1, A:9.1028->5.0983, ok
64.855, 7.9901, 100.4072, -0.6849, -0.4340, 3.2823, 5.0983, 100.4072, -0.4207, -0.4674, 3.2823, 112.04, 85.05, 4.8542, 2.4969, 0.6009, -0.7993, -3.0389, 2.2847, 695.0000, 597.5667, 1, 22, 0.4922, 8.5862, 8.0941, 2.7471, 0.6201, 0.3799, 112.04, 85.05, 112.04, 85.05, 0, 0, 1, 1, A:7.9901->5.0983, ok
65.453, 9.0767, 96.6521, -0.6149, -0.4099, 4.0300, 5.0983, 96.6521, -0.6849, -0.4340, 4.0300, 111.77, 74.52, 5.2722, 2.6402, 0.4807, -0.8769, -3.8769, 2.1252, 542.0000, 620.7833, 1, 17, 0.5962, 9.6382, 9.0420, 3.1484, 0.6199, 0.3801, 111.77, 74.52, 111.77, 74.52, 0, 0, 1, 1, A:9.0767->5.0983, ok
66.092, 7.8241, 98.4588, -0.6070, -0.3311, 3.7998, 5.0983, 98.4588, -0.6149, -0.4099, 3.7998, 110.51, 76.53, 5.8202, 2.3130, 0.7370, -0.6759, -2.9781, 3.2471, 629.0000, 609.3917, 1, 20, 0.5615, 9.8061, 9.2446, 3.1750, 0.5819, 0.4181, 110.51, 76.53, 110.51, 76.53, 0, 0, 1, 1, A:7.8241->5.0983, ok
66.650, 9.0380, 96.2007, -0.5690, -0.4138, 3.1389, 5.0983, 96.2007, -0.6070, -0.3311, 3.1389, 100.74, 68.17, 6.4030, 2.2297, 0.7906, -0.6123, -2.2114, 2.8555, 606.0000, 623.6958, 1, 19, 1.9820, 9.7474, 7.7654, 2.6415, 0.5660, 0.4340, 100.74, 68.17, 100.74, 68.17, 0, 0, 1, 1, A:9.0380->5.0983, ok
67.259, 9.0380, 101.4631, -0.7084, -0.3542, 3.7616, 5.0983, 101.4631, -0.5690, -0.4138, 3.7616, 111.30, 79.83, 5.9103, 2.3956, 0.6787, -0.7344, -3.1100, 2.8741, 631.0000, 591.3479, 1, 20, 0.7094, 9.7439, 9.0345, 3.0605, 0.5800, 0.4200, 111.30, 79.83, 111.30, 79.83, 0, 0, 1, 1, A:9.0380->5.0983, ok
67.928, 8.4435, 99.9710, -0.5961, -0.3251, 3.2015, 5.0983, 99.9710, -0.7084, -0.3542, 3.2015, 97.63, 63.80, 6.2361, 2.3171, 0.7342, -0.6789, -2.5125, 2.7170, 570.0000, 600.1740, 1, 18, 1.7529, 9.6696, 7.9167, 2.6731, 0.5860, 0.4140, 97.63, 63.80, 97.63, 63.80, 0, 0, 1, 1, A:8.4435->5.0983, ok
68.557, 9.0709, 94.5497, -0.4933, -0.4439, 3.2002, 5.0983, 94.5497, -0.5961, -0.3251, 3.2002, 102.11, 68.97, 6.0896, 2.1152, 0.8554, -0.5179, -1.9696, 3.2532, 601.0000, 634.5870, 1, 19, 1.2261, 9.6231, 8.3970, 2.7828, 0.5641, 0.4359, 102.11, 68.97, 102.11, 68.97, 0, 0, 1, 1, A:9.0709->5.0983, ok
69.095, 7.0240, 95.0430, -0.4204, -0.4729, 3.0216, 5.0983, 95.0430, -0.4933, -0.4439, 3.0216, 106.30, 76.05, 4.7011, 2.2942, 0.7495, -0.6620, -2.3734, 2.6873, 664.0000, 631.2935, 1, 21, 0.5523, 8.1827, 7.6304, 2.6243, 0.5979, 0.4021, 106.30, 76.05, 106.30, 76.05, 0, 0, 1, 1, A:7.0240->5.0983, ok
69.697, 7.8062, 102.6261, -0.6747, -0.4907, 3.7338, 5.0983, 102.6261, -0.4204, -0.4729, 3.7338, 117.69, 90.33, 4.8209, 2.8385, 0.2985, -0.9544, -3.7621, 1.1766, 638.0000, 584.6467, 1, 20, 0.6292, 8.7444, 8.1152, 2.7907, 0.6223, 0.3777, 117.69, 90.33, 117.69, 90.33, 0, 0, 1, 1, A:7.8062->5.0983, ok
70.303, 8.7018, 101.0401, -0.6020, -0.3831, 3.9650, 5.0983, 101.0401, -0.6747, -0.4907, 3.9650, 111.85, 76.67, 5.5090, 2.8377, 0.2992, -0.9542, -4.2620, 1.3364, 533.0000, 593.8234, 1, 17, 0.9382, 9.7403, 8.8021, 3.1625, 0.6811, 0.3189, 111.85, 76.67, 111.85, 76.67, 0, 0, 1, 1, A:8.7018->5.0983, ok
70.968, 8.9806, 100.0147, -0.5990, -0.3812, 3.5513, 5.0983, 100.0147, -0.6020, -0.3831, 3.5513, 106.86, 74.65, 5.9380, 2.4387, 0.6464, -0.7630, -3.1331, 2.6543, 606.0000, 599.9117, 1, 19, 1.0384, 9.7525, 8.7140, 2.9554, 0.6089, 0.3911, 106.86, 74.65, 106.86, 74.65, 0, 0, 1, 1, A:8.9806->5.0983, ok
71.499, 9.0416, 94.8683, -0.4466, -0.4466, 3.6221, 5.0983, 94.8683, -0.5990, -0.3812, 3.6221, 108.75, 74.28, 5.7577, 2.2702, 0.7652, -0.6438, -2.6116, 3.1042, 596.0000, 632.4558, 1, 19, 0.7718, 9.6691, 8.8973, 2.9391, 0.5520, 0.4480, 108.75, 74.28, 108.75, 74.28, 0, 0, 1, 1, A:9.0416->5.0983, ok
72.103, 8.1928, 103.2297, -0.6208, -0.4358, 3.3304, 5.0983, 103.2297, -0.4466, -0.4466, 3.3304, 110.72, 84.18, 5.3772, 2.4746, 0.6187, -0.7857, -2.9318, 2.3086, 673.0000, 581.2279, 1, 21, 0.6275, 8.8366, 8.2092, 2.7452, 0.5988, 0.4012, 110.72, 84.18, 110.72, 84.18, 0, 0, 1, 1, A:8.1928->5.0983, ok
72.801, 8.8576, 101.2463, -0.6010, -0.4371, 3.9436, 5.0983, 101.2463, -0.6208, -0.4358, 3.9436, 112.29, 78.82, 5.2138, 2.6520, 0.4703, -0.8825, -3.9066, 2.0816, 532.0000, 592.6140, 1, 17, 0.6438, 9.5859, 8.9421, 3.1388, 0.6372, 0.3628, 112.29, 78.82, 112.29, 78.82, 0, 0, 1, 1, A:8.8576->5.0983, ok
73.939, 9.1466, 93.0511, -0.7102, -0.8522, 3.5746, 5.0983, 93.0511, -0.6010, -0.4371, 3.5746, 109.67, 74.33, 5.5892, 2.3917, 0.6815, -0.7318, -3.1101, 2.8965, 601.0000, 644.8070, 1, 19, 0.7283, 9.6229, 8.8946, 3.0539, 0.6173, 0.3827, 109.67, 74.33, 109.67, 74.33, 0, 0, 1, 1, A:9.1466->5.0983, ok
74.504, 9.1466, 0.0000, -0.9500, -0.2605, 3.5746, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 109.67, 74.33, 5.5892, 2.4963, 0.6014, -0.7989, -2.6640, 2.0053, 1030.0000, 0.0000, 0, 22, 0.4762, 7.9348, 7.4586, 2.5041, 0.7359, 0.2641, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
75.141, 9.1466, 0.0000, -0.5239, -0.4673, 3.5746, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 109.67, 74.33, 5.5892, 2.0862, 0.8701, -0.4929, -1.8250, 3.2216, 812.0000, 0.0000, 0, 25, 0.6833, 9.8285, 9.1452, 2.9144, 0.6589, 0.3411, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
75.773, 5.8584, 87.9313, -0.5189, -0.4151, 2.3694, 5.0983, 87.9313, -0.5239, -0.4673, 2.3694, 98.42, 66.19, 6.9808, 2.4880, 0.6081, -0.7939, -2.2335, 1.7108, 552.0000, 682.3509, 1, 18, 3.9701, 9.7613, 5.7912, 2.0058, 0.6377, 0.3623, 98.42, 66.19, 98.42, 66.19, 0, 0, 1, 1, A:5.8584->5.0983, ok
76.316, 8.8113, 91.2998, -0.4699, -0.4699, 3.5258, 5.0983, 91.2998, -0.5189, -0.4151, 3.5258, 111.91, 78.14, 6.0819, 2.3554, 0.7076, -0.7066, -2.7907, 2.7949, 648.0000, 657.1754, 1, 20, 1.0437, 9.7251, 8.6814, 2.8872, 0.5725, 0.4275, 111.91, 78.14, 111.91, 78.14, 0, 0, 1, 1, A:8.8113->5.0983, ok
76.980, 8.0067, 99.9021, -0.6654, -0.4246, 3.2421, 5.0983, 99.9021, -0.4699, -0.4699, 3.2421, 109.81, 81.46, 5.5048, 2.6076, 0.5090, -0.8608, -3.1429, 1.8584, 631.0000, 600.5877, 1, 20, 0.9138, 8.7876, 7.8738, 2.6985, 0.6339, 0.3661, 109.81, 81.46, 109.81, 81.46, 0, 0, 1, 1, A:8.0067->5.0983, ok
77.585, 9.1810, 94.8926, -0.4473, -0.4473, 3.7833, 5.0983, 94.8926, -0.6654, -0.4246, 3.7833, 109.37, 72.61, 5.4549, 2.7004, 0.4270, -0.9043, -4.0262, 1.9012, 538.0000, 632.2939, 1, 17, 0.7809, 9.7335, 8.9526, 3.1661, 0.6840, 0.3160, 109.37, 72.61, 109.37, 72.61, 0, 0, 1, 1, A:9.1810->5.0983, ok
78.149, 8.3326, 97.0643, -0.4901, -0.4917, 3.4230, 5.0983, 97.0643, -0.4473, -0.4473, 3.4230, 113.00, 83.61, 5.4095, 2.3319, 0.7241, -0.6897, -2.7764, 2.9148, 669.0000, 618.1469, 1, 21, 0.5525, 9.0368, 8.4843, 2.9348, 0.5979, 0.4021, 113.00, 83.61, 113.00, 83.61, 0, 0, 1, 1, A:8.3326->5.0983, ok
78.751, 8.0090, 101.4244, -0.5841, -0.4673, 3.3410, 5.0983, 101.4244, -0.4901, -0.4917, 3.3410, 110.59, 82.01, 5.2317, 2.6579, 0.4650, -0.8853, -3.6176, 1.9003, 611.0000, 591.5735, 1, 19, 0.7042, 8.9813, 8.2771, 2.8999, 0.6907, 0.3093, 110.59, 82.01, 110.59, 82.01, 0, 0, 1, 1, A:8.0090->5.0983, ok
