経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, E, A_used, HR_used, V2P_relTTP_used, P2V_relTTP_used, E_used, SBP, DBP, Mean, Phi, sinPhi, cosPhi, fit_a, fit_b, IBI_current_ms, IBI_smoothed_ms, used_smoothed_ibi, beat_sample_count, beat_min, beat_max, beat_range, beat_std, systole_ratio, diastole_ratio, SBP_raw, DBP_raw, SBP_attempt_final, DBP_attempt_final, constraint_applied, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason
0.010, 6.5160, 0.0000, -0.9500, -0.5746, 2.7861, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 90.38, 57.94, 3.7424, 2.6307, 0.4890, -0.8723, -2.6927, 1.5093, 703.0000, 527.9934, 1, 22, 0.3444, 6.8891, 6.5446, 2.2108, 0.6202, 0.3798, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rel_ttp_sum_out_of_range
0.139, 6.5160, 0.0000, -0.9500, -0.5746, 2.7861, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 90.38, 57.94, 3.7424, 2.6307, 0.4890, -0.8723, -2.6927, 1.5093, 703.0000, 527.9934, 1, 22, 0.3444, 6.8891, 6.5446, 2.2108, 0.6202, 0.3798, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rel_ttp_sum_out_of_range
0.772, 0.6383, 105.5232, -0.9500, -0.6834, 1.1708, 1.3961, 105.5232, -0.2929, -0.6834, 1.1708, 90.38, 57.94, 1.8780, 1.7912, 0.9758, -0.2187, -0.2206, 0.9843, 504.0000, 401.4983, 1, 16, 0.3731, 5.3919, 5.0188, 1.2611, 0.6607, 0.3393, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, A:0.6383->1.3961|HR:149.4402->105.5232, feature_support_violation
1.375, 9.1491, 0.0000, -0.6256, -0.4171, 4.2025, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 90.38, 57.94, 3.3443, 2.6747, 0.4501, -0.8930, -3.5518, 1.7903, 637.0000, 517.2492, 1, 20, 0.4767, 9.5401, 9.0634, 3.2619, 0.5793, 0.4207, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rel_ttp_sum_out_of_range
1.945, 9.5064, 105.5232, -0.2189, -0.7114, 4.2867, 5.0983, 105.5232, -0.6256, -0.4171, 4.2867, 90.38, 57.94, 5.0245, 2.4880, 0.6080, -0.7939, -3.7541, 2.8749, 633.0000, 560.1246, 1, 20, 0.3911, 9.8157, 9.4246, 3.3921, 0.5877, 0.4123, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, A:9.5064->5.0983|HR:107.1190->105.5232, feature_support_violation
2.810, 1.5852, 105.5232, -0.2895, -0.6947, 2.3781, 1.5852, 105.5232, -0.2707, -0.7114, 2.3781, 90.38, 57.94, 3.7754, 0.9457, 0.8109, 0.5852, 1.7163, 2.3784, 602.0000, 565.0623, 1, 19, 0.3092, 8.9228, 8.6135, 2.5023, 0.4568, 0.5432, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, HR:106.1830->105.5232|V2P_relTTP:-0.2189->-0.2707, feature_support_violation
3.348, 1.5852, 0.0000, -0.1908, -0.7249, 2.3781, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 90.38, 57.94, 3.7754, 1.3631, 0.9785, 0.2062, 0.1414, 0.6709, 832.0000, 0.0000, 0, 26, 0.1963, 2.6974, 2.5011, 0.6659, 0.7548, 0.2452, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
3.976, 0.5863, 0.0000, -0.6760, -0.7374, 2.2127, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 90.38, 57.94, 3.3247, 3.2211, -0.0794, -0.9968, -2.6621, -0.2121, 607.0000, 626.0156, 1, 19, 0.2573, 6.6620, 6.4047, 2.1526, 0.8929, 0.1071, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rel_ttp_sum_out_of_range
4.517, 2.7122, 0.0000, -0.5231, -0.7870, 2.8529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 90.38, 57.94, 7.9433, 3.4018, -0.2573, -0.9663, -2.1806, -0.5805, 535.0000, 627.5078, 1, 17, 5.0449, 9.9561, 4.9113, 1.8034, 0.3333, 0.6667, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rel_ttp_sum_out_of_range
5.149, 2.5895, 0.0000, -0.6710, -0.3660, 1.1197, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 90.38, 57.94, 8.8029, 2.5934, 0.5211, -0.8535, -1.0038, 0.6129, 629.0000, 584.2539, 1, 20, 7.2439, 9.9318, 2.6879, 0.8652, 0.5803, 0.4197, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rel_ttp_sum_out_of_range
5.750, 4.4610, 98.6636, -0.5744, -0.4177, 1.0051, 4.4610, 98.6636, -0.6710, -0.3660, 1.0051, 69.93, 41.92, 8.7946, 2.2840, 0.7562, -0.6543, -0.7029, 0.8124, 530.0000, 608.1269, 1, 17, 7.3423, 9.8888, 2.5465, 0.8159, 0.5472, 0.4528, 69.93, 41.92, 69.93, 41.92, 0, 0, 0, 1, ok, ok
6.325, 5.1963, 99.3273, -0.6050, -0.3850, 1.8743, 5.0983, 99.3273, -0.5744, -0.4177, 1.8743, 86.92, 59.73, 7.8435, 2.3218, 0.7310, -0.6824, -1.4464, 1.5494, 636.0000, 604.0635, 1, 20, 5.4278, 9.8371, 4.4093, 1.5271, 0.5660, 0.4340, 86.92, 59.73, 86.92, 59.73, 0, 0, 1, 1, A:5.1963->5.0983, ok
6.951, 9.0800, 101.6894, -0.6875, -0.3438, 2.1817, 5.0983, 101.6894, -0.6050, -0.3850, 2.1817, 88.61, 60.89, 7.4200, 2.4093, 0.6686, -0.7436, -1.9109, 1.7182, 605.0000, 590.0317, 1, 19, 4.6407, 9.7971, 5.1564, 1.8358, 0.6132, 0.3868, 88.61, 60.89, 88.61, 60.89, 0, 0, 1, 1, A:9.0800->5.0983, ok
7.619, 7.5596, 98.7629, -0.6336, -0.6864, 2.9072, 5.0983, 98.7629, -0.6875, -0.3438, 2.9072, 94.54, 61.61, 5.4366, 1.9576, 0.9261, -0.3772, -1.2940, 3.1772, 572.0000, 607.5159, 1, 18, 0.7171, 8.9874, 8.2703, 2.5555, 0.5315, 0.4685, 94.54, 61.61, 94.54, 61.61, 0, 0, 1, 1, A:7.5596->5.0983, ok
8.228, 3.9840, 0.0000, -0.5426, -0.6413, 1.9672, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 94.54, 61.61, 3.1711, 1.6291, 0.9983, -0.0583, -0.1330, 2.2783, 644.0000, 638.2579, 1, 20, 0.3810, 7.3073, 6.9262, 1.9332, 0.5233, 0.4767, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rel_ttp_sum_out_of_range
8.960, 3.4253, 0.0000, -0.5961, -0.3793, 1.4089, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 94.54, 61.61, 2.3576, 2.2825, 0.7572, -0.6532, -0.9886, 1.1460, 657.0000, 623.6290, 1, 21, 0.2963, 3.9258, 3.6295, 1.1543, 0.5479, 0.4521, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rel_ttp_sum_out_of_range
9.592, 5.3351, 88.5198, -0.3156, -0.4959, 2.2182, 5.0983, 88.5198, -0.5961, -0.3793, 2.2182, 91.59, 58.52, 3.2011, 2.5192, 0.5830, -0.8125, -1.9680, 1.4121, 604.0000, 677.8145, 1, 19, 0.5005, 5.7559, 5.2554, 1.7794, 0.6010, 0.3990, 91.59, 58.52, 91.59, 58.52, 0, 0, 1, 1, A:5.3351->5.0983, ok
10.097, 6.2950, 91.6160, -0.3655, -0.6266, 3.0262, 5.0983, 91.6160, -0.3156, -0.4959, 3.0262, 114.84, 87.46, 4.1516, 2.7929, 0.3417, -0.9398, -3.1316, 1.1385, 739.0000, 654.9072, 1, 23, 0.4208, 7.8722, 7.4514, 2.3710, 0.6468, 0.3532, 114.84, 87.46, 114.84, 87.46, 0, 0, 1, 1, A:6.2950->5.0983, ok
10.733, 6.2950, 103.4565, -0.7842, -0.3267, 3.6728, 5.0983, 103.4565, -0.3655, -0.6266, 3.6728, 122.37, 96.37, 6.7188, 3.3443, -0.2014, -0.9795, -3.8730, -0.7962, 625.0000, 579.9536, 1, 20, 1.5772, 9.9338, 8.3567, 3.0214, 0.7920, 0.2080, 122.37, 96.37, 122.37, 96.37, 0, 0, 1, 1, A:6.2950->5.0983, ok
11.330, 8.0889, 98.6880, -0.5189, -0.3632, 0.6702, 5.0983, 98.6880, -0.7842, -0.3267, 0.6702, 61.31, 40.00, 8.8790, 2.1037, 0.8614, -0.5080, -0.3536, 0.5996, 505.0000, 607.9768, 1, 16, 7.8833, 9.7915, 1.9082, 0.5767, 0.5386, 0.4614, 61.31, 32.28, 61.31, 40.00, 0, 1, 1, 1, A:8.0889->5.0983, ok
11.961, 9.2108, 99.5870, -0.6064, -0.4422, 3.1776, 5.0983, 99.5870, -0.5189, -0.3632, 3.1776, 104.71, 75.56, 6.4853, 2.3047, 0.7426, -0.6698, -2.4755, 2.7444, 636.0000, 602.4884, 1, 20, 1.7027, 9.8110, 8.1084, 2.6971, 0.5881, 0.4119, 104.71, 75.56, 104.71, 75.56, 0, 0, 1, 1, A:9.2108->5.0983, ok
12.600, 9.0950, 97.2851, -0.5230, -0.4184, 3.8592, 5.0983, 97.2851, -0.6064, -0.4422, 3.8592, 112.56, 78.03, 5.8006, 2.4768, 0.6169, -0.7870, -3.5102, 2.7514, 608.0000, 616.7442, 1, 19, 0.6002, 9.7452, 9.1450, 3.2040, 0.6151, 0.3849, 112.56, 78.03, 112.56, 78.03, 0, 0, 1, 1, A:9.0950->5.0983, ok
13.203, 8.5868, 95.5609, -0.5164, -0.4648, 3.3461, 5.0983, 95.5609, -0.5230, -0.4184, 3.3461, 108.74, 77.13, 5.5213, 2.3711, 0.6965, -0.7176, -2.7646, 2.6833, 633.0000, 627.8721, 1, 20, 0.6502, 9.0702, 8.4200, 2.8210, 0.5956, 0.4044, 108.74, 77.13, 108.74, 77.13, 0, 0, 1, 1, A:8.5868->5.0983, ok
13.869, 9.1654, 97.8895, -0.6070, -0.4415, 4.0516, 5.0983, 97.8895, -0.5164, -0.4648, 4.0516, 118.87, 86.24, 5.0525, 2.5965, 0.5185, -0.8551, -3.9281, 2.3820, 624.0000, 612.9361, 1, 20, 0.4834, 9.8583, 9.3749, 3.2999, 0.6362, 0.3638, 118.87, 86.24, 118.87, 86.24, 0, 0, 1, 1, A:9.1654->5.0983, ok
14.467, 8.2796, 93.4626, -0.4426, -0.4426, 3.3789, 5.0983, 93.4626, -0.6070, -0.4415, 3.3789, 106.92, 72.13, 5.6901, 2.1814, 0.8193, -0.5734, -2.2651, 3.2368, 607.0000, 641.9680, 1, 19, 0.6929, 8.9527, 8.2598, 2.8934, 0.5651, 0.4349, 106.92, 72.13, 106.92, 72.13, 0, 0, 1, 1, A:8.2796->5.0983, ok
15.172, 8.6457, 96.7767, -0.5518, -0.4967, 3.6640, 5.0983, 96.7767, -0.4426, -0.4426, 3.6640, 116.26, 86.21, 5.1586, 2.5534, 0.5548, -0.8320, -3.3947, 2.2640, 666.0000, 619.9840, 1, 21, 0.5544, 9.1657, 8.6113, 2.9403, 0.6051, 0.3949, 116.26, 86.21, 116.26, 86.21, 0, 0, 1, 1, A:8.6457->5.0983, ok
15.713, 6.6672, 90.5671, -0.3277, -0.5135, 2.8400, 5.0983, 90.5671, -0.5518, -0.4967, 2.8400, 103.74, 70.46, 4.2077, 2.6257, 0.4933, -0.8699, -2.8827, 1.6348, 601.0000, 662.4920, 1, 19, 0.5200, 7.0449, 6.5249, 2.3762, 0.6556, 0.3444, 103.74, 70.46, 103.74, 70.46, 0, 0, 1, 1, A:6.6672->5.0983, ok
16.341, 7.0187, 99.7928, -0.6111, -0.5500, 3.0764, 5.0983, 99.7928, -0.3277, -0.5135, 3.0764, 114.02, 89.54, 4.1550, 2.9450, 0.1954, -0.9807, -3.2283, 0.6431, 703.0000, 601.2460, 1, 22, 0.3777, 7.5050, 7.1273, 2.3785, 0.6615, 0.3385, 114.02, 89.54, 114.02, 89.54, 0, 0, 1, 1, A:7.0187->5.0983, ok
16.972, 7.7419, 97.5415, -0.4722, -0.4706, 3.6022, 5.0983, 97.5415, -0.6111, -0.5500, 3.6022, 111.49, 77.27, 4.5926, 3.1384, 0.0032, -1.0000, -4.0443, 0.0128, 531.0000, 615.1230, 1, 17, 0.4864, 8.2980, 7.8117, 2.8575, 0.7476, 0.2524, 111.49, 77.27, 111.49, 77.27, 0, 0, 1, 1, A:7.7419->5.0983, ok
17.547, 7.8456, 96.2987, -0.4168, -0.5230, 3.6126, 5.0983, 96.2987, -0.4722, -0.4706, 3.6126, 115.21, 84.26, 4.5392, 2.8036, 0.3316, -0.9434, -3.6272, 1.2748, 638.0000, 623.0615, 1, 20, 0.5562, 8.2976, 7.7414, 2.7227, 0.6238, 0.3762, 115.21, 84.26, 115.21, 84.26, 0, 0, 1, 1, A:7.8456->5.0983, ok
18.143, 7.5869, 100.1618, -0.4574, -0.5165, 3.3284, 5.0983, 100.1618, -0.4168, -0.5230, 3.3284, 114.12, 86.79, 4.6040, 2.9504, 0.1900, -0.9818, -3.6021, 0.6971, 638.0000, 599.0308, 1, 20, 0.4520, 8.0918, 7.6399, 2.6159, 0.6818, 0.3182, 114.12, 86.79, 114.12, 86.79, 0, 0, 1, 1, A:7.5869->5.0983, ok
18.816, 7.5869, 100.1618, -0.5546, -0.4437, 3.3284, 5.0983, 100.1618, -0.4168, -0.5230, 3.3284, 114.12, 86.79, 4.6040, 2.9504, 0.1900, -0.9818, -3.6021, 0.6971, 638.0000, 599.0308, 1, 20, 0.4520, 8.0918, 7.6399, 2.6159, 0.6818, 0.3182, 114.12, 86.79, 114.12, 86.79, 0, 0, 1, 1, A:7.5869->5.0983, ok
19.420, 9.2375, 94.4127, -0.4407, -0.4881, 3.9473, 5.0983, 94.4127, -0.5546, -0.4437, 3.9473, 116.20, 81.52, 5.2450, 2.9372, 0.2030, -0.9792, -4.7462, 0.9840, 687.0000, 635.5077, 1, 18, 0.5050, 9.8091, 9.3041, 3.4554, 0.7715, 0.2285, 116.20, 81.52, 116.20, 81.52, 0, 0, 1, 1, A:9.2375->5.0983, ok
19.986, 9.2375, 0.0000, -0.4917, -0.4917, 3.9473, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 116.20, 81.52, 5.2450, 0.9795, 0.8302, 0.5575, 1.4388, 2.1427, 1149.0000, 0.0000, 0, 35, 0.4950, 9.7325, 9.2375, 2.7752, 0.3777, 0.6223, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
20.623, 8.4803, 101.2869, -0.5841, -0.4673, 3.7455, 5.0983, 101.2869, -0.4917, -0.4917, 3.7455, 115.83, 86.01, 5.1277, 2.8262, 0.3102, -0.9507, -3.9881, 1.3015, 600.0000, 592.3769, 1, 19, 0.5167, 9.0453, 8.5286, 2.9661, 0.6667, 0.3333, 115.83, 86.01, 115.83, 86.01, 0, 0, 1, 1, A:8.4803->5.0983, ok
21.218, 9.0589, 97.5311, -0.5690, -0.4655, 4.0416, 5.0983, 97.5311, -0.5841, -0.4673, 4.0416, 116.32, 81.85, 5.5229, 2.6883, 0.4379, -0.8990, -4.1426, 2.0179, 567.0000, 615.1885, 1, 18, 0.5649, 9.7818, 9.2169, 3.2670, 0.6526, 0.3474, 116.32, 81.85, 116.32, 81.85, 0, 0, 1, 1, A:9.0589->5.0983, ok
21.924, 8.9518, 99.2401, -0.6111, -0.3889, 3.7546, 5.0983, 99.2401, -0.5690, -0.4655, 3.7546, 112.80, 80.24, 5.8998, 2.4681, 0.6237, -0.7816, -3.4791, 2.7762, 642.0000, 604.5942, 1, 20, 0.7229, 9.8071, 9.0842, 3.1954, 0.6293, 0.3707, 112.80, 80.24, 112.80, 80.24, 0, 0, 1, 1, A:8.9518->5.0983, ok
22.499, 8.7624, 91.4917, -0.4201, -0.4668, 3.3936, 5.0983, 91.4917, -0.6111, -0.3889, 3.3936, 106.08, 70.52, 5.8164, 2.3028, 0.7439, -0.6683, -2.5411, 2.8284, 593.0000, 655.7971, 1, 19, 0.8553, 9.1577, 8.3024, 2.7866, 0.5632, 0.4368, 106.08, 70.52, 106.08, 70.52, 0, 0, 1, 1, A:8.7624->5.0983, ok
23.094, 8.5765, 97.4978, -0.5739, -0.4591, 3.6184, 5.0983, 97.4978, -0.4201, -0.4668, 3.6184, 116.95, 87.81, 4.9422, 2.5588, 0.5504, -0.8349, -3.4865, 2.2984, 706.0000, 615.3986, 1, 22, 0.3953, 9.2532, 8.8579, 2.9688, 0.6275, 0.3725, 116.95, 87.81, 116.95, 87.81, 0, 0, 1, 1, A:8.5765->5.0983, ok
23.726, 8.8251, 99.1409, -0.6101, -0.4437, 3.6674, 5.0983, 99.1409, -0.5739, -0.4591, 3.6674, 111.35, 78.88, 5.5907, 2.7301, 0.4000, -0.9165, -3.7829, 1.6508, 573.0000, 605.1993, 1, 18, 0.6767, 9.5045, 8.8278, 2.9364, 0.6510, 0.3490, 111.35, 78.88, 111.35, 78.88, 0, 0, 1, 1, A:8.8251->5.0983, ok
24.393, 9.1855, 96.9933, -0.5222, -0.4177, 4.0648, 5.0983, 96.9933, -0.6101, -0.4437, 4.0648, 115.20, 79.86, 5.6193, 2.6013, 0.5144, -0.8575, -3.8838, 2.3298, 588.0000, 618.5996, 1, 19, 0.6795, 9.7954, 9.1159, 3.2227, 0.6156, 0.3844, 115.20, 79.86, 115.20, 79.86, 0, 0, 1, 1, A:9.1855->5.0983, ok
24.958, 8.9099, 93.3417, -0.4438, -0.4948, 3.5390, 5.0983, 93.3417, -0.5222, -0.4177, 3.5390, 111.67, 78.61, 5.7636, 2.2764, 0.7612, -0.6485, -2.6317, 3.0892, 640.0000, 642.7998, 1, 20, 0.6099, 9.4049, 8.7950, 2.9498, 0.5688, 0.4313, 111.67, 78.61, 111.67, 78.61, 0, 0, 1, 1, A:8.9099->5.0983, ok
25.525, 5.3574, 99.3542, -0.5841, -0.4673, 3.9511, 5.0983, 99.3542, -0.4438, -0.4948, 3.9511, 120.73, 90.72, 6.0407, 2.6695, 0.4547, -0.8906, -4.0257, 2.0554, 670.0000, 603.8999, 1, 21, 0.4950, 9.8223, 9.3273, 3.2473, 0.6478, 0.3522, 120.73, 90.72, 120.73, 90.72, 0, 0, 1, 1, A:5.3574->5.0983, ok
26.231, 5.7423, 102.5729, -0.5830, -0.4081, 2.2729, 5.0983, 102.5729, -0.5841, -0.4673, 2.2729, 92.34, 64.96, 7.3493, 2.5737, 0.5378, -0.8431, -2.2281, 1.4214, 566.0000, 584.9500, 1, 18, 4.4649, 9.8334, 5.3685, 1.8823, 0.6413, 0.3587, 92.34, 64.96, 92.34, 64.96, 0, 0, 1, 1, A:5.7423->5.0983, ok
26.796, 5.7423, 92.9548, -0.4674, -0.4207, 2.2747, 5.0983, 92.9548, -0.5830, -0.4081, 2.2747, 92.71, 61.56, 6.9650, 2.3219, 0.7310, -0.6824, -1.7761, 1.9024, 568.0000, 645.4750, 1, 18, 4.0910, 9.6342, 5.5431, 1.8684, 0.5775, 0.4225, 92.71, 61.56, 92.71, 61.56, 0, 0, 1, 1, A:5.7423->5.0983, ok
27.436, 5.5130, 99.4633, -0.6471, -0.4118, 3.9480, 5.0983, 99.4633, -0.4674, -0.4207, 3.9480, 118.06, 87.78, 5.7668, 2.3432, 0.7162, -0.6979, -3.1254, 3.2077, 701.0000, 603.2375, 1, 22, 0.4824, 9.8998, 9.4174, 3.2250, 0.5706, 0.4294, 118.06, 87.78, 118.06, 87.78, 0, 0, 1, 1, A:5.5130->5.0983, ok
28.094, 5.3459, 96.1356, -0.5628, -0.4093, 2.3355, 5.0983, 96.1356, -0.6471, -0.4118, 2.3355, 90.63, 59.00, 7.2383, 2.3330, 0.7233, -0.6905, -1.8706, 1.9595, 572.0000, 624.1187, 1, 18, 4.3868, 9.8107, 5.4239, 1.9407, 0.5892, 0.4108, 90.63, 59.00, 90.63, 59.00, 0, 0, 1, 1, A:5.3459->5.0983, ok
28.744, 9.3349, 93.5951, -0.5015, -0.4514, 2.0590, 5.0983, 93.5951, -0.5628, -0.4093, 2.0590, 90.57, 60.80, 7.3086, 2.2052, 0.8054, -0.5927, -1.4596, 1.9836, 631.0000, 641.0594, 1, 20, 4.4648, 9.7499, 5.2851, 1.7961, 0.5848, 0.4152, 90.57, 60.80, 90.57, 60.80, 0, 0, 1, 1, A:9.3349->5.0983, ok
29.369, 9.0695, 92.9469, -0.5077, -0.4569, 3.6233, 5.0983, 92.9469, -0.5015, -0.4514, 3.6233, 114.39, 81.33, 5.4857, 2.4034, 0.6730, -0.7397, -3.0960, 2.8168, 664.0000, 645.5297, 1, 21, 0.4150, 9.5205, 9.1056, 3.0179, 0.5979, 0.4021, 114.39, 81.33, 114.39, 81.33, 0, 0, 1, 1, A:9.0695->5.0983, ok
29.988, 8.9413, 94.4488, -0.5280, -0.4752, 3.5428, 5.0983, 94.4488, -0.5077, -0.4569, 3.5428, 112.98, 80.59, 5.4829, 2.5515, 0.5564, -0.8309, -3.4293, 2.2964, 646.0000, 635.2648, 1, 20, 0.4510, 9.4537, 9.0027, 2.9616, 0.6362, 0.3638, 112.98, 80.59, 112.98, 80.59, 0, 0, 1, 1, A:8.9413->5.0983, ok
30.609, 8.2343, 95.9030, -0.5893, -0.4286, 3.4787, 5.0983, 95.9030, -0.5280, -0.4752, 3.4787, 111.55, 79.37, 5.0634, 2.6376, 0.4829, -0.8757, -3.4217, 1.8870, 629.0000, 625.6324, 1, 20, 0.5124, 8.7643, 8.2519, 2.8097, 0.6296, 0.3704, 111.55, 79.37, 111.55, 79.37, 0, 0, 1, 1, A:8.2343->5.0983, ok
31.278, 9.2463, 96.0282, -0.5817, -0.4231, 4.2973, 5.0983, 96.0282, -0.5893, -0.4286, 4.2973, 118.83, 83.01, 5.1501, 2.6833, 0.4424, -0.8968, -4.1554, 2.0501, 615.0000, 624.8162, 1, 19, 0.5300, 9.7610, 9.2310, 3.3012, 0.6130, 0.3870, 118.83, 83.01, 118.83, 83.01, 0, 0, 1, 1, A:9.2463->5.0983, ok
31.847, 9.0788, 92.7489, -0.4439, -0.5426, 3.7302, 5.0983, 92.7489, -0.5817, -0.4231, 3.7302, 112.15, 76.78, 5.3303, 2.2650, 0.7686, -0.6398, -2.8018, 3.3659, 619.0000, 646.9081, 1, 20, 0.5147, 9.4816, 8.9669, 3.1393, 0.5784, 0.4216, 112.15, 76.78, 112.15, 76.78, 0, 0, 1, 1, A:9.0788->5.0983, ok
32.445, 9.0788, 92.7489, -0.6391, -0.4648, 3.7302, 5.0983, 92.7489, -0.5817, -0.4231, 3.7302, 112.15, 76.78, 5.3303, 2.2650, 0.7686, -0.6398, -2.8018, 3.3659, 619.0000, 646.9081, 1, 20, 0.5147, 9.4816, 8.9669, 3.1393, 0.5784, 0.4216, 112.15, 76.78, 112.15, 76.78, 0, 0, 1, 1, A:9.0788->5.0983, ok
33.121, 7.9455, 99.4650, -0.5509, -0.3856, 2.4514, 5.0983, 99.4650, -0.6391, -0.4648, 2.4514, 93.09, 62.53, 4.3535, 2.4816, 0.6131, -0.7900, -2.0432, 1.5856, 747.0000, 603.2270, 1, 23, 0.4027, 8.2070, 7.8042, 2.2598, 0.6399, 0.3601, 93.09, 62.53, 93.09, 62.53, 0, 0, 1, 1, A:7.9455->5.0983, ok
33.652, 7.9455, 0.0000, -0.3905, -0.4882, 2.4514, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 93.09, 62.53, 4.3535, 4.9969, -0.9598, 0.2807, 0.2866, -0.9801, 1089.0000, 0.0000, 0, 34, 0.8285, 9.8158, 8.9874, 3.0807, 0.8788, 0.1212, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
34.285, 7.2006, 102.5103, -0.4972, -0.4972, 2.9495, 5.0983, 102.5103, -0.3905, -0.4882, 2.9495, 108.94, 84.45, 5.0077, 2.5276, 0.5761, -0.8174, -2.8472, 2.0067, 676.0000, 585.3068, 1, 21, 0.6632, 7.9523, 7.2891, 2.5847, 0.6494, 0.3506, 108.94, 84.45, 108.94, 84.45, 0, 0, 1, 1, A:7.2006->5.0983, ok
34.882, 7.2006, 98.4974, -0.5213, -0.4692, 3.7382, 5.0983, 98.4974, -0.4972, -0.4972, 3.7382, 116.15, 85.02, 5.0970, 2.7700, 0.3631, -0.9317, -4.0973, 1.5968, 533.0000, 609.1534, 1, 17, 0.6857, 9.5932, 8.9074, 3.1090, 0.6979, 0.3021, 116.15, 85.02, 116.15, 85.02, 0, 0, 1, 1, A:7.2006->5.0983, ok
35.513, 8.6017, 99.5724, -0.5537, -0.4430, 3.4852, 5.0983, 99.5724, -0.5213, -0.4692, 3.4852, 111.10, 80.63, 5.2326, 2.5325, 0.5721, -0.8202, -3.3334, 2.3253, 630.0000, 602.5767, 1, 20, 0.6417, 9.1525, 8.5108, 2.9200, 0.6333, 0.3667, 111.10, 80.63, 111.10, 80.63, 0, 0, 1, 1, A:8.6017->5.0983, ok
36.060, 7.0929, 97.1993, -0.5206, -0.4699, 3.1519, 5.0983, 97.1993, -0.5537, -0.4430, 3.1519, 105.34, 74.09, 4.5583, 2.5831, 0.5299, -0.8481, -3.0097, 1.8807, 603.0000, 617.2883, 1, 19, 0.5508, 7.5442, 6.9934, 2.5424, 0.6202, 0.3798, 105.34, 74.09, 105.34, 74.09, 0, 0, 1, 1, A:7.0929->5.0983, ok
36.664, 7.0272, 103.1559, -0.4212, -0.3626, 3.6226, 5.0983, 103.1559, -0.5206, -0.4699, 3.6226, 112.31, 82.96, 4.7938, 2.6765, 0.4485, -0.8938, -3.6089, 1.8111, 640.0000, 581.6442, 1, 20, 0.4513, 8.7292, 8.2779, 2.8640, 0.6313, 0.3688, 112.31, 82.96, 112.31, 82.96, 0, 0, 1, 1, A:7.0272->5.0983, ok
37.289, 7.0272, 103.1559, -0.6000, -0.3273, 3.6226, 5.0983, 103.1559, -0.5206, -0.4699, 3.6226, 112.31, 82.96, 4.7938, 2.6765, 0.4485, -0.8938, -3.6089, 1.8111, 640.0000, 581.6442, 1, 20, 0.4513, 8.7292, 8.2779, 2.8640, 0.6313, 0.3688, 112.31, 82.96, 112.31, 82.96, 0, 0, 1, 1, A:7.0272->5.0983, ok
37.930, 8.6507, 98.5770, -0.5817, -0.4231, 3.0511, 5.0983, 98.5770, -0.6000, -0.3273, 3.0511, 99.36, 68.22, 5.7425, 2.6790, 0.4462, -0.8949, -3.4702, 1.7304, 718.0000, 608.6610, 1, 17, 1.7020, 9.6456, 7.9436, 2.7568, 0.7298, 0.2702, 99.36, 68.22, 99.36, 68.22, 0, 0, 1, 1, A:8.6507->5.0983, ok
38.523, 8.6507, 0.0000, -0.6168, -0.4112, 3.0511, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 99.36, 68.22, 5.7425, 1.0786, 0.8813, 0.4725, 0.8234, 1.5357, 1047.0000, 0.0000, 0, 33, 0.5726, 9.6469, 9.0744, 2.9157, 0.3410, 0.6590, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
