method,top_inverse_term,top_inverse_strength,top_gain_to_ref_pp,top_centered_corr_to_ref_pp,top_amplitude_ratio_to_ref_pp
RTBP,A,0.00010365764407431939,-0.004621031668359347,-0.14670721861281025,0.02243171038711406
SinBP_D,E,0.10167553722348881,-0.09840392250832769,-0.12880974388695265,1.0332467917108106
SinBP_M,A,0.0005800888225815189,-0.0072498098072938544,-0.15942814056503654,0.08001435044515318
