method,top_inverse_term,top_inverse_strength,top_gain_to_ref_pp,top_centered_corr_to_ref_pp,top_amplitude_ratio_to_ref_pp
RTBP,P2V_relTTP,0.008302409148314066,-0.03696237032744501,-0.20970538448604378,0.22461787690464827
SinBP_D,Stiffness,0.0040762293928733985,-0.029140609283808783,-0.19980386465035158,0.13988140581323563
SinBP_M,cosPhi,0.00893271563629363,-0.0356286791747534,-0.14345194318717933,0.25071700223519316
