session_id,elapsed_s,sample_index,effective_rate_hz,waveform_label,wave_bpm,peak_like,trough_like
cnap_20260402_165206,257.261337291,25727,100.003367280,ch2,79.787234043,389.090909091,352.100000000
cnap_20260402_165206,258.271803958,25828,100.003173417,ch2,79.365079365,390.000000000,352.300000000
cnap_20260402_165206,259.280887666,25929,100.003514464,ch2,83.862770013,390.500000000,355.181818182
cnap_20260402_165206,260.290796750,26030,100.003535757,ch2,80.213903743,392.000000000,353.000000000
cnap_20260402_165206,261.302090000,26131,100.003027148,ch2,76.923076923,393.000000000,352.700000000
cnap_20260402_165206,262.310201958,26232,100.003735288,ch2,78.034682081,392.800000000,351.777777778
cnap_20260402_165206,263.311417916,26332,100.003259290,ch2,79.365079365,389.545454545,349.900000000
cnap_20260402_165206,264.299691250,26429,99.996333234,ch2,79.365079365,388.272727273,349.300000000
cnap_20260402_165206,265.321798666,26533,100.003091089,ch2,80.536912752,387.181818182,348.900000000
cnap_20260402_165206,266.330862125,26634,100.003431024,ch2,79.260237781,386.000000000,348.600000000
cnap_20260402_165206,267.340411041,26735,100.003586797,ch2,78.125000000,384.909090909,348.300000000
cnap_20260402_165206,268.341346291,26835,100.003224888,ch2,80.000000000,382.636363636,348.000000000
cnap_20260402_165206,269.318287625,26931,99.996922740,ch2,81.521739130,382.454545455,347.600000000
cnap_20260402_165206,270.350307000,27036,100.003585348,ch2,78.328981723,383.454545455,349.200000000
cnap_20260402_165206,271.351991125,27136,100.002951471,ch2,78.717201166,385.500000000,350.777777778
cnap_20260402_165206,272.361305208,27237,100.003192374,ch2,79.470198675,388.636363636,352.600000000
cnap_20260402_165206,273.371793583,27338,100.003001925,ch2,80.000000000,390.727272727,353.400000000
cnap_20260402_165206,274.381794708,27439,100.002990465,ch2,84.724005135,391.666666667,357.636363636
cnap_20260402_165206,275.391853208,27540,100.002958255,ch2,81.190798376,398.909090909,360.400000000
cnap_20260402_165206,276.400925416,27641,100.003283124,ch2,81.818181818,402.900000000,364.444444444
cnap_20260402_165206,277.410840625,27742,100.003301737,ch2,85.714285714,404.181818182,369.100000000
cnap_20260402_165206,278.421320375,27843,100.003117443,ch2,80.959520240,411.900000000,373.000000000
cnap_20260402_165206,279.431674916,27944,100.002979291,ch2,85.836909871,414.000000000,378.500000000
cnap_20260402_165206,280.442003208,28045,100.002851496,ch2,89.285714286,416.181818182,381.200000000
cnap_20260402_165206,281.464059000,28142,99.984346492,ch2,95.872170439,418.307692308,385.750000000
cnap_20260402_165206,282.490597750,28250,100.003328341,ch2,95.744680851,419.615384615,387.166666667
cnap_20260402_165206,283.501460416,28351,100.003012183,ch2,97.633136095,420.333333333,388.363636364
cnap_20260402_165206,284.502070625,28451,100.002787106,ch2,94.986807388,421.538461538,387.500000000
cnap_20260402_165206,285.521932875,28553,100.002825396,ch2,87.533156499,423.583333333,385.909090909
cnap_20260402_165206,286.530667166,28654,100.003257185,ch2,95.375722543,422.166666667,386.363636364
cnap_20260402_165206,287.532075791,28754,100.002755939,ch2,85.714285714,422.916666667,386.181818182
cnap_20260402_165206,288.541076958,28855,100.003092469,ch2,78.147612156,422.700000000,383.777777778
cnap_20260402_165206,289.550374916,28956,100.003324148,ch2,81.771720613,420.000000000,382.875000000
cnap_20260402_165206,290.561362708,29057,100.002972622,ch2,83.333333333,419.125000000,384.285714286
cnap_20260402_165206,291.552800291,29156,100.002469436,ch2,84.309133489,418.428571429,385.666666667
cnap_20260402_165206,292.591504916,29260,100.002903394,ch2,99.447513812,410.714285714,387.666666667
