session_id,elapsed_s,sample_index,effective_rate_hz,waveform_label,wave_bpm,peak_like,trough_like
cnap_20260402_165206,293.601835333,29361,100.002780864,ch2,111.801242236,402.714285714,389.833333333
cnap_20260402_165206,294.604080458,29461,100.002009321,ch2,125.000000000,399.166666667,390.200000000
cnap_20260402_165206,295.611921250,29562,100.002732890,ch2,47.745358090,385.000000000,374.333333333
cnap_20260402_165206,296.641472416,29665,100.002874711,ch2,45.283018868,382.285714286,363.833333333
cnap_20260402_165206,297.651857541,29766,100.002735565,ch2,30.927835052,394.000000000,361.250000000
cnap_20260402_165206,298.661326000,29867,100.002904293,ch2,79.646017699,413.250000000,381.333333333
cnap_20260402_165206,299.671999333,29968,100.002669808,ch2,82.644628099,417.166666667,381.600000000
cnap_20260402_165206,300.682093833,30069,100.002629411,ch2,81.447963801,413.428571429,376.666666667
cnap_20260402_165206,301.690787791,30170,100.003053527,ch2,87.114337568,410.555555556,376.500000000
cnap_20260402_165206,302.701983083,30271,100.002648452,ch2,73.732718894,416.888888889,376.250000000
cnap_20260402_165206,303.711584041,30372,100.002771037,ch2,75.104311544,417.500000000,376.777777778
cnap_20260402_165206,304.721704458,30473,100.002722334,ch2,76.335877863,421.181818182,377.600000000
cnap_20260402_165206,305.730783458,30574,100.003014594,ch2,78.740157480,421.545454545,377.900000000
cnap_20260402_165206,306.741133541,30675,100.002890535,ch2,75.104311544,423.100000000,376.555555556
cnap_20260402_165206,307.751819041,30776,100.002658298,ch2,82.822085890,421.800000000,379.111111111
cnap_20260402_165206,308.753494541,30866,99.969718710,ch2,82.987551867,421.181818182,378.800000000
cnap_20260402_165206,309.761706333,30977,100.002677435,ch2,82.872928177,422.636363636,379.400000000
cnap_20260402_165206,310.771933500,31078,100.002595633,ch2,84.724005135,421.333333333,379.000000000
cnap_20260402_165206,311.770997958,31178,100.002887389,ch2,80.000000000,422.454545455,377.800000000
cnap_20260402_165206,312.781986375,31279,100.002562048,ch2,81.521739130,418.636363636,375.000000000
cnap_20260402_165206,313.783555125,31377,99.995680103,ch2,78.636959371,415.181818182,369.600000000
cnap_20260402_165206,314.793674000,31480,100.002009570,ch2,78.534031414,414.181818182,368.500000000
cnap_20260402_165206,315.820823583,31583,100.002905577,ch2,81.081081081,411.181818182,366.700000000
cnap_20260402_165206,316.821778333,31683,100.002595045,ch2,77.474892396,411.600000000,364.111111111
cnap_20260402_165206,317.830563875,31784,100.002968917,ch2,77.519379845,408.363636364,360.700000000
cnap_20260402_165206,318.823663375,31883,100.001987501,ch2,79.893475366,404.909090909,358.900000000
cnap_20260402_165206,319.850905458,31986,100.002843369,ch2,78.034682081,402.700000000,357.333333333
cnap_20260402_165206,320.861031833,32087,100.002795032,ch2,77.922077922,401.909090909,355.700000000
cnap_20260402_165206,321.870869291,32188,100.002836762,ch2,81.743869210,400.909090909,356.800000000
cnap_20260402_165206,322.881457000,32289,100.002645863,ch2,78.947368421,401.818181818,357.700000000
cnap_20260402_165206,323.890661125,32390,100.002883342,ch2,79.155672823,402.454545455,356.500000000
cnap_20260402_165206,324.900875250,32491,100.002808472,ch2,81.081081081,401.181818182,356.300000000
cnap_20260402_165206,325.911938708,32592,100.002473457,ch2,79.893475366,402.090909091,354.200000000
cnap_20260402_165206,326.921779000,32693,100.002514669,ch2,80.213903743,402.181818182,354.600000000
cnap_20260402_165206,327.931368000,32794,100.002632258,ch2,81.743869210,402.545454545,355.100000000
cnap_20260402_165206,328.941514250,32895,100.002579714,ch2,80.753701211,402.090909091,354.200000000
cnap_20260402_165206,329.950874333,32996,100.002765765,ch2,80.862533693,401.909090909,353.000000000
cnap_20260402_165206,330.960121333,33097,100.002984851,ch2,81.967213115,401.181818182,351.000000000
cnap_20260402_165206,331.962275041,33197,100.002327059,ch2,79.155672823,404.545454545,351.500000000
cnap_20260402_165206,332.970663083,33298,100.002804126,ch2,81.632653061,405.000000000,352.900000000
cnap_20260402_165206,333.981784083,33399,100.002459990,ch2,84.076433121,404.000000000,352.636363636
cnap_20260402_165206,334.991910583,33500,100.002414810,ch2,83.798882682,405.000000000,352.000000000
cnap_20260402_165206,336.001778083,33601,100.002446986,ch2,86.614173228,404.333333333,352.363636364
cnap_20260402_165206,337.011923666,33702,100.002396453,ch2,90.163934426,403.000000000,352.363636364
cnap_20260402_165206,338.051823916,33806,100.002418589,ch2,88.948787062,403.500000000,352.545454545
cnap_20260402_165206,339.061319791,33907,100.002560071,ch2,91.034482759,402.250000000,352.272727273
cnap_20260402_165206,340.071880083,34008,100.002387706,ch2,89.673913043,396.083333333,350.272727273
cnap_20260402_165206,341.080464750,34109,100.002795601,ch2,89.309878214,394.083333333,349.727272727
cnap_20260402_165206,342.081705791,34209,100.002424628,ch2,87.071240106,390.333333333,347.636363636
cnap_20260402_165206,343.090672875,34310,100.002718560,ch2,85.381630013,388.333333333,346.272727273
cnap_20260402_165206,344.101138000,34411,100.002575406,ch2,82.758620690,384.727272727,343.100000000
cnap_20260402_165206,345.110864333,34512,100.002647169,ch2,83.204930663,382.400000000,342.111111111
cnap_20260402_165206,346.111925833,34612,100.002332820,ch2,80.614203455,381.125000000,340.142857143
cnap_20260402_165206,347.120114541,34713,100.002847850,ch2,80.305927342,377.000000000,337.571428571
cnap_20260402_165206,348.130516041,34814,100.002724254,ch2,84.507042254,369.625000000,333.000000000
cnap_20260402_165206,349.132020916,34914,100.002285406,ch2,78.602620087,365.428571429,326.500000000
cnap_20260402_165206,350.141337416,35015,100.002474025,ch2,80.536912752,358.000000000,321.000000000
cnap_20260402_165206,351.151880875,35116,100.002312141,ch2,60.529634300,345.555555556,310.875000000
cnap_20260402_165206,352.161790708,35217,100.002331114,ch2,80.971659919,336.000000000,304.000000000
cnap_20260402_165206,353.170787750,35318,100.002608441,ch2,82.530949106,333.000000000,303.100000000
cnap_20260402_165206,354.171598000,35418,100.002372296,ch2,85.381630013,330.833333333,303.000000000
cnap_20260402_165206,355.181506083,35519,100.002391430,ch2,83.217753121,330.818181818,303.300000000
cnap_20260402_165206,356.181676166,35619,100.002336963,ch2,83.969465649,331.083333333,303.909090909
cnap_20260402_165206,357.191738583,35720,100.002312880,ch2,84.151472651,331.545454545,305.100000000
cnap_20260402_165206,358.201752375,35821,100.002302508,ch2,83.449235049,332.181818182,305.300000000
cnap_20260402_165206,359.211774916,35922,100.002289759,ch2,84.183673469,331.583333333,305.090909091
cnap_20260402_165206,360.221995208,36023,100.002222183,ch2,82.304526749,331.272727273,304.400000000
cnap_20260402_165206,361.231812208,36124,100.002266631,ch2,82.822085890,331.000000000,304.222222222
cnap_20260402_165206,362.241914958,36225,100.002231945,ch2,83.102493075,327.454545455,301.300000000
cnap_20260402_165206,363.251864375,36326,100.002239665,ch2,84.183673469,325.500000000,299.727272727
cnap_20260402_165206,364.261454166,36427,100.002346071,ch2,86.049543677,323.250000000,299.181818182
cnap_20260402_165206,365.271802666,36528,100.002244174,ch2,88.353413655,321.583333333,299.636363636
cnap_20260402_165206,366.280125416,36629,100.002695910,ch2,84.507042254,321.333333333,299.727272727
cnap_20260402_165206,367.290694750,36730,100.002533484,ch2,86.956521739,319.750000000,300.181818182
cnap_20260402_165206,368.301450958,36831,100.002321208,ch2,81.190798376,320.272727273,300.200000000
cnap_20260402_165206,369.320120958,36933,100.002674927,ch2,81.190798376,321.454545455,300.300000000
cnap_20260402_165206,370.321825750,37033,100.002207337,ch2,80.645161290,322.000000000,300.600000000
cnap_20260402_165206,371.330723291,37134,100.002498234,ch2,80.597014925,323.300000000,301.222222222
cnap_20260402_165206,372.341443500,37235,100.002298025,ch2,80.753701211,325.090909091,301.000000000
cnap_20260402_165206,373.351168375,37336,100.002365501,ch2,82.758620690,325.727272727,300.200000000
cnap_20260402_165206,374.361204708,37437,100.002349413,ch2,84.724005135,326.916666667,299.363636364
cnap_20260402_165206,375.361904666,37537,100.002156674,ch2,68.027210884,353.333333333,300.600000000
cnap_20260402_165206,376.371712416,37638,100.002201968,ch2,111.111111111,440.666666667,358.500000000
cnap_20260402_165206,377.381482750,37739,100.002256934,ch2,86.956521739,466.750000000,341.666666667
cnap_20260402_165206,378.391488791,37840,100.002249313,ch2,86.330935252,466.800000000,342.500000000
cnap_20260402_165206,379.401319958,37941,100.002287826,ch2,84.309133489,465.857142857,339.333333333
cnap_20260402_165206,380.401830416,38041,100.002147620,ch2,83.832335329,466.500000000,341.000000000
cnap_20260402_165206,381.401160916,38141,100.002317529,ch2,83.478260870,489.444444444,347.125000000
cnap_20260402_165206,382.421825875,38243,100.002137463,ch2,83.102493075,482.545454545,341.100000000
cnap_20260402_165206,383.431986583,38344,100.002089919,ch2,81.743869210,479.363636364,338.000000000
cnap_20260402_165206,384.441449958,38445,100.002224017,ch2,81.743869210,477.636363636,336.900000000
cnap_20260402_165206,385.452148458,38546,100.002036969,ch2,80.753701211,479.090909091,337.300000000
cnap_20260402_165206,386.462039500,38647,100.002059840,ch2,81.855388813,478.545454545,338.400000000
cnap_20260402_165206,387.473593208,38748,100.001653478,ch2,80.959520240,481.600000000,336.222222222
cnap_20260402_165206,388.491960041,38850,100.002069530,ch2,79.260237781,490.818181818,329.800000000
cnap_20260402_165206,389.501752708,38951,100.002117395,ch2,78.328981723,473.363636364,329.300000000
cnap_20260402_165206,390.500426000,39051,100.002451726,ch2,80.971659919,476.818181818,331.300000000
cnap_20260402_165206,391.511733666,39152,100.002111389,ch2,81.743869210,481.090909091,334.900000000
cnap_20260402_165206,392.507639333,39251,100.000601432,ch2,82.191780822,483.545454545,335.300000000
cnap_20260402_165206,393.531741583,39354,100.002098539,ch2,82.987551867,484.272727273,336.500000000
cnap_20260402_165206,394.531776583,39454,100.002084348,ch2,83.217753121,485.818181818,336.400000000
cnap_20260402_165206,395.541150083,39555,100.002237420,ch2,84.076433121,484.750000000,338.454545455
cnap_20260402_165206,396.550185333,39656,100.002475013,ch2,87.591240876,479.000000000,344.100000000
cnap_20260402_165206,397.552008875,39756,100.002010083,ch2,84.033613445,478.818181818,348.700000000
cnap_20260402_165206,398.561798166,39857,100.002057858,ch2,83.682008368,483.454545455,348.300000000
cnap_20260402_165206,399.572216708,39958,100.001947906,ch2,83.102493075,485.818181818,346.800000000
cnap_20260402_165206,400.580267208,40059,100.002429673,ch2,83.438685209,486.500000000,345.363636364
cnap_20260402_165206,401.591922916,40160,100.002011267,ch2,81.855388813,490.727272727,346.700000000
cnap_20260402_165206,402.601614166,40261,100.002082911,ch2,81.411126187,491.454545455,346.300000000
cnap_20260402_165206,403.610811833,40362,100.002276492,ch2,83.756345178,488.583333333,346.363636364
cnap_20260402_165206,404.622296791,40463,100.001903802,ch2,81.190798376,492.818181818,343.400000000
cnap_20260402_165206,405.631777500,40564,100.002027085,ch2,82.987551867,492.090909091,342.400000000
cnap_20260402_165206,406.641335750,40665,100.002130686,ch2,81.743869210,495.090909091,340.600000000
cnap_20260402_165206,407.642404166,40765,100.001863357,ch2,81.967213115,493.454545455,340.900000000
cnap_20260402_165206,408.661757375,40867,100.002016980,ch2,82.317073171,493.300000000,338.000000000
cnap_20260402_165206,409.660825500,40967,100.002239536,ch2,81.521739130,492.272727273,336.000000000
cnap_20260402_165206,410.670499958,41068,100.002313300,ch2,81.190798376,491.909090909,334.000000000
cnap_20260402_165206,411.681242000,41169,100.002127374,ch2,83.565459610,486.181818182,332.500000000
cnap_20260402_165206,412.691915916,41270,100.001958867,ch2,78.740157480,490.727272727,333.500000000
cnap_20260402_165206,413.701637625,41371,100.002021354,ch2,79.260237781,489.090909091,333.000000000
cnap_20260402_165206,414.712023958,41472,100.001923272,ch2,77.474892396,486.300000000,333.000000000
cnap_20260402_165206,415.721802375,41573,100.001971902,ch2,77.619663648,481.181818182,332.400000000
cnap_20260402_165206,416.722005500,41673,100.001918425,ch2,80.106809079,477.272727273,334.700000000
cnap_20260402_165206,417.733185750,41774,100.001631245,ch2,78.832116788,476.000000000,336.555555556
cnap_20260402_165206,418.741530833,41875,100.002022529,ch2,79.260237781,476.000000000,339.200000000
cnap_20260402_165206,419.751793750,41976,100.001955024,ch2,80.862533693,472.545454545,340.600000000
cnap_20260402_165206,420.761584916,42077,100.001999965,ch2,82.304526749,469.545454545,340.700000000
cnap_20260402_165206,421.772192333,42178,100.001851157,ch2,80.106809079,472.181818182,346.900000000
cnap_20260402_165206,422.780627125,42279,100.002216959,ch2,79.787234043,469.909090909,347.300000000
cnap_20260402_165206,423.792131041,42380,100.001856797,ch2,79.528718704,470.100000000,348.777777778
cnap_20260402_165206,424.800118125,42481,100.002326241,ch2,80.321285141,468.000000000,348.500000000
cnap_20260402_165206,425.801979541,42581,100.001883612,ch2,80.862533693,465.909090909,348.700000000
cnap_20260402_165206,426.811674916,42682,100.001950529,ch2,80.971659919,465.363636364,346.000000000
cnap_20260402_165206,427.811007583,42782,100.002101960,ch2,80.321285141,472.363636364,352.200000000
cnap_20260402_165206,428.821445541,42883,100.001994877,ch2,80.717488789,472.200000000,353.222222222
cnap_20260402_165206,429.831064125,42984,100.002078927,ch2,76.923076923,471.727272727,345.400000000
cnap_20260402_165206,430.841902625,43085,100.001879431,ch2,73.770491803,478.100000000,348.444444444
cnap_20260402_165206,431.851787875,43186,100.001901607,ch2,75.282308657,481.636363636,350.500000000
cnap_20260402_165206,432.861895916,43287,100.001872210,ch2,73.669849932,486.700000000,351.222222222
cnap_20260402_165206,433.864396833,43387,100.001291456,ch2,73.669849932,489.500000000,353.222222222
cnap_20260402_165206,434.890788541,43490,100.002118109,ch2,75.949367089,485.909090909,351.000000000
cnap_20260402_165206,435.890996791,43590,100.002065473,ch2,83.333333333,481.200000000,352.555555556
cnap_20260402_165206,436.901762416,43691,100.001885455,ch2,83.102493075,480.363636364,352.000000000
cnap_20260402_165206,437.904989500,43791,100.001144198,ch2,83.756345178,477.500000000,345.909090909
cnap_20260402_165206,438.911837666,43892,100.001859675,ch2,80.971659919,471.181818182,344.600000000
cnap_20260402_165206,439.920337208,43993,100.002196487,ch2,82.079343365,466.454545455,340.500000000
cnap_20260402_165206,440.930804666,44094,100.002085437,ch2,81.632653061,459.909090909,337.300000000
cnap_20260402_165206,441.941453500,44195,100.001933853,ch2,81.967213115,456.454545455,335.700000000
cnap_20260402_165206,442.951738041,44296,100.001865205,ch2,84.615384615,450.833333333,334.818181818
cnap_20260402_165206,443.961412666,44397,100.001934252,ch2,82.758620690,451.000000000,333.200000000
cnap_20260402_165206,444.971233416,44498,100.001970146,ch2,83.102493075,449.090909091,333.100000000
cnap_20260402_165206,445.981710333,44599,100.001858746,ch2,85.492227979,445.500000000,334.090909091
cnap_20260402_165206,446.992015166,44700,100.001786348,ch2,83.565459610,447.818181818,334.400000000
cnap_20260402_165206,447.971748166,44798,100.001842043,ch2,83.969465649,452.333333333,338.000000000
cnap_20260402_165206,449.001742166,44901,100.001839154,ch2,83.916083916,456.181818182,341.700000000
cnap_20260402_165206,450.011873583,45002,100.001805823,ch2,83.969465649,463.583333333,346.909090909
cnap_20260402_165206,451.021523041,45103,100.001879502,ch2,86.083213773,463.181818182,345.600000000
cnap_20260402_165206,452.031865208,45204,100.001799606,ch2,86.727989488,461.583333333,343.727272727
cnap_20260402_165206,453.000985541,45301,100.001989942,ch2,87.649402390,462.583333333,345.181818182
cnap_20260402_165206,454.062059625,45407,100.001748742,ch2,87.417218543,467.333333333,349.454545455
cnap_20260402_165206,455.071764666,45508,100.001809678,ch2,86.956521739,468.166666667,350.000000000
cnap_20260402_165206,456.081593458,45609,100.001843210,ch2,87.209302326,464.727272727,346.800000000
cnap_20260402_165206,457.091471083,45710,100.001865910,ch2,85.714285714,469.666666667,346.909090909
cnap_20260402_165206,458.101206625,45811,100.001919527,ch2,88.948787062,465.416666667,344.727272727
cnap_20260402_165206,459.110333291,45912,100.002105531,ch2,84.615384615,464.916666667,348.818181818
cnap_20260402_165206,460.081433333,46009,100.001861989,ch2,84.745762712,467.272727273,350.300000000
cnap_20260402_165206,461.141673708,46115,100.001805582,ch2,84.507042254,464.166666667,346.909090909
cnap_20260402_165206,462.141651041,46215,100.001806580,ch2,88.000000000,455.666666667,343.272727273
cnap_20260402_165206,463.151864833,46316,100.001756479,ch2,85.492227979,455.833333333,341.636363636
cnap_20260402_165206,464.172248458,46418,100.001669971,ch2,88.000000000,456.750000000,340.181818182
cnap_20260402_165206,465.181359500,46519,100.001857448,ch2,86.956521739,449.916666667,340.727272727
cnap_20260402_165206,466.191721541,46620,100.001775763,ch2,87.071240106,451.416666667,340.363636364
cnap_20260402_165206,467.201793833,46721,100.001756450,ch2,88.829071332,445.583333333,342.272727273
cnap_20260402_165206,468.210539041,46822,100.002020663,ch2,84.942084942,446.166666667,343.545454545
cnap_20260402_165206,469.222072458,46923,100.001689507,ch2,86.206896552,447.090909091,352.000000000
cnap_20260402_165206,470.231841875,47024,100.001734915,ch2,85.381630013,450.500000000,356.181818182
cnap_20260402_165206,471.241464208,47125,100.001811341,ch2,84.269662921,452.909090909,356.000000000
cnap_20260402_165206,472.222195708,47223,100.001652674,ch2,83.916083916,454.909090909,356.400000000
cnap_20260402_165206,473.272032666,47328,100.001683458,ch2,88.829071332,456.416666667,364.181818182
cnap_20260402_165206,474.280518625,47429,100.001999107,ch2,83.565459610,453.272727273,357.700000000
cnap_20260402_165206,475.281730916,47529,100.001739828,ch2,83.969465649,452.750000000,353.727272727
cnap_20260402_165206,476.291824083,47630,100.001716577,ch2,81.855388813,457.636363636,348.500000000
cnap_20260402_165206,477.301935958,47731,100.001689505,ch2,82.304526749,455.090909091,340.900000000
cnap_20260402_165206,478.311831500,47832,100.001707777,ch2,84.942084942,444.000000000,334.363636364
cnap_20260402_165206,479.290519125,47930,100.001978106,ch2,83.682008368,442.090909091,331.600000000
cnap_20260402_165206,480.321441333,48033,100.001781862,ch2,83.756345178,435.333333333,327.181818182
cnap_20260402_165206,481.330672208,48134,100.001937918,ch2,84.151472651,426.909090909,321.000000000
cnap_20260402_165206,482.334085333,48234,100.001226259,ch2,83.565459610,424.818181818,318.200000000
cnap_20260402_165206,483.341455916,48335,100.001767712,ch2,83.544303797,419.000000000,315.181818182
cnap_20260402_165206,484.350314500,48436,100.001999689,ch2,83.102493075,412.363636364,311.100000000
cnap_20260402_165206,485.351383250,48536,100.001775363,ch2,82.530949106,409.272727273,309.800000000
cnap_20260402_165206,486.361827708,48637,100.001680291,ch2,81.190798376,410.727272727,313.300000000
cnap_20260402_165206,487.360442958,48737,100.001960980,ch2,85.603112840,414.583333333,326.181818182
cnap_20260402_165206,488.371737958,48838,100.001691753,ch2,84.151472651,428.090909091,332.100000000
cnap_20260402_165206,489.381321708,48939,100.001773319,ch2,73.943661972,448.125000000,340.000000000
cnap_20260402_165206,490.391886750,49040,100.001654442,ch2,92.879256966,524.000000000,387.200000000
cnap_20260402_165206,491.401403625,49141,100.001749359,ch2,90.909090909,533.714285714,388.500000000
cnap_20260402_165206,492.412148291,49242,100.001594540,ch2,77.205882353,528.250000000,364.857142857
cnap_20260402_165206,493.421459916,49343,100.001730789,ch2,77.544426494,522.888888889,353.000000000
cnap_20260402_165206,494.431705000,49444,100.001677684,ch2,78.374455733,530.600000000,348.444444444
cnap_20260402_165206,495.441454958,49545,100.001724733,ch2,78.125000000,559.363636364,339.300000000
cnap_20260402_165206,496.460854208,49646,99.999827941,ch2,78.034682081,579.800000000,335.333333333
cnap_20260402_165206,497.501433916,49751,100.001721821,ch2,77.120822622,592.272727273,321.900000000
cnap_20260402_165206,498.511763500,49852,100.001652218,ch2,74.688796680,587.700000000,290.222222222
cnap_20260402_165206,499.520496958,49953,100.001902433,ch2,83.449235049,587.545454545,292.200000000
cnap_20260402_165206,500.530780791,50054,100.001841887,ch2,84.269662921,592.454545455,292.300000000
cnap_20260402_165206,501.541342250,50155,100.001726229,ch2,85.714285714,596.583333333,290.454545455
cnap_20260402_165206,502.550301458,50256,100.001929865,ch2,87.765957447,580.083333333,284.818181818
cnap_20260402_165206,503.551849375,50356,100.001618627,ch2,86.387434555,576.583333333,270.818181818
cnap_20260402_165206,504.537671166,50451,99.994515540,ch2,86.842105263,572.416666667,266.727272727
cnap_20260402_165206,505.570671500,50558,100.001845143,ch2,86.330935252,567.272727273,261.900000000
cnap_20260402_165206,506.581542500,50659,100.001669524,ch2,86.842105263,567.250000000,269.363636364
cnap_20260402_165206,507.591865833,50760,100.001602501,ch2,87.082728592,560.545454545,275.700000000
cnap_20260402_165206,508.600121291,50861,100.001942333,ch2,87.186261559,555.833333333,281.909090909
cnap_20260402_165206,509.611923958,50962,100.001584744,ch2,88.709677419,553.500000000,296.454545455
cnap_20260402_165206,510.621808208,51063,100.001604278,ch2,90.163934426,551.083333333,306.818181818
cnap_20260402_165206,511.631800500,51164,100.001602617,ch2,91.412742382,549.000000000,320.636363636
cnap_20260402_165206,512.644202291,51265,100.001130942,ch2,91.160220994,543.250000000,325.909090909
cnap_20260402_165206,513.650663291,51366,100.001817716,ch2,91.539528433,525.750000000,324.909090909
cnap_20260402_165206,514.648638541,51463,99.996378395,ch2,90.040927694,520.750000000,325.000000000
cnap_20260402_165206,515.674973166,51567,99.999035601,ch2,89.918256131,515.666666667,324.818181818
cnap_20260402_165206,516.701757791,51671,100.001595158,ch2,88.117489987,523.333333333,313.818181818
cnap_20260402_165206,517.707460791,51771,100.000490472,ch2,90.287277702,499.166666667,311.818181818
cnap_20260402_165206,518.741444000,51875,100.001649377,ch2,85.492227979,506.416666667,309.818181818
cnap_20260402_165206,519.751800458,51976,100.001577588,ch2,87.417218543,495.916666667,313.818181818
cnap_20260402_165206,520.761721583,52077,100.001589675,ch2,88.948787062,492.833333333,316.545454545
cnap_20260402_165206,521.770690416,52178,100.001784229,ch2,89.552238806,490.750000000,317.363636364
cnap_20260402_165206,522.771848958,52278,100.001559197,ch2,89.068825911,490.750000000,317.636363636
cnap_20260402_165206,523.781984750,52379,100.001530265,ch2,91.666666667,476.500000000,321.636363636
cnap_20260402_165206,524.792064291,52480,100.001512163,ch2,88.353413655,473.583333333,323.363636364
cnap_20260402_165206,525.800146958,52581,100.001873914,ch2,88.235294118,472.750000000,322.818181818
cnap_20260402_165206,526.810785333,52682,100.001749142,ch2,87.649402390,471.000000000,321.363636364
cnap_20260402_165206,527.810656583,52782,100.001770221,ch2,86.206896552,470.272727273,319.600000000
cnap_20260402_165206,528.841515583,52885,100.001604340,ch2,85.603112840,470.500000000,317.727272727
cnap_20260402_165206,529.854558750,52985,99.999139622,ch2,87.301587302,466.250000000,317.000000000
cnap_20260402_165206,530.890774625,53090,100.001737716,ch2,84.865629420,469.545454545,316.900000000
cnap_20260402_165206,531.902015416,53191,100.001501138,ch2,85.603112840,468.083333333,315.272727273
cnap_20260402_165206,532.911833041,53292,100.001532516,ch2,84.388185654,471.727272727,315.000000000
cnap_20260402_165206,533.921649208,53393,100.001564048,ch2,83.969465649,474.250000000,313.909090909
cnap_20260402_165206,534.930917166,53494,100.001697945,ch2,82.417582418,477.090909091,313.000000000
cnap_20260402_165206,535.941105875,53595,100.001659534,ch2,82.304526749,478.272727273,314.400000000
cnap_20260402_165206,536.941740916,53695,100.001538171,ch2,84.398976982,478.750000000,313.818181818
cnap_20260402_165206,537.950743416,53796,100.001720712,ch2,82.079343365,485.363636364,315.500000000
cnap_20260402_165206,538.961614208,53897,100.001555916,ch2,82.304526749,491.272727273,311.300000000
cnap_20260402_165206,539.951170583,53996,100.001635225,ch2,83.102493075,500.090909091,316.700000000
cnap_20260402_165206,540.982048625,54099,100.001469804,ch2,82.987551867,502.090909091,316.900000000
cnap_20260402_165206,541.992138500,54200,100.001450482,ch2,84.269662921,507.909090909,316.900000000
cnap_20260402_165206,543.000124708,54301,100.001818654,ch2,83.916083916,508.090909091,316.400000000
cnap_20260402_165206,544.001619458,54401,100.001540536,ch2,83.650190114,505.250000000,318.454545455
cnap_20260402_165206,545.010667708,54502,100.001712314,ch2,83.916083916,507.181818182,317.000000000
cnap_20260402_165206,546.021477291,54603,100.001560874,ch2,84.151472651,509.272727273,324.600000000
cnap_20260402_165206,547.031927041,54704,100.001475775,ch2,83.862770013,505.333333333,321.181818182
cnap_20260402_165206,548.041760708,54805,100.001503406,ch2,81.632653061,506.000000000,318.700000000
cnap_20260402_165206,549.051845208,54906,100.001485250,ch2,81.743869210,503.000000000,317.600000000
cnap_20260402_165206,550.061798708,55007,100.001490976,ch2,80.753701211,503.000000000,319.000000000
cnap_20260402_165206,551.071900833,55108,100.001469711,ch2,79.365079365,499.363636364,316.100000000
cnap_20260402_165206,552.080419500,55209,100.001735345,ch2,80.357142857,501.300000000,317.888888889
cnap_20260402_165206,553.081907708,55309,100.001463127,ch2,80.000000000,504.909090909,310.900000000
cnap_20260402_165206,554.090651416,55410,100.001687194,ch2,79.051383399,501.454545455,312.100000000
cnap_20260402_165206,555.101208375,55511,100.001583788,ch2,82.987551867,494.000000000,313.200000000
cnap_20260402_165206,556.111318875,55612,100.001561041,ch2,80.106809079,494.090909091,316.600000000
cnap_20260402_165206,557.110616833,55712,100.001684256,ch2,79.787234043,491.090909091,316.000000000
cnap_20260402_165206,558.141543583,55815,100.001515103,ch2,82.417582418,482.363636364,317.500000000
cnap_20260402_165206,559.151774333,55916,100.001471097,ch2,79.365079365,490.000000000,321.000000000
cnap_20260402_165206,560.162059291,56017,100.001417574,ch2,79.470198675,490.636363636,328.500000000
cnap_20260402_165206,561.171644083,56118,100.001489013,ch2,83.228247163,483.166666667,336.272727273
cnap_20260402_165206,562.181604708,56219,100.001493342,ch2,80.321285141,488.636363636,339.000000000
cnap_20260402_165206,563.191292458,56320,100.001546107,ch2,81.743869210,486.090909091,337.500000000
cnap_20260402_165206,564.201752375,56421,100.001461822,ch2,83.682008368,496.000000000,331.000000000
cnap_20260402_165206,565.210790541,56522,100.001629385,ch2,85.106382979,498.818181818,335.200000000
cnap_20260402_165206,566.221743458,56623,100.001458182,ch2,84.724005135,496.250000000,332.090909091
cnap_20260402_165206,567.224783125,56722,99.999156750,ch2,87.186261559,493.666666667,329.000000000
cnap_20260402_165206,568.241478375,56825,100.001499649,ch2,85.106382979,494.272727273,324.400000000
cnap_20260402_165206,569.237302416,56924,100.000473894,ch2,85.161290323,491.250000000,316.181818182
cnap_20260402_165206,570.261319958,57027,100.001522117,ch2,82.644628099,485.636363636,310.300000000
cnap_20260402_165206,571.271909833,57128,100.001416167,ch2,83.449235049,481.636363636,310.100000000
cnap_20260402_165206,572.280117625,57229,100.001726842,ch2,79.575596817,478.727272727,308.000000000
cnap_20260402_165206,573.281431166,57329,100.001494699,ch2,81.190798376,476.181818182,308.300000000
cnap_20260402_165206,574.276527416,57428,100.000604688,ch2,80.862533693,477.545454545,315.000000000
cnap_20260402_165206,575.311880666,57532,100.001411293,ch2,81.743869210,477.454545455,318.300000000
cnap_20260402_165206,576.320102916,57633,100.001717289,ch2,83.544303797,483.000000000,325.090909091
cnap_20260402_165206,577.330098416,57734,100.001715065,ch2,83.565459610,485.363636364,331.900000000
cnap_20260402_165206,578.332103333,57834,100.001365421,ch2,83.449235049,488.272727273,335.900000000
cnap_20260402_165206,579.331739208,57934,100.001425917,ch2,84.615384615,488.250000000,338.272727273
cnap_20260402_165206,580.341471125,58035,100.001469630,ch2,84.745762712,488.909090909,341.100000000
cnap_20260402_165206,581.351141000,58136,100.001523864,ch2,86.274509804,489.166666667,341.818181818
cnap_20260402_165206,582.365462083,58237,100.000779222,ch2,88.471849866,486.000000000,340.090909091
cnap_20260402_165206,583.370456250,58338,100.001635967,ch2,85.051546392,486.750000000,332.363636364
cnap_20260402_165206,584.381514708,58439,100.001452012,ch2,87.417218543,480.166666667,331.909090909
cnap_20260402_165206,585.391844041,58540,100.001393248,ch2,86.500655308,477.333333333,331.090909091
