経過時間_秒, Green, IBI, Smoothed_IBI, bpmSD, Smoothed_BPM
0.024, 5.54, 657.00, 733.33, 5.38, 81.82
0.055, 4.79, 657.00, 733.33, 5.38, 81.82
0.092, 3.99, 657.00, 733.33, 5.38, 81.82
0.125, 3.09, 657.00, 733.33, 5.38, 81.82
0.156, 2.06, 657.00, 733.33, 5.38, 81.82
0.198, 1.25, 657.00, 733.33, 5.38, 81.82
0.229, 0.81, 657.00, 733.33, 5.38, 81.82
0.260, 0.40, 657.00, 733.33, 5.38, 81.82
0.291, 0.53, 657.00, 733.33, 5.38, 81.82
0.324, 1.37, 657.00, 733.33, 5.38, 81.82
0.358, 2.86, 657.00, 733.33, 5.38, 81.82
0.390, 4.87, 657.00, 733.33, 5.38, 81.82
0.419, 6.86, 657.00, 733.33, 5.38, 81.82
0.452, 7.82, 657.00, 733.33, 5.38, 81.82
0.488, 8.86, 657.00, 733.33, 5.38, 81.82
0.520, 9.53, 657.00, 733.33, 5.38, 81.82
0.558, 9.67, 657.00, 733.33, 5.38, 81.82
0.588, 9.49, 740.00, 736.67, 5.21, 81.45
0.626, 9.13, 740.00, 736.67, 5.21, 81.45
0.663, 8.78, 740.00, 736.67, 5.21, 81.45
0.694, 8.44, 740.00, 736.67, 5.21, 81.45
0.723, 8.08, 740.00, 736.67, 5.21, 81.45
0.757, 7.72, 740.00, 736.67, 5.21, 81.45
0.788, 7.28, 740.00, 736.67, 5.21, 81.45
0.820, 6.84, 740.00, 736.67, 5.21, 81.45
0.859, 6.41, 740.00, 736.67, 5.21, 81.45
0.890, 5.90, 740.00, 736.67, 5.21, 81.45
0.923, 4.96, 740.00, 736.67, 5.21, 81.45
0.952, 3.29, 740.00, 736.67, 5.21, 81.45
0.989, 0.67, 740.00, 736.67, 5.21, 81.45
1.022, 1.49, 740.00, 736.67, 5.21, 81.45
1.056, 3.26, 740.00, 736.67, 5.21, 81.45
1.079, 5.65, 740.00, 736.67, 5.21, 81.45
1.117, 6.58, 740.00, 736.67, 5.21, 81.45
1.156, 7.50, 740.00, 736.67, 5.21, 81.45
1.185, 8.70, 740.00, 736.67, 5.21, 81.45
1.215, 9.45, 740.00, 736.67, 5.21, 81.45
1.245, 9.55, 740.00, 736.67, 5.21, 81.45
1.279, 9.17, 684.00, 710.33, 5.64, 84.47
1.317, 8.56, 684.00, 710.33, 5.64, 84.47
1.362, 7.95, 684.00, 710.33, 5.64, 84.47
1.391, 7.37, 684.00, 710.33, 5.64, 84.47
1.423, 6.82, 684.00, 710.33, 5.64, 84.47
1.450, 6.29, 684.00, 710.33, 5.64, 84.47
1.494, 5.79, 684.00, 710.33, 5.64, 84.47
1.527, 5.33, 684.00, 710.33, 5.64, 84.47
1.555, 4.90, 684.00, 710.33, 5.64, 84.47
1.584, 4.51, 684.00, 710.33, 5.64, 84.47
1.624, 3.55, 684.00, 710.33, 5.64, 84.47
1.646, 1.71, 684.00, 710.33, 5.64, 84.47
1.691, 0.37, 684.00, 710.33, 5.64, 84.47
1.712, 0.89, 684.00, 710.33, 5.64, 84.47
1.759, 2.43, 684.00, 710.33, 5.64, 84.47
1.790, 4.80, 684.00, 710.33, 5.64, 84.47
1.825, 5.89, 684.00, 710.33, 5.64, 84.47
1.857, 6.79, 684.00, 710.33, 5.64, 84.47
1.891, 7.69, 684.00, 710.33, 5.64, 84.47
1.918, 8.75, 684.00, 710.33, 5.64, 84.47
1.956, 9.52, 684.00, 710.33, 5.64, 84.47
1.984, 9.80, 684.00, 710.33, 5.64, 84.47
2.021, 9.74, 761.00, 735.67, 5.44, 81.56
2.051, 9.59, 761.00, 735.67, 5.44, 81.56
2.097, 9.47, 761.00, 735.67, 5.44, 81.56
2.127, 9.38, 761.00, 735.67, 5.44, 81.56
2.157, 9.27, 761.00, 735.67, 5.44, 81.56
2.183, 9.12, 761.00, 735.67, 5.44, 81.56
2.222, 8.90, 761.00, 735.67, 5.44, 81.56
2.257, 8.61, 761.00, 735.67, 5.44, 81.56
2.288, 8.38, 761.00, 735.67, 5.44, 81.56
2.328, 8.17, 761.00, 735.67, 5.44, 81.56
2.361, 7.86, 761.00, 735.67, 5.44, 81.56
2.390, 7.32, 761.00, 735.67, 5.44, 81.56
2.416, 6.37, 761.00, 735.67, 5.44, 81.56
2.459, 4.79, 761.00, 735.67, 5.44, 81.56
2.499, 3.44, 761.00, 735.67, 5.44, 81.56
2.530, 4.51, 761.00, 735.67, 5.44, 81.56
2.558, 5.67, 761.00, 735.67, 5.44, 81.56
2.591, 6.58, 761.00, 735.67, 5.44, 81.56
2.626, 7.47, 761.00, 735.67, 5.44, 81.56
2.661, 8.49, 761.00, 735.67, 5.44, 81.56
2.695, 9.22, 761.00, 735.67, 5.44, 81.56
