method,top_inverse_term,top_inverse_strength,top_gain_to_ref_pp,top_centered_corr_to_ref_pp,top_amplitude_ratio_to_ref_pp
RTBP,HR,5.2880303484311393e-05,-0.0027176515397419835,-0.1420808668638292,0.019458088246785275
SinBP_D,Stiffness,0.0709156577006408,-0.10928711460173957,-0.1484801546457106,0.6488931285181173
SinBP_M,HR,0.0007620184545131189,-0.00791022034352723,-0.07696869089520442,0.0963334043073355
