method,series,target,filters,n,mae,rmse,corr,signed_bias,centered_mae,centered_rmse,centered_corr,tracking_gain,amplitude_ratio,direction_agreement,inversion_like,pp_mae,pp_signed_bias
RTBP,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",169,3.4694050254617714,4.10599955461197,0.15032631463610419,-3.074033423454374,2.1436866228601112,2.7338815990973737,0.15032631463610419,0.11579334088060936,0.655706240611701,0.6167664670658682,0,5.143715707676455,-4.541952010624606
RTBP,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",169,1.6745671604385373,1.9947150859312337,0.14621013061814686,1.4679185871702316,1.0640318694023034,1.3558721733197716,0.14621013061814686,0.1133063051412721,0.6513973577175227,0.6107784431137725,0,5.143715707676455,-4.541952010624606
RTBP,raw,MAP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",169,0.05682145415960643,0.06933604726250726,0.07475596924207714,-0.04606541637130329,0.04271421112619721,0.05182369463644625,0.07475596924207714,0.012419693950381117,0.15727663706950018,0.4939759036144578,0,5.143715707676455,-4.541952010624606
RTBP,raw,PP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",169,5.143715707676455,6.0994983107064265,0.14902894253259513,-4.541952010624606,3.2020065204336623,4.084488504088175,0.14902894253259513,0.11713317280439264,0.6545653583841845,0.6211180124223602,0,5.143715707676455,-4.541952010624606
RTBP,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",169,3.3058558701597467,3.939140035236087,0.19821889552303426,-3.077216183344121,1.9538669146619054,2.459351534919411,0.1982188955230343,0.08831435048337391,0.41150873355787576,0.5808383233532934,0,4.897115845724117,-4.546659637695735
RTBP,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",169,1.5940648076999848,1.9111760315666426,0.19290669230935617,1.4694434543516128,0.9702063228032004,1.222181284108857,0.1929066923093562,0.08629129380638884,0.41042013631712326,0.6047904191616766,0,4.897115845724117,-4.546659637695735
RTBP,smoothed,MAP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",169,0.05670764033926749,0.06920678743978655,0.08368291730086233,-0.04610975821363167,0.042483097816760504,0.0516139464094493,0.08368291730086234,0.0067572410573970435,0.07882939684440972,0.463855421686747,0,4.897115845724117,-4.546659637695735
RTBP,smoothed,PP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",169,4.897115845724117,5.849056735002602,0.19654725943564913,-4.546659637695735,2.922022556282776,3.680766496169408,0.19654725943564907,0.08847634335784037,0.41132791075171776,0.6024844720496895,0,4.897115845724117,-4.546659637695735
RTBP,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",169,3.3058558701597467,3.939140035236087,0.19821889552303426,-3.077216183344121,1.9538669146619054,2.459351534919411,0.1982188955230343,0.08831435048337391,0.41150873355787576,0.5808383233532934,0,4.897115845724117,-4.546659637695735
RTBP,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",169,1.5940648076999848,1.9111760315666426,0.19290669230935617,1.4694434543516128,0.9702063228032004,1.222181284108857,0.1929066923093562,0.08629129380638884,0.41042013631712326,0.6047904191616766,0,4.897115845724117,-4.546659637695735
