method,top_inverse_term,top_inverse_strength,top_gain_to_ref_pp,top_centered_corr_to_ref_pp,top_amplitude_ratio_to_ref_pp
RTBP,V2P_relTTP,0.0029711915924029593,-0.010338599717464479,-0.03221863259724286,0.28738820281279237
SinBP_D,Stiffness,0.04229670639386491,-0.0865580621687549,-0.18319021667857183,0.4886512629106993
SinBP_M,cosPhi,0.009348908807221903,-0.01283524075875941,-0.012184982959243426,0.7283781413170408
