経過時間_秒, Green, IBI, Smoothed_IBI, bpmSD, Smoothed_BPM
0.000, 7.57, 797.00, 787.36, 10.22, 76.20
0.024, 6.89, 797.00, 787.36, 10.22, 76.20
0.054, 6.28, 797.00, 787.36, 10.22, 76.20
0.086, 5.68, 797.00, 787.36, 10.22, 76.20
0.117, 5.05, 797.00, 787.36, 10.22, 76.20
0.150, 4.37, 797.00, 787.36, 10.22, 76.20
0.185, 3.61, 797.00, 787.36, 10.22, 76.20
0.218, 2.83, 797.00, 787.36, 10.22, 76.20
0.257, 1.61, 797.00, 787.36, 10.22, 76.20
0.292, 0.92, 797.00, 787.36, 10.22, 76.20
0.324, 0.88, 797.00, 787.36, 10.22, 76.20
0.352, 0.89, 797.00, 787.36, 10.22, 76.20
0.387, 0.88, 797.00, 787.36, 10.22, 76.20
0.418, 0.52, 797.00, 787.36, 10.22, 76.20
0.452, 0.41, 797.00, 787.36, 10.22, 76.20
0.485, 0.81, 797.00, 787.36, 10.22, 76.20
0.521, 1.92, 797.00, 787.36, 10.22, 76.20
0.554, 3.77, 797.00, 787.36, 10.22, 76.20
0.595, 6.18, 797.00, 787.36, 10.22, 76.20
0.618, 7.61, 797.00, 787.36, 10.22, 76.20
0.660, 8.91, 797.00, 787.36, 10.22, 76.20
0.686, 9.48, 797.00, 787.36, 10.22, 76.20
0.718, 9.30, 815.00, 801.18, 8.60, 74.89
0.754, 8.58, 815.00, 801.18, 8.60, 74.89
0.782, 7.61, 815.00, 801.18, 8.60, 74.89
0.821, 6.62, 815.00, 801.18, 8.60, 74.89
0.850, 5.64, 815.00, 801.18, 8.60, 74.89
0.890, 4.64, 815.00, 801.18, 8.60, 74.89
0.919, 3.69, 815.00, 801.18, 8.60, 74.89
0.955, 2.68, 815.00, 801.18, 8.60, 74.89
0.984, 1.68, 815.00, 801.18, 8.60, 74.89
1.021, 1.62, 815.00, 801.18, 8.60, 74.89
1.053, 1.43, 815.00, 801.18, 8.60, 74.89
1.092, 1.29, 815.00, 801.18, 8.60, 74.89
1.127, 1.27, 815.00, 801.18, 8.60, 74.89
1.155, 1.18, 815.00, 801.18, 8.60, 74.89
1.183, 0.93, 815.00, 801.18, 8.60, 74.89
1.219, 0.49, 815.00, 801.18, 8.60, 74.89
1.257, 0.28, 815.00, 801.18, 8.60, 74.89
1.286, 0.54, 815.00, 801.18, 8.60, 74.89
1.319, 1.40, 815.00, 801.18, 8.60, 74.89
1.355, 2.89, 815.00, 801.18, 8.60, 74.89
1.387, 4.89, 815.00, 801.18, 8.60, 74.89
1.421, 7.19, 815.00, 801.18, 8.60, 74.89
1.453, 8.28, 815.00, 801.18, 8.60, 74.89
1.494, 9.26, 815.00, 801.18, 8.60, 74.89
1.519, 9.62, 815.00, 801.18, 8.60, 74.89
1.558, 9.51, 840.00, 820.59, 7.33, 73.12
1.586, 9.13, 840.00, 820.59, 7.33, 73.12
1.621, 8.66, 840.00, 820.59, 7.33, 73.12
1.655, 8.24, 840.00, 820.59, 7.33, 73.12
1.693, 7.83, 840.00, 820.59, 7.33, 73.12
1.715, 7.39, 840.00, 820.59, 7.33, 73.12
1.757, 6.85, 840.00, 820.59, 7.33, 73.12
1.786, 6.23, 840.00, 820.59, 7.33, 73.12
1.820, 5.51, 840.00, 820.59, 7.33, 73.12
1.855, 4.74, 840.00, 820.59, 7.33, 73.12
1.887, 3.64, 840.00, 820.59, 7.33, 73.12
1.923, 1.69, 840.00, 820.59, 7.33, 73.12
1.949, 0.99, 840.00, 820.59, 7.33, 73.12
1.987, 0.90, 840.00, 820.59, 7.33, 73.12
2.027, 0.79, 840.00, 820.59, 7.33, 73.12
2.057, 0.42, 840.00, 820.59, 7.33, 73.12
2.086, 0.35, 840.00, 820.59, 7.33, 73.12
2.126, 0.80, 840.00, 820.59, 7.33, 73.12
2.155, 1.99, 840.00, 820.59, 7.33, 73.12
2.190, 3.92, 840.00, 820.59, 7.33, 73.12
2.221, 6.30, 840.00, 820.59, 7.33, 73.12
2.254, 7.34, 840.00, 820.59, 7.33, 73.12
2.290, 8.49, 840.00, 820.59, 7.33, 73.12
2.327, 9.33, 840.00, 820.59, 7.33, 73.12
2.356, 9.50, 840.00, 820.59, 7.33, 73.12
2.391, 9.14, 818.00, 819.29, 7.21, 73.23
2.419, 8.54, 818.00, 819.29, 7.21, 73.23
2.456, 7.94, 818.00, 819.29, 7.21, 73.23
2.489, 7.42, 818.00, 819.29, 7.21, 73.23
2.528, 7.00, 818.00, 819.29, 7.21, 73.23
2.551, 6.61, 818.00, 819.29, 7.21, 73.23
2.589, 6.16, 818.00, 819.29, 7.21, 73.23
2.620, 5.60, 818.00, 819.29, 7.21, 73.23
2.657, 4.93, 818.00, 819.29, 7.21, 73.23
