経過時間_秒, Green, SinWave
0.033, 0.56, 7.85
0.066, 0.98, 8.54
0.107, 1.99, 9.03
0.133, 3.32, 9.08
0.173, 4.61, 8.75
0.207, 5.63, 8.13
0.243, 6.20, 7.16
0.269, 6.28, 6.32
0.311, 6.02, 4.79
0.338, 5.43, 3.84
0.373, 5.02, 1.18
0.400, 4.42, 0.58
0.432, 3.68, 0.33
0.469, 3.03, 0.70
0.497, 2.60, 1.41
0.541, 2.20, 3.11
0.563, 1.68, 4.12
0.610, 0.81, 6.33
0.636, 0.52, 7.40
0.666, 1.00, 8.31
0.725, 2.18, 9.08
0.743, 3.85, 9.04
0.766, 5.70, 8.81
0.808, 7.32, 7.88
0.843, 8.47, 6.71
0.876, 9.32, 5.39
0.897, 9.77, 4.51
0.935, 9.46, 2.96
0.972, 8.98, 1.67
1.007, 8.35, 1.56
1.037, 7.61, 5.33
1.071, 6.65, 7.32
1.096, 5.46, 8.54
1.134, 4.13, 9.65
1.168, 2.67, 9.72
1.204, 1.61, 8.80
1.241, 0.83, 7.01
1.275, 0.74, 4.98
1.298, 1.46, 3.60
1.333, 2.89, 1.80
1.367, 4.79, 0.73
1.410, 6.84, 0.63
1.442, 7.98, 1.48
1.477, 9.07, 3.14
1.503, 9.72, 4.66
1.533, 9.86, 6.48
1.578, 9.70, 8.78
1.606, 9.35, 9.57
1.644, 8.84, 9.80
1.666, 8.16, 9.58
1.700, 7.29, 8.70
1.743, 6.22, 6.85
1.777, 5.00, 5.07
1.815, 3.65, 3.11
1.840, 2.37, 2.00
1.878, 1.13, 0.65
1.911, 0.54, 0.63
1.942, 1.02, 1.67
1.979, 2.22, 3.89
2.002, 3.95, 5.52
2.037, 5.85, 7.85
2.064, 7.54, 8.99
2.119, 8.80, 9.80
2.142, 9.63, 9.60
2.178, 9.82, 8.67
2.211, 9.67, 7.24
2.243, 9.32, 5.66
2.279, 8.80, 3.05
2.309, 8.08, 1.68
2.332, 7.14, 0.86
2.375, 6.00, 0.60
2.406, 4.72, 1.46
2.443, 3.38, 3.40
2.467, 2.11, 4.96
2.509, 1.09, 7.62
2.532, 0.55, 8.72
2.579, 0.84, 9.77
2.610, 1.85, 9.65
2.648, 3.35, 8.65
2.674, 5.07, 7.52
2.711, 6.68, 5.53
2.743, 7.92, 3.74
2.771, 8.68, 2.33
2.808, 9.23, 0.89
2.844, 9.44, 0.51
2.876, 9.00, 1.20
2.900, 8.34, 2.26
2.942, 7.46, 4.42
2.980, 6.39, 7.14
3.010, 5.18, 8.73
3.048, 3.84, 9.64
3.070, 2.51, 9.80
3.116, 1.79, 9.22
3.150, 1.11, 8.08
3.176, 0.57, 6.90
3.214, 0.67, 4.95
3.242, 1.44, 3.51
3.280, 2.81, 1.84
3.313, 4.59, 0.65
3.344, 6.42, 0.61
3.372, 8.00, 1.50
3.413, 9.20, 3.99
3.439, 9.78, 5.88
3.476, 9.79, 8.29
3.510, 9.50, 9.40
3.544, 9.06, 9.80
3.583, 8.42, 8.93
3.606, 7.60, 7.92
3.643, 6.58, 5.79
3.677, 5.42, 3.68
3.712, 4.14, 1.83
3.744, 2.80, 0.80
3.780, 1.87, 0.51
3.810, 1.25, 1.02
3.844, 0.65, 2.32
3.876, 0.66, 4.04
3.912, 1.33, 6.18
3.949, 2.60, 8.14
