method,top_inverse_term,top_inverse_strength,top_gain_to_ref_pp,top_centered_corr_to_ref_pp,top_amplitude_ratio_to_ref_pp
RTBP,P2V_relTTP,0.0021514786172992955,-0.005735648932575132,0.013446582321077543,0.3751063990475698
SinBP_D,P2V_relTTP,0.02269603599939764,-0.06934172117051175,-0.19740770183988188,0.32730707597505315
SinBP_M,cosPhi,0.10535854069447154,-0.1543538223005193,-0.2097968706705242,0.6825781125740031
