method,mape_mean,mape_std,mae_mean,mae_std,rmse_mean,rmse_std
SinBP_D,21.715580118213307,3.454983914312007,14.84474841642876,1.469949887168511,19.313589667509582,2.028666089538154
SinBP_M,22.300804610859906,2.178093937202389,15.198206415239827,1.428581058954657,19.733351160491925,1.6055413889380348
RealTimeBP,23.14417855904143,3.2740258634579815,16.11067824544434,2.860907531735175,22.431479819606928,7.43820972578625
