method,mape_mean,mape_std,mae_mean,mae_std,rmse_mean,rmse_std,corr_mean,corr_std
SinBP_D,16.441134030446367,1.3329360918142907,18.98291179458809,2.0870389680260435,24.167318875663426,2.4611330356922716,0.21364310916458037,0.19265432939208219
SinBP_M,16.923692587202304,1.2129037453119587,19.47489648271242,2.4330164802549388,24.702959544912222,2.3766629547368305,0.17125232065380352,0.1988608591287899
RealTimeBP,17.819423557375142,1.2632486673182384,20.66240630581903,2.4908630176999265,28.016125107290055,5.461711253712922,-0.05984669950953068,0.14834533496320546
