method,top_inverse_term,top_inverse_strength,top_gain_to_ref_pp,top_centered_corr_to_ref_pp,top_amplitude_ratio_to_ref_pp
RTBP,V2P_relTTP,0.0013276039375321662,-0.0022248634510069224,-0.018326203260896665,0.5967125474290671
SinBP_D,Stiffness,0.4851296720173578,-0.34540255130960335,-0.23402434328590252,1.4045341303298866
SinBP_M,cosPhi,0.6106355154903265,-0.44064051669210874,-0.2977096120947742,1.385790666900927
