method,top_inverse_term,top_inverse_strength,top_gain_to_ref_pp,top_centered_corr_to_ref_pp,top_amplitude_ratio_to_ref_pp
RTBP,P2V_relTTP,0.21412934724642008,-0.23477733354560779,-0.21663180518720068,0.912052897154245
SinBP_D,HR,0.019142572292197874,-0.05218361339022305,-0.13577387401762625,0.3668310998138807
SinBP_D_EOnly,E,0.05179348606451611,-0.12367005051987542,-0.29250662276942246,0.41880379159538067
SinBP_D_E2,E2,0.30551031245111265,-0.29820690896495505,-0.28886124276409464,1.0244910606246749
SinBP_D_LocalA,E,0.07529997525182708,-0.1493838796979778,-0.29157168355391994,0.5040702879324562
SinBP_M,HR,0.011438358688289662,-0.03859129182949971,-0.1228040577045982,0.29639740330086656
