method,family,n,mae_mean,rmse_mean,corr_mean,mae_sd,rmse_sd,corr_sd
sinBP_D_current,reference,444,3.218971883726899,3.905295859525526,0.19957026832599184,2.2259280261747962,2.6951919459005067,0.6213830124125052
RTBP,reference,446,3.348764103838384,4.013673447228518,0.12617663959160913,2.222182962803386,2.6902039306493926,0.3284519461182522
sinBP_M,reference,455,3.5092062501167076,4.443630540180419,-0.3497020674006401,1.9683927145157336,2.5676740580083846,0.28365907382169997
RTBP_scaled_div_0p25,scaled_div,439,3.665169214619586,4.56021105904439,0.15936820920448067,2.146458049360854,2.479352394857486,0.4262233853509292
RTBP_scaled_div_0p5,scaled_div,439,3.6651964058109776,4.568578406490728,0.17756519792192765,2.142422858916217,2.4462355693828526,0.42830735091543776
RTBP_scaled_div_1,scaled_div,439,3.669159627250699,4.577566459220894,0.17596901693145525,2.1503898690473484,2.4247359599226455,0.4345340303879848
RTBP_scaled_div_2,scaled_div,439,3.6791896616098803,4.582746432682514,0.16863787132278038,2.1574923899738736,2.412918382774178,0.4401937049022493
RTBP_scaled_div_0p1,scaled_div,439,3.6900796888106115,4.58039847136764,0.1104577702785889,2.177150272453277,2.5382244640775733,0.42299196154196406
RTBP_plus_AsymxE,interaction,439,3.7663492731988653,4.7056766114241215,0.04014828537700748,2.277468050080486,2.6359998704731593,0.36058597737221343
RTBP_plus_AxE,interaction,439,3.811893025890778,4.815892874689224,-0.019604405039996015,2.251308817705864,2.609648249308202,0.42203198371975537
RTBP_plus_RxE,interaction,439,3.8144272643693156,4.8097595043630275,0.011227439876995987,2.2264582818586782,2.5952615491101287,0.3718261726442523
RTBP_plus_E,additive,439,3.839579492772708,4.857155040667469,-0.024384540980748687,2.2435880805146198,2.6284348738540317,0.40371171356038427
RTBP_plus_HRxE,interaction,439,3.840649690878844,4.851169974843046,-0.022078390758866258,2.2357893791315577,2.6184473810624698,0.40324631474947525
RTBP_plus_all_interactions,interaction,439,3.8413066190616183,4.85943869961433,-0.026813300948307906,2.2531119664587553,2.6165554579023897,0.415564730797942
RTBP_plus_FxE,interaction,439,3.851450876842823,4.87086756423416,-0.03781171551474712,2.2482127566403394,2.6446641695472737,0.4187218351630007
RTBP_scaled_mul_2,scaled_mul,439,3.859410977915837,4.887208791731849,-0.02817325642036219,2.2433598080578605,2.6433016532188707,0.47108090929680657
RTBP_scaled_mul_1,scaled_mul,439,3.8614036117176385,4.888750858617875,-0.035156062581395545,2.2487508712364948,2.647163434823697,0.46840772783041734
RTBP_scaled_mul_0p5,scaled_mul,439,3.8643557113817386,4.890344561184003,-0.04668777803852244,2.2612319127495684,2.656790919789706,0.46264047585272433
RTBP_scaled_mul_0p1,scaled_mul,439,3.8670991016368674,4.875984512691158,-0.07340292361026604,2.326242476507635,2.712075627699053,0.43051553420790445
RTBP_scaled_mul_0p25,scaled_mul,439,3.867743269776652,4.890404947549284,-0.061182239690953655,2.285862759045333,2.676936042470058,0.45212838607182637
RTBP_plus_E_over_A,normalized,439,4.188067614634457,5.7826374574119574,0.00261607173763774,2.2438906134759167,3.441062364525349,0.32973147753737037
