method,family,n,mae_mean,rmse_mean,corr_mean,mae_sd,rmse_sd,corr_sd,scenario
sinBP_D_current,reference,444,18.890175271124562,24.02655742862185,0.2197746397486143,2.1515741863600977,2.549606572806159,0.19475080357396127,abs_ts_sbp
sinBP_D_current,reference,444,14.758991989364887,19.119330619742477,0.28453649028411526,1.4494367862871094,1.969060262675854,0.12251781626296235,abs_ts_dbp
sinBP_M,reference,455,21.893376700305062,26.252794352648284,0.006825238512712889,12.162338933819047,12.189588212622485,0.2755794207795478,abs_gkf_sbp
sinBP_M,reference,455,18.35412720159378,21.431800109225772,0.06275276034253999,12.128806845141774,12.189889735579282,0.38178109059337323,abs_gkf_dbp
sinBP_D_current,reference,444,3.218971883726899,3.905295859525526,0.19957026832599184,2.2259280261747962,2.6951919459005067,0.6213830124125052,trend_gkf20_sbp
sinBP_M,reference,455,2.745889421587507,3.4265251971235893,-0.15847812956720736,1.1286389793807847,1.7308825837420732,0.20248241023541225,trend_gkf20_dbp
