method,series,target,filters,n,mae,rmse,corr,signed_bias,pp_mae,pp_signed_bias
SinBP_D_SHARED_D_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",203,0.6308305261012963,0.8373217632234706,0.3344802134040822,0.2683801661817951,1.8872294679251822,-0.8017318010726948
SinBP_D_SHARED_D_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",203,1.265449103678091,1.6865475708301532,0.3106041358746912,-0.5344309104641061,1.8971241548328652,-0.8033639727204617
SinBP_D_SHARED_D_BASELINE,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",203,0.633329681824099,0.8429769526767705,0.3152642521415774,0.26893306225635566,1.8971241548328652,-0.8033639727204617
SinBP_D_SHARED_D_BASELINE,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",203,1.265449103678091,1.6865475708301532,0.3106041358746912,-0.5344309104641061,1.8971241548328652,-0.8033639727204617
SinBP_D_SHARED_D_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",203,0.633329681824099,0.8429769526767705,0.3152642521415774,0.26893306225635566,1.8971241548328652,-0.8033639727204617
SinBP_M_SHARED_D_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",183,1.340345226928907,1.6134822408122558,0.2845731522538228,-0.02486879208292839,2.0109246334151614,-0.03927294653624575
SinBP_M_SHARED_D_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",183,0.670817852364763,0.8079394849035619,0.2966155326051526,0.014404154453317441,2.0109246334151614,-0.03927294653624575
SinBP_M_SHARED_D_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",183,1.3390437803211366,1.6173080144381682,0.2958369621500346,-0.023743900544669475,2.0086482235624206,-0.03761030941550438
SinBP_M_SHARED_D_BASELINE,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",183,0.6698470568020229,0.8105988852481064,0.30457600282263914,0.013866408870834904,2.0086482235624206,-0.03761030941550438
SinBP_M_SHARED_D_BASELINE,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",183,1.3390437803211366,1.6173080144381682,0.2958369621500346,-0.023743900544669475,2.0086482235624206,-0.03761030941550438
SinBP_M_SHARED_D_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",183,0.6698470568020229,0.8105988852481064,0.30457600282263914,0.013866408870834904,2.0086482235624206,-0.03761030941550438
RTBP_RICH_DYNAMIC,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",206,1.7419535764284118,1.9404121099901457,0.22413038315824055,0.9481620854685328,2.6100196815250976,1.4118243310606806
