経過時間,現在時刻,計測回数,Beat Sys [mmHg],Beat Mean [mmHg],Beat Dia [mmHg],Beat HR [bpm]
228.811436500,2026-04-02T17:18:11,292,655.000000000,655.000000000,1020.000000000,1019.000000000
229.230092208,2026-04-02T17:18:11,293,657.000000000,655.000000000,1020.000000000,1021.000000000
229.708784667,2026-04-02T17:18:12,294,655.000000000,655.000000000,1019.000000000,1021.000000000
230.131456875,2026-04-02T17:18:12,295,657.000000000,657.000000000,1020.000000000,1021.000000000
230.621704375,2026-04-02T17:18:12,296,657.000000000,658.000000000,1019.000000000,1020.000000000
231.031286542,2026-04-02T17:18:13,297,656.000000000,658.000000000,1019.000000000,1021.000000000
231.481958750,2026-04-02T17:18:13,298,661.000000000,660.000000000,1021.000000000,1020.000000000
231.891376500,2026-04-02T17:18:14,299,663.000000000,661.000000000,1021.000000000,1020.000000000
232.311420417,2026-04-02T17:18:14,300,663.000000000,665.000000000,1021.000000000,1017.000000000
232.770172000,2026-04-02T17:18:15,301,665.000000000,665.000000000,1020.000000000,1021.000000000
233.205444875,2026-04-02T17:18:15,302,666.000000000,665.000000000,1020.000000000,1020.000000000
234.001455083,2026-04-02T17:18:16,303,668.000000000,669.000000000,1021.000000000,1019.000000000
234.411221958,2026-04-02T17:18:16,304,671.000000000,669.000000000,1020.000000000,1021.000000000
234.821222667,2026-04-02T17:18:17,305,668.000000000,673.000000000,1020.000000000,1021.000000000
235.251019875,2026-04-02T17:18:17,306,669.000000000,672.000000000,1021.000000000,1021.000000000
235.661476833,2026-04-02T17:18:17,307,673.000000000,671.000000000,1023.000000000,1019.000000000
236.081625292,2026-04-02T17:18:18,308,669.000000000,672.000000000,1019.000000000,1019.000000000
236.591613292,2026-04-02T17:18:18,309,672.000000000,671.000000000,1020.000000000,1021.000000000
237.001421792,2026-04-02T17:18:19,310,669.000000000,672.000000000,1019.000000000,1021.000000000
237.459816125,2026-04-02T17:18:19,311,671.000000000,672.000000000,1020.000000000,1019.000000000
237.871442292,2026-04-02T17:18:20,312,671.000000000,669.000000000,1021.000000000,1020.000000000
238.281351500,2026-04-02T17:18:20,313,671.000000000,672.000000000,1021.000000000,1020.000000000
238.695727958,2026-04-02T17:18:20,314,670.000000000,670.000000000,1020.000000000,1019.000000000
239.121237500,2026-04-02T17:18:21,315,671.000000000,671.000000000,1019.000000000,1021.000000000
239.539550000,2026-04-02T17:18:21,316,670.000000000,670.000000000,1020.000000000,1021.000000000
