fit,session,method,n,SBP_mae,SBP_rmse,SBP_bias,DBP_mae,DBP_rmse,DBP_bias,PP_mae,PP_bias,SBP_corr,DBP_corr
smartphone_rich_dynamic_blend,eitaro_20260410_155023,RTBP,206,1.3842639333644213,1.9348321880291741,-0.40179370346541265,0.6900129985954669,0.9607506832018038,0.20503301745412467,2.073078204308051,-0.6068267209195373,0.38128318050166315,0.38815158819011336
smartphone_rich_dynamic_blend,eitaro_20260410_155023,SinBP_D,203,1.448578903069148,2.0418335119189663,-0.3069451839405918,0.7242129864528345,1.013467893538673,0.15427963658045962,2.1702416714756416,-0.46122482052105124,0.3153015988988508,0.31993822733988375
smartphone_rich_dynamic_blend,eitaro_20260410_155023,SinBP_M,183,1.3678501067347277,1.9370514880908618,-0.13953761209420157,0.690809705126241,0.963731194113476,0.07116207767572531,2.0561312122547286,-0.21069968976992687,0.35254895651222484,0.36250083609713374
smartphone_rich_dynamic_blend,jin_20260409_182834,RTBP,97,2.6987800861449496,3.4924706694203937,0.7179878181263943,1.3525373645671082,1.7509149720006538,-0.3555301841254312,4.051243672947247,1.0735180022518256,0.09997664310574494,0.10012399518624131
smartphone_rich_dynamic_blend,jin_20260409_182834,SinBP_D,86,2.5418705081713164,3.172429592418189,0.8052713173715943,1.2786099080694449,1.5939717243848455,-0.3967703465900028,3.8204804162407617,1.2020416639615972,0.25152871837889207,0.2533685146842172
smartphone_rich_dynamic_blend,jin_20260409_182834,SinBP_M,75,2.3523970835853727,3.135272679106669,0.2771262806155488,1.1769932423021754,1.5670758681212331,-0.12997346981611504,3.528870391486462,0.40709975043166385,0.21997684790270366,0.22276701241001023
smartphone_rich_dynamic_blend,yu_20260409_182115,RTBP,56,1.4184933385886225,1.8320950329569259,0.0713710580028931,0.7095323875619626,0.9208919271729538,-0.025706455899320396,2.128025726150585,0.0970775139022135,-0.10306088923209228,-0.09720128836350858
smartphone_rich_dynamic_blend,yu_20260409_182115,SinBP_D,52,1.5335063230524466,2.0006349847706715,0.6318493238336949,0.7760758041158529,1.003166259952126,-0.3046754070151998,2.3075268860247435,0.9365247308488946,-0.24813397784420838,-0.26121296596832166
smartphone_rich_dynamic_blend,yu_20260409_182115,SinBP_M,42,1.4298528449700376,1.8498239749261338,0.28774354766103627,0.7257658635829172,0.9399854854923313,-0.1385962080794935,2.1555228237037634,0.42633975574052974,-0.11004872226441886,-0.1452241349899128
smartphone_rich_dynamic_blend,zawa_20260409_181339,RTBP,40,2.430912937769822,2.974086807053566,2.26782948272714,1.2166105859461436,1.4907225548281071,-1.1387230519281748,3.6475235237159653,3.4065525346553143,0.018091930231461842,0.009814822671326181
smartphone_rich_dynamic_blend,zawa_20260409_181339,SinBP_D,39,2.0136824014734995,2.5216602765424607,1.7038563275751226,1.007809864534051,1.2630077008589686,-0.8592389741910755,3.0211386907326814,2.563095301766198,-0.021736140563930476,-0.027677998866075686
smartphone_rich_dynamic_blend,zawa_20260409_181339,SinBP_M,41,2.3665897591029657,2.9586564547987875,2.1692084849124402,1.1866887273430438,1.4838778522823894,-1.0926963853939817,3.5532784864460094,3.261904870306422,-0.15086406274172037,-0.15451621885696262
smartphone_rich_dynamic_blend,ALL,RTBP,399,1.8135643686739014,2.5011753595311723,0.2044743709314107,0.9066091208395773,1.2504639125616723,-0.09834112749901273,2.719536661595019,0.3028154984304235,0.931481330787506,0.9300918506070281
smartphone_rich_dynamic_blend,ALL,SinBP_D,380,1.7656271670577997,2.3885576126673285,0.2796053225494708,0.8858847759861842,1.193789952817903,-0.1372550651030244,2.649832058205584,0.41686038765249517,0.9377691530920327,0.9364283137663102
smartphone_rich_dynamic_blend,ALL,SinBP_M,341,1.7121124645551942,2.3768859795003805,0.2823221845046946,0.8616688366636732,1.1883273132095116,-0.13884733889162132,2.5722981458766703,0.42116952339631586,0.9340311656961502,0.9327055469205333
