fit,session,method,n,SBP_mae,SBP_rmse,SBP_bias,DBP_mae,DBP_rmse,DBP_bias,PP_mae,PP_bias,SBP_corr,DBP_corr
smartphone_shared_sinbpd_baseline_loso,eitaro_20260410_155023,RTBP,206,2.0248306975552155,2.276661305490667,1.5475115270857847,0.9758544632914772,1.1003984821372341,-0.7217197233303385,3.000244959424054,2.269231250416123,0.3215635221840752,0.32953071298155295
smartphone_shared_sinbpd_baseline_loso,eitaro_20260410_155023,SinBP_D,203,7.071037811137152,7.285950307039167,7.071037811137152,3.455625070272933,3.5643793428488206,-3.455625070272933,10.526662881410088,10.526662881410088,0.22773787991693767,0.233514604854686
smartphone_shared_sinbpd_baseline_loso,eitaro_20260410_155023,SinBP_M,183,6.981464679076282,7.200608114305259,6.981464679076282,3.4104631975047575,3.522578984436508,-3.4104631975047575,10.39192787658104,10.39192787658104,0.19293149907182255,0.19963836738437665
smartphone_shared_sinbpd_baseline_loso,jin_20260409_182834,RTBP,97,9.909662113428013,10.459663104964955,-9.909662113428013,4.931847142872484,5.210167754464113,4.931847142872484,14.841509256300496,-14.841509256300496,-0.028134805266004474,-0.025342780544516105
smartphone_shared_sinbpd_baseline_loso,jin_20260409_182834,SinBP_D,86,9.505618728630218,10.009639157170884,-9.505618728630218,4.74161892075137,4.997209202340474,4.74161892075137,14.247237649381587,-14.247237649381587,0.07115800746446338,0.08200136032731842
smartphone_shared_sinbpd_baseline_loso,jin_20260409_182834,SinBP_M,75,15.522611004058842,15.863831193590684,-15.522611004058842,7.725827950877378,7.898207805711194,7.725827950877378,23.24843895493622,-23.24843895493622,-0.1868404215471884,-0.18507221072237653
smartphone_shared_sinbpd_baseline_loso,yu_20260409_182115,RTBP,56,1.5036653034870568,2.008832744955797,0.9475459717840027,0.7743865112870315,1.0262506498725608,-0.5072641362620909,2.2780518147740882,1.4548101080460936,0.09772316465695764,0.09188026479714927
smartphone_shared_sinbpd_baseline_loso,yu_20260409_182115,SinBP_D,52,7.827879316202115,8.035203523617339,-7.827879316202115,3.885130946953432,3.9907310186774327,3.885130946953432,11.713010263155551,-11.713010263155551,0.019158883616401206,0.01852446967017618
smartphone_shared_sinbpd_baseline_loso,yu_20260409_182115,SinBP_M,42,2.060513563467048,2.5741935958308875,1.8343030846024764,1.060287702689622,1.3193369317724446,-0.9485136225368956,3.1175750710808865,2.782816707139372,-0.15328068529391925,-0.1847946687911592
smartphone_shared_sinbpd_baseline_loso,zawa_20260409_181339,RTBP,40,12.569477286322812,12.706622117962093,12.569477286322812,6.259873847568455,6.328727282319888,-6.259873847568455,18.829351133891265,18.829351133891265,-0.23515682753426864,-0.24614675241784192
smartphone_shared_sinbpd_baseline_loso,zawa_20260409_181339,SinBP_D,39,12.699961372847737,12.833008457938924,12.699961372847737,6.330407566014017,6.396743742138666,-6.330407566014017,19.030368938861756,19.030368938861756,-0.2306590971213514,-0.23589961925873318
smartphone_shared_sinbpd_baseline_loso,zawa_20260409_181339,SinBP_M,41,10.79620050042723,10.956873076595256,10.79620050042723,5.39410160774085,5.4742123579163495,-5.39410160774085,16.190302108168076,16.190302108168076,-0.23363850671857286,-0.2399832873609457
smartphone_shared_sinbpd_baseline_loso,ALL,RTBP,399,4.925655882574134,6.7842310823484695,-0.21706311917300478,2.4390370697531,3.3745613681167805,0.12760191558688175,7.364465680414795,-0.3446650347598873,0.3676045452591959,0.36425892825785805
smartphone_shared_sinbpd_baseline_loso,ALL,SinBP_D,380,8.30329501133319,8.761904509933018,1.8583848265715655,4.100483738858285,4.33791074650741,-0.8909782839835683,12.403778750191476,2.7493631105551337,-0.5223868308473174,-0.5255033442322813
smartphone_shared_sinbpd_baseline_loso,ALL,SinBP_M,341,8.712579623925235,9.921007023853775,1.8565899150655922,4.308627891171592,4.919035919013905,-0.896402952760973,13.020810153826497,2.7529928678265656,-0.32019771004417813,-0.319769609880752
