fit,session,method,n,SBP_mae,SBP_rmse,SBP_bias,DBP_mae,DBP_rmse,DBP_bias,PP_mae,PP_bias,SBP_corr,DBP_corr
smartphone_rich_dynamic_blend_loso,eitaro_20260410_155023,RTBP,206,32.250189236513656,32.295493155601434,32.250189236513656,15.956634049124279,15.979806559706299,-15.956634049124279,48.206823285637924,48.206823285637924,0.18209041948386492,0.1623812240380941
smartphone_rich_dynamic_blend_loso,eitaro_20260410_155023,SinBP_D,203,7.1579873585655385,7.374526661123478,7.1579873585655385,3.499923289393236,3.6107859348308198,-3.499923289393236,10.657910647958774,10.657910647958774,-0.00544347617387715,-0.013577797475134136
smartphone_rich_dynamic_blend_loso,eitaro_20260410_155023,SinBP_M,183,59.7068912461358,59.73347514718468,59.7068912461358,29.63826496249015,29.651748128915724,-29.63826496249015,89.34515620862597,89.34515620862597,0.03585954816341678,0.04179516665000219
smartphone_rich_dynamic_blend_loso,jin_20260409_182834,RTBP,97,8.655957786117982,9.236653103026072,-8.655957786117982,4.333475554696619,4.625675408211399,4.333475554696619,12.9894333408146,-12.9894333408146,0.2514358592158981,0.2517559344648683
smartphone_rich_dynamic_blend_loso,jin_20260409_182834,SinBP_D,86,8.461722708197073,8.96661368497688,-8.461722708197073,4.2278253087066995,4.483590046111328,4.2278253087066995,12.689548016903771,-12.689548016903771,0.33814257479400667,0.3397390321959904
smartphone_rich_dynamic_blend_loso,jin_20260409_182834,SinBP_M,75,25.41834878022013,25.632752297235076,-25.41834878022013,12.66204071624071,12.770502086372886,12.66204071624071,38.08038949646084,-38.08038949646084,0.05649528460806179,0.05144634328640831
smartphone_rich_dynamic_blend_loso,yu_20260409_182115,RTBP,56,9.529180985395072,9.704071498607638,-9.529180985395072,4.778765929821304,4.866673974588116,4.778765929821304,14.307946915216377,-14.307946915216377,-0.12429212672674055,-0.11074489168589306
smartphone_rich_dynamic_blend_loso,yu_20260409_182115,SinBP_D,52,7.754532796587188,7.984397152942464,-7.754532796587188,3.8491123356126615,3.9664509598944235,3.8491123356126615,11.603645132199848,-11.603645132199848,-0.3745142577440391,-0.39516149004653056
smartphone_rich_dynamic_blend_loso,yu_20260409_182115,SinBP_M,42,13.817599527710849,13.942209929239478,-13.817599527710849,6.877157063308503,6.942226482420088,6.877157063308503,20.694756591019345,-20.694756591019345,-0.07286027207067693,-0.11046203127688313
smartphone_rich_dynamic_blend_loso,zawa_20260409_181339,RTBP,40,10.155663802355843,10.347266795990134,10.155663802355843,5.0837893899424795,5.1794522109945005,-5.0837893899424795,15.239453192298322,15.239453192298322,0.03370406878263229,0.026506562200097998
smartphone_rich_dynamic_blend_loso,zawa_20260409_181339,SinBP_D,39,12.92614980777088,13.065446987541915,12.92614980777088,6.441666126551996,6.510984689582591,-6.441666126551996,19.367815934322874,19.367815934322874,0.006630931051673772,0.00123770016271319
smartphone_rich_dynamic_blend_loso,zawa_20260409_181339,SinBP_M,41,13.47027166697744,13.635978876752263,13.47027166697744,6.723508126143234,6.806397370473996,-6.723508126143234,20.193779793120676,20.193779793120676,-0.16848227771182708,-0.17409090170037073
smartphone_rich_dynamic_blend_loso,ALL,RTBP,399,21.11034480012936,24.149155305459246,14.226825800452326,10.472120828553548,11.960447284926039,-7.023709696345202,31.582465628682904,21.250535496797525,-0.8690038646944978,-0.8653472805222949
smartphone_rich_dynamic_blend_loso,ALL,SinBP_D,380,8.126671406893028,8.572731379270337,2.174335310432596,4.0143584860078665,4.244785117542091,-1.0472699702150534,12.141029892900894,3.22160528064765,-0.45173793986902394,-0.45600170518651284
smartphone_rich_dynamic_blend_loso,ALL,SinBP_M,341,40.95412778612696,45.88733106308889,26.36928709005444,20.34592367062927,22.78635930220205,-13.082031293051495,61.30005145675623,39.451318383105935,-0.879801347826053,-0.8760083853724133
