fit,session,method,n,SBP_mae,SBP_rmse,SBP_bias,DBP_mae,DBP_rmse,DBP_bias,PP_mae,PP_bias,SBP_corr,DBP_corr
all_sessions_fit,eitaro_20260410_155023,RTBP,206,3.9024175578890863,4.341426474186473,3.5999929815502516,1.922695262604113,2.1392162519089686,-1.7736610374741462,5.8251128204932,5.373654019024398,0.384554842160945,0.39155249144123433
all_sessions_fit,eitaro_20260410_155023,SinBP_D,203,3.775735992434942,4.2626611496535185,3.3814609440183307,1.8596547451928338,2.1010111101302007,-1.6650169392323173,5.635390737627776,5.046477883250649,0.33581691004901454,0.3398170686271205
all_sessions_fit,eitaro_20260410_155023,SinBP_M,183,3.2980424812248,3.722334873313943,2.8763779789730552,1.6178967374194173,1.8297477916590819,-1.4118995647430714,4.915939218644216,4.288277543716127,0.3794775501997976,0.3902000190337354
all_sessions_fit,jin_20260409_182834,RTBP,97,6.558162217874201,7.404529070866613,-6.32567281457275,3.2662895181390814,3.6922737321322168,3.148481226450505,9.824244596607382,-9.474154041023255,0.007479447441231443,0.003294658245182168
all_sessions_fit,jin_20260409_182834,SinBP_D,86,6.770717042000563,7.57025667959412,-6.656662547803975,3.37377344460711,3.7761805766071657,3.31526559978889,10.144490486607674,-9.971928147592866,0.038201064245516746,0.03714053610097624
all_sessions_fit,jin_20260409_182834,SinBP_M,75,6.510499518630711,7.269426150806456,-6.288136994948728,3.237671110598584,3.615677490395123,3.1245919677198204,9.748170629229294,-9.412728962668549,0.016660122229679376,0.019566775800042364
all_sessions_fit,yu_20260409_182115,RTBP,56,6.652309562142493,6.923470427731069,-6.652309562142493,3.272628891013735,3.411366621549834,3.272628891013735,9.924938453156228,-9.924938453156228,-0.2147795918239869,-0.20728172733712846
all_sessions_fit,yu_20260409_182115,SinBP_D,52,6.678281361907738,6.9727034199579085,-6.678281361907738,3.283188108090566,3.435069616276639,3.283188108090566,9.961469469998303,-9.961469469998303,-0.3245884010436246,-0.3444126892524428
all_sessions_fit,yu_20260409_182115,SinBP_M,42,6.87942663100841,7.122910571261041,-6.87942663100841,3.3888710061712857,3.5166407402973077,3.3888710061712857,10.268297637179694,-10.268297637179694,-0.03253153300330764,-0.05728686079583667
all_sessions_fit,zawa_20260409_181339,RTBP,40,5.997041710887309,6.363055396795487,5.997041710887309,3.0260286496242967,3.2068039376602835,-3.0260286496242967,9.023070360511607,9.023070360511607,0.07020470469348236,0.06530414293381248
all_sessions_fit,zawa_20260409_181339,SinBP_D,39,5.864766225151242,6.213328089234464,5.864766225151242,2.96511456070705,3.1354352889295156,-2.96511456070705,8.829880785858292,8.829880785858292,0.0752530523515287,0.07405068751160045
all_sessions_fit,zawa_20260409_181339,SinBP_M,41,5.6701525697322746,6.068951358600847,5.6701525697322746,2.86603717197822,3.061948579509288,-2.86603717197822,8.536189741710494,8.536189741710494,-0.11088529637176553,-0.11349819946494458
all_sessions_fit,ALL,RTBP,399,5.143986857078751,5.817779409774543,-0.01162750841777445,2.549407697337542,2.888112309132959,0.005650569317850012,7.693344197217365,-0.017278077735625032,0.5023442136776975,0.49965617598629036
all_sessions_fit,ALL,SinBP_D,380,5.06513838335906,5.769908713882132,-0.012055672404538522,2.5105781026280027,2.865128127864013,0.005791359660048706,7.575716485987062,-0.01784703206458738,0.4852958225635171,0.48174947755716496
all_sessions_fit,ALL,SinBP_M,341,4.73091323115196,5.453071942514301,-0.004964127895646402,2.3423476321200822,2.706007635579319,0.0023220980618516556,7.073260863272042,-0.007286225957497392,0.5654751160478859,0.5636600098766141
