method,mape_mean,mape_std,mae_mean,mae_std,rmse_mean,rmse_std,corr_mean,corr_std
SinBP_M,26.669841796584215,26.49227954428882,18.364064879817697,12.108782226918132,21.491386573302297,12.17066710671348,0.06228820424586954,0.3805966176726668
SinBP_D,27.520288882889513,27.042822295130005,18.827642919076123,12.622165207354014,21.674103993234105,12.847838701920649,0.07092167079514813,0.36605440390268545
RealTimeBP,28.04797860539374,26.06030591494567,19.528774296071568,12.613446707018348,22.279562186213553,12.959796474238747,-0.033164350268792955,0.45231539132629756
