経過時間_秒, Green, SinWave
0.008, 8.48, 0.92
0.045, 7.71, 0.45
0.079, 6.72, 0.41
0.113, 5.37, 0.80
0.145, 3.63, 1.52
0.176, 1.27, 2.49
0.208, 1.18, 3.70
0.238, 1.07, 4.93
0.263, 1.03, 5.97
0.305, 0.58, 7.57
0.342, 0.62, 8.53
0.369, 1.36, 8.96
0.407, 2.92, 9.38
0.439, 5.09, 9.56
0.468, 6.46, 9.59
0.512, 7.28, 9.39
0.544, 8.04, 9.05
0.572, 8.78, 8.64
0.609, 9.20, 7.94
0.641, 9.39, 7.23
0.671, 9.60, 6.46
0.709, 9.67, 5.49
0.744, 9.83, 4.51
0.776, 9.86, 3.69
0.806, 9.75, 2.94
0.830, 9.46, 2.38
0.878, 9.10, 2.55
0.912, 8.65, 2.21
0.944, 8.19, 1.45
0.977, 7.60, 0.78
1.011, 6.75, 0.53
1.043, 5.55, 0.73
1.077, 3.63, 1.39
1.112, 1.32, 2.47
1.144, 1.32, 3.72
1.175, 1.34, 5.05
1.211, 1.42, 6.62
1.244, 1.26, 7.91
1.275, 0.78, 8.73
1.313, 0.48, 9.29
1.344, 0.78, 9.61
1.376, 1.77, 9.81
1.412, 3.40, 9.86
1.441, 5.77, 9.77
1.474, 7.13, 9.52
1.513, 8.09, 9.04
1.546, 9.09, 8.50
1.579, 9.56, 7.85
1.612, 9.83, 7.11
1.645, 9.92, 6.30
1.676, 9.94, 5.51
1.712, 9.90, 4.59
1.748, 9.78, 3.69
1.780, 9.56, 11.12
1.812, 9.17, 7.92
1.850, 8.65, 6.74
1.882, 8.04, 5.64
1.914, 7.37, 4.52
1.947, 6.48, 3.41
1.980, 5.08, 2.40
2.011, 2.90, 1.69
2.047, 1.31, 1.20
2.079, 1.29, 0.86
2.113, 1.40, 0.61
2.146, 1.22, 0.49
2.174, 1.07, 0.47
2.214, 1.05, 0.60
2.246, 0.84, 0.82
2.281, 0.51, 1.18
2.313, 0.67, 1.60
2.346, 1.40, 2.13
2.381, 2.75, 2.77
2.414, 4.62, 3.44
2.446, 6.88, 4.13
2.478, 7.93, 4.84
2.512, 8.94, 5.61
2.551, 9.59, 6.48
2.582, 9.87, 7.13
2.614, 9.93, 7.77
2.645, 9.92, 8.35
2.679, 9.78, 9.02
2.713, 9.57, 4.64
2.750, 9.20, 5.07
2.783, 8.76, 4.17
2.814, 8.21, 3.36
2.846, 7.55, 2.58
2.877, 6.86, 1.92
2.911, 5.88, 1.10
2.955, 4.25, 0.55
2.987, 1.80, 0.56
3.019, 1.51, 0.93
3.044, 1.37, 1.44
3.078, 1.21, 2.42
3.113, 1.10, 3.67
3.141, 1.06, 4.78
3.177, 1.08, 6.24
3.213, 1.03, 7.60
3.258, 0.67, 8.84
3.288, 0.44, 9.31
3.321, 0.63, 9.68
3.349, 1.31, 9.87
3.386, 2.50, 9.93
3.420, 3.99, 9.79
3.454, 5.90, 9.46
3.483, 7.82, 9.06
3.516, 9.21, 8.46
3.543, 9.57, 7.88
3.582, 9.57, 6.93
3.617, 9.75, 6.00
3.650, 9.88, 5.10
3.682, 9.89, 4.22
3.714, 9.70, 3.36
3.751, 9.28, 2.49
3.786, 8.61, 5.26
3.817, 7.80, 4.59
3.849, 6.91, 3.82
3.884, 6.09, 3.02
3.918, 4.96, 2.31
3.949, 3.40, 1.69
3.981, 1.03, 0.92
4.016, 0.85, 0.47
4.048, 0.75, 0.47
4.086, 0.73, 0.94
4.118, 0.83, 1.72
4.150, 0.78, 2.77
4.182, 0.62, 4.02
4.220, 0.52, 5.61
4.255, 1.02, 7.03
4.287, 2.24, 8.18
4.322, 4.35, 8.91
