method,top_inverse_term,top_inverse_strength,top_gain_to_ref_pp,top_centered_corr_to_ref_pp,top_amplitude_ratio_to_ref_pp
RTBP,HR,0.0,0.003315193267421402,0.09371964612113108,0.03558588698460927
SinBP_D,E,0.22767395789363745,-0.1497355793823961,-0.09705025294657088,1.5205067415019753
SinBP_M,Mean,0.027711308244583066,-0.0423439503443437,-0.05352949496174761,0.6544337034979718
