method,top_inverse_term,top_inverse_strength,top_gain_to_ref_pp,top_centered_corr_to_ref_pp,top_amplitude_ratio_to_ref_pp
RTBP,P2V_relTTP,0.001046223239155593,-0.013171826037768682,-0.19721250443379784,0.07942886856808384
SinBP_D,E,0.002946077833367095,-0.010765395760827093,-0.001020761028133899,0.27366182338481454
SinBP_D_EOnly,V2P_relTTP,0.014103323693014907,-0.027968638898975277,-0.05030910942761431,0.5042549172291552
SinBP_D_E2,V2P_relTTP,0.014103323693014907,-0.027968638898975277,-0.05030910942761431,0.5042549172291552
SinBP_D_LocalA,V2P_relTTP,0.005631017977138961,-0.011602668512641846,-0.02086307100165467,0.48532093897223805
SinBP_M,A,0.0013709244022721645,-0.006883666570943949,0.014513648063804709,0.19915613113204164
