method,mape_mean,mape_std,mae_mean,mae_std,rmse_mean,rmse_std,corr_mean,corr_std
SinBP_D,21.715580118213303,3.454983914312011,14.844748416428757,1.469949887168511,19.313589667509575,2.0286660895381567,0.27618974530620644,0.12480129007548989
SinBP_M,22.300804610859906,2.1780939372023878,15.198206415239827,1.4285810589546564,19.733351160491925,1.6055413889380352,0.2611350255683208,0.14873032733115996
RealTimeBP,23.14417855904143,3.2740258634579837,16.11067824544434,2.860907531735174,22.431479819606928,7.43820972578625,0.16847421978724686,0.23741957464619107
