経過時間_秒, Green, SinWave
0.022, 1.00, 8.73
0.049, 2.00, 9.28
0.082, 3.32, 9.71
0.105, 4.93, 9.80
0.140, 6.42, 9.58
0.185, 7.86, 8.73
0.214, 9.10, 7.88
0.246, 9.74, 6.75
0.283, 9.68, 5.30
0.318, 9.29, 3.91
0.354, 8.63, 1.28
0.381, 7.79, 2.51
0.416, 6.69, 1.48
0.453, 5.54, 0.62
0.479, 4.35, 0.44
0.508, 3.17, 0.70
0.549, 2.09, 1.81
0.583, 1.47, 3.24
0.617, 1.28, 4.93
0.651, 0.88, 6.64
0.683, 0.45, 8.06
0.708, 0.50, 8.77
0.752, 1.14, 9.51
0.793, 2.28, 9.74
0.816, 3.82, 9.68
0.853, 5.41, 9.27
0.882, 7.07, 8.72
0.910, 8.60, 8.01
0.952, 9.46, 6.71
0.995, 9.76, 5.21
1.022, 9.61, 4.25
1.047, 9.20, 3.39
1.078, 8.58, 8.86
1.114, 7.78, 7.47
1.144, 6.93, 6.61
1.178, 5.92, 5.56
1.224, 4.94, 4.10
1.255, 3.99, 3.17
1.274, 3.02, 2.64
1.319, 1.83, 1.46
1.357, 1.03, 0.65
1.390, 0.61, 0.45
1.413, 0.77, 0.59
1.447, 1.58, 1.22
1.485, 2.92, 2.43
1.515, 4.67, 3.65
1.550, 6.51, 5.23
1.582, 7.93, 6.66
1.613, 8.80, 7.91
1.647, 9.33, 8.82
1.680, 9.60, 9.36
1.719, 9.74, 9.72
1.755, 9.59, 9.76
1.786, 9.21, 9.58
1.825, 8.54, 5.84
1.842, 7.76, 5.58
1.881, 6.82, 4.19
1.922, 5.84, 2.82
1.955, 4.82, 1.88
1.984, 3.79, 1.15
2.011, 2.30, 0.72
2.060, 1.68, 0.65
2.080, 0.99, 0.89
2.129, 0.49, 2.06
2.160, 0.66, 3.15
2.186, 1.47, 4.18
2.222, 2.88, 5.70
2.258, 4.72, 7.16
2.284, 6.58, 8.08
2.320, 8.08, 8.98
2.347, 8.99, 9.43
2.384, 9.43, 9.72
2.421, 9.73, 9.63
2.444, 9.80, 9.39
2.491, 9.69, 8.47
2.519, 9.38, 7.70
2.558, 8.85, 5.02
2.580, 8.18, 3.29
2.622, 7.34, 1.91
2.645, 6.38, 1.29
2.682, 5.50, 0.63
2.717, 4.55, 0.47
2.752, 3.40, 0.77
2.788, 1.40, 1.53
2.815, 0.66, 2.35
2.858, 0.68, 3.97
2.878, 1.26, 4.80
2.927, 2.56, 6.82
2.943, 4.43, 7.43
2.981, 6.47, 8.65
3.021, 7.52, 9.48
3.056, 8.50, 9.80
3.079, 9.18, 9.79
3.121, 9.49, 9.31
3.155, 9.75, 8.53
3.193, 9.80, 7.33
3.217, 9.71, 6.45
3.247, 9.43, 5.27
3.294, 9.02, 5.48
3.323, 8.42, 4.04
3.349, 7.63, 3.19
3.383, 6.75, 2.21
3.413, 5.85, 1.37
3.458, 4.85, 0.68
3.491, 3.65, 0.76
3.515, 2.46, 1.13
3.553, 0.98, 2.19
3.592, 2.04, 3.74
3.627, 3.84, 5.33
3.657, 6.08, 6.69
3.692, 6.89, 8.10
3.721, 7.73, 8.89
3.759, 8.54, 9.52
3.788, 9.15, 9.77
3.824, 9.54, 9.76
3.852, 9.82, 9.52
3.888, 9.88, 8.92
3.923, 9.70, 8.07
3.960, 9.34, 6.96
3.994, 8.79, 8.09
4.021, 8.09, 6.67
4.054, 7.32, 5.57
4.097, 6.48, 4.13
4.119, 5.63, 3.43
4.157, 4.43, 2.38
4.191, 2.70, 1.52
4.220, 0.81, 1.07
4.244, 0.50, 0.95
4.286, 1.00, 1.27
4.325, 2.23, 2.14
4.362, 4.26, 3.37
4.392, 6.22, 4.56
4.425, 7.17, 5.94
4.458, 8.10, 7.27
4.493, 8.79, 8.48
4.525, 9.21, 9.19
4.558, 9.66, 9.66
4.587, 9.88, 9.86
