経過時間_秒, Green, IBI, Smoothed_IBI, bpmSD, Smoothed_BPM
0.022, 1.00, 701.00, 709.39, 8.49, 84.58
0.049, 2.00, 701.00, 709.39, 8.49, 84.58
0.082, 3.32, 701.00, 709.39, 8.49, 84.58
0.105, 4.93, 701.00, 709.39, 8.49, 84.58
0.140, 6.42, 701.00, 709.39, 8.49, 84.58
0.185, 7.86, 701.00, 709.39, 8.49, 84.58
0.214, 9.10, 701.00, 709.39, 8.49, 84.58
0.246, 9.74, 701.00, 709.39, 8.49, 84.58
0.283, 9.68, 786.00, 747.70, 5.06, 80.25
0.318, 9.29, 786.00, 747.70, 5.06, 80.25
0.354, 8.63, 786.00, 747.70, 5.06, 80.25
0.381, 7.79, 786.00, 747.70, 5.06, 80.25
0.416, 6.69, 786.00, 747.70, 5.06, 80.25
0.453, 5.54, 786.00, 747.70, 5.06, 80.25
0.479, 4.35, 786.00, 747.70, 5.06, 80.25
0.508, 3.17, 786.00, 747.70, 5.06, 80.25
0.549, 2.09, 786.00, 747.70, 5.06, 80.25
0.583, 1.47, 786.00, 747.70, 5.06, 80.25
0.617, 1.28, 786.00, 747.70, 5.06, 80.25
0.651, 0.88, 786.00, 747.70, 5.06, 80.25
0.683, 0.45, 786.00, 747.70, 5.06, 80.25
0.708, 0.50, 786.00, 747.70, 5.06, 80.25
0.752, 1.14, 786.00, 747.70, 5.06, 80.25
0.793, 2.28, 786.00, 747.70, 5.06, 80.25
0.816, 3.82, 786.00, 747.70, 5.06, 80.25
0.853, 5.41, 786.00, 747.70, 5.06, 80.25
0.882, 7.07, 786.00, 747.70, 5.06, 80.25
0.910, 8.60, 786.00, 747.70, 5.06, 80.25
0.952, 9.46, 786.00, 747.70, 5.06, 80.25
0.995, 9.76, 786.00, 747.70, 5.06, 80.25
1.022, 9.61, 730.00, 738.85, 5.07, 81.21
1.047, 9.20, 730.00, 738.85, 5.07, 81.21
1.078, 8.58, 730.00, 738.85, 5.07, 81.21
1.114, 7.78, 730.00, 738.85, 5.07, 81.21
1.144, 6.93, 730.00, 738.85, 5.07, 81.21
1.178, 5.92, 730.00, 738.85, 5.07, 81.21
1.224, 4.94, 730.00, 738.85, 5.07, 81.21
1.255, 3.99, 730.00, 738.85, 5.07, 81.21
1.274, 3.02, 730.00, 738.85, 5.07, 81.21
1.319, 1.83, 730.00, 738.85, 5.07, 81.21
1.357, 1.03, 730.00, 738.85, 5.07, 81.21
1.390, 0.61, 730.00, 738.85, 5.07, 81.21
1.413, 0.77, 730.00, 738.85, 5.07, 81.21
1.447, 1.58, 730.00, 738.85, 5.07, 81.21
1.485, 2.92, 730.00, 738.85, 5.07, 81.21
1.515, 4.67, 730.00, 738.85, 5.07, 81.21
1.550, 6.51, 730.00, 738.85, 5.07, 81.21
1.582, 7.93, 730.00, 738.85, 5.07, 81.21
1.613, 8.80, 730.00, 738.85, 5.07, 81.21
1.647, 9.33, 730.00, 738.85, 5.07, 81.21
1.680, 9.60, 730.00, 738.85, 5.07, 81.21
1.719, 9.74, 730.00, 738.85, 5.07, 81.21
1.755, 9.59, 727.00, 732.92, 4.97, 81.86
1.786, 9.21, 727.00, 732.92, 4.97, 81.86
1.825, 8.54, 727.00, 732.92, 4.97, 81.86
1.842, 7.76, 727.00, 732.92, 4.97, 81.86
1.881, 6.82, 727.00, 732.92, 4.97, 81.86
1.922, 5.84, 727.00, 732.92, 4.97, 81.86
1.955, 4.82, 727.00, 732.92, 4.97, 81.86
1.984, 3.79, 727.00, 732.92, 4.97, 81.86
2.011, 2.30, 727.00, 732.92, 4.97, 81.86
2.060, 1.68, 727.00, 732.92, 4.97, 81.86
2.080, 0.99, 727.00, 732.92, 4.97, 81.86
2.129, 0.49, 727.00, 732.92, 4.97, 81.86
2.160, 0.66, 727.00, 732.92, 4.97, 81.86
2.186, 1.47, 727.00, 732.92, 4.97, 81.86
2.222, 2.88, 727.00, 732.92, 4.97, 81.86
2.258, 4.72, 727.00, 732.92, 4.97, 81.86
2.284, 6.58, 727.00, 732.92, 4.97, 81.86
2.320, 8.08, 727.00, 732.92, 4.97, 81.86
2.347, 8.99, 727.00, 732.92, 4.97, 81.86
2.384, 9.43, 727.00, 732.92, 4.97, 81.86
2.421, 9.73, 727.00, 732.92, 4.97, 81.86
2.444, 9.80, 727.00, 732.92, 4.97, 81.86
2.491, 9.69, 733.00, 732.96, 4.57, 81.86
2.519, 9.38, 733.00, 732.96, 4.57, 81.86
2.558, 8.85, 733.00, 732.96, 4.57, 81.86
2.580, 8.18, 733.00, 732.96, 4.57, 81.86
2.622, 7.34, 733.00, 732.96, 4.57, 81.86
2.645, 6.38, 733.00, 732.96, 4.57, 81.86
2.682, 5.50, 733.00, 732.96, 4.57, 81.86
2.717, 4.55, 733.00, 732.96, 4.57, 81.86
2.752, 3.40, 733.00, 732.96, 4.57, 81.86
