method,top_inverse_term,top_inverse_strength,top_gain_to_ref_pp,top_centered_corr_to_ref_pp,top_amplitude_ratio_to_ref_pp
RTBP,HR,0.0002416014268988869,-0.006684259156518992,-0.1857884688403264,0.036144832395263886
SinBP_D,Stiffness,0.07368185947279486,-0.07774730010731404,-0.07386413399687018,0.9477095586739646
SinBP_M,Mean,0.04189212062873149,-0.07574462627531335,-0.13957917402415548,0.5530705303959622
