method,top_inverse_term,top_inverse_strength,top_gain_to_ref_pp,top_centered_corr_to_ref_pp,top_amplitude_ratio_to_ref_pp
RTBP,HR,0.003091055172461128,-0.005261774409983705,-0.009599848473192415,0.5874549023987329
SinBP_D,E,0.07822024253699798,-0.08708428258332628,-0.10066333259303668,0.8982130898552587
SinBP_D_EOnly,HR,0.04746975017939652,-0.07616272725498294,-0.1132684366291891,0.6232674680946488
SinBP_D_E2,HR,0.04746975017939652,-0.07616272725498294,-0.1132684366291891,0.6232674680946488
SinBP_D_LocalA,HR,0.01608963759090597,-0.026295009784770364,-0.03696570024394792,0.611889393561847
SinBP_M,sinPhi,0.2687005177686412,-0.21196183198735385,-0.16268315277403245,1.2676835034369418
