method,series,target,filters,n,mae,rmse,corr,signed_bias,pp_mae,pp_signed_bias
RTBP_RICH_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,1.0194461189545863,1.2517108144574278,-0.14072775750282562,0.8196716138514827,3.0619528483576324,-2.5205109976994398
SinBP_D_RICH_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,1.39423809680465,1.733692528617694,-0.0792891744888621,0.16067552282885017,2.0911197186442574,0.25968979111244567
SinBP_D_RICH_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,0.6990623014386305,0.8708519704828204,-0.07543743384669978,-0.09901426828359547,2.0911197186442574,0.25968979111244567
SinBP_D_RICH_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,1.367960911347541,1.708251183769675,-0.12049677416889273,0.15795919423071733,2.0520255644948393,0.2558318208117882
SinBP_D_RICH_BASELINE,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,0.6850476235871613,0.8591795637131266,-0.12322380470922108,-0.09787262658107088,2.0520255644948393,0.2558318208117882
SinBP_D_RICH_BASELINE,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,1.367960911347541,1.708251183769675,-0.12049677416889273,0.15795919423071733,2.0520255644948393,0.2558318208117882
SinBP_D_RICH_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",87,0.6850476235871613,0.8591795637131266,-0.12322380470922108,-0.09787262658107088,2.0520255644948393,0.2558318208117882
SinBP_M_RICH_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,3.07808200895664,3.523994976013766,-0.063333835182744,-2.935588361270336,4.596767023800538,-4.3737809624851876
SinBP_M_RICH_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,1.5186850148438986,1.7451762458512716,-0.06918358277238654,1.438192601214851,4.596767023800538,-4.3737809624851876
SinBP_M_RICH_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,3.068992883478712,3.5358729439527954,-0.15414327378805126,-2.951598730612231,4.584458740377572,-4.397527283691208
SinBP_M_RICH_BASELINE,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,1.51546585689886,1.7512736410733902,-0.1640086056685409,1.4459285530789763,4.584458740377572,-4.397527283691208
SinBP_M_RICH_BASELINE,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,3.068992883478712,3.5358729439527954,-0.15414327378805126,-2.951598730612231,4.584458740377572,-4.397527283691208
SinBP_M_RICH_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",72,1.51546585689886,1.7512736410733902,-0.1640086056685409,1.4459285530789763,4.584458740377572,-4.397527283691208
RTBP_SHARED_D_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,1.4941032061202615,1.89663107301869,-0.06411486719361069,-0.32873762321958494,2.2375033593647937,-0.3332195747261985
RTBP_SHARED_D_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,0.7472709671392641,0.9474352271651008,-0.07639765392791324,0.004481951506613531,2.2375033593647937,-0.3332195747261985
RTBP_SHARED_D_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,1.4903098714677743,1.8854563091861234,-0.10945695749072411,-0.32839355239286655,2.2296752519277736,-0.3329670125833177
RTBP_SHARED_D_BASELINE,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,0.7443076735829802,0.9416914086463802,-0.12305931377704485,0.004573460190451091,2.2296752519277736,-0.3329670125833177
