method,series,target,filters,n,mae,rmse,corr,signed_bias,centered_mae,centered_rmse,centered_corr,tracking_gain,amplitude_ratio,direction_agreement,inversion_like,pp_mae,pp_signed_bias
RTBP,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,2.4170321281807783,2.973478652196589,-0.09821345950154002,-1.9903511119603055,1.726564967852554,2.2200547508437527,-0.09821345950154002,-0.060536969590302685,0.5940800509214036,0.4782608695652174,0,3.6253697347377964,-2.9577536314270354
RTBP,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,1.2087602636695192,1.475149544726104,-0.10547226272629234,0.9674025194667303,0.8717070320608883,1.1194943598331952,-0.10547226272629237,-0.06350355365838871,0.5776602364205634,0.43478260869565216,0,3.6253697347377964,-2.9577536314270354
RTBP,raw,MAP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,0.03848292282947504,0.04841650605821904,0.11945318336582521,-0.018515357675615036,0.034763537234475596,0.04476361788006608,0.11945318336582522,0.014793987008054578,0.12600082563561296,0.5434782608695652,0,3.6253697347377964,-2.9577536314270354
RTBP,raw,PP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,3.6253697347377964,4.447472627150748,-0.1007159153599928,-2.9577536314270354,2.59683225950868,3.3382221810155546,-0.1007159153599928,-0.06163682167725417,0.588903400455002,0.4444444444444444,1,3.6253697347377964,-2.9577536314270354
RTBP,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,2.2409837715482115,2.7958033416017027,-0.14888858600959057,-1.949459998490612,1.6179034877883687,2.0149942484426613,-0.1488885860095906,-0.05155244122686609,0.33237424953887185,0.5,0,3.3582991475337014,-2.897171010575439
RTBP,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,1.1189984670993691,1.3878032561967655,-0.15514341361354697,0.9477110120848266,0.815305318159158,1.0194714905379223,-0.15514341361354697,-0.052770475995218856,0.3248407479900762,0.4782608695652174,0,3.3582991475337014,-2.897171010575439
RTBP,smoothed,MAP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,0.03858630065037113,0.04824692665850423,0.15615585201231905,-0.01801265810698549,0.03513485969762087,0.044780660654127585,0.15615585201231905,0.007739619759438806,0.05066159727220679,0.4782608695652174,0,3.3582991475337014,-2.897171010575439
RTBP,smoothed,PP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,3.3582991475337014,4.182378889388663,-0.15109185095600913,-2.897171010575439,2.431443374152473,3.033025679502548,-0.15109185095600913,-0.05204118972662333,0.33003396706304794,0.4777777777777778,1,3.3582991475337014,-2.897171010575439
RTBP,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,2.2409837715482115,2.7958033416017027,-0.14888858600959057,-1.949459998490612,1.6179034877883687,2.0149942484426613,-0.1488885860095906,-0.05155244122686609,0.33237424953887185,0.5,0,3.3582991475337014,-2.897171010575439
RTBP,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,1.1189984670993691,1.3878032561967655,-0.15514341361354697,0.9477110120848266,0.815305318159158,1.0194714905379223,-0.15514341361354697,-0.052770475995218856,0.3248407479900762,0.4782608695652174,0,3.3582991475337014,-2.897171010575439
RTBP,calibrated,MAP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,0.03858630065037113,0.04824692665850423,0.15615585201231905,-0.01801265810698549,0.03513485969762087,0.044780660654127585,0.15615585201231905,0.007739619759438806,0.05066159727220679,0.4782608695652174,0,3.3582991475337014,-2.897171010575439
RTBP,calibrated,PP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",96,3.3582991475337014,4.182378889388663,-0.15109185095600913,-2.897171010575439,2.431443374152473,3.033025679502548,-0.15109185095600913,-0.05204118972662333,0.33003396706304794,0.4777777777777778,1,3.3582991475337014,-2.897171010575439
