n,groups,mae_mean,rmse_mean,corr_mean,mae_sd,rmse_sd,corr_sd,axis,target,split,window_s,method
455,11,18.527261624762208,21.179767245926115,0.10792146024529989,11.485663584351705,11.913032879572718,0.8829164055506009,absolute,ref_DBP,groupkfold,20,SinBP_M
444,11,19.294986374672852,22.027438545518823,-0.05998511731291212,12.538649562329894,13.254543792777866,0.6829132258965851,absolute,ref_DBP,groupkfold,20,SinBP_D_full
444,11,19.239933489157732,21.95572847358694,-0.06345247301015608,12.482570523210102,13.17313020755535,0.6945028340281314,absolute,ref_DBP,groupkfold,20,SinBP_D_no_stiff
446,11,20.48602881093214,22.547149894968925,-0.05751145097520145,12.717259315731175,13.87526195046771,0.8713593544256365,absolute,ref_DBP,groupkfold,30,RTBP
455,11,18.56747013807541,20.61461423394482,0.06102006159119422,11.196984016571365,11.775823874639602,0.8577506629942276,absolute,ref_DBP,groupkfold,30,SinBP_M
444,11,18.820478176202137,20.069927744686897,0.22578288199673963,12.42136294932039,13.072802165033579,0.8894864591045416,absolute,ref_DBP,groupkfold,30,SinBP_D_full
444,11,18.791155356796946,20.017629915808794,0.23690026184961077,12.310381351342864,12.94835813070345,0.8838121873996262,absolute,ref_DBP,groupkfold,30,SinBP_D_no_stiff
446,11,21.48809020870301,23.789377371060194,-0.014851124997450477,15.767277585709191,17.090292398060576,0.36898050285415407,absolute,ref_DBP,logo,0,RTBP
455,11,18.50279153584808,20.587090953702145,0.05698061675833903,12.455591699807815,12.271604791593617,0.29870860983798886,absolute,ref_DBP,logo,0,SinBP_M
444,11,19.554524139379115,22.038877252648252,-0.0038141310879005806,13.531321822390252,14.260258746362245,0.2971913365588404,absolute,ref_DBP,logo,0,SinBP_D_full
444,11,19.44921400262257,21.917561979085953,0.0001703167270769705,13.439695962767917,14.188821184060838,0.30181648756840374,absolute,ref_DBP,logo,0,SinBP_D_no_stiff
446,11,22.300293699547037,23.3663091964448,-0.05101242368518047,16.817657409478556,17.490809843157358,0.5486279922389401,absolute,ref_DBP,logo,10,RTBP
455,11,19.36644074403637,21.507545759184463,-0.15593222739375612,12.605166617320442,13.46288737637908,0.5871947308452745,absolute,ref_DBP,logo,10,SinBP_M
444,11,19.805654821982507,21.43021971252226,-0.06617547972162094,14.036001219509478,14.726337625308773,0.5139295655903257,absolute,ref_DBP,logo,10,SinBP_D_full
444,11,19.77072263849197,21.359368568947346,-0.05062726643441882,13.992764526508541,14.656028718333886,0.5051240370242797,absolute,ref_DBP,logo,10,SinBP_D_no_stiff
446,11,22.280769493739204,23.413012034523117,-0.46495853278693855,17.668311096471232,18.414860570291836,0.7537899874670162,absolute,ref_DBP,logo,20,RTBP
455,11,18.137159838582317,18.976305729108145,-0.41761296404182974,13.142255185386507,13.248976789368882,0.7160304166166892,absolute,ref_DBP,logo,20,SinBP_M
444,11,18.961083098491585,20.54560915985458,-0.4122652974592601,14.221197330282969,14.74017719353279,0.6894424417115527,absolute,ref_DBP,logo,20,SinBP_D_full
444,11,18.91722524794468,20.471081328351126,-0.4112111753202386,14.168210782416146,14.662991999457097,0.6778824408697774,absolute,ref_DBP,logo,20,SinBP_D_no_stiff
446,11,21.6050562743785,22.303565551052362,-0.4,16.796820374265778,17.58420813321954,0.9660917830792958,absolute,ref_DBP,logo,30,RTBP
455,11,18.164551324995486,18.52959223875284,-0.4,12.89833633705006,12.885490750688598,0.9660917830792958,absolute,ref_DBP,logo,30,SinBP_M
444,11,18.814544103354567,19.054986865358895,-0.6,13.826583071639394,13.836463749072655,0.8432740427115679,absolute,ref_DBP,logo,30,SinBP_D_full
444,11,18.76896478360953,18.99530852193903,-0.4,13.746124174114302,13.756454337336905,0.9660917830792958,absolute,ref_DBP,logo,30,SinBP_D_no_stiff
