n,groups,mae,rmse,corr,mae_sd,rmse_sd,corr_sd,target,split,window,est,method
455,11,25.478679874900255,26.86579105171413,-0.18652948488556123,16.803008509157777,17.399314298852605,0.4352424430669923,ref_SBP,logo,10,ols,SinBP_M
444,11,23.720289189620306,25.475697154354588,-0.41393749416710385,15.628143575834146,16.087241225837165,0.4031947680407898,ref_SBP,logo,10,ols,SinBP_D_full
444,11,23.6225189014055,25.365659659041363,-0.3813636880664205,15.565879713760037,16.016906047687183,0.45302373052858524,ref_SBP,logo,10,ols,SinBP_D_no_stiff
446,11,23.373115976372233,25.089619183308958,-0.3963251708310812,15.60733200075701,16.065186107942324,0.48581742639567976,ref_SBP,logo,10,ols,SinBP_D_fit_only
462,11,23.29919751402383,23.947951301219312,-0.17149404139480426,15.122821871634303,15.113863840531865,0.5886684439810699,ref_SBP,logo,10,ols,SinBP_D_E_only
446,11,26.808872980476064,27.75794557484776,-0.1405144057618316,18.85828162760114,19.1770556253721,0.5706723009757825,ref_SBP,logo,10,ridge,RTBP
455,11,25.429150670339844,26.77491737787217,-0.18584078610459728,16.753164769212837,17.301532162441372,0.438266276735183,ref_SBP,logo,10,ridge,SinBP_M
444,11,23.58548005647982,25.295515318440856,-0.3898908865987517,15.58165327307524,16.022417595563326,0.45017860134233034,ref_SBP,logo,10,ridge,SinBP_D_full
444,11,23.60933071689415,25.30023043664014,-0.38664448799991386,15.575326573767157,16.013548962857172,0.4529877820274581,ref_SBP,logo,10,ridge,SinBP_D_no_stiff
446,11,23.39177188792689,25.043990921545277,-0.39771934541966725,15.635131032704852,16.089960626899224,0.48294626673413094,ref_SBP,logo,10,ridge,SinBP_D_fit_only
462,11,23.308450661270886,23.949850818564837,-0.17149404139480504,15.130549882107921,15.12275796330527,0.5886684439810678,ref_SBP,logo,10,ridge,SinBP_D_E_only
446,11,26.98036082819672,27.660442238730685,-0.00512330756126175,19.53051295457139,19.410559890503862,0.7405085570029768,ref_SBP,logo,15,ols,RTBP
455,11,25.29270959279635,26.084310254725473,0.14860394926757917,16.80698425293515,16.936264271009613,0.6674051263763785,ref_SBP,logo,15,ols,SinBP_M
444,11,23.9529660851608,24.96146619908649,-0.17972428945536814,15.228505867990163,15.51005552485459,0.6172009630570734,ref_SBP,logo,15,ols,SinBP_D_full
444,11,23.87482210777214,24.86426493773714,-0.12622343778844036,15.127926746043217,15.410318481315619,0.6449947688717871,ref_SBP,logo,15,ols,SinBP_D_no_stiff
446,11,23.662273379868665,24.543302371389704,-0.16274055070179297,15.126940572853652,15.42576352082442,0.6756516434370122,ref_SBP,logo,15,ols,SinBP_D_fit_only
462,11,23.109108144730296,23.828470025149045,0.08698110298168939,14.838967737985145,14.823428899232256,0.7541177423124625,ref_SBP,logo,15,ols,SinBP_D_E_only
446,11,26.8232969156811,27.49756430109576,-0.006728757097219787,19.33163628622287,19.21268279290154,0.738169388402005,ref_SBP,logo,15,ridge,RTBP
455,11,25.23887117020075,26.01319425266175,0.1494055103301952,16.748448486193244,16.862639677807238,0.6673936940883639,ref_SBP,logo,15,ridge,SinBP_M
444,11,23.824206908686595,24.785862349838677,-0.13418217211988345,15.159632129086546,15.421974378012973,0.638687307487074,ref_SBP,logo,15,ridge,SinBP_D_full
444,11,23.838581014474446,24.787182110911406,-0.12402780681236414,15.143089398388891,15.405824027470283,0.6444825693450371,ref_SBP,logo,15,ridge,SinBP_D_no_stiff
446,11,23.64653948547414,24.48150919569081,-0.15676023044738377,15.177516908603312,15.445766595122977,0.6731428043960319,ref_SBP,logo,15,ridge,SinBP_D_fit_only
462,11,23.11007528731605,23.819949958450604,0.08698110298168786,14.842898143789803,14.827925594736165,0.7541177423124642,ref_SBP,logo,15,ridge,SinBP_D_E_only
446,11,25.966069353979787,27.00315102322145,-0.4059125531394093,18.694134077679287,19.00958232685628,0.7174968531557535,ref_SBP,logo,20,ols,RTBP
455,11,23.84549192540313,24.57913780561171,-0.08755029891786786,15.914688174912321,15.97342068704083,0.674963644766048,ref_SBP,logo,20,ols,SinBP_M
444,11,22.033861885205678,23.767077335413568,-0.5581158001090333,14.519233387591747,14.832026049312498,0.5948406072978881,ref_SBP,logo,20,ols,SinBP_D_full
444,11,21.9337411926715,23.653815429995742,-0.4375990054310772,14.415658316317295,14.721760389323403,0.6303889788845873,ref_SBP,logo,20,ols,SinBP_D_no_stiff
446,11,21.70437171675262,23.390102877235496,-0.39800534500675205,14.46466997103553,14.784645314898455,0.6630320186778177,ref_SBP,logo,20,ols,SinBP_D_fit_only
462,11,22.588617648710734,23.28092748757092,-0.13189244577921225,14.777065513682249,14.682098743166073,0.8051337950196065,ref_SBP,logo,20,ols,SinBP_D_E_only
446,11,25.83157864312351,26.84969934626156,-0.40654124301995737,18.525172360136818,18.823040957555246,0.7158425257860155,ref_SBP,logo,20,ridge,RTBP
455,11,23.827888407956156,24.55293265886353,-0.08584389205289897,15.896542080598481,15.945786808556257,0.6776256399115662,ref_SBP,logo,20,ridge,SinBP_M
444,11,21.928854065371787,23.616734034573245,-0.47005611715093637,14.455220315907109,14.755026235922623,0.5941834128930212,ref_SBP,logo,20,ridge,SinBP_D_full
444,11,21.95362649958462,23.62488085443775,-0.4371082123606423,14.441404473903965,14.739433107858341,0.6323061542965914,ref_SBP,logo,20,ridge,SinBP_D_no_stiff
446,11,21.763975908861912,23.393992231145077,-0.38084530828496777,14.500060032789527,14.819270429167469,0.6946458284701152,ref_SBP,logo,20,ridge,SinBP_D_fit_only
462,11,22.60012974410072,23.28522153599479,-0.13189244577920972,14.783659520945944,14.689915370066538,0.8051337950196044,ref_SBP,logo,20,ridge,SinBP_D_E_only
446,11,24.305867256912066,24.545836288462034,0.2,19.068418798126846,19.013065399522084,1.0327955589886444,ref_SBP,logo,30,ols,RTBP
455,11,22.914645412004177,23.268567308471404,0.2,16.923841158004024,16.907859404073466,1.0327955589886444,ref_SBP,logo,30,ols,SinBP_M
444,11,22.428015452829733,22.797279320991258,-0.2,16.43331948744944,16.417546155023185,1.0327955589886444,ref_SBP,logo,30,ols,SinBP_D_full
444,11,22.353238251806054,22.71230721717766,-0.19999999999999998,16.32142698757197,16.30962601530036,1.0327955589886444,ref_SBP,logo,30,ols,SinBP_D_no_stiff
446,11,22.13218116894554,22.514999061751936,-0.4,16.35726002558931,16.310140947776905,0.9660917830792958,ref_SBP,logo,30,ols,SinBP_D_fit_only
462,11,22.587856117073798,22.93372575312829,-0.2,15.908651292019883,15.896337670046403,1.0327955589886444,ref_SBP,logo,30,ols,SinBP_D_E_only
446,11,24.219668762190018,24.45995074751803,0.2,18.941612008867498,18.889657253866986,1.0327955589886444,ref_SBP,logo,30,ridge,RTBP
455,11,22.91234841808851,23.259996943997876,0.2,16.903036658227354,16.88724931609267,1.0327955589886444,ref_SBP,logo,30,ridge,SinBP_M
444,11,22.323273611781413,22.685011613330044,-0.2,16.346552287478634,16.3329103657945,1.0327955589886444,ref_SBP,logo,30,ridge,SinBP_D_full
444,11,22.344104193172978,22.701749233308078,-0.19999999999999998,16.337724174682847,16.326487609618233,1.0327955589886444,ref_SBP,logo,30,ridge,SinBP_D_no_stiff
446,11,22.153960251772027,22.52768185743654,-0.4,16.38741261149001,16.347918697026486,0.9660917830792958,ref_SBP,logo,30,ridge,SinBP_D_fit_only
462,11,22.594510733508635,22.936993450494498,-0.2,15.918174848410134,15.907003621001671,1.0327955589886444,ref_SBP,logo,30,ridge,SinBP_D_E_only
446,11,16.128826136337057,22.50550999270593,0.1683435616520918,2.8942635064631905,7.590590590511427,0.23742378367943903,ref_DBP,timeseries,0,ols,RTBP
455,11,15.21364331108301,19.76345345150158,0.2609507032159245,1.4408055608270995,1.6258814291272499,0.14898844962911229,ref_DBP,timeseries,0,ols,SinBP_M
444,11,15.324530542591043,20.688056406864145,0.27588505988195716,1.6741253597618686,3.449377410542584,0.13972484512442565,ref_DBP,timeseries,0,ols,SinBP_D_full
444,11,14.796380747584658,19.284125825776258,0.2773993820159534,1.4860902996075673,2.0448707787592224,0.12207467742157162,ref_DBP,timeseries,0,ols,SinBP_D_no_stiff
446,11,14.897523129919104,19.339253737926487,0.2769376954199641,1.5056151201666739,2.008715915219405,0.12348888200192952,ref_DBP,timeseries,0,ols,SinBP_D_fit_only
462,11,15.556515203160995,19.7640456295024,0.12532181365835357,1.3548444745240515,2.1741307940748134,0.23458402750565094,ref_DBP,timeseries,0,ols,SinBP_D_E_only
446,11,15.973371360591795,21.8763733275156,0.16946089924825458,2.6084253801949147,6.302938876244612,0.23743048920628657,ref_DBP,timeseries,0,ridge,RTBP
455,11,15.08266899542825,19.517550745675727,0.26258613257045826,1.3498791658062206,1.4900207215645151,0.14675574650396703,ref_DBP,timeseries,0,ridge,SinBP_M
444,11,14.753581949509101,19.111930301119834,0.2860568034158325,1.453182678676812,1.9827551777927572,0.12347156734479599,ref_DBP,timeseries,0,ridge,SinBP_D_full
444,11,14.758991989364887,19.119330619742477,0.28453649028411526,1.4494367862871094,1.969060262675854,0.12251781626296235,ref_DBP,timeseries,0,ridge,SinBP_D_no_stiff
446,11,14.811341652915337,19.116083781627193,0.286263759080969,1.432364122834528,1.8675892642721619,0.12220270546538126,ref_DBP,timeseries,0,ridge,SinBP_D_fit_only
462,11,15.614794821874671,19.77438537429966,0.12532181365835354,1.3055896590016074,2.1662680596814403,0.23458402750565094,ref_DBP,timeseries,0,ridge,SinBP_D_E_only
446,11,17.17087644244114,23.763519975416326,0.16915749371966143,4.30281765755617,9.62218923780339,0.3690785132631834,ref_DBP,timeseries,5,ols,RTBP
455,11,15.726588493321254,20.105733277720486,0.2609971641973489,1.9496024318598615,2.315316928611545,0.28187916052745365,ref_DBP,timeseries,5,ols,SinBP_M
444,11,16.06567827227476,20.386623760703007,0.30107200758066466,1.9913232642684442,2.3776117428914105,0.1946361058970509,ref_DBP,timeseries,5,ols,SinBP_D_full
444,11,15.616233414600751,19.58164700451499,0.30207545748948006,1.680229921357961,1.8439951880865126,0.18112113327291593,ref_DBP,timeseries,5,ols,SinBP_D_no_stiff
446,11,15.370860765750205,19.34451693186775,0.3229793470266163,1.6180790504278144,1.8327742023790363,0.20170276991697816,ref_DBP,timeseries,5,ols,SinBP_D_fit_only
462,11,17.128465133893275,20.81184978937148,0.04813721894116964,1.7980309425460388,2.288898814123731,0.2606603389712425,ref_DBP,timeseries,5,ols,SinBP_D_E_only
446,11,16.988747756197846,23.02438561247013,0.17020878845993967,3.846718847021471,8.059751502215859,0.36892562552783686,ref_DBP,timeseries,5,ridge,RTBP
455,11,15.7280474161302,19.97777593383171,0.26324615539812085,1.9085772659343598,2.240510147856301,0.27745638323406757,ref_DBP,timeseries,5,ridge,SinBP_M
444,11,15.59770267911993,19.474112357165286,0.31304253321787573,1.6535531736391071,1.7875909318525776,0.1774985519477586,ref_DBP,timeseries,5,ridge,SinBP_D_full
444,11,15.609938374088008,19.49290013152476,0.3078744657108954,1.6446113244230136,1.7559676655603085,0.1718641867858703,ref_DBP,timeseries,5,ridge,SinBP_D_no_stiff
446,11,15.346519984468667,19.210515719986457,0.3340258654758307,1.6064570158555616,1.7539121631257233,0.19490124275357715,ref_DBP,timeseries,5,ridge,SinBP_D_fit_only
462,11,17.162497943527022,20.800132848210225,0.04813721894116957,1.7743380214129578,2.2990494971352073,0.2606603389712425,ref_DBP,timeseries,5,ridge,SinBP_D_E_only
446,11,16.579253204945363,22.93761659401367,0.15171110045841948,3.782140696552647,8.116864968021082,0.37669300553018303,ref_DBP,timeseries,10,ols,RTBP
455,11,15.847861238563933,20.332787762800038,0.1867116575669865,2.0007540182015795,2.7303449167297917,0.2759055876853289,ref_DBP,timeseries,10,ols,SinBP_M
444,11,15.788294769668784,20.044734230082508,0.2927554536905591,1.8622789533899744,2.38972033498353,0.33143374018101096,ref_DBP,timeseries,10,ols,SinBP_D_full
444,11,15.770931284429697,19.749020401323193,0.273910186041367,1.8635175507730166,2.4033545363816007,0.3101965079363514,ref_DBP,timeseries,10,ols,SinBP_D_no_stiff
446,11,15.637533822423359,19.582625254255944,0.27000584591573806,1.7985839663583427,2.3626525513605876,0.31507039776923373,ref_DBP,timeseries,10,ols,SinBP_D_fit_only
462,11,16.929463533154106,20.367681162150447,0.11748631423717817,1.9235568791514024,2.5190963734183516,0.34955654916463624,ref_DBP,timeseries,10,ols,SinBP_D_E_only
446,11,16.48953742196404,22.328206823664782,0.15283249105597957,3.5299024862044255,6.904315386430082,0.3777419251159105,ref_DBP,timeseries,10,ridge,RTBP
455,11,15.848735163229719,20.19099398225065,0.18964377325345688,1.9521310400057428,2.6440557915997194,0.2721399458540815,ref_DBP,timeseries,10,ridge,SinBP_M
444,11,15.724223666057588,19.615958425665625,0.28519038437380984,1.8003115188044718,2.2954716346266006,0.3064302865615564,ref_DBP,timeseries,10,ridge,SinBP_D_full
444,11,15.731047573683844,19.625534370232607,0.28244490199589994,1.7936790973671302,2.2713762573233054,0.30333649586356165,ref_DBP,timeseries,10,ridge,SinBP_D_no_stiff
446,11,15.54521830304167,19.40673736054301,0.2836559552294714,1.7418747969613506,2.2173651374249905,0.3088533299480086,ref_DBP,timeseries,10,ridge,SinBP_D_fit_only
462,11,16.976816456615303,20.398198336139806,0.1174863142371773,1.888807848053112,2.487052042618978,0.3495565491646363,ref_DBP,timeseries,10,ridge,SinBP_D_E_only
446,11,17.962515550299052,25.42177338211949,0.16107410222647656,4.85484108787676,11.364318262936088,0.4106374965941443,ref_DBP,timeseries,15,ols,RTBP
455,11,16.612479408304473,21.01433592066991,0.27593034850058695,3.267588266852456,3.9217012731384675,0.3358412206357367,ref_DBP,timeseries,15,ols,SinBP_M
444,11,16.993732544651635,21.4568083179064,0.29450204952909964,2.8597726034823077,3.5983463490444003,0.3502635596120362,ref_DBP,timeseries,15,ols,SinBP_D_full
444,11,16.529288741452042,20.56138012634786,0.29013099211231275,2.7685021568664787,3.438545942135695,0.3492932192590662,ref_DBP,timeseries,15,ols,SinBP_D_no_stiff
446,11,16.295741511464666,20.363061364284427,0.29383004716346905,2.6375255285909214,3.390616667576141,0.3543844711456675,ref_DBP,timeseries,15,ols,SinBP_D_fit_only
462,11,17.384181088105013,21.090416550105267,0.07275528099717223,2.402855329447654,3.0484457261589997,0.31560701446047856,ref_DBP,timeseries,15,ols,SinBP_D_E_only
446,11,17.727010611570872,24.538091371921837,0.16230614609274907,4.323307475392888,9.568973946389633,0.41102193638125534,ref_DBP,timeseries,15,ridge,RTBP
455,11,16.606582085397925,20.8619318410378,0.2776784014707266,3.2202073480063365,3.847597160927059,0.332247743758201,ref_DBP,timeseries,15,ridge,SinBP_M
444,11,16.512932459064963,20.438560473614086,0.30030231044148215,2.690317465584036,3.3242398001523314,0.3414236337234791,ref_DBP,timeseries,15,ridge,SinBP_D_full
444,11,16.52048689538056,20.449043245315035,0.29772610767480423,2.681797332395487,3.298831781590202,0.33786039291168846,ref_DBP,timeseries,15,ridge,SinBP_D_no_stiff
446,11,16.272420018174067,20.197522456225403,0.3095571871707181,2.5413788604035594,3.212367739466794,0.34012463757631484,ref_DBP,timeseries,15,ridge,SinBP_D_fit_only
462,11,17.416904000591693,21.081788083988023,0.0727552809971714,2.3849002504336116,3.0548488937769287,0.3156070144604781,ref_DBP,timeseries,15,ridge,SinBP_D_E_only
446,11,16.573234683568437,22.984386471577597,0.21899815632202307,3.810471771166863,8.126440620702912,0.4091931440715966,ref_DBP,timeseries,20,ols,RTBP
455,11,16.185348917806582,20.618975351492658,0.23980885605624486,2.244662738648331,2.8293453990751822,0.33329861673883243,ref_DBP,timeseries,20,ols,SinBP_M
444,11,15.63189717510329,19.809834367553755,0.37612873447369133,2.236419952634149,2.8934551218002267,0.35484572000649595,ref_DBP,timeseries,20,ols,SinBP_D_full
444,11,15.643548044639164,19.574519853699393,0.36665108040400696,2.2140275189605263,2.9264038069516447,0.3669420525847402,ref_DBP,timeseries,20,ols,SinBP_D_no_stiff
446,11,15.504731027506683,19.423673994360623,0.38265254598430937,2.0712223686417564,2.8180995021003308,0.3533236385564151,ref_DBP,timeseries,20,ols,SinBP_D_fit_only
462,11,17.26962854258587,20.794512693965306,0.06785259961954947,2.376999736930192,3.114304864767273,0.40410825012953694,ref_DBP,timeseries,20,ols,SinBP_D_E_only
446,11,16.510776927742853,22.408530046826012,0.21932540305723291,3.562424238012129,6.90486384580521,0.4108903719038641,ref_DBP,timeseries,20,ridge,RTBP
455,11,16.19059762445115,20.48012509578141,0.24319739891109943,2.18130024494488,2.7169899921493332,0.3300496581353728,ref_DBP,timeseries,20,ridge,SinBP_M
444,11,15.607447645148806,19.458592214599907,0.3789015473072822,2.1337250167892527,2.7892645837810273,0.356517894194072,ref_DBP,timeseries,20,ridge,SinBP_D_full
444,11,15.612200914339553,19.463861473406418,0.3763013366331157,2.1254790645885224,2.766308097249738,0.35295135219706736,ref_DBP,timeseries,20,ridge,SinBP_D_no_stiff
446,11,15.425007432675383,19.260120971187213,0.39646199795758924,1.9840545347975087,2.63502588946478,0.33014272661640875,ref_DBP,timeseries,20,ridge,SinBP_D_fit_only
462,11,17.31698146605962,20.82502986795223,0.06785259961954872,2.3403807916219472,3.0831658866265124,0.4041082501295367,ref_DBP,timeseries,20,ridge,SinBP_D_E_only
446,11,17.637954608275788,24.973080320980507,0.14856144088851658,4.339213776282818,10.619906951476036,0.4117007390953895,ref_DBP,timeseries,30,ols,RTBP
455,11,16.610886999254255,20.918631882899327,0.26927066946011396,3.209387328055115,3.913279938863494,0.3255778412118007,ref_DBP,timeseries,30,ols,SinBP_M
444,11,16.59486282422706,21.01364601464372,0.2794423712529697,2.821054875278308,3.38791979791605,0.34717582815705705,ref_DBP,timeseries,30,ols,SinBP_D_full
444,11,16.603097954103553,20.6570604871649,0.25794403780809294,2.7806249573620363,3.460012908508756,0.3368648698926881,ref_DBP,timeseries,30,ols,SinBP_D_no_stiff
446,11,16.424214904531937,20.523059029397025,0.2562420067611086,2.6349247408432594,3.404707375773663,0.33820798350720377,ref_DBP,timeseries,30,ols,SinBP_D_fit_only
462,11,17.215778966346427,20.75176776079776,0.08512173776410113,2.1537820907672383,2.8443248874977725,0.37828004828881784,ref_DBP,timeseries,30,ols,SinBP_D_E_only
446,11,17.51958704501996,24.168308403250048,0.14965635828655982,4.040507407972896,9.017606237295178,0.4124693763674076,ref_DBP,timeseries,30,ridge,RTBP
455,11,16.658220624327242,20.78175104938613,0.27191873917878706,3.138133755715927,3.8250088178272885,0.3222390059760961,ref_DBP,timeseries,30,ridge,SinBP_M
444,11,16.572158875152397,20.497345835249337,0.27315949485976165,2.7014706312960106,3.3471393325474774,0.32966520494155666,ref_DBP,timeseries,30,ridge,SinBP_D_full
444,11,16.58094184642321,20.5080300867368,0.2705445755130126,2.6919973849594796,3.320471358094679,0.3259411218099973,ref_DBP,timeseries,30,ridge,SinBP_D_no_stiff
446,11,16.381704890319824,20.33005619321803,0.2763867648957104,2.537489667389255,3.2191718180653663,0.32546734860251003,ref_DBP,timeseries,30,ridge,SinBP_D_fit_only
462,11,17.258538317805474,20.77861584545685,0.08512173776410038,2.1296823492720645,2.8213955317502433,0.37828004828881767,ref_DBP,timeseries,30,ridge,SinBP_D_E_only
446,11,19.530728814238717,22.288712592812768,-0.03285586116205762,12.615422162056403,12.964824619166539,0.45254120313595536,ref_DBP,groupkfold,0,ols,RTBP
455,11,18.36543232936314,21.498342967579635,0.06223325468284413,12.106197690976321,12.1683708212788,0.38045885960640574,ref_DBP,groupkfold,0,ols,SinBP_M
444,11,18.84757981952391,21.70983201653953,0.06936381461718022,12.603501026913035,12.83777020439317,0.3651136512524732,ref_DBP,groupkfold,0,ols,SinBP_D_full
444,11,18.75815328001763,21.59086829144412,0.075989395637198,12.564586078054218,12.76820385643013,0.3619528763569312,ref_DBP,groupkfold,0,ols,SinBP_D_no_stiff
446,11,18.705338363172235,21.522997036269356,0.08140561838099607,12.422310450556571,12.601342655958138,0.3553298316191428,ref_DBP,groupkfold,0,ols,SinBP_D_fit_only
462,11,19.207859342834567,21.120716043326233,-0.08112312312385729,12.746251655407828,13.059832613410144,0.22894523800839814,ref_DBP,groupkfold,0,ols,SinBP_D_E_only
446,11,19.52964387798674,22.237804092704614,-0.035074684519363145,12.603634770445995,12.940566399524437,0.4502573434316734,ref_DBP,groupkfold,0,ridge,RTBP
455,11,18.35412720159378,21.431800109225772,0.06275276034253999,12.128806845141774,12.189889735579282,0.38178109059337323,ref_DBP,groupkfold,0,ridge,SinBP_M
444,11,18.79068430079426,21.596268998160127,0.0719120753331887,12.652069958295458,12.871376618549428,0.3665678299960032,ref_DBP,groupkfold,0,ridge,SinBP_D_full
444,11,18.737964902775836,21.527036599758752,0.07403878631776978,12.582157513910023,12.782541806397974,0.36270557020673067,ref_DBP,groupkfold,0,ridge,SinBP_D_no_stiff
446,11,18.671029668598695,21.44228166038204,0.08100340409634257,12.452846646909823,12.636971902999015,0.3552273946617156,ref_DBP,groupkfold,0,ridge,SinBP_D_fit_only
462,11,19.21031187172561,21.116002996636258,-0.08112312312385692,12.7374759988429,13.053742240518853,0.2289452380083982,ref_DBP,groupkfold,0,ridge,SinBP_D_E_only
446,11,20.736602459798217,23.45634351437616,-0.027970533456804825,12.235332815661414,12.89879229240614,0.5441862698431692,ref_DBP,groupkfold,5,ols,RTBP
455,11,19.313910273172656,23.383239805968305,-7.542655277470445e-05,11.232587672051979,10.850899523483685,0.48859225514029303,ref_DBP,groupkfold,5,ols,SinBP_M
444,11,19.623239471992225,22.783947089655733,0.0636820263415268,12.156804490548195,12.257085405054568,0.42097983254732513,ref_DBP,groupkfold,5,ols,SinBP_D_full
444,11,19.593649862871594,22.65637810160758,0.07531374087948399,12.07517168027724,12.205915688319589,0.41124454403819116,ref_DBP,groupkfold,5,ols,SinBP_D_no_stiff
446,11,19.23048111703746,22.119020980129534,0.12060694605835617,12.207580628039205,12.486593611494246,0.42656464986034964,ref_DBP,groupkfold,5,ols,SinBP_D_fit_only
462,11,20.59436439245195,22.594417877008674,-0.14992928256836882,11.63877462044689,11.906726750966929,0.28183404279212787,ref_DBP,groupkfold,5,ols,SinBP_D_E_only
446,11,20.734391637665546,23.41028463998235,-0.03060015358003527,12.172906070721238,12.824584794493651,0.5418656981564116,ref_DBP,groupkfold,5,ridge,RTBP
455,11,19.30887758194943,23.282795345721787,0.0012792820654572213,11.231191886515221,10.855380878098766,0.48961476202953536,ref_DBP,groupkfold,5,ridge,SinBP_M
444,11,19.6006387809611,22.637396818853695,0.06611320685969865,12.118448200484208,12.236920727173604,0.42207215311681356,ref_DBP,groupkfold,5,ridge,SinBP_D_full
444,11,19.593787099600792,22.606558680942385,0.0743822103764474,12.070796885329429,12.199784884039255,0.41177784373043386,ref_DBP,groupkfold,5,ridge,SinBP_D_no_stiff
446,11,19.23597228207221,22.09019121435464,0.1207736342810632,12.203200546963672,12.470245697062374,0.42814821428387173,ref_DBP,groupkfold,5,ridge,SinBP_D_fit_only
462,11,20.595757365282363,22.58732663621585,-0.14992928256836874,11.632755776325327,11.905695620924547,0.28183404279212776,ref_DBP,groupkfold,5,ridge,SinBP_D_E_only
446,11,20.485522572062727,23.307584128913998,-0.05586379934264161,12.272913826420607,13.337529845097771,0.6611680898570776,ref_DBP,groupkfold,10,ols,RTBP
455,11,19.491251573058697,24.00006091695758,-0.09503768332523825,10.56003401707372,10.924051377088084,0.7269171314662535,ref_DBP,groupkfold,10,ols,SinBP_M
444,11,19.530410061982188,22.441968795586913,-0.038204493260702944,12.179743212249745,12.852686029458129,0.5860631790709969,ref_DBP,groupkfold,10,ols,SinBP_D_full
444,11,19.505707016229852,22.395587549181112,-0.03779240446374636,12.104365982292864,12.76407517081272,0.5890030168965893,ref_DBP,groupkfold,10,ols,SinBP_D_no_stiff
446,11,19.204607410922616,22.001429748084213,0.020343502947307045,12.219183599155242,13.016063212936059,0.6360076003244279,ref_DBP,groupkfold,10,ols,SinBP_D_fit_only
462,11,20.425100781222454,22.299229043539693,-0.30348862274639954,11.549280118048866,11.717733933320094,0.37956718687576996,ref_DBP,groupkfold,10,ols,SinBP_D_E_only
446,11,20.506774443567963,23.277365150051875,-0.05905653293646422,12.230887876536213,13.251002935979722,0.6588977087168433,ref_DBP,groupkfold,10,ridge,RTBP
455,11,19.477003921046126,23.89543450335188,-0.09467941416540322,10.564287139827025,10.851718769722703,0.7274843681656321,ref_DBP,groupkfold,10,ridge,SinBP_M
444,11,19.50710049550506,22.381336562903737,-0.031620354289105534,12.162956005538645,12.802360874004515,0.5839050198757285,ref_DBP,groupkfold,10,ridge,SinBP_D_full
444,11,19.481606723811083,22.347066987726215,-0.03840429223856895,12.111137754608253,12.730689695921091,0.5945136302441792,ref_DBP,groupkfold,10,ridge,SinBP_D_no_stiff
446,11,19.172583333283505,21.946618918902068,0.026401957704123978,12.236962570923776,12.992728107151551,0.6501111184588401,ref_DBP,groupkfold,10,ridge,SinBP_D_fit_only
462,11,20.426080399958416,22.292496317697392,-0.3034886227464015,11.544411578970188,11.715684612317837,0.37956718687577085,ref_DBP,groupkfold,10,ridge,SinBP_D_E_only
446,11,20.805354741103386,23.415751046387797,-0.08789238969278297,12.837568325208004,13.919754065974729,0.7378498037890369,ref_DBP,groupkfold,15,ols,RTBP
455,11,19.225783582782142,22.46684565760876,-0.04002388801748909,10.757502534366504,10.825134371578992,0.7866402425569587,ref_DBP,groupkfold,15,ols,SinBP_M
444,11,19.335994577920523,21.767468579943156,0.022070165039413246,11.998318131252288,12.502099698519128,0.6280448898398874,ref_DBP,groupkfold,15,ols,SinBP_D_full
444,11,19.296916922115365,21.742795033791786,0.010615462931368757,11.92575305035372,12.38780830963315,0.6383035383194569,ref_DBP,groupkfold,15,ols,SinBP_D_no_stiff
446,11,18.98935876050366,21.30674692123346,0.07697399835911464,12.064618491842255,12.656464448018234,0.6936971092236789,ref_DBP,groupkfold,15,ols,SinBP_D_fit_only
462,11,20.90582650699323,22.70869441227257,-0.1523382572302269,11.600173844236588,11.816603723265574,0.4877128428768684,ref_DBP,groupkfold,15,ols,SinBP_D_E_only
446,11,20.843714643630165,23.396703182619497,-0.09191564318237902,12.785069472541505,13.820382884134336,0.736127239411014,ref_DBP,groupkfold,15,ridge,RTBP
455,11,19.241098997015204,22.430439778111975,-0.03955445009554468,10.755382201153262,10.818800095583716,0.7868343428144363,ref_DBP,groupkfold,15,ridge,SinBP_M
444,11,19.335282253996933,21.743790292620595,0.024190673732946654,12.008719049531098,12.48628024353409,0.6275311159619467,ref_DBP,groupkfold,15,ridge,SinBP_D_full
444,11,19.299520626944577,21.707625647121297,0.013174134439548757,11.954954241712922,12.409299597831916,0.6445436244860111,ref_DBP,groupkfold,15,ridge,SinBP_D_no_stiff
446,11,18.985135969070615,21.265514507126998,0.08558243710895128,12.1056260186115,12.691753774447841,0.710233679211471,ref_DBP,groupkfold,15,ridge,SinBP_D_fit_only
462,11,20.909471247091105,22.705125821765346,-0.15233825723022748,11.592949513996158,11.812823775209173,0.4877128428768684,ref_DBP,groupkfold,15,ridge,SinBP_D_E_only
446,11,20.934528604689508,23.85652394414662,-0.09491881217064553,13.070038012271668,14.648662201028088,0.7561175326401848,ref_DBP,groupkfold,20,ols,RTBP
455,11,18.527261624762208,21.179767245926115,0.10792146024529989,11.485663584351705,11.913032879572718,0.8829164055506009,ref_DBP,groupkfold,20,ols,SinBP_M
444,11,19.294986374672852,22.027438545518823,-0.05998511731291212,12.538649562329894,13.254543792777866,0.6829132258965851,ref_DBP,groupkfold,20,ols,SinBP_D_full
444,11,19.239933489157732,21.95572847358694,-0.06345247301015608,12.482570523210102,13.17313020755535,0.6945028340281314,ref_DBP,groupkfold,20,ols,SinBP_D_no_stiff
