n,groups,mae,rmse,corr,mae_sd,rmse_sd,corr_sd,target,split,window,est,method
455,11,21.93660705214322,26.333290833816342,0.006357536012068424,12.155803211317417,12.18880428312737,0.2759469812141637,ref_SBP,groupkfold,0,ols,SinBP_M
444,11,23.583039984727815,27.815602818105084,-0.10576100820941425,12.317626993108377,12.466488765833475,0.045559228044531774,ref_SBP,groupkfold,0,ols,SinBP_D_full
444,11,23.460426628774293,27.65361226577013,-0.09388104765890101,12.243041330056064,12.349051058014973,0.057279295845964605,ref_SBP,groupkfold,0,ols,SinBP_D_no_stiff
446,11,23.368253126631213,27.507746545305338,-0.07889951692705863,12.11708085027382,12.20626766425161,0.0692481486418104,ref_SBP,groupkfold,0,ols,SinBP_D_fit_only
462,11,22.619038279644343,25.871621346127576,0.10914258354676765,12.79665566283154,13.005282321971523,0.18841436013679522,ref_SBP,groupkfold,0,ols,SinBP_D_E_only
446,11,24.27373220711487,29.058853466862097,-0.2055539253118431,14.054501320370465,14.840695541569607,0.2596193729988672,ref_SBP,groupkfold,0,ridge,RTBP
455,11,21.893376700305062,26.252794352648284,0.006825238512712889,12.162338933819047,12.189588212622485,0.2755794207795478,ref_SBP,groupkfold,0,ridge,SinBP_M
444,11,23.439728426107546,27.58652194773371,-0.09864924491835478,12.361709160357519,12.51809708845973,0.04188525247586183,ref_SBP,groupkfold,0,ridge,SinBP_D_full
444,11,23.405078796261556,27.54777423953696,-0.09213054468790606,12.317095158857843,12.460529794079926,0.05394291723871556,ref_SBP,groupkfold,0,ridge,SinBP_D_no_stiff
446,11,23.299011846823905,27.37744433431012,-0.0757470391058436,12.219405425581805,12.367184996021502,0.07237394309485891,ref_SBP,groupkfold,0,ridge,SinBP_D_fit_only
462,11,22.617996244910913,25.86526264487319,0.10914258354676769,12.826011523824322,13.041797171537464,0.1884143601367952,ref_SBP,groupkfold,0,ridge,SinBP_D_E_only
446,11,27.410390432670475,32.60458244417046,-0.30422369758842066,14.331432645762675,15.955611164360523,0.2795038761529042,ref_SBP,groupkfold,5,ols,RTBP
455,11,24.053532777400317,29.153038413804865,-0.056005551762697246,10.247154221769572,10.774315976368317,0.3785977009911536,ref_SBP,groupkfold,5,ols,SinBP_M
444,11,25.94914941367357,30.849952436840887,-0.2104663669804215,10.935273338273547,10.663302230768066,0.07862956208471313,ref_SBP,groupkfold,5,ols,SinBP_D_full
444,11,25.885942184725717,30.728575230079677,-0.1960559293672856,10.852381555459328,10.57832357462894,0.09520818555050858,ref_SBP,groupkfold,5,ols,SinBP_D_no_stiff
446,11,25.470908282948876,29.99366128063034,-0.15647024539432836,11.141614836753105,11.258004796543426,0.10685219488401933,ref_SBP,groupkfold,5,ols,SinBP_D_fit_only
462,11,24.067787696205507,27.41978640426898,0.1382315606992554,11.398720655805645,11.345522342287364,0.2466912787143317,ref_SBP,groupkfold,5,ols,SinBP_D_E_only
446,11,27.349617358622716,32.487019774253795,-0.3041580714079767,14.387227195468405,16.044499946506892,0.2781415171962125,ref_SBP,groupkfold,5,ridge,RTBP
455,11,23.9966929497618,29.009663647327407,-0.05572991296218195,10.217756789163932,10.750709052431763,0.3787109931604414,ref_SBP,groupkfold,5,ridge,SinBP_M
444,11,25.775751462340015,30.547899807220837,-0.20325161201546077,11.00049580427576,10.776889264016072,0.06924156324898169,ref_SBP,groupkfold,5,ridge,SinBP_D_full
444,11,25.795302170892864,30.570542763102658,-0.19359856243230306,10.963614860659277,10.761658191849577,0.08348801657148523,ref_SBP,groupkfold,5,ridge,SinBP_D_no_stiff
446,11,25.379746910322474,29.862189863659033,-0.14608153990809208,11.280839005657485,11.44956719083541,0.09444398600711147,ref_SBP,groupkfold,5,ridge,SinBP_D_fit_only
462,11,24.077417134469943,27.413040305221536,0.1382315606992548,11.411002450444489,11.379208420011778,0.24669127871433,ref_SBP,groupkfold,5,ridge,SinBP_D_E_only
446,11,28.049107836071205,32.78372190792331,-0.431259154147443,15.229833682375409,17.21235406868865,0.3289680855617114,ref_SBP,groupkfold,10,ols,RTBP
455,11,24.900231730020103,29.95969492373167,-0.09617462264026509,9.874735569109257,10.954389959658087,0.4862701102851515,ref_SBP,groupkfold,10,ols,SinBP_M
444,11,25.833348084891167,30.293914842333358,-0.3090442422186211,11.370452280256915,11.821230451908924,0.08721964946871494,ref_SBP,groupkfold,10,ols,SinBP_D_full
444,11,25.800222303657126,30.25517722334468,-0.2887908905738309,11.254491992584413,11.722986399004732,0.14669582382999932,ref_SBP,groupkfold,10,ols,SinBP_D_no_stiff
446,11,25.417680382295575,29.74371048650925,-0.2312671184258906,11.598949731089515,12.247031991793484,0.20958127763618983,ref_SBP,groupkfold,10,ols,SinBP_D_fit_only
462,11,24.338835961731455,27.396259151536345,0.11159869016769468,11.608223600030023,11.62619973711907,0.3903449781829367,ref_SBP,groupkfold,10,ols,SinBP_D_E_only
446,11,27.98758652246763,32.68355404171204,-0.43095323709305466,15.28585269704657,17.286202312652968,0.32649757036404975,ref_SBP,groupkfold,10,ridge,RTBP
455,11,24.835703484602142,29.80362691783244,-0.09625105339468946,9.847097084680586,10.88171436320481,0.4871819142740909,ref_SBP,groupkfold,10,ridge,SinBP_M
444,11,25.706481698188746,30.107300222087513,-0.2995099645821135,11.407745908533727,11.895923229948295,0.09299545801775995,ref_SBP,groupkfold,10,ridge,SinBP_D_full
444,11,25.721467286139195,30.128696094594705,-0.2843718830201533,11.35662538396732,11.876038346434397,0.13492218682943305,ref_SBP,groupkfold,10,ridge,SinBP_D_no_stiff
446,11,25.353730446516405,29.60909161633014,-0.2176916122903533,11.698800051181957,12.437422024475653,0.20632251333780163,ref_SBP,groupkfold,10,ridge,SinBP_D_fit_only
462,11,24.349263016711895,27.39524778400346,0.11159869016769505,11.6243006680789,11.657632420704731,0.39034497818293623,ref_SBP,groupkfold,10,ridge,SinBP_D_E_only
446,11,28.891340437088633,33.24521194500788,-0.38193069038259164,17.140347019348365,18.51831446135634,0.35586204728536636,ref_SBP,groupkfold,15,ols,RTBP
455,11,24.871403329600582,28.855892386628817,-0.09036387690983391,9.968776528563287,11.180325844531309,0.5192773291587961,ref_SBP,groupkfold,15,ols,SinBP_M
444,11,25.951275174848508,29.71686105480949,-0.21190900903717247,11.568437602674184,11.327956533416302,0.08168566343530072,ref_SBP,groupkfold,15,ols,SinBP_D_full
444,11,25.937234002467655,29.68526388942027,-0.18858201593060547,11.439988980813123,11.180020630383416,0.13443200482853968,ref_SBP,groupkfold,15,ols,SinBP_D_no_stiff
446,11,25.546384813477324,29.06982424605294,-0.13128996040789373,11.798575784036192,11.797772758081818,0.19510655432348697,ref_SBP,groupkfold,15,ols,SinBP_D_fit_only
462,11,24.27312502652287,27.20162275048844,0.18492907363772615,11.558321179508642,11.502727783539004,0.39878249786845604,ref_SBP,groupkfold,15,ols,SinBP_D_E_only
446,11,28.839843317859426,33.1578522720833,-0.38104123945979096,17.187248929340267,18.58717995041877,0.35453995950438544,ref_SBP,groupkfold,15,ridge,RTBP
455,11,24.81334434091262,28.750096198444027,-0.0903712166040908,9.939694781482471,11.14729180278308,0.5200480170239983,ref_SBP,groupkfold,15,ridge,SinBP_M
444,11,25.835503683970774,29.528313893870568,-0.2000186032113401,11.6021581127458,11.410854778909176,0.0922426324781868,ref_SBP,groupkfold,15,ridge,SinBP_D_full
444,11,25.860483942573893,29.545071656011487,-0.1846532929341806,11.539975134058531,11.354868318589288,0.12233087380289664,ref_SBP,groupkfold,15,ridge,SinBP_D_no_stiff
446,11,25.475283837466836,28.9390955331923,-0.11254431691456608,11.909281828482065,11.987538657850617,0.1918514576699752,ref_SBP,groupkfold,15,ridge,SinBP_D_fit_only
462,11,24.283953340047056,27.20007886192959,0.18492907363772576,11.566331816874268,11.52795363264399,0.3987824978684546,ref_SBP,groupkfold,15,ridge,SinBP_D_E_only
446,11,28.857136883279992,33.25358980149251,-0.33617008785593633,17.351179650489232,19.52454502745182,0.4624215992780086,ref_SBP,groupkfold,20,ols,RTBP
455,11,24.38879376142339,27.512181085522094,-0.19072493339913715,10.352820318668021,11.950556226782764,0.6635765682181678,ref_SBP,groupkfold,20,ols,SinBP_M
444,11,25.011784475009506,28.85386677379314,-0.19344125328899303,11.623068369681151,11.970062326333533,0.20781488785456056,ref_SBP,groupkfold,20,ols,SinBP_D_full
444,11,24.981755095192547,28.790513156686348,-0.14942245633849385,11.501458050944061,11.869519748478096,0.11352531702541752,ref_SBP,groupkfold,20,ols,SinBP_D_no_stiff
446,11,24.598022735398736,28.29654904730068,-0.03959017339456385,11.848156920514382,12.357013620192165,0.10934993579726643,ref_SBP,groupkfold,20,ols,SinBP_D_fit_only
462,11,24.485766784734643,27.298871679851366,0.1288198200656098,11.674870061379425,11.541877008227035,0.41783677799121116,ref_SBP,groupkfold,20,ols,SinBP_D_E_only
446,11,28.80339633845609,33.17077330388047,-0.33512322612975126,17.397683856798903,19.58444419907601,0.46039752652659893,ref_SBP,groupkfold,20,ridge,RTBP
455,11,24.362020944631258,27.477937342321106,-0.19086897799771096,10.326379800067702,11.912619140534614,0.6638594715805564,ref_SBP,groupkfold,20,ridge,SinBP_M
444,11,24.923378321406954,28.697646878977196,-0.19219424818515557,11.640130539517894,12.023460439904138,0.2173426410842623,ref_SBP,groupkfold,20,ridge,SinBP_D_full
444,11,24.932884631758704,28.70550852678099,-0.15009442098883885,11.566795385530087,11.97648207652932,0.12281440060198803,ref_SBP,groupkfold,20,ridge,SinBP_D_no_stiff
446,11,24.58054501759317,28.226071648410795,-0.03205022454020735,11.886195739977243,12.467491937384084,0.08714107566772981,ref_SBP,groupkfold,20,ridge,SinBP_D_fit_only
462,11,24.496375208170967,27.298751125154915,0.12881982006561052,11.690332056170734,11.571685473630199,0.4178367779912116,ref_SBP,groupkfold,20,ridge,SinBP_D_E_only
446,11,28.947430988168332,32.53042863436783,-0.22493550456667782,17.619025713210196,19.011125916305115,0.6606246591134317,ref_SBP,groupkfold,30,ols,RTBP
455,11,24.49507279345798,27.61700942908808,-0.005176463629482375,10.660995345594182,12.163994045035675,0.6359460132608389,ref_SBP,groupkfold,30,ols,SinBP_M
444,11,25.492715310010453,28.455753954415478,-0.20879961374007533,12.724770261945341,12.760600761660712,0.4471421367635671,ref_SBP,groupkfold,30,ols,SinBP_D_full
444,11,25.43213236619106,28.368546556330877,-0.09690722324728893,12.609916343734518,12.633798652933283,0.3558817586191139,ref_SBP,groupkfold,30,ols,SinBP_D_no_stiff
446,11,25.156006291970094,28.08926762164115,0.007592439648361582,12.831218232867341,12.86033721506447,0.38484919633853304,ref_SBP,groupkfold,30,ols,SinBP_D_fit_only
462,11,24.550037526316977,27.16244355082195,0.2838275125133992,12.052123334963301,12.140149450242372,0.33870023659342463,ref_SBP,groupkfold,30,ols,SinBP_D_E_only
446,11,28.89370136839936,32.45062519479451,-0.22494186565262247,17.664249923456936,19.0639945434953,0.6578423373304606,ref_SBP,groupkfold,30,ridge,RTBP
455,11,24.465334303361015,27.574525346035323,-0.004268187137303014,10.622745926576844,12.132450437544113,0.6366856485508945,ref_SBP,groupkfold,30,ridge,SinBP_M
444,11,25.387768503755034,28.318729241293852,-0.1451936154295635,12.72365252375234,12.77625117873856,0.38036381014677506,ref_SBP,groupkfold,30,ridge,SinBP_D_full
444,11,25.389650057182777,28.310298453195617,-0.08120816560255963,12.667954569441019,12.709427682152468,0.3625869329269983,ref_SBP,groupkfold,30,ridge,SinBP_D_no_stiff
446,11,25.136289363899536,28.04636352674263,0.03317660889259248,12.871871703413301,12.940002420538573,0.4511030673647722,ref_SBP,groupkfold,30,ridge,SinBP_D_fit_only
462,11,24.565870743255644,27.1705413349167,0.2838275125133999,12.063834339726585,12.163683470117935,0.3387002365934229,ref_SBP,groupkfold,30,ridge,SinBP_D_E_only
446,11,27.231505898772035,28.90573443738831,-0.030841950614189758,19.509710923154906,20.05704983703346,0.4079143695519768,ref_SBP,logo,0,ols,RTBP
455,11,25.136097092942215,26.74835457041111,-0.0771071956961079,16.470960654813837,16.40521303614831,0.3312235880532449,ref_SBP,logo,0,ols,SinBP_M
444,11,24.758319354212542,27.43333150513549,-0.19495952801807717,15.316213955568173,15.817345933503889,0.23150514902716338,ref_SBP,logo,0,ols,SinBP_D_full
444,11,24.614570815951353,27.206230805670085,-0.18554132211846663,15.268755178913501,15.784546380978524,0.23756711784925807,ref_SBP,logo,0,ols,SinBP_D_no_stiff
446,11,24.58972438583995,27.15880614055013,-0.1869289525792052,15.219212319157949,15.702135619652715,0.23701890922410146,ref_SBP,logo,0,ols,SinBP_D_fit_only
462,11,23.51851554423098,24.977961792862416,-0.10723672123704854,14.925633980638821,14.83924626823616,0.2387259149258699,ref_SBP,logo,0,ols,SinBP_D_E_only
446,11,27.09202233244772,28.728067347817202,-0.03112102108296985,19.34850181640667,19.863378120932772,0.4069430560671582,ref_SBP,logo,0,ridge,RTBP
455,11,25.089612167643722,26.66914381105785,-0.07730757761022572,16.445902338770512,16.375916209886185,0.332055345177521,ref_SBP,logo,0,ridge,SinBP_M
444,11,24.574751129372125,27.114480084192085,-0.18755712742753064,15.290514553609514,15.762337092049625,0.23811874969691163,ref_SBP,logo,0,ridge,SinBP_D_full
444,11,24.566408885457587,27.076713573366213,-0.1872186262633715,15.303920741725191,15.774544956143854,0.2394068214117685,ref_SBP,logo,0,ridge,SinBP_D_no_stiff
446,11,24.552869626375298,27.013637646709707,-0.18757854429897158,15.300113226435172,15.735543531273557,0.24022427797210816,ref_SBP,logo,0,ridge,SinBP_D_fit_only
462,11,23.530086476459836,24.973531986453484,-0.10723672123704836,14.93834854473705,14.852244050786117,0.2387259149258699,ref_SBP,logo,0,ridge,SinBP_D_E_only
446,11,27.447071166159812,28.710023385473175,-0.08503743119932305,19.398486170649928,19.670857915896757,0.45811840372660523,ref_SBP,logo,5,ols,RTBP
455,11,25.61655302162068,27.215673114824742,-0.0799659907610438,16.842527994659168,17.026724527740054,0.4219381622324405,ref_SBP,logo,5,ols,SinBP_M
444,11,24.671438112566822,26.89590822088211,-0.25879959527116286,15.284019864016491,15.611385686330967,0.2713016823359842,ref_SBP,logo,5,ols,SinBP_D_full
444,11,24.541485830672823,26.680080572649846,-0.236872183355756,15.21960283813165,15.56695844910335,0.2955388703546384,ref_SBP,logo,5,ols,SinBP_D_no_stiff
446,11,24.27475543807806,26.302974238495267,-0.2620627745203194,15.21442153032763,15.570765601353303,0.2934925773578409,ref_SBP,logo,5,ols,SinBP_D_fit_only
462,11,23.629421318097652,24.691945549860566,-0.062002332289720005,15.062470334663569,14.931317528610874,0.43154111708452486,ref_SBP,logo,5,ols,SinBP_D_E_only
446,11,27.2884888538945,28.527082796402087,-0.08669129705697437,19.213980428600284,19.468865562259044,0.45471408702908195,ref_SBP,logo,5,ridge,RTBP
455,11,25.56171180491107,27.11598295646883,-0.07921082790488172,16.790039208320056,16.95059522278022,0.42394915877602046,ref_SBP,logo,5,ridge,SinBP_M
444,11,24.49018473201589,26.58930152356753,-0.24051697096569227,15.247401756887239,15.565712264977506,0.29016174636358655,ref_SBP,logo,5,ridge,SinBP_D_full
444,11,24.50345448650238,26.583378323149763,-0.23853916267947814,15.244312889389011,15.567797362500892,0.2958105674501734,ref_SBP,logo,5,ridge,SinBP_D_no_stiff
446,11,24.25695457745257,26.233513003006127,-0.2603374173083749,15.284841906602328,15.614137768384204,0.2945306121954055,ref_SBP,logo,5,ridge,SinBP_D_fit_only
462,11,23.63105885160869,24.68363682222139,-0.0620023322897195,15.068583116414674,14.939141352931816,0.43154111708452464,ref_SBP,logo,5,ridge,SinBP_D_E_only
446,11,26.947491618714135,27.912771721757796,-0.13898909567174503,19.010382896741707,19.347241296713456,0.5733044075910595,ref_SBP,logo,10,ols,RTBP
