status,n_samples,n_groups,split,window_seconds,estimator,method,target,mape_mean,mape_std,mae_mean,mae_std,rmse_mean,rmse_std,corr_mean,corr_std,fold_details
ok,444,11,timeseries,0,huber,SinBP_D_no_stiffness,ref_SBP,16.214774201190643,1.579046065727038,18.60799606626515,2.3789518914022336,24.225821692356664,3.1161729636266604,0.2314390926011331,0.20671269251038102,"[{'fold': 1, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 14.913289840273316, 'mae': 18.15754562343583, 'rmse': 23.70067712799387, 'corr': 0.3101243717073339}, {'fold': 2, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 15.054899490133561, 'mae': 17.17553818462137, 'rmse': 21.055753533096592, 'corr': 0.38112798632531514}, {'fold': 3, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 15.480640290389477, 'mae': 15.772604363632329, 'rmse': 21.48787407398282, 'corr': 0.2487602524392245}, {'fold': 4, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 17.009453222431045, 'mae': 20.188627119855198, 'rmse': 27.84730534274124, 'corr': -0.12788192329019718}, {'fold': 5, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 18.615588162725814, 'mae': 21.74566503978105, 'rmse': 27.037498383968792, 'corr': 0.3450647758239892}]"
ok,455,11,timeseries,0,huber,SinBP_M,ref_SBP,16.465502618990655,1.193880819783422,18.63218271624512,2.312185184244101,24.63543684316381,2.242438758335517,0.18265327273424178,0.1371946906349357,"[{'fold': 1, 'n_test_points': 75, 'n_eval_points': 75, 'mape': 16.01885388922621, 'mae': 18.45665467140791, 'rmse': 24.217598516113178, 'corr': 0.35215743868708455}, {'fold': 2, 'n_test_points': 75, 'n_eval_points': 75, 'mape': 15.830806894351964, 'mae': 18.168483748487635, 'rmse': 22.705592540759643, 'corr': 0.17917893784834144}, {'fold': 3, 'n_test_points': 75, 'n_eval_points': 75, 'mape': 15.396900613928654, 'mae': 15.343719181389167, 'rmse': 22.528396422582535, 'corr': 0.17376862588201658}, {'fold': 4, 'n_test_points': 75, 'n_eval_points': 75, 'mape': 16.633274999350206, 'mae': 19.45331071536047, 'rmse': 25.900161266195216, 'corr': -0.026532408044901853}, {'fold': 5, 'n_test_points': 75, 'n_eval_points': 75, 'mape': 18.44767669809624, 'mae': 21.738745264580416, 'rmse': 27.82543547016847, 'corr': 0.23469376929866828}]"
ok,446,11,timeseries,0,huber,SinBP_D_fit_only,ref_SBP,16.254384109169315,1.4932528630159634,18.652610283866025,2.255507638387155,24.257974914524283,3.024155756101163,0.22475073914670776,0.20771052575322932,"[{'fold': 1, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 14.71964954424598, 'mae': 17.873033114764745, 'rmse': 23.43403341100136, 'corr': 0.31864722748218105}, {'fold': 2, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 15.484893971511008, 'mae': 17.666840449666463, 'rmse': 21.455435627225345, 'corr': 0.33580277632271993}, {'fold': 3, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 15.577722874055777, 'mae': 15.895494208630213, 'rmse': 21.537279497562206, 'corr': 0.2442385286502353}, {'fold': 4, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 17.013055159650996, 'mae': 20.227638173332764, 'rmse': 27.933289852634797, 'corr': -0.13832588529341283}, {'fold': 5, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 18.476598996382815, 'mae': 21.600045472935943, 'rmse': 26.92983618419769, 'corr': 0.36339104857181526}]"
ok,446,11,timeseries,5,huber,SinBP_D_fit_only,ref_SBP,15.993919009764943,2.8512590609008495,18.790058913636635,3.7824209621163294,24.210651886938315,4.873402634248605,0.23576123507165922,0.35133899680798064,"[{'fold': 1, 'n_test_points': 74, 'n_eval_points': 23, 'mape': 13.505259538199505, 'mae': 17.06045663284208, 'rmse': 23.797617430930885, 'corr': 0.20643722942425557}, {'fold': 2, 'n_test_points': 74, 'n_eval_points': 20, 'mape': 16.81596937881199, 'mae': 18.887319036540237, 'rmse': 22.482265800498467, 'corr': 0.34420231753595903}, {'fold': 3, 'n_test_points': 74, 'n_eval_points': 20, 'mape': 12.638014723877527, 'mae': 13.547786299586509, 'rmse': 17.83244766655105, 'corr': 0.48856605213270676}, {'fold': 4, 'n_test_points': 74, 'n_eval_points': 24, 'mape': 19.447143381337597, 'mae': 23.475217145276616, 'rmse': 31.19707433303655, 'corr': -0.355723300926653}, {'fold': 5, 'n_test_points': 74, 'n_eval_points': 20, 'mape': 17.56320802659809, 'mae': 20.979515453937744, 'rmse': 25.743854203674633, 'corr': 0.4953238771920277}]"
ok,444,11,timeseries,0,ridge,SinBP_D_full,ref_SBP,16.33959799814421,1.454406471594607,18.87955061522286,2.1534462980385394,24.015948669887585,2.5432849449796127,0.22086102407109198,0.19352395918951384,"[{'fold': 1, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 14.365980891409713, 'mae': 17.670074298110567, 'rmse': 22.3734555259417, 'corr': 0.3917804515570916}, {'fold': 2, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 16.57686247276615, 'mae': 19.05205112239846, 'rmse': 23.061995243971204, 'corr': 0.13540162183226076}, {'fold': 3, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 15.573314193907029, 'mae': 15.955790520601346, 'rmse': 21.229027492252005, 'corr': 0.2577006684377316}, {'fold': 4, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 16.96204882622655, 'mae': 20.283443544720104, 'rmse': 26.64388077519358, 'corr': -0.06882061050063085}, {'fold': 5, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 18.219783606411603, 'mae': 21.43639359028383, 'rmse': 26.771384312079448, 'corr': 0.3882429890290068}]"
ok,444,11,timeseries,0,ridge,SinBP_D_no_stiffness,ref_SBP,16.3505696505246,1.4445393253361478,18.890175271124562,2.1515741863600977,24.02655742862185,2.549606572806159,0.2197746397486143,0.19475080357396127,"[{'fold': 1, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 14.387401437133665, 'mae': 17.684578466664927, 'rmse': 22.37960820299647, 'corr': 0.3930576415188126}, {'fold': 2, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 16.61170729299282, 'mae': 19.084849608461038, 'rmse': 23.087000736977306, 'corr': 0.1308010659016725}, {'fold': 3, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 15.578830754427536, 'mae': 15.95725733157547, 'rmse': 21.221888507786904, 'corr': 0.2573757941460706}, {'fold': 4, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 16.967291286269383, 'mae': 20.293422480410293, 'rmse': 26.658053690802145, 'corr': -0.07022569564138464}, {'fold': 5, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 18.207617481799605, 'mae': 21.43076846851109, 'rmse': 26.78623600454642, 'corr': 0.3878643928179005}]"
ok,462,11,timeseries,0,ols,SinBP_D_E_only,ref_SBP,16.455256599736597,1.9720050903571673,18.92971171354956,2.671792382343001,23.763023174554956,2.8971130499662765,0.21973968338171992,0.16327475074642056,"[{'fold': 1, 'n_test_points': 77, 'n_eval_points': 77, 'mape': 14.770124036794542, 'mae': 17.34158057208602, 'rmse': 22.19707910939516, 'corr': 0.46813612877979954}, {'fold': 2, 'n_test_points': 77, 'n_eval_points': 77, 'mape': 14.552233531935052, 'mae': 17.12613746102605, 'rmse': 21.26948891310009, 'corr': 0.2405211053621895}, {'fold': 3, 'n_test_points': 77, 'n_eval_points': 77, 'mape': 16.456820644068518, 'mae': 16.89008284317375, 'rmse': 21.895173341201435, 'corr': 0.20183262319004952}, {'fold': 4, 'n_test_points': 77, 'n_eval_points': 77, 'mape': 17.09481375178239, 'mae': 20.25450220561495, 'rmse': 25.33965992767299, 'corr': 0.014691613095835755}, {'fold': 5, 'n_test_points': 77, 'n_eval_points': 77, 'mape': 19.402291034102483, 'mae': 23.03625548584701, 'rmse': 28.113714581405112, 'corr': 0.17351694648072533}]"
ok,462,11,timeseries,0,huber,SinBP_D_E_only,ref_SBP,16.67187045901692,1.9868693551416252,18.950893855689465,2.7488383684645528,23.728646442587497,2.9567208188289547,0.21973968338171987,0.16327475074642048,"[{'fold': 1, 'n_test_points': 77, 'n_eval_points': 77, 'mape': 15.53485309203793, 'mae': 17.603510105822885, 'rmse': 21.89370773934091, 'corr': 0.4681361287797993}, {'fold': 2, 'n_test_points': 77, 'n_eval_points': 77, 'mape': 14.594509646237947, 'mae': 17.07190374922869, 'rmse': 21.178427726643452, 'corr': 0.2405211053621895}, {'fold': 3, 'n_test_points': 77, 'n_eval_points': 77, 'mape': 16.41145928989115, 'mae': 16.78750925550818, 'rmse': 22.00192790530808, 'corr': 0.20183262319004944}, {'fold': 4, 'n_test_points': 77, 'n_eval_points': 77, 'mape': 16.981422633083003, 'mae': 19.961519291290383, 'rmse': 25.473267201851446, 'corr': 0.014691613095835738}, {'fold': 5, 'n_test_points': 77, 'n_eval_points': 77, 'mape': 19.83710763383456, 'mae': 23.330026876597184, 'rmse': 28.09590163979359, 'corr': 0.1735169464807254}]"
ok,444,11,timeseries,0,ols,SinBP_D_no_stiffness,ref_SBP,16.4055081616766,1.3346525796569406,18.957361476430243,2.080093910557659,24.159716926114754,2.45562903546573,0.21590316293503542,0.18785006815137759,"[{'fold': 1, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 14.676125850800215, 'mae': 18.009772277639417, 'rmse': 22.846332859300233, 'corr': 0.37068097571281794}, {'fold': 2, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 16.54869255830701, 'mae': 19.055686852259676, 'rmse': 23.09059351305764, 'corr': 0.1411088101864559}, {'fold': 3, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 15.633380642904976, 'mae': 16.019027570665052, 'rmse': 21.36127238918603, 'corr': 0.24800805545018265}, {'fold': 4, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 16.977672214399426, 'mae': 20.306727094810878, 'rmse': 26.746350180280512, 'corr': -0.06849118563299446}, {'fold': 5, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 18.19166954197137, 'mae': 21.3955935867762, 'rmse': 26.75403568874935, 'corr': 0.38820915895871516}]"
ok,446,11,timeseries,0,ridge,SinBP_D_fit_only,ref_SBP,16.414163151602885,1.4955771827556457,18.96658227180371,2.205409227032935,24.051839238389594,2.5413995407500862,0.21779636937891417,0.20802722312424263,"[{'fold': 1, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 14.32726507191077, 'mae': 17.5647071451212, 'rmse': 22.31219952439897, 'corr': 0.40566988312006863}, {'fold': 2, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 17.062720987908186, 'mae': 19.60740203634003, 'rmse': 23.480471618038937, 'corr': 0.09629050721569604}, {'fold': 3, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 15.537449396972125, 'mae': 15.923441616700828, 'rmse': 21.10744515244678, 'corr': 0.2671259522328025}, {'fold': 4, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 16.970495896716027, 'mae': 20.32888546861094, 'rmse': 26.641065065013578, 'corr': -0.07870978256566967}, {'fold': 5, 'n_test_points': 74, 'n_eval_points': 74, 'mape': 18.17288440450731, 'mae': 21.40847509224554, 'rmse': 26.71801483204969, 'corr': 0.3986052868916732}]"
