mae,rmse,corr,mae_sd,rmse_sd,corr_sd,n,groups,target,split,window,method
16.658220624327242,20.78175104938613,0.27191873917878706,3.138133755715927,3.8250088178272885,0.3222390059760961,455,11,ref_DBP,timeseries,30,SinBP_M
16.572158875152397,20.497345835249337,0.27315949485976165,2.7014706312960106,3.3471393325474774,0.32966520494155666,444,11,ref_DBP,timeseries,30,SinBP_D_full
16.58094184642321,20.5080300867368,0.2705445755130126,2.6919973849594796,3.320471358094679,0.3259411218099973,444,11,ref_DBP,timeseries,30,SinBP_D_no_stiff
19.52964387798674,22.237804092704614,-0.035074684519363145,12.603634770445995,12.940566399524437,0.4502573434316734,446,11,ref_DBP,groupkfold,0,RTBP
18.35412720159378,21.431800109225772,0.06275276034253999,12.128806845141774,12.189889735579282,0.38178109059337323,455,11,ref_DBP,groupkfold,0,SinBP_M
18.79068430079426,21.596268998160127,0.0719120753331887,12.652069958295458,12.871376618549428,0.3665678299960032,444,11,ref_DBP,groupkfold,0,SinBP_D_full
18.737964902775836,21.527036599758752,0.07403878631776978,12.582157513910023,12.782541806397974,0.36270557020673067,444,11,ref_DBP,groupkfold,0,SinBP_D_no_stiff
20.506774443567963,23.277365150051875,-0.05905653293646422,12.230887876536213,13.251002935979722,0.6588977087168433,446,11,ref_DBP,groupkfold,10,RTBP
19.477003921046126,23.89543450335188,-0.09467941416540322,10.564287139827025,10.851718769722703,0.7274843681656321,455,11,ref_DBP,groupkfold,10,SinBP_M
19.50710049550506,22.381336562903737,-0.031620354289105534,12.162956005538645,12.802360874004515,0.5839050198757285,444,11,ref_DBP,groupkfold,10,SinBP_D_full
19.481606723811083,22.347066987726215,-0.03840429223856895,12.111137754608253,12.730689695921091,0.5945136302441792,444,11,ref_DBP,groupkfold,10,SinBP_D_no_stiff
20.958714695429258,23.821911298800114,-0.09800355589143754,13.012462759721439,14.524806152036888,0.75472550097956,446,11,ref_DBP,groupkfold,20,RTBP
18.57740958201847,21.189199675009114,0.10800245214550515,11.463382003957143,11.897541719311219,0.8831692420671795,455,11,ref_DBP,groupkfold,20,SinBP_M
19.26012012284404,21.97008703657869,-0.05615628888200053,12.543585713452963,13.224636973439104,0.6848082088049904,444,11,ref_DBP,groupkfold,20,SinBP_D_full
19.21593346702481,21.91880231828548,-0.061934319803672214,12.497782901021788,13.149882404519348,0.6984091250265873,444,11,ref_DBP,groupkfold,20,SinBP_D_no_stiff
20.522111553796446,22.536733294281525,-0.060879497890056936,12.666146014524887,13.773717494125993,0.8712838054956268,446,11,ref_DBP,groupkfold,30,RTBP
18.591074005812885,20.62878128844657,0.06175350503669012,11.193682084616722,11.766145204814707,0.8584896045791446,455,11,ref_DBP,groupkfold,30,SinBP_M
18.86497838374259,20.10340917041124,0.2342200546803348,12.369778408632332,13.022875694323915,0.8873419670399936,444,11,ref_DBP,groupkfold,30,SinBP_D_full
18.84209854048618,20.066666039156765,0.2356918262978704,12.27205511480622,12.906974619911672,0.8883321282410241,444,11,ref_DBP,groupkfold,30,SinBP_D_no_stiff
21.45726606111119,23.6924645645288,-0.01580922743502552,15.684449206174994,16.918265813880755,0.3696654680904849,446,11,ref_DBP,logo,0,RTBP
18.51378358742126,20.554133395803145,0.05742691711181139,12.462519759013333,12.275282194393148,0.29947483019150645,455,11,ref_DBP,logo,0,SinBP_M
19.452826897248922,21.896478869477,-0.0005261041659688177,13.442087673297578,14.175933965356887,0.2986326022566917,444,11,ref_DBP,logo,0,SinBP_D_full
19.39962087936927,21.834401326452532,-0.0002973225262839332,13.347644927361891,14.096237890762097,0.30074682308872136,444,11,ref_DBP,logo,0,SinBP_D_no_stiff
22.26326947667894,23.302967036428537,-0.05265008493109376,16.692056610027336,17.321336829755317,0.5485089995748355,446,11,ref_DBP,logo,10,RTBP
19.38679488004673,21.474055365759813,-0.1557489034018979,12.596018361227454,13.379695491161382,0.5861628532116681,455,11,ref_DBP,logo,10,SinBP_M
19.754317560319052,21.349879171854568,-0.06677940723931437,13.995648553815416,14.632885647605647,0.5111403873665198,444,11,ref_DBP,logo,10,SinBP_D_full
19.727622509624414,21.313448956812945,-0.051826791990378256,13.94292055229851,14.568213131425232,0.5031253131404108,444,11,ref_DBP,logo,10,SinBP_D_no_stiff
22.23341929536451,23.339765147212532,-0.46563738764953055,17.496436096410413,18.19783560654044,0.7530218245773409,446,11,ref_DBP,logo,20,RTBP
18.185206141397064,19.009073488591454,-0.4183348105711353,13.133086525869194,13.227668988218356,0.71613141099049,455,11,ref_DBP,logo,20,SinBP_M
18.914813909899333,20.482716427534232,-0.4163211182143641,14.195178741080278,14.66467586045138,0.6856791907091876,444,11,ref_DBP,logo,20,SinBP_D_full
18.8750626250834,20.44067809762317,-0.4105063049438499,14.135636708633491,14.588336474887612,0.6747500821054775,444,11,ref_DBP,logo,20,SinBP_D_no_stiff
21.579641448730595,22.25891324652139,-0.2,16.661139189158728,17.404291353323664,1.0327955589886444,446,11,ref_DBP,logo,30,RTBP
18.20767333156887,18.565092960940962,-0.4,12.88866448086426,12.879707094241885,0.9660917830792958,455,11,ref_DBP,logo,30,SinBP_M
18.817553324661617,19.047976764922865,-0.6,13.787039230572164,13.798020986627206,0.8432740427115679,444,11,ref_DBP,logo,30,SinBP_D_full
18.79001254160593,19.01423515307076,-0.4,13.696269998897602,13.70717154825584,0.9660917830792959,444,11,ref_DBP,logo,30,SinBP_D_no_stiff
