method,top_inverse_term,top_inverse_strength,top_gain_to_ref_pp,top_centered_corr_to_ref_pp,top_amplitude_ratio_to_ref_pp
RTBP,V2P_relTTP,0.0005245168798340219,-0.008292741441959779,-0.12750814996339588,0.06325011861337686
SinBP_D,E,0.0021063150827692165,-0.009730943193890543,-0.05454020400683384,0.21645538780779663
SinBP_M,HR,0.00011443738936460318,-0.002258856736547031,-0.024197945480166884,0.050661641136009475
