経過時間_秒, Green, SinWave
0.033, 1.43, 0.43
0.062, 2.82, 0.46
0.089, 4.57, 0.66
0.122, 6.39, 1.13
0.153, 8.09, 1.78
0.185, 9.01, 2.61
0.220, 9.56, 3.66
0.248, 9.78, 4.54
0.283, 9.72, 5.65
0.323, 9.47, 6.80
0.359, 8.98, 6.38
0.384, 8.41, 9.79
0.424, 7.65, 9.25
0.456, 6.79, 8.12
0.485, 5.87, 6.71
0.523, 4.86, 4.59
0.554, 3.91, 2.92
0.587, 2.63, 1.59
0.620, 0.93, 0.95
0.658, 0.60, 0.50
0.687, 1.05, 0.39
0.722, 2.19, 0.53
0.755, 3.75, 0.92
0.794, 5.53, 1.69
0.820, 7.17, 2.35
0.855, 8.42, 3.39
0.888, 9.54, 4.47
0.921, 9.73, 5.58
0.955, 9.50, 6.70
0.992, 9.02, 7.81
1.023, 8.32, 10.48
1.058, 7.46, 6.58
1.093, 6.41, 4.48
1.121, 5.22, 2.84
1.155, 3.91, 1.60
1.191, 2.54, 0.94
1.228, 1.76, 0.62
1.258, 1.16, 0.64
1.289, 0.59, 0.92
1.326, 0.57, 1.58
1.354, 1.18, 2.29
1.390, 2.31, 3.39
1.429, 3.80, 4.75
1.453, 5.36, 5.61
1.490, 6.70, 6.90
1.526, 7.81, 8.01
1.556, 8.72, 8.99
1.596, 9.37, 9.74
1.625, 9.71, 9.50
1.661, 9.34, 8.34
1.686, 8.81, 7.09
1.725, 8.03, 9.66
1.758, 7.04, 7.85
1.796, 5.87, 6.22
1.834, 4.45, 4.41
1.854, 3.02, 3.49
1.896, 1.80, 1.85
1.922, 0.89, 1.22
1.953, 0.47, 0.74
1.985, 0.73, 0.57
2.033, 1.69, 0.96
2.066, 3.18, 1.64
2.089, 4.91, 2.29
2.122, 6.51, 3.41
2.156, 7.77, 4.71
2.191, 8.47, 6.09
2.228, 8.85, 7.45
2.255, 9.02, 8.30
2.291, 8.60, 9.28
2.323, 7.73, 9.70
2.361, 6.61, 8.82
2.389, 5.35, 9.34
2.433, 3.88, 8.83
2.456, 2.48, 8.14
2.502, 2.17, 6.13
2.528, 1.75, 4.79
2.566, 1.29, 2.89
2.600, 0.61, 1.60
2.633, 0.38, 0.99
2.665, 0.66, 0.61
2.688, 1.44, 0.48
2.732, 2.58, 0.57
2.754, 3.83, 0.78
2.801, 4.96, 1.58
2.826, 5.90, 2.16
2.866, 6.49, 3.28
2.888, 6.96, 3.95
2.933, 7.05, 5.40
2.956, 7.04, 6.12
3.000, 7.01, 7.40
3.036, 5.65, 6.49
3.064, 4.11, 4.37
3.101, 2.58, 2.71
3.121, 2.31, 1.89
3.157, 1.95, 1.00
3.202, 1.65, 0.50
3.222, 1.33, 0.40
3.259, 0.72, 0.42
3.290, 0.41, 0.65
3.321, 0.56, 1.06
3.372, 1.20, 2.05
3.397, 2.18, 2.64
3.434, 3.35, 3.58
3.465, 4.48, 4.38
3.499, 5.46, 5.22
3.534, 6.22, 5.97
3.556, 6.69, 6.53
3.599, 6.99, 7.08
3.632, 7.28, 6.74
3.666, 7.50, 5.77
3.698, 6.46, 4.46
3.732, 5.20, 2.92
3.771, 3.83, 2.47
3.796, 2.40, 4.88
3.833, 1.91, 3.39
3.864, 1.50, 2.20
3.900, 0.80, 1.21
3.932, 0.45, 0.74
3.966, 0.59, 0.46
3.998, 1.24, 0.42
4.032, 2.22, 0.62
4.065, 3.35, 1.04
4.099, 4.37, 1.67
4.130, 5.06, 2.39
4.164, 5.55, 3.28
4.198, 5.71, 4.23
4.231, 5.60, 5.12
4.266, 5.57, 5.98
4.300, 5.42, 3.94
4.335, 4.98, 5.25
4.365, 3.34, 5.87
4.397, 2.66, 6.45
4.432, 2.49, 7.26
4.466, 2.10, 7.50
4.498, 1.67, 7.18
4.535, 0.97, 6.20
4.568, 0.50, 4.95
4.597, 0.57, 3.71
4.632, 1.27, 2.28
4.664, 2.46, 1.34
4.699, 4.01, 0.87
4.733, 5.62, 0.57
4.766, 7.10, 0.45
4.799, 8.51, 0.49
4.832, 9.22, 0.69
4.861, 9.50, 1.00
4.901, 9.72, 1.60
4.933, 9.83, 2.20
4.971, 9.91, 3.01
5.002, 9.91, 3.72
5.035, 9.70, 4.48
5.068, 9.26, -0.42
5.097, 8.57, 1.78
5.136, 7.67, 3.04
5.168, 6.82, 4.26
5.197, 6.04, 5.44
5.235, 5.41, 6.94
5.268, 5.02, 8.11
5.298, 5.46, 9.37
5.343, 5.69, 9.64
5.372, 6.70, 8.11
5.399, 7.86, 5.89
5.427, 8.90, 3.42
5.467, 9.60, 1.37
5.503, 9.74, 0.71
5.538, 9.43, 0.49
5.568, 8.76, 0.63
5.610, 7.89, 1.07
5.633, 6.86, 1.63
5.668, 5.76, 2.79
5.702, 4.66, 4.14
5.730, 3.51, 5.35
5.766, 2.38, 6.87
5.795, 1.41, 7.97
5.846, 0.89, 9.82
5.871, 0.50, 9.85
5.904, 0.56, 8.68
5.931, 1.16, 6.92
5.970, 2.26, 3.87
5.992, 3.64, 2.32
6.035, 5.02, 0.98
6.066, 6.18, 0.56
6.099, 7.03, 0.52
6.136, 7.63, 0.99
6.166, 8.32, 1.72
6.204, 9.06, 3.01
6.242, 8.35, 4.61
6.279, 7.35, 6.16
6.303, 6.21, 16.15
6.336, 4.99, 0.57
6.363, 3.65, 0.45
6.398, 2.27, 0.70
6.437, 1.85, 1.48
6.474, 1.09, 2.62
6.503, 0.59, 3.70
6.535, 0.73, 4.98
6.568, 1.55, 6.29
6.604, 2.92, 7.56
6.634, 4.64, 8.65
6.663, 6.40, 9.19
6.711, 7.92, 8.20
6.732, 8.99, 7.13
6.769, 9.76, 4.73
6.802, 9.88, 2.60
6.836, 9.66, 1.27
6.871, 9.13, 0.64
6.910, 8.31, 3.70
6.931, 7.22, 9.56
6.974, 5.93, 9.84
7.001, 4.48, 9.40
7.046, 2.94, 7.74
7.078, 2.04, 6.09
7.109, 1.53, 4.37
7.132, 0.75, 3.15
7.164, 0.51, 1.82
7.200, 0.92, 1.11
7.243, 1.98, 0.64
7.277, 3.53, 0.58
7.306, 5.28, 0.76
