経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, E, A_used, HR_used, V2P_relTTP_used, P2V_relTTP_used, E_used, SBP, DBP, Mean, Phi, sinPhi, cosPhi, fit_a, fit_b, IBI_current_ms, IBI_smoothed_ms, used_smoothed_ibi, beat_sample_count, beat_min, beat_max, beat_range, beat_std, systole_ratio, diastole_ratio, SBP_raw, DBP_raw, SBP_attempt_final, DBP_attempt_final, constraint_applied, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason
78.866, 5.2575, 101.4261, -0.6587, -0.4611, 2.9282, 5.0983, 101.4261, -0.5269, -0.7246, 2.9282, 109.21, 80.02, 4.8295, 2.4902, 0.6063, -0.7953, -2.7415, 2.0899, 737.0000, 591.5639, 1, 23, 0.5630, 8.1260, 7.5629, 2.5473, 0.6364, 0.3636, 109.21, 80.02, 109.21, 80.02, 0, 0, 1, 1, A:5.2575->5.0983, ok
79.501, 5.2575, 0.0000, -0.6639, -0.4437, 2.9282, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 109.21, 80.02, 4.8295, 3.0238, 0.1175, -0.9931, -3.6661, 0.4338, 505.0000, 0.0000, 0, 16, 2.6430, 9.6785, 7.0355, 2.6164, 0.7347, 0.2653, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
80.108, 6.8053, 97.7770, -0.5726, -0.3644, 3.5819, 5.0983, 97.7770, -0.6639, -0.4437, 3.5819, 106.73, 71.72, 6.1100, 2.4628, 0.6279, -0.7783, -3.2521, 2.6233, 604.0000, 613.6410, 1, 19, 1.2435, 9.8836, 8.6400, 2.9988, 0.6192, 0.3808, 106.73, 71.72, 106.73, 71.72, 0, 0, 1, 1, A:6.8053->5.0983, ok
80.681, 8.6926, 98.3090, -0.5437, -0.3789, 2.7365, 5.0983, 98.3090, -0.5726, -0.3644, 2.7419, 97.26, 67.44, 6.9599, 2.3330, 0.7233, -0.6905, -2.1507, 2.2530, 631.0000, 610.3205, 1, 20, 3.0782, 9.8218, 6.7435, 2.2650, 0.5769, 0.4231, 97.26, 67.44, 97.26, 67.44, 0, 0, 1, 1, A:8.6926->5.0983|E:2.7365->2.7419, ok
81.270, 6.3640, 101.4096, -0.6894, -0.4031, 3.5627, 5.0983, 101.4096, -0.5437, -0.3789, 3.5627, 108.86, 78.69, 6.2485, 2.3621, 0.7029, -0.7113, -2.7854, 2.7527, 601.0000, 591.6602, 1, 19, 1.1292, 9.7400, 8.6108, 2.8345, 0.5574, 0.4426, 108.86, 78.69, 108.86, 78.69, 0, 0, 1, 1, A:6.3640->5.0983, ok
81.921, 7.7257, 101.5520, -0.6695, -0.3356, 2.7160, 5.0983, 101.5520, -0.6894, -0.4031, 2.7419, 93.20, 61.64, 6.7097, 2.3364, 0.7210, -0.6930, -2.2202, 2.3100, 572.0000, 590.8301, 1, 18, 3.3760, 9.7240, 6.3480, 2.2987, 0.6014, 0.3986, 93.20, 61.64, 93.20, 61.64, 0, 0, 1, 1, A:7.7257->5.0983|E:2.7160->2.7419, ok
82.579, 7.9322, 96.7095, -0.5585, -0.3554, 3.0262, 5.0983, 96.7095, -0.6695, -0.3356, 3.0262, 96.94, 63.30, 6.4282, 2.1659, 0.8281, -0.5606, -1.9982, 2.9517, 600.0000, 620.4151, 1, 19, 1.9983, 9.7119, 7.7135, 2.5951, 0.5667, 0.4333, 96.94, 63.30, 96.94, 63.30, 0, 0, 1, 1, A:7.9322->5.0983, ok
83.176, 9.0875, 93.8662, -0.5015, -0.4514, 3.0106, 5.0983, 93.8662, -0.5585, -0.3554, 3.0106, 101.86, 69.82, 6.2508, 2.1566, 0.8333, -0.5529, -1.8702, 2.8186, 634.0000, 639.2075, 1, 20, 1.7797, 9.5988, 7.8191, 2.5137, 0.5394, 0.4606, 101.86, 69.82, 101.86, 69.82, 0, 0, 1, 1, A:9.0875->5.0983, ok
83.790, 8.7911, 97.0711, -0.5511, -0.4422, 3.8139, 5.0983, 97.0711, -0.5015, -0.4514, 3.8139, 116.16, 84.28, 5.0570, 2.4808, 0.6138, -0.7895, -3.4269, 2.6642, 667.0000, 618.1038, 1, 21, 0.5113, 9.4442, 8.9329, 3.0956, 0.6027, 0.3973, 116.16, 84.28, 116.16, 84.28, 0, 0, 1, 1, A:8.7911->5.0983, ok
84.485, 8.4940, 97.3944, -0.5358, -0.4300, 3.3307, 5.0983, 97.3944, -0.5511, -0.4422, 3.3307, 107.72, 76.12, 5.3455, 2.4655, 0.6258, -0.7800, -2.9985, 2.4057, 603.0000, 616.0519, 1, 19, 0.6531, 9.0317, 8.3786, 2.7655, 0.6136, 0.3864, 107.72, 76.12, 107.72, 76.12, 0, 0, 1, 1, A:8.4940->5.0983, ok
85.058, 8.4940, 91.5296, -0.4273, -0.4273, 4.0417, 5.0983, 91.5296, -0.5358, -0.4300, 4.0417, 118.32, 82.70, 5.2265, 2.5098, 0.5906, -0.8070, -3.7102, 2.7152, 596.0000, 655.5259, 1, 19, 0.5377, 9.8048, 9.2671, 3.2869, 0.6158, 0.3842, 118.32, 82.70, 118.32, 82.70, 0, 0, 1, 1, A:8.4940->5.0983, ok
85.649, 7.4568, 97.6780, -0.5742, -0.4607, 3.1430, 5.0983, 97.6780, -0.4273, -0.4273, 3.1430, 109.52, 81.76, 5.2632, 2.2496, 0.7783, -0.6278, -2.2293, 2.7636, 704.0000, 614.2630, 1, 22, 0.6046, 8.8542, 8.2496, 2.7028, 0.5696, 0.4304, 109.52, 81.76, 109.52, 81.76, 0, 0, 1, 1, A:7.4568->5.0983, ok
86.292, 8.8411, 99.5633, -0.6142, -0.4467, 4.1457, 5.0983, 99.5633, -0.5742, -0.4607, 4.1457, 117.55, 83.90, 5.1014, 2.7939, 0.3407, -0.9402, -4.2769, 1.5501, 573.0000, 602.6315, 1, 18, 0.5882, 9.6254, 9.0372, 3.2281, 0.6527, 0.3473, 117.55, 83.90, 117.55, 83.90, 0, 0, 1, 1, A:8.8411->5.0983, ok
86.923, 8.8243, 96.3367, -0.5645, -0.4106, 3.4589, 5.0983, 96.3367, -0.6142, -0.4467, 3.4589, 107.31, 73.29, 5.6766, 2.3808, 0.6895, -0.7243, -2.9658, 2.8233, 595.0000, 622.8157, 1, 19, 0.7843, 9.4824, 8.6981, 2.9571, 0.6134, 0.3866, 107.31, 73.29, 107.31, 73.29, 0, 0, 1, 1, A:8.8243->5.0983, ok
87.462, 9.2426, 95.7078, -0.6276, -0.4184, 4.0206, 5.0983, 95.7078, -0.5645, -0.4106, 4.0206, 115.79, 81.31, 5.6408, 2.4580, 0.6316, -0.7753, -3.4482, 2.8089, 644.0000, 626.9079, 1, 20, 0.6581, 9.7688, 9.1107, 3.1822, 0.5776, 0.4224, 115.79, 81.31, 115.79, 81.31, 0, 0, 1, 1, A:9.2426->5.0983, ok
88.127, 6.4689, 102.9241, -0.7347, -0.4898, 3.6407, 5.0983, 102.9241, -0.6276, -0.4184, 3.6407, 107.37, 75.35, 5.9626, 2.2796, 0.7591, -0.6509, -2.7906, 3.2546, 628.0000, 582.9539, 1, 20, 0.5261, 9.8251, 9.2990, 3.1049, 0.5876, 0.4124, 107.37, 75.35, 107.37, 75.35, 0, 0, 1, 1, A:6.4689->5.0983, ok
88.756, 8.5617, 96.1574, -0.5955, -0.3970, 2.5791, 5.0983, 96.1574, -0.7347, -0.4898, 2.7419, 94.45, 59.18, 6.6192, 2.0241, 0.8990, -0.4380, -1.2455, 2.5566, 532.0000, 623.9770, 1, 17, 3.3562, 9.3258, 5.9696, 2.1149, 0.5019, 0.4981, 94.45, 59.18, 94.45, 59.18, 0, 0, 1, 1, A:8.5617->5.0983|E:2.5791->2.7419, ok
89.363, 6.6573, 95.7719, -0.5771, -0.3672, 3.9864, 5.0983, 95.7719, -0.5955, -0.3970, 3.9864, 113.85, 78.76, 5.6253, 2.4184, 0.6618, -0.7497, -3.2082, 2.8319, 673.0000, 626.4885, 1, 21, 0.7641, 9.7863, 9.0221, 3.0772, 0.5468, 0.4532, 113.85, 78.76, 113.85, 78.76, 0, 0, 1, 1, A:6.6573->5.0983, ok
89.958, 8.9057, 97.2063, -0.5970, -0.3799, 2.6108, 5.0983, 97.2063, -0.5771, -0.3672, 2.7419, 97.34, 66.94, 6.9307, 2.2713, 0.7645, -0.6446, -1.8124, 2.1496, 627.0000, 617.2442, 1, 20, 3.1289, 9.6958, 6.5669, 2.0763, 0.5295, 0.4705, 97.34, 66.94, 97.34, 66.94, 0, 0, 1, 1, A:8.9057->5.0983|E:2.6108->2.7419, ok
90.602, 8.9057, 99.0717, -0.6111, -0.3889, 3.4927, 5.0983, 99.0717, -0.5970, -0.3799, 3.4927, 106.37, 74.07, 5.7534, 2.2386, 0.7852, -0.6193, -2.4394, 3.0928, 603.0000, 605.6221, 1, 19, 0.7901, 9.6822, 8.8921, 2.8544, 0.5506, 0.4494, 106.37, 74.07, 106.37, 74.07, 0, 0, 1, 1, A:8.9057->5.0983, ok
91.234, 8.7932, 96.0290, -0.5637, -0.4099, 3.6367, 5.0983, 96.0290, -0.6111, -0.3889, 3.6367, 108.46, 74.10, 5.7095, 2.2735, 0.7631, -0.6463, -2.6462, 3.1243, 601.0000, 624.8111, 1, 19, 0.7685, 9.5738, 8.8053, 2.9637, 0.5557, 0.4443, 108.46, 74.10, 108.46, 74.10, 0, 0, 1, 1, A:8.7932->5.0983, ok
91.900, 9.2471, 95.4797, -0.5222, -0.4177, 3.6675, 5.0983, 95.4797, -0.5637, -0.4099, 3.6675, 111.23, 77.68, 5.8484, 2.3799, 0.6902, -0.7237, -3.0235, 2.8835, 642.0000, 628.4055, 1, 20, 0.7806, 9.7872, 9.0065, 3.0078, 0.5841, 0.4159, 111.23, 77.68, 111.23, 77.68, 0, 0, 1, 1, A:9.2471->5.0983, ok
92.433, 6.6971, 92.7066, -0.4955, -0.4955, 2.7709, 5.0983, 92.7066, -0.5222, -0.4177, 2.7709, 101.75, 70.59, 4.8398, 2.1399, 0.8424, -0.5389, -1.7765, 2.7770, 631.0000, 647.2028, 1, 20, 0.5401, 8.4383, 7.8982, 2.4860, 0.5784, 0.4216, 101.75, 70.59, 101.75, 70.59, 0, 0, 1, 1, A:6.6971->5.0983, ok
93.072, 6.6971, 101.6774, -0.4315, -0.4334, 3.4890, 5.0983, 101.6774, -0.4955, -0.4955, 3.4890, 112.36, 83.32, 4.5012, 2.7291, 0.4009, -0.9161, -3.6180, 1.5832, 667.0000, 590.1014, 1, 21, 0.4511, 8.6079, 8.1568, 2.7998, 0.6537, 0.3463, 112.36, 83.32, 112.36, 83.32, 0, 0, 1, 1, A:6.6971->5.0983, ok
93.704, 6.6971, 101.6774, -0.6182, -0.3615, 3.4890, 5.0983, 101.6774, -0.4955, -0.4955, 3.4890, 112.36, 83.32, 4.5012, 2.7291, 0.4009, -0.9161, -3.6180, 1.5832, 667.0000, 590.1014, 1, 21, 0.4511, 8.6079, 8.1568, 2.7998, 0.6537, 0.3463, 112.36, 83.32, 112.36, 83.32, 0, 0, 1, 1, A:6.6971->5.0983, ok
94.339, 8.7980, 96.2656, -0.5744, -0.3655, 3.3419, 5.0983, 96.2656, -0.6182, -0.3615, 3.3419, 103.67, 70.16, 5.1295, 2.7494, 0.3822, -0.9241, -3.7439, 1.5484, 701.0000, 623.2753, 1, 17, 0.7219, 9.3894, 8.6675, 2.8771, 0.7147, 0.2853, 103.67, 70.16, 103.67, 70.16, 0, 0, 1, 1, A:8.7980->5.0983, ok
95.008, 8.7980, 0.0000, -0.6226, -0.4151, 3.3419, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 103.67, 70.16, 5.1295, 5.7859, -0.4771, 0.8789, 1.0699, -0.5808, 1097.0000, 0.0000, 0, 34, 0.5236, 9.5585, 9.0349, 2.9020, 0.8788, 0.1212, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
95.611, 8.2093, 92.4757, -0.5434, -0.3952, 4.3378, 5.0983, 92.4757, -0.6226, -0.4151, 4.3378, 118.42, 80.21, 4.9510, 2.4798, 0.6145, -0.7889, -3.6449, 2.8391, 639.0000, 648.8188, 1, 20, 0.5841, 9.7994, 9.2153, 3.3409, 0.5618, 0.4382, 118.42, 80.21, 118.42, 80.21, 0, 0, 1, 1, A:8.2093->5.0983, ok
96.244, 7.8709, 95.8605, -0.6551, -0.3831, 3.1890, 5.0983, 95.8605, -0.5434, -0.3952, 3.1890, 105.33, 73.86, 6.6633, 2.2540, 0.7756, -0.6312, -2.2474, 2.7613, 677.0000, 625.9094, 1, 21, 1.5900, 9.8350, 8.2450, 2.6228, 0.5495, 0.4505, 105.33, 73.86, 105.33, 73.86, 0, 0, 1, 1, A:7.8709->5.0983, ok
96.919, 9.1659, 95.2449, -0.6246, -0.3644, 3.0440, 5.0983, 95.2449, -0.6551, -0.3831, 3.0440, 99.07, 64.97, 6.4927, 2.2651, 0.7685, -0.6398, -2.1834, 2.6225, 597.0000, 629.9547, 1, 19, 1.9641, 9.7136, 7.7495, 2.4993, 0.5561, 0.4439, 99.07, 64.97, 99.07, 64.97, 0, 0, 1, 1, A:9.1659->5.0983, ok
97.547, 8.9374, 92.0277, -0.5386, -0.3917, 3.2963, 5.0983, 92.0277, -0.6246, -0.3644, 3.2963, 103.64, 68.32, 5.6359, 2.0099, 0.9051, -0.4252, -1.6282, 3.4664, 636.0000, 651.9774, 1, 20, 0.5478, 9.4740, 8.9262, 2.8321, 0.5299, 0.4701, 103.64, 68.32, 103.64, 68.32, 0, 0, 1, 1, A:8.9374->5.0983, ok
98.216, 9.0562, 93.7517, -0.6306, -0.4204, 3.7111, 5.0983, 93.7517, -0.5386, -0.3917, 3.7111, 112.62, 78.93, 5.0106, 2.2084, 0.8035, -0.5953, -2.5491, 3.4410, 665.0000, 639.9887, 1, 21, 0.5366, 9.5361, 8.9995, 3.0802, 0.5549, 0.4451, 112.62, 78.93, 112.62, 78.93, 0, 0, 1, 1, A:9.0562->5.0983, ok
98.880, 9.2938, 91.6038, -0.5418, -0.3940, 3.8690, 5.0983, 91.6038, -0.6306, -0.4204, 3.8690, 112.27, 74.80, 5.5613, 2.3689, 0.6981, -0.7160, -3.1625, 3.0833, 634.0000, 654.9943, 1, 20, 0.4798, 9.7280, 9.2481, 3.1710, 0.5820, 0.4180, 112.27, 74.80, 112.27, 74.80, 0, 0, 1, 1, A:9.2938->5.0983, ok
99.456, 8.7677, 90.9784, -0.5467, -0.4473, 3.5474, 5.0983, 90.9784, -0.5418, -0.3940, 3.5474, 110.90, 76.42, 5.4354, 2.2034, 0.8065, -0.5912, -2.3348, 3.1848, 666.0000, 659.4972, 1, 21, 0.4341, 9.3946, 8.9605, 2.9123, 0.5375, 0.4625, 110.90, 76.42, 110.90, 76.42, 0, 0, 1, 1, A:8.7677->5.0983, ok
100.120, 8.3261, 97.2056, -0.6313, -0.3443, 3.8215, 5.0983, 97.2056, -0.5467, -0.4473, 3.8215, 114.45, 81.47, 4.9160, 2.4596, 0.6304, -0.7763, -3.4123, 2.7708, 678.0000, 617.2486, 1, 21, 0.6269, 9.6422, 9.0153, 3.1459, 0.6106, 0.3894, 114.45, 81.47, 114.45, 81.47, 0, 0, 1, 1, A:8.3261->5.0983, ok
100.754, 8.8768, 93.6586, -0.5467, -0.4473, 3.1733, 5.0983, 93.6586, -0.6313, -0.3443, 3.1733, 101.03, 66.64, 5.8474, 2.2323, 0.7891, -0.6143, -2.1306, 2.7369, 565.0000, 640.6243, 1, 18, 1.3161, 9.3890, 8.0729, 2.5605, 0.5363, 0.4637, 101.03, 66.64, 101.03, 66.64, 0, 0, 1, 1, A:8.8768->5.0983, ok
101.391, 8.8768, 94.1454, -0.6767, -0.4164, 4.1307, 5.0983, 94.1454, -0.5467, -0.4473, 4.1307, 119.02, 83.90, 4.9709, 2.5036, 0.5956, -0.8033, -3.6986, 2.7422, 673.0000, 637.3121, 1, 21, 0.5123, 9.6787, 9.1664, 3.2911, 0.5958, 0.4042, 119.02, 83.90, 119.02, 83.90, 0, 0, 1, 1, A:8.8768->5.0983, ok
102.020, 7.7555, 94.1685, -0.5699, -0.3108, 3.8128, 5.0983, 94.1685, -0.6767, -0.4164, 3.8128, 109.26, 71.87, 5.4119, 2.1591, 0.8319, -0.5550, -2.3984, 3.5949, 629.0000, 637.1561, 1, 20, 0.5376, 9.6618, 9.1242, 3.1186, 0.5326, 0.4674, 109.26, 71.87, 109.26, 71.87, 0, 0, 1, 1, A:7.7555->5.0983, ok
102.690, 8.8032, 94.7750, -0.6280, -0.4197, 2.8014, 5.0983, 94.7750, -0.5699, -0.3108, 2.8014, 97.51, 66.31, 6.3799, 2.0832, 0.8716, -0.4903, -1.5436, 2.7440, 632.0000, 633.0780, 1, 20, 1.9064, 9.5577, 7.6513, 2.3529, 0.5269, 0.4731, 97.51, 66.31, 97.51, 66.31, 0, 0, 1, 1, A:8.8032->5.0983, ok
103.333, 9.0473, 92.0896, -0.5910, -0.3940, 3.6816, 5.0983, 92.0896, -0.6280, -0.4197, 3.6816, 109.82, 73.15, 5.3630, 2.3246, 0.7291, -0.6844, -2.9300, 3.1214, 634.0000, 651.5390, 1, 20, 0.7545, 9.5868, 8.8323, 3.0726, 0.5868, 0.4132, 109.82, 73.15, 109.82, 73.15, 0, 0, 1, 1, A:9.0473->5.0983, ok
103.892, 8.6288, 92.6971, -0.5645, -0.3593, 3.6045, 5.0983, 92.6971, -0.5910, -0.3940, 3.6045, 109.50, 74.33, 5.8640, 2.2059, 0.8050, -0.5933, -2.4411, 3.3125, 669.0000, 647.2695, 1, 21, 0.5395, 9.7069, 9.1674, 3.0120, 0.5531, 0.4469, 109.50, 74.33, 109.50, 74.33, 0, 0, 1, 1, A:8.6288->5.0983, ok
104.566, 8.6347, 99.3979, -0.7054, -0.7661, 3.0578, 5.0983, 99.3979, -0.5645, -0.3593, 3.0578, 101.37, 71.34, 5.9199, 2.1635, 0.8294, -0.5586, -1.8277, 2.7139, 627.0000, 603.6348, 1, 20, 1.0781, 9.1859, 8.1078, 2.4670, 0.5104, 0.4896, 101.37, 71.34, 101.37, 71.34, 0, 0, 1, 1, A:8.6347->5.0983, ok
105.206, 3.9382, 93.9971, -0.5884, -0.3923, 1.8112, 3.9382, 93.9971, -0.7054, -0.7661, 2.7419, 100.68, 62.88, 3.1420, 1.7831, 0.9775, -0.2107, -0.4390, 2.0363, 574.0000, 638.3174, 1, 18, 0.5512, 6.7741, 6.2229, 1.7132, 0.5314, 0.4686, 100.68, 62.88, 100.68, 62.88, 0, 0, 1, 1, E:1.8112->2.7419, ok
105.832, 9.0628, 93.8734, -0.5672, -0.3609, 4.5414, 5.0983, 93.8734, -0.5884, -0.3923, 4.4918, 120.94, 83.83, 4.3934, 2.6615, 0.4619, -0.8870, -3.8554, 2.0076, 670.0000, 639.1587, 1, 21, 0.5353, 9.7173, 9.1819, 3.3808, 0.5463, 0.4537, 120.94, 83.83, 120.94, 83.83, 0, 0, 1, 1, A:9.0628->5.0983|E:4.5414->4.4918, ok
106.400, 6.8170, 94.8498, -0.5799, -0.4217, 2.4931, 5.0983, 94.8498, -0.5672, -0.3609, 2.7419, 97.98, 66.87, 5.3892, 1.7707, 0.9801, -0.1986, -0.6135, 3.0282, 638.0000, 632.5793, 1, 20, 0.6545, 8.7501, 8.0956, 2.3369, 0.5298, 0.4702, 97.98, 66.87, 97.98, 66.87, 0, 0, 1, 1, A:6.8170->5.0983|E:2.4931->2.7419, ok
107.034, 7.9602, 99.9517, -0.6391, -0.3486, 4.2255, 5.0983, 99.9517, -0.5799, -0.4217, 4.2255, 117.40, 83.69, 5.1892, 2.5937, 0.5209, -0.8536, -3.8623, 2.3567, 632.0000, 600.2897, 1, 20, 0.5819, 9.6466, 9.0648, 3.2271, 0.5839, 0.4161, 117.40, 83.69, 117.40, 83.69, 0, 0, 1, 1, A:7.9602->5.0983, ok
107.634, 8.8165, 97.1432, -0.6236, -0.4157, 3.1224, 5.0983, 97.1432, -0.6391, -0.3486, 3.1224, 99.56, 66.56, 5.8776, 2.2399, 0.7844, -0.6203, -2.0929, 2.6467, 567.0000, 617.6448, 1, 18, 1.6864, 9.3966, 7.7102, 2.4991, 0.5309, 0.4691, 99.56, 66.56, 99.56, 66.56, 0, 0, 1, 1, A:8.8165->5.0983, ok
108.240, 6.9794, 98.5509, -0.6600, -0.3300, 4.2082, 5.0983, 98.5509, -0.6236, -0.4157, 4.2082, 115.64, 80.30, 5.1429, 2.4732, 0.6197, -0.7848, -3.5996, 2.8422, 634.0000, 608.8224, 1, 20, 0.5801, 9.8139, 9.2338, 3.2977, 0.5757, 0.4243, 115.64, 80.30, 115.64, 80.30, 0, 0, 1, 1, A:6.9794->5.0983, ok
108.872, 8.6311, 98.8612, -0.6545, -0.3273, 2.8970, 5.0983, 98.8612, -0.6600, -0.3300, 2.8970, 95.10, 62.99, 6.7154, 2.1301, 0.8476, -0.5306, -1.6366, 2.6143, 600.0000, 606.9112, 1, 19, 2.8345, 9.6482, 6.8137, 2.2542, 0.4850, 0.5150, 95.10, 62.99, 95.10, 62.99, 0, 0, 1, 1, A:8.6311->5.0983, ok
109.475, 8.6311, 96.8592, -0.6250, -0.4177, 3.5165, 5.0983, 96.8592, -0.6545, -0.3273, 3.5165, 103.69, 69.14, 5.9088, 2.0893, 0.8686, -0.4955, -1.9038, 3.3370, 607.0000, 619.4556, 1, 19, 1.0172, 9.6124, 8.5952, 2.8113, 0.4975, 0.5025, 103.69, 69.14, 103.69, 69.14, 0, 0, 1, 1, A:8.6311->5.0983, ok
110.071, 7.7701, 98.1631, -0.6020, -0.3284, 4.1204, 5.0983, 98.1631, -0.6250, -0.4177, 4.1204, 114.56, 79.26, 5.6906, 2.4686, 0.6233, -0.7820, -3.4940, 2.7849, 629.0000, 611.2278, 1, 20, 0.7113, 9.8018, 9.0905, 3.1972, 0.5644, 0.4356, 114.56, 79.26, 114.56, 79.26, 0, 0, 1, 1, A:7.7701->5.0983, ok
110.674, 8.6700, 99.4013, -0.6091, -0.3876, 3.0662, 5.0983, 99.4013, -0.6020, -0.3284, 3.0662, 99.36, 68.47, 6.2592, 2.2935, 0.7500, -0.6614, -2.2224, 2.5201, 607.0000, 603.6139, 1, 19, 2.0317, 9.5722, 7.5405, 2.4856, 0.5502, 0.4498, 99.36, 68.47, 99.36, 68.47, 0, 0, 1, 1, A:8.6700->5.0983, ok
111.312, 7.5096, 99.4519, -0.6551, -0.3831, 3.6578, 5.0983, 99.4519, -0.6091, -0.3876, 3.6578, 108.19, 75.25, 5.6920, 2.4010, 0.6748, -0.7380, -2.9211, 2.6706, 596.0000, 603.3070, 1, 19, 0.9022, 9.5973, 8.6950, 2.8551, 0.5537, 0.4463, 108.19, 75.25, 108.19, 75.25, 0, 0, 1, 1, A:7.5096->5.0983, ok
111.875, 5.1830, 96.6723, -0.9500, -0.3621, 3.3601, 5.0983, 96.6723, -0.6551, -0.3831, 3.3601, 102.95, 68.55, 6.2642, 2.3440, 0.7157, -0.6984, -2.5477, 2.6105, 601.0000, 620.6535, 1, 19, 2.0876, 9.7237, 7.6361, 2.6274, 0.5424, 0.4576, 102.95, 68.55, 102.95, 68.55, 0, 0, 1, 1, A:5.1830->5.0983, ok
112.581, 5.1830, 96.6723, -0.7034, -0.3517, 3.3601, 5.0983, 96.6723, -0.6551, -0.3831, 3.3601, 102.95, 68.55, 6.2642, 2.3440, 0.7157, -0.6984, -2.5477, 2.6105, 601.0000, 620.6535, 1, 19, 2.0876, 9.7237, 7.6361, 2.6274, 0.5424, 0.4576, 102.95, 68.55, 102.95, 68.55, 0, 0, 1, 1, A:5.1830->5.0983, ok
113.121, 5.1830, 0.0000, -0.3739, -0.4207, 3.3601, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 102.95, 68.55, 6.2642, 2.2218, 0.7955, -0.6060, -1.4502, 1.9036, 834.0000, 0.0000, 0, 20, 4.5407, 9.7884, 5.2476, 1.7629, 0.6307, 0.3693, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
113.720, 5.1830, 0.0000, -0.6722, -0.4889, 3.3601, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 102.95, 68.55, 6.2642, 0.9581, 0.8181, 0.5751, 1.8859, 2.6830, 1077.0000, 0.0000, 0, 33, 0.5590, 9.5854, 9.0264, 2.7020, 0.5283, 0.4717, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
114.428, 8.5122, 100.4641, -0.6600, -0.3850, 3.5176, 5.0983, 100.4641, -0.6722, -0.4889, 3.5176, 106.16, 72.07, 5.9910, 2.9452, 0.1952, -0.9808, -3.7567, 0.7476, 535.0000, 597.2283, 1, 17, 2.2000, 9.6512, 7.4512, 2.7107, 0.6804, 0.3196, 106.16, 72.07, 106.16, 72.07, 0, 0, 1, 1, A:8.5122->5.0983, ok
114.988, 9.1107, 92.0084, -0.4668, -0.4201, 3.4807, 5.0983, 92.0084, -0.6600, -0.3850, 3.4807, 105.20, 68.38, 5.8788, 2.3476, 0.7131, -0.7010, -2.6777, 2.7240, 600.0000, 652.1142, 1, 19, 1.1389, 9.6398, 8.5008, 2.7615, 0.5533, 0.4467, 105.20, 68.38, 105.20, 68.38, 0, 0, 1, 1, A:9.1107->5.0983, ok
115.629, 8.0476, 98.9190, -0.7059, -0.4118, 3.6563, 5.0983, 98.9190, -0.4668, -0.4201, 3.6563, 114.36, 84.69, 5.1152, 2.4083, 0.6693, -0.7430, -3.0342, 2.7335, 701.0000, 606.5571, 1, 22, 0.5291, 9.1276, 8.5985, 2.9425, 0.5735, 0.4265, 114.36, 84.69, 114.36, 84.69, 0, 0, 1, 1, A:8.0476->5.0983, ok
116.263, 7.9810, 96.1880, -0.5663, -0.3604, 3.7237, 5.0983, 96.1880, -0.7059, -0.4118, 3.7237, 106.54, 69.52, 5.7617, 2.6207, 0.4977, -0.8674, -3.4325, 1.9696, 568.0000, 623.7785, 1, 18, 1.0800, 9.6280, 8.5480, 2.8331, 0.5880, 0.4120, 106.54, 69.52, 106.54, 69.52, 0, 0, 1, 1, A:7.9810->5.0983, ok
116.919, 9.0375, 95.4822, -0.5735, -0.4171, 3.0004, 5.0983, 95.4822, -0.5663, -0.3604, 3.0004, 101.27, 69.72, 6.2623, 2.3606, 0.7040, -0.7102, -2.4053, 2.3842, 632.0000, 628.3893, 1, 20, 1.6471, 9.6072, 7.9602, 2.4869, 0.5823, 0.4177, 101.27, 69.72, 101.27, 69.72, 0, 0, 1, 1, A:9.0375->5.0983, ok
117.530, 9.0375, 93.3569, -0.5023, -0.4018, 3.4028, 5.0983, 93.3569, -0.5735, -0.4171, 3.4028, 107.94, 73.98, 5.4090, 2.3070, 0.7410, -0.6715, -2.5911, 2.8593, 629.0000, 642.6946, 1, 20, 0.5698, 9.4461, 8.8763, 2.8282, 0.5739, 0.4261, 107.94, 73.98, 107.94, 73.98, 0, 0, 1, 1, A:9.0375->5.0983, ok
118.128, 6.3440, 95.7935, -0.5951, -0.4328, 2.6418, 5.0983, 95.7935, -0.5023, -0.4018, 2.7419, 101.20, 71.98, 3.9926, 2.3278, 0.7269, -0.6867, -2.1113, 2.2349, 677.0000, 626.3473, 1, 21, 0.5870, 6.9897, 6.4027, 2.2450, 0.5923, 0.4077, 101.20, 71.98, 101.20, 71.98, 0, 0, 1, 1, A:6.3440->5.0983|E:2.6418->2.7419, ok
