経過時間_秒, A, HR, Mean, Phi, A_used, HR_used, Mean_used, sinPhi_used, cosPhi_used, SBP, DBP, sinPhi, cosPhi, fit_a, fit_b, fit_rmse, IBI_current_ms, IBI_smoothed_ms, used_smoothed_ibi, beat_sample_count, beat_min, beat_max, beat_range, beat_std, systole_ratio, diastole_ratio, SBP_raw, DBP_raw, SBP_attempt_final, DBP_attempt_final, constraint_applied, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason
91.900, 4.1661, 95.4797, 5.8484, 2.4755, 4.1661, 95.4797, 5.8484, 0.6179, -0.7862, 123.10, 90.05, 0.6179, -0.7862, -3.2755, 2.5744, 0.6071, 643.0000, 628.4055, 1, 20, 0.7806, 9.7872, 9.0065, 3.0078, 0.5863, 0.4137, 123.10, 90.05, 123.10, 90.05, 0, 0, 0, 1, ok, ok
92.433, 3.2945, 92.7066, 4.8398, 2.2212, 3.2945, 92.7066, 4.8398, 0.7958, -0.6055, 115.24, 83.59, 0.7958, -0.6055, -1.9950, 2.6218, 0.8678, 631.0000, 647.2028, 1, 20, 0.5401, 8.4383, 7.8982, 2.4860, 0.5816, 0.4184, 115.24, 83.59, 115.24, 83.59, 0, 0, 0, 1, ok, ok
93.072, 3.9227, 101.6774, 4.5012, 2.8178, 3.9227, 101.6774, 4.5012, 0.3182, -0.9480, 127.62, 96.12, 0.3182, -0.9480, -3.7189, 1.2481, 0.3808, 666.0000, 590.1014, 1, 21, 0.4511, 8.6079, 8.1568, 2.7998, 0.6562, 0.3438, 127.62, 96.12, 127.62, 96.12, 0, 0, 0, 1, ok, ok
93.704, 3.9227, 101.6774, 4.5012, 2.8178, 3.9227, 101.6774, 4.5012, 0.3182, -0.9480, 127.62, 96.12, 0.3182, -0.9480, -3.7189, 1.2481, 0.3808, 666.0000, 590.1014, 1, 21, 0.4511, 8.6079, 8.1568, 2.7998, 0.6562, 0.3438, 127.62, 96.12, 127.62, 96.12, 0, 0, 0, 1, ok, ok
94.339, 3.9783, 96.2656, 5.1295, 2.8838, 3.9783, 96.2656, 5.1295, 0.2549, -0.9670, 129.82, 95.63, 0.2549, -0.9670, -3.8469, 1.0141, 0.6036, 701.0000, 623.2753, 1, 17, 0.7219, 9.3894, 8.6675, 2.8771, 0.7161, 0.2839, 129.82, 95.63, 129.82, 95.63, 0, 0, 0, 1, ok, ok
95.008, 1.1183, 0.0000, 5.1375, 5.8356, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 129.82, 95.63, -0.4328, 0.9015, 1.0081, -0.4840, 2.7922, 1097.0000, 0.0000, 0, 34, 0.5236, 9.5585, 9.0349, 2.9020, 0.8797, 0.1203, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
95.611, 4.6665, 92.4757, 4.9510, 2.5765, 4.6665, 92.4757, 4.9510, 0.5355, -0.8446, 128.54, 93.10, 0.5355, -0.8446, -3.9411, 2.4988, 0.5230, 639.0000, 648.8188, 1, 20, 0.5841, 9.7994, 9.2153, 3.3409, 0.5634, 0.4366, 128.54, 93.10, 128.54, 93.10, 0, 0, 0, 1, ok, ok
96.244, 3.5409, 95.8605, 6.6633, 2.3434, 3.5409, 95.8605, 6.6633, 0.7161, -0.6980, 117.07, 85.63, 0.7161, -0.6980, -2.4716, 2.5355, 0.7812, 678.0000, 625.9094, 1, 21, 1.5900, 9.8350, 8.2450, 2.6228, 0.5516, 0.4484, 117.07, 85.63, 117.07, 85.63, 0, 0, 0, 1, ok, ok
96.919, 3.3943, 95.2449, 6.4927, 2.3703, 3.3943, 95.2449, 6.4927, 0.6971, -0.7170, 117.26, 85.77, 0.6971, -0.7170, -2.4337, 2.3662, 0.6968, 597.0000, 629.9547, 1, 19, 1.9641, 9.7136, 7.7495, 2.4993, 0.5595, 0.4405, 117.26, 85.77, 117.26, 85.77, 0, 0, 0, 1, ok, ok
97.547, 3.8292, 92.0277, 5.6359, 2.1160, 3.8292, 92.0277, 5.6359, 0.8550, -0.5186, 114.89, 82.16, 0.8550, -0.5186, -1.9857, 3.2741, 0.8304, 635.0000, 651.9774, 1, 20, 0.5478, 9.4740, 8.9262, 2.8321, 0.5323, 0.4677, 114.89, 82.16, 114.89, 82.16, 0, 0, 0, 1, ok, ok
98.216, 4.3108, 93.7517, 5.0106, 2.3007, 4.3108, 93.7517, 5.0106, 0.7453, -0.6668, 120.99, 87.70, 0.7453, -0.6668, -2.8744, 3.2126, 0.4430, 665.0000, 639.9887, 1, 21, 0.5366, 9.5361, 8.9995, 3.0802, 0.5564, 0.4436, 120.99, 87.70, 120.99, 87.70, 0, 0, 0, 1, ok, ok
98.880, 4.4096, 91.6038, 5.5613, 2.4634, 4.4096, 91.6038, 5.5613, 0.6274, -0.7787, 125.03, 90.08, 0.6274, -0.7787, -3.4338, 2.7665, 0.5769, 634.0000, 654.9943, 1, 20, 0.4798, 9.7280, 9.2481, 3.1710, 0.5836, 0.4164, 125.03, 90.08, 125.03, 90.08, 0, 0, 0, 1, ok, ok
99.456, 3.9154, 90.9784, 5.4354, 2.2956, 3.9154, 90.9784, 5.4354, 0.7486, -0.6630, 119.60, 85.86, 0.7486, -0.6630, -2.5958, 2.9312, 0.9034, 667.0000, 659.4972, 1, 21, 0.4341, 9.3946, 8.9605, 2.9123, 0.5397, 0.4603, 119.60, 85.86, 119.60, 85.86, 0, 0, 0, 1, ok, ok
100.120, 4.4136, 97.2056, 4.9160, 2.5501, 4.4136, 97.2056, 4.9160, 0.5576, -0.8301, 125.80, 92.83, 0.5576, -0.8301, -3.6637, 2.4611, 0.3956, 678.0000, 617.2486, 1, 21, 0.6269, 9.6422, 9.0153, 3.1459, 0.6136, 0.3864, 125.80, 92.83, 125.80, 92.83, 0, 0, 0, 1, ok, ok
100.754, 3.4273, 93.6586, 5.8474, 2.3497, 3.4273, 93.6586, 5.8474, 0.7117, -0.7025, 117.75, 85.72, 0.7117, -0.7025, -2.4076, 2.4392, 0.8265, 564.0000, 640.6243, 1, 18, 1.3161, 9.3890, 8.0729, 2.5605, 0.5390, 0.4610, 117.75, 85.72, 117.75, 85.72, 0, 0, 0, 1, ok, ok
101.391, 4.6215, 94.1454, 4.9709, 2.5918, 4.6215, 94.1454, 4.9709, 0.5225, -0.8526, 128.22, 93.46, 0.5225, -0.8526, -3.9404, 2.4149, 0.3903, 675.0000, 637.3121, 1, 21, 0.5123, 9.6787, 9.1664, 3.2911, 0.5985, 0.4015, 128.22, 93.46, 128.22, 93.46, 0, 0, 0, 1, ok, ok
102.020, 4.3448, 94.1685, 5.4119, 2.2594, 4.3448, 94.1685, 5.4119, 0.7721, -0.6354, 119.89, 86.78, 0.7721, -0.6354, -2.7608, 3.3548, 0.5360, 627.0000, 637.1561, 1, 20, 0.5376, 9.6618, 9.1242, 3.1186, 0.5359, 0.4641, 119.89, 86.78, 119.89, 86.78, 0, 0, 0, 1, ok, ok
102.690, 3.1276, 94.7750, 6.3799, 2.1863, 3.1276, 94.7750, 6.3799, 0.8165, -0.5774, 112.31, 81.66, 0.8165, -0.5774, -1.8057, 2.5536, 0.8033, 632.0000, 633.0780, 1, 20, 1.9064, 9.5577, 7.6513, 2.3529, 0.5285, 0.4715, 112.31, 81.66, 112.31, 81.66, 0, 0, 0, 1, ok, ok
103.333, 4.2888, 92.0896, 5.3630, 2.4217, 4.2888, 92.0896, 5.3630, 0.6593, -0.7519, 123.65, 89.29, 0.6593, -0.7519, -3.2247, 2.8276, 0.4940, 635.0000, 651.5390, 1, 20, 0.7545, 9.5868, 8.8323, 3.0726, 0.5890, 0.4110, 123.65, 89.29, 123.65, 89.29, 0, 0, 0, 1, ok, ok
103.892, 4.1048, 92.6971, 5.8640, 2.2989, 4.1048, 92.6971, 5.8640, 0.7464, -0.6655, 119.80, 86.35, 0.7464, -0.6655, -2.7316, 3.0639, 0.8046, 669.0000, 647.2695, 1, 21, 0.5395, 9.7069, 9.1674, 3.0120, 0.5561, 0.4439, 119.80, 86.35, 119.80, 86.35, 0, 0, 0, 1, ok, ok
104.566, 3.2224, 99.3979, 5.9199, 2.2606, 3.2224, 99.3979, 5.9199, 0.7714, -0.6364, 113.50, 84.39, 0.7714, -0.6364, -2.0506, 2.4857, 0.9455, 626.0000, 603.6348, 1, 20, 1.0781, 9.1859, 8.1078, 2.4670, 0.5128, 0.4872, 113.50, 84.39, 113.50, 84.39, 0, 0, 0, 1, ok, ok
105.206, 2.1004, 93.9971, 3.1420, 1.8733, 2.1004, 93.9971, 3.1420, 0.9546, -0.2979, 103.07, 74.89, 0.9546, -0.2979, -0.6257, 2.0051, 0.8539, 575.0000, 638.3174, 1, 18, 0.5512, 6.7741, 6.2229, 1.7132, 0.5339, 0.4661, 103.07, 74.89, 103.07, 74.89, 0, 0, 0, 1, ok, ok
105.832, 4.3924, 93.8734, 4.3934, 2.7719, 4.3924, 93.8734, 4.3934, 0.3613, -0.9325, 130.87, 95.66, 0.3613, -0.9325, -4.0957, 1.5869, 1.3353, 669.0000, 639.1587, 1, 21, 0.5353, 9.7173, 9.1819, 3.3808, 0.5486, 0.4514, 130.87, 95.66, 130.87, 95.66, 0, 0, 0, 1, ok, ok
106.400, 3.1045, 94.8498, 5.3892, 1.8656, 3.1045, 94.8498, 5.3892, 0.9569, -0.2906, 105.66, 75.73, 0.9569, -0.2906, -0.9021, 2.9706, 0.8013, 639.0000, 632.5793, 1, 20, 0.6545, 8.7501, 8.0956, 2.3369, 0.5321, 0.4679, 105.66, 75.73, 105.66, 75.73, 0, 0, 0, 1, ok, ok
107.034, 4.5197, 99.9517, 5.1892, 2.6896, 4.5197, 99.9517, 5.1892, 0.4368, -0.8996, 128.03, 95.31, 0.4368, -0.8996, -4.0658, 1.9741, 0.4476, 632.0000, 600.2897, 1, 20, 0.5819, 9.6466, 9.0648, 3.2271, 0.5870, 0.4130, 128.03, 95.31, 128.03, 95.31, 0, 0, 0, 1, ok, ok
107.634, 3.3272, 97.1432, 5.8776, 2.3576, 3.3272, 97.1432, 5.8776, 0.7061, -0.7081, 116.61, 86.13, 0.7061, -0.7081, -2.3559, 2.3495, 0.8428, 566.0000, 617.6448, 1, 18, 1.6864, 9.3966, 7.7102, 2.4991, 0.5336, 0.4664, 116.61, 86.13, 116.61, 86.13, 0, 0, 0, 1, ok, ok
108.240, 4.6200, 98.5509, 5.1429, 2.5697, 4.6200, 98.5509, 5.1429, 0.5413, -0.8409, 126.60, 93.69, 0.5413, -0.8409, -3.8847, 2.5006, 0.4502, 635.0000, 608.8224, 1, 20, 0.5801, 9.8139, 9.2338, 3.2977, 0.5780, 0.4220, 126.60, 93.69, 126.60, 93.69, 0, 0, 0, 1, ok, ok
108.872, 3.0824, 98.8612, 6.7154, 2.2373, 3.0824, 98.8612, 6.7154, 0.7860, -0.6182, 112.03, 82.92, 0.7860, -0.6182, -1.9057, 2.4227, 0.5750, 600.0000, 606.9112, 1, 19, 2.8345, 9.6482, 6.8137, 2.2542, 0.4883, 0.5117, 112.03, 82.92, 112.03, 82.92, 0, 0, 0, 1, ok, ok
109.475, 3.8387, 96.8592, 5.9088, 2.1995, 3.8387, 96.8592, 5.9088, 0.8088, -0.5881, 115.44, 84.39, 0.8088, -0.5881, -2.2575, 3.1048, 0.7318, 607.0000, 619.4556, 1, 19, 1.0172, 9.6124, 8.5952, 2.8113, 0.5008, 0.4992, 115.44, 84.39, 115.44, 84.39, 0, 0, 0, 1, ok, ok
110.071, 4.4602, 98.1631, 5.6906, 2.5598, 4.4602, 98.1631, 5.6906, 0.5495, -0.8355, 125.48, 92.66, 0.5495, -0.8355, -3.7263, 2.4511, 0.5251, 628.0000, 611.2278, 1, 20, 0.7113, 9.8018, 9.0905, 3.1972, 0.5669, 0.4331, 125.48, 92.66, 125.48, 92.66, 0, 0, 0, 1, ok, ok
110.674, 3.3196, 99.4013, 6.2592, 2.3994, 3.3196, 99.4013, 6.2592, 0.6759, -0.7370, 116.68, 86.92, 0.6759, -0.7370, -2.4465, 2.2437, 0.8175, 608.0000, 603.6139, 1, 19, 2.0317, 9.5722, 7.5405, 2.4856, 0.5526, 0.4474, 116.68, 86.92, 116.68, 86.92, 0, 0, 0, 1, ok, ok
111.312, 3.9411, 99.4519, 5.6920, 2.5074, 3.9411, 99.4519, 5.6920, 0.5926, -0.8055, 121.90, 90.73, 0.5926, -0.8055, -3.1747, 2.3353, 0.6210, 595.0000, 603.3070, 1, 19, 0.9022, 9.5973, 8.6950, 2.8551, 0.5563, 0.4437, 121.90, 90.73, 121.90, 90.73, 0, 0, 0, 1, ok, ok
111.875, 3.6557, 96.6723, 6.2642, 2.4479, 3.6557, 96.6723, 6.2642, 0.6394, -0.7689, 119.80, 88.17, 0.6394, -0.7689, -2.8107, 2.3375, 0.4700, 602.0000, 620.6535, 1, 19, 2.0876, 9.7237, 7.6361, 2.6274, 0.5449, 0.4551, 119.80, 88.17, 119.80, 88.17, 0, 0, 0, 1, ok, ok
112.581, 3.6557, 96.6723, 6.2642, 2.4479, 3.6557, 96.6723, 6.2642, 0.6394, -0.7689, 119.80, 88.17, 0.6394, -0.7689, -2.8107, 2.3375, 0.4700, 602.0000, 620.6535, 1, 19, 2.0876, 9.7237, 7.6361, 2.6274, 0.5449, 0.4551, 119.80, 88.17, 119.80, 88.17, 0, 0, 0, 1, ok, ok
113.121, 2.3628, 0.0000, 7.2724, 2.3232, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 119.80, 88.17, 0.7300, -0.6834, -1.6148, 1.7249, 0.5627, 833.0000, 0.0000, 0, 20, 4.5407, 9.7884, 5.2476, 1.7629, 0.6327, 0.3673, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
113.720, 3.2445, 0.0000, 5.6266, 1.0059, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 119.80, 88.17, 0.8447, 0.5353, 1.7367, 2.7405, 1.4274, 1077.0000, 0.0000, 0, 33, 0.5590, 9.5854, 9.0264, 2.7020, 0.5283, 0.4717, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
114.428, 3.8141, 100.4641, 5.9910, 3.0705, 3.8141, 100.4641, 5.9910, 0.0711, -0.9753, 129.59, 96.22, 0.0711, -0.9975, -3.8044, 0.2711, 0.2721, 535.0000, 597.2283, 1, 17, 2.2000, 9.6512, 7.4512, 2.7107, 0.6822, 0.3178, 129.59, 96.22, 129.59, 96.22, 0, 0, 1, 1, cosPhi:-0.9975->-0.9753, ok
114.988, 3.8010, 92.0084, 5.8788, 2.4534, 3.8010, 92.0084, 5.8788, 0.6351, -0.7724, 121.91, 88.19, 0.6351, -0.7724, -2.9359, 2.4141, 0.6342, 601.0000, 652.1142, 1, 19, 1.1389, 9.6398, 8.5008, 2.7615, 0.5557, 0.4443, 121.91, 88.19, 121.91, 88.19, 0, 0, 0, 1, ok, ok
115.629, 4.0531, 98.9190, 5.1152, 2.4886, 4.0531, 98.9190, 5.1152, 0.6075, -0.7943, 122.49, 91.06, 0.6075, -0.7943, -3.2193, 2.4624, 0.6668, 701.0000, 606.5571, 1, 22, 0.5291, 9.1276, 8.5985, 2.9425, 0.5763, 0.4237, 122.49, 91.06, 122.49, 91.06, 0, 0, 0, 1, ok, ok
116.263, 3.9369, 96.1880, 5.7617, 2.7357, 3.9369, 96.1880, 5.7617, 0.3949, -0.9187, 126.90, 93.41, 0.3949, -0.9187, -3.6169, 1.5546, 0.5265, 568.0000, 623.7785, 1, 18, 1.0800, 9.6280, 8.5480, 2.8331, 0.5898, 0.4102, 126.90, 93.41, 126.90, 93.41, 0, 0, 0, 1, ok, ok
116.919, 3.3514, 95.4822, 6.2623, 2.4597, 3.3514, 95.4822, 6.2623, 0.6303, -0.7764, 119.02, 87.41, 0.6303, -0.7764, -2.6020, 2.1122, 0.7542, 632.0000, 628.3893, 1, 20, 1.6471, 9.6072, 7.9602, 2.4869, 0.5854, 0.4146, 119.02, 87.41, 119.02, 87.41, 0, 0, 0, 1, ok, ok
117.530, 3.8196, 93.3569, 5.4090, 2.4083, 3.8196, 93.3569, 5.4090, 0.6693, -0.7430, 121.02, 88.03, 0.6693, -0.7430, -2.8380, 2.5564, 0.8391, 629.0000, 642.6946, 1, 20, 0.5698, 9.4461, 8.8763, 2.8282, 0.5771, 0.4229, 121.02, 88.03, 121.02, 88.03, 0, 0, 0, 1, ok, ok
118.128, 3.0603, 95.7935, 3.9926, 2.4097, 3.0603, 95.7935, 3.9926, 0.6683, -0.7439, 118.04, 87.57, 0.6683, -0.7439, -2.2765, 2.0452, 0.5977, 677.0000, 626.3473, 1, 21, 0.5870, 6.9897, 6.4027, 2.2450, 0.5953, 0.4047, 118.04, 87.57, 118.04, 87.57, 0, 0, 0, 1, ok, ok
118.830, 4.1575, 98.0114, 4.3797, 2.8517, 4.1575, 98.0114, 4.3797, 0.2859, -0.9583, 130.13, 96.60, 0.2859, -0.9583, -3.9839, 1.1886, 0.5256, 603.0000, 612.1737, 1, 19, 0.4718, 9.2603, 8.7885, 2.9864, 0.6153, 0.3847, 130.13, 96.60, 130.13, 96.60, 0, 0, 0, 1, ok, ok
119.461, 4.1442, 91.2427, 4.5703, 2.5758, 4.1442, 91.2427, 4.5703, 0.5360, -0.8442, 126.81, 91.86, 0.5360, -0.8442, -3.4985, 2.2215, 0.4625, 598.0000, 657.5868, 1, 19, 0.6106, 9.1673, 8.5567, 2.9667, 0.5702, 0.4298, 126.81, 91.86, 126.81, 91.86, 0, 0, 0, 1, ok, ok
120.059, 3.8650, 93.1253, 4.4088, 2.4819, 3.8650, 93.1253, 4.4088, 0.6128, -0.7902, 123.39, 90.10, 0.6128, -0.7902, -3.0541, 2.3686, 0.5301, 704.0000, 644.2934, 1, 22, 0.4215, 8.6755, 8.2540, 2.7839, 0.5753, 0.4247, 123.39, 90.10, 123.39, 90.10, 0, 0, 0, 1, ok, ok
120.636, 3.7373, 96.5955, 4.5809, 2.8020, 3.7373, 96.5955, 4.5809, 0.3331, -0.9429, 127.76, 94.63, 0.3331, -0.9429, -3.5239, 1.2448, 0.5074, 628.0000, 621.1467, 1, 20, 0.4397, 8.5379, 8.0982, 2.6909, 0.6338, 0.3662, 127.76, 94.63, 127.76, 94.63, 0, 0, 0, 1, ok, ok
121.272, 4.6964, 100.2383, 5.3186, 2.9213, 4.6964, 100.2383, 5.3186, 0.2186, -0.9753, 132.36, 98.27, 0.2186, -0.9758, -4.5829, 1.0264, 0.4016, 604.0000, 598.5734, 1, 19, 0.6673, 9.7807, 9.1135, 3.3451, 0.6623, 0.3377, 132.36, 98.27, 132.36, 98.27, 0, 0, 1, 1, cosPhi:-0.9758->-0.9753, ok
121.908, 3.1893, 97.1209, 6.2675, 2.2742, 3.1893, 97.1209, 6.2675, 0.7626, -0.6468, 114.00, 83.95, 0.7626, -0.6468, -2.0630, 2.4322, 0.8018, 564.0000, 617.7867, 1, 18, 2.1269, 9.5002, 7.3733, 2.3935, 0.5284, 0.4716, 114.00, 83.95, 114.00, 83.95, 0, 0, 0, 1, ok, ok
122.506, 4.3715, 95.7865, 4.8109, 2.3678, 4.3715, 95.7865, 4.8109, 0.6989, -0.7153, 122.31, 89.54, 0.6989, -0.7153, -3.1268, 3.0551, 0.5027, 649.0000, 626.3933, 1, 20, 0.5002, 9.5574, 9.0572, 3.1317, 0.5316, 0.4684, 122.31, 89.54, 122.31, 89.54, 0, 0, 0, 1, ok, ok
123.147, 3.0582, 98.0077, 4.4090, 2.1732, 3.0582, 98.0077, 4.4090, 0.8240, -0.5667, 112.13, 83.20, 0.8240, -0.5667, -1.7329, 2.5198, 0.7616, 632.0000, 612.1967, 1, 20, 0.4745, 8.0183, 7.5437, 2.2927, 0.5902, 0.4098, 112.13, 83.20, 112.13, 83.20, 0, 0, 0, 1, ok, ok
123.782, 4.5063, 95.7551, 4.9496, 2.7978, 4.5063, 95.7551, 4.9496, 0.3371, -0.9415, 130.99, 96.12, 0.3371, -0.9415, -4.2426, 1.5191, 0.4851, 604.0000, 626.5983, 1, 19, 0.5626, 9.6280, 9.0654, 3.2232, 0.6192, 0.3808, 130.99, 96.12, 130.99, 96.12, 0, 0, 0, 1, ok, ok
124.347, 3.5027, 95.1174, 4.9446, 2.3413, 3.5027, 95.1174, 4.9446, 0.7176, -0.6965, 118.09, 86.66, 0.7176, -0.6965, -2.4395, 2.5135, 0.8053, 639.0000, 630.7992, 1, 20, 0.4779, 8.0952, 7.6174, 2.6044, 0.5962, 0.4038, 118.09, 86.66, 118.09, 86.66, 0, 0, 0, 1, ok, ok
124.981, 3.9794, 100.3513, 4.5346, 2.7193, 3.9794, 100.3513, 4.5346, 0.4098, -0.9122, 126.52, 94.88, 0.4098, -0.9122, -3.6299, 1.6308, 0.3921, 622.0000, 597.8996, 1, 20, 0.5197, 9.0769, 8.5572, 2.8411, 0.6495, 0.3505, 126.52, 94.88, 126.52, 94.88, 0, 0, 0, 1, ok, ok
125.589, 2.8986, 97.4105, 3.8103, 2.4415, 2.8986, 97.4105, 3.8103, 0.6443, -0.7648, 117.72, 88.09, 0.6443, -0.7648, -2.2168, 1.8675, 0.5289, 565.0000, 615.9498, 1, 18, 0.4570, 6.4141, 5.9571, 2.1167, 0.6018, 0.3982, 117.72, 88.09, 117.72, 88.09, 0, 0, 0, 1, ok, ok
126.272, 4.6530, 98.0432, 4.7585, 2.7613, 4.6530, 98.0432, 4.7585, 0.3712, -0.9286, 130.57, 96.57, 0.3712, -0.9286, -4.3206, 1.7271, 0.6574, 643.0000, 611.9749, 1, 20, 0.5161, 9.8120, 9.2960, 3.3552, 0.5708, 0.4292, 130.57, 96.57, 130.57, 96.57, 0, 0, 0, 1, ok, ok
126.778, 2.7094, 92.6659, 3.5727, 1.9007, 2.7094, 92.6659, 3.5727, 0.9461, -0.3240, 106.37, 76.49, 0.9461, -0.3240, -0.8777, 2.5633, 0.9760, 589.0000, 647.4874, 1, 19, 0.4968, 8.2734, 7.7766, 2.1501, 0.5688, 0.4312, 106.37, 76.49, 106.37, 76.49, 0, 0, 0, 1, ok, ok
127.455, 3.6891, 104.0323, 4.0826, 2.8158, 3.6891, 104.0323, 4.0826, 0.3201, -0.9474, 126.26, 96.19, 0.3201, -0.9474, -3.4950, 1.1808, 0.5812, 712.0000, 576.7437, 1, 22, 0.5337, 8.6192, 8.0855, 2.6725, 0.6110, 0.3890, 126.26, 96.19, 126.26, 96.19, 0, 0, 0, 1, ok, ok
128.018, 3.9304, 95.7133, 5.5276, 2.9704, 3.9304, 95.7133, 5.5276, 0.1704, -0.9753, 130.53, 95.68, 0.1704, -0.9854, -3.8729, 0.6695, 0.2552, 503.0000, 626.8719, 1, 16, 1.6710, 9.5394, 7.8684, 2.7909, 0.6879, 0.3121, 130.53, 95.68, 130.53, 95.68, 0, 0, 1, 1, cosPhi:-0.9854->-0.9753, ok
128.650, 4.3358, 0.0000, 4.9734, 2.5943, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 130.53, 95.68, 0.5204, -0.8539, -3.7025, 2.2562, 0.4134, 664.0000, 0.0000, 0, 21, 0.5424, 9.4364, 8.8940, 3.0936, 0.5979, 0.4021, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
129.261, 3.6941, 97.8046, 5.8059, 2.4847, 3.6941, 97.8046, 5.8059, 0.6106, -0.7919, 120.71, 89.40, 0.6106, -0.7919, -2.9254, 2.2557, 0.6309, 565.0000, 613.4680, 1, 18, 1.2658, 9.5658, 8.3001, 2.6872, 0.5947, 0.4053, 120.71, 89.40, 120.71, 89.40, 0, 0, 0, 1, ok, ok
129.853, 3.9824, 98.0017, 5.3868, 2.3788, 3.9824, 98.0017, 5.3868, 0.6909, -0.7229, 119.98, 88.67, 0.6909, -0.7229, -2.8789, 2.7516, 0.6502, 644.0000, 612.2340, 1, 20, 0.8250, 9.3554, 8.5304, 2.8901, 0.5714, 0.4286, 119.98, 88.67, 119.98, 88.67, 0, 0, 0, 1, ok, ok
130.460, 4.3422, 99.6484, 5.6576, 2.7119, 4.3422, 99.6484, 5.6576, 0.4166, -0.9091, 127.45, 94.75, 0.4166, -0.9091, -3.9475, 1.8089, 0.4685, 600.0000, 602.1170, 1, 19, 0.6951, 9.7098, 9.0147, 3.1059, 0.6267, 0.3733, 127.45, 94.75, 127.45, 94.75, 0, 0, 0, 1, ok, ok
131.091, 4.3422, 99.6484, 5.6576, 2.7119, 4.3422, 99.6484, 5.6576, 0.4166, -0.9091, 127.45, 94.75, 0.4166, -0.9091, -3.9475, 1.8089, 0.4685, 600.0000, 602.1170, 1, 19, 0.6951, 9.7098, 9.0147, 3.1059, 0.6267, 0.3733, 127.45, 94.75, 127.45, 94.75, 0, 0, 0, 1, ok, ok
131.668, 2.8721, 0.0000, 6.3823, 2.4956, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 127.45, 94.75, 0.6020, -0.7985, -2.2934, 1.7290, 0.7992, 835.0000, 0.0000, 0, 19, 2.7753, 9.4790, 6.7037, 2.1825, 0.6874, 0.3126, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
132.330, 3.0168, 0.0000, 5.7857, 1.3970, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 127.45, 94.75, 0.9849, 0.1729, 0.5217, 2.9714, 1.8474, 993.0000, 0.0000, 0, 31, 0.6665, 9.6076, 8.9411, 2.8220, 0.5247, 0.4753, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
132.962, 3.4622, 95.2087, 6.0370, 2.3196, 3.4622, 95.2087, 6.0370, 0.7325, -0.6807, 116.76, 85.36, 0.7325, -0.6807, -2.3569, 2.5361, 0.6918, 574.0000, 630.1948, 1, 18, 1.8755, 9.5213, 7.6458, 2.5440, 0.5296, 0.4704, 116.76, 85.36, 116.76, 85.36, 0, 0, 0, 1, ok, ok
133.562, 3.9185, 95.1479, 4.9573, 2.3497, 3.9185, 95.1479, 4.9573, 0.7117, -0.7025, 120.04, 87.86, 0.7117, -0.7025, -2.7528, 2.7887, 0.6659, 665.0000, 630.5974, 1, 21, 0.5437, 8.8960, 8.3523, 2.8497, 0.5579, 0.4421, 120.04, 87.86, 120.04, 87.86, 0, 0, 0, 1, ok, ok
134.205, 3.9326, 97.4344, 4.8682, 2.7075, 3.9326, 97.4344, 4.8682, 0.4206, -0.9072, 126.63, 93.90, 0.4206, -0.9072, -3.5678, 1.6542, 0.4213, 647.0000, 615.7987, 1, 20, 0.6914, 8.9214, 8.2300, 2.8125, 0.6337, 0.3663, 126.63, 93.90, 126.63, 93.90, 0, 0, 0, 1, ok, ok
134.838, 4.3016, 95.4048, 5.0223, 2.6623, 4.3016, 95.4048, 5.0223, 0.4611, -0.8873, 127.81, 93.81, 0.4611, -0.8873, -3.8170, 1.9836, 0.4059, 587.0000, 628.8994, 1, 19, 0.5301, 9.5693, 9.0392, 3.0687, 0.6116, 0.3884, 127.81, 93.81, 127.81, 93.81, 0, 0, 0, 1, ok, ok
135.469, 4.2097, 95.0194, 5.4608, 2.5386, 4.2097, 95.0194, 5.4608, 0.5671, -0.8236, 124.90, 91.38, 0.5671, -0.8236, -3.4672, 2.3875, 0.6447, 648.0000, 631.4497, 1, 20, 0.5989, 9.5492, 8.9503, 3.0457, 0.5802, 0.4198, 124.90, 91.38, 124.90, 91.38, 0, 0, 0, 1, ok, ok
