経過時間_秒, A, HR, Mean, Phi, A_used, HR_used, Mean_used, sinPhi_used, cosPhi_used, SBP, DBP, sinPhi, cosPhi, fit_a, fit_b, fit_rmse, IBI_current_ms, IBI_smoothed_ms, used_smoothed_ibi, beat_sample_count, beat_min, beat_max, beat_range, beat_std, systole_ratio, diastole_ratio, SBP_raw, DBP_raw, SBP_attempt_final, DBP_attempt_final, constraint_applied, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason
49.038, 3.1998, 96.2481, 7.0012, 2.7268, 3.1998, 96.2481, 7.0012, 0.4030, -0.9152, 122.80, 90.51, 0.4030, -0.9152, -2.9285, 1.2896, 0.7333, 596.0000, 623.3889, 1, 19, 2.0013, 9.7633, 7.7620, 2.3785, 0.6191, 0.3809, 122.80, 90.51, 122.80, 90.51, 0, 0, 0, 1, ok, ok
49.631, 3.4210, 92.7078, 6.6011, 2.6154, 3.4210, 92.7078, 6.6011, 0.5023, -0.8647, 122.85, 89.32, 0.5023, -0.8647, -2.9582, 1.7183, 0.7135, 605.0000, 647.1944, 1, 19, 2.0458, 9.7375, 7.6918, 2.5221, 0.6198, 0.3802, 122.85, 89.32, 122.85, 89.32, 0, 0, 0, 1, ok, ok
50.296, 4.0961, 96.6811, 6.3317, 2.8276, 4.0961, 96.6811, 6.3317, 0.3089, -0.9511, 128.63, 94.52, 0.3089, -0.9511, -3.8959, 1.2651, 0.6609, 665.0000, 620.5972, 1, 21, 0.8828, 9.8477, 8.9649, 2.9708, 0.6602, 0.3398, 128.63, 94.52, 128.63, 94.52, 0, 0, 0, 1, ok, ok
50.939, 3.0071, 93.3418, 6.7928, 2.5512, 3.0071, 93.3418, 6.7928, 0.5567, -0.8307, 119.57, 87.27, 0.5567, -0.8307, -2.4980, 1.6741, 0.6585, 604.0000, 642.7986, 1, 19, 2.4967, 9.6665, 7.1699, 2.2260, 0.6325, 0.3675, 119.57, 87.27, 119.57, 87.27, 0, 0, 0, 1, ok, ok
51.543, 4.2983, 93.3272, 5.9979, 2.5651, 4.2983, 93.3272, 5.9979, 0.5451, -0.8384, 125.89, 91.35, 0.5451, -0.8384, -3.6036, 2.3429, 0.5900, 670.0000, 642.8993, 1, 21, 0.6025, 9.8696, 9.2671, 3.0961, 0.6134, 0.3866, 125.89, 91.35, 125.89, 91.35, 0, 0, 0, 1, ok, ok
52.277, 2.5086, 96.3160, 7.4657, 2.4710, 2.5086, 96.3160, 7.4657, 0.6215, -0.7834, 114.68, 84.69, 0.6215, -0.7834, -1.9654, 1.5590, 0.3580, 633.0000, 622.9497, 1, 20, 4.5374, 9.8006, 5.2632, 1.8096, 0.6445, 0.3555, 114.68, 84.69, 114.68, 84.69, 0, 0, 0, 1, ok, ok
52.821, 3.0438, 88.4336, 6.7737, 2.3658, 3.0438, 88.4336, 6.7737, 0.7003, -0.7139, 117.16, 83.53, 0.7003, -0.7139, -2.1729, 2.1314, 0.6196, 611.0000, 678.4748, 1, 19, 2.7869, 9.7479, 6.9609, 2.2397, 0.5908, 0.4092, 117.16, 83.53, 117.16, 83.53, 0, 0, 0, 1, ok, ok
53.446, 4.0456, 98.2419, 4.9771, 2.4746, 4.0456, 98.2419, 4.9771, 0.6187, -0.7857, 122.42, 90.81, 0.6187, -0.7857, -3.1784, 2.5028, 0.5254, 726.0000, 610.7374, 1, 23, 0.5060, 9.2400, 8.7340, 2.9085, 0.6033, 0.3967, 122.42, 90.81, 122.42, 90.81, 0, 0, 0, 1, ok, ok
54.112, 4.0535, 97.0295, 5.8402, 2.8190, 4.0535, 97.0295, 5.8402, 0.3171, -0.9484, 128.53, 94.74, 0.3171, -0.9484, -3.8444, 1.2852, 0.4725, 530.0000, 618.3687, 1, 17, 1.1031, 9.7441, 8.6409, 2.9050, 0.6321, 0.3679, 128.53, 94.74, 128.53, 94.74, 0, 0, 0, 1, ok, ok
54.816, 4.4682, 93.3584, 5.6334, 2.5375, 4.4682, 93.3584, 5.6334, 0.5680, -0.8230, 126.29, 91.63, 0.5680, -0.8230, -3.6774, 2.5381, 0.4730, 633.0000, 642.6844, 1, 20, 0.6340, 9.6816, 9.0476, 3.1947, 0.5687, 0.4313, 126.29, 91.63, 126.29, 91.63, 0, 0, 0, 1, ok, ok
55.460, 4.0053, 89.1740, 5.8024, 2.3404, 4.0053, 89.1740, 5.8024, 0.7182, -0.6959, 121.17, 86.36, 0.7182, -0.6959, -2.7872, 2.8764, 0.8419, 665.0000, 672.8422, 1, 21, 0.7032, 9.6192, 8.9160, 2.9547, 0.5504, 0.4496, 121.17, 86.36, 121.17, 86.36, 0, 0, 0, 1, ok, ok
56.052, 3.4273, 91.1963, 4.4452, 2.5713, 3.4273, 91.1963, 4.4452, 0.5398, -0.8418, 123.72, 90.06, 0.5398, -0.8418, -2.8849, 1.8502, 0.7334, 703.0000, 657.9211, 1, 22, 0.3392, 7.6238, 7.2846, 2.5320, 0.6230, 0.3770, 123.72, 90.06, 123.72, 90.06, 0, 0, 0, 1, ok, ok
56.694, 3.3941, 95.9293, 4.1667, 3.1004, 3.3941, 95.9293, 4.1667, 0.0412, -0.9753, 130.30, 95.95, 0.0412, -0.9992, -3.3913, 0.1397, 0.3983, 641.0000, 625.4605, 1, 20, 0.4387, 7.4467, 7.0081, 2.4328, 0.6864, 0.3136, 130.30, 95.95, 130.30, 95.95, 0, 0, 1, 1, cosPhi:-0.9992->-0.9753, ok
57.319, 4.4020, 94.6775, 4.7310, 3.0346, 4.4020, 94.6775, 4.7310, 0.1068, -0.9753, 133.94, 97.59, 0.1068, -0.9943, -4.3768, 0.4703, 0.4462, 702.0000, 633.7303, 1, 19, 0.4961, 9.5291, 9.0330, 3.1445, 0.7179, 0.2821, 133.94, 97.59, 133.94, 97.59, 0, 0, 1, 1, cosPhi:-0.9943->-0.9753, ok
57.956, 2.7901, 95.3342, 3.9386, 2.6959, 2.7901, 95.3342, 3.9386, 0.4311, -0.9023, 122.58, 91.22, 0.4311, -0.9023, -2.5175, 1.2028, 0.5552, 532.0000, 629.3651, 1, 17, 0.6712, 6.5446, 5.8733, 2.0495, 0.6955, 0.3045, 122.58, 91.22, 122.58, 91.22, 0, 0, 0, 1, ok, ok
58.491, 2.9448, 94.6846, 4.3434, 2.3326, 2.9448, 94.6846, 4.3434, 0.7236, -0.6903, 115.97, 85.47, 0.7236, -0.6903, -2.0327, 2.1308, 0.7257, 634.0000, 633.6826, 1, 20, 0.4563, 6.8437, 6.3875, 2.2052, 0.6404, 0.3596, 115.97, 85.47, 115.97, 85.47, 0, 0, 0, 1, ok, ok
58.831, 2.6984, 102.6797, 3.4927, 2.5292, 2.6984, 102.6797, 3.4927, 0.5748, -0.8183, 117.53, 90.07, 0.5748, -0.8183, -2.2081, 1.5511, 0.4211, 632.0000, 584.3413, 1, 20, 0.3833, 5.9573, 5.5740, 1.9540, 0.5839, 0.4161, 117.53, 90.07, 117.53, 90.07, 0, 0, 0, 1, ok, ok
59.264, 2.6984, 102.6797, 3.4927, 2.5292, 2.6984, 102.6797, 3.4927, 0.5748, -0.8183, 117.53, 90.07, 0.5748, -0.8183, -2.2081, 1.5511, 0.4211, 632.0000, 584.3413, 1, 20, 0.3833, 5.9573, 5.5740, 1.9540, 0.5839, 0.4161, 117.53, 90.07, 117.53, 90.07, 0, 0, 0, 1, ok, ok
59.836, 1.4052, 104.5296, 1.7219, 1.0804, 1.4079, 104.5296, 2.5455, 0.8822, 0.4709, 83.30, 59.49, 0.8822, 0.4709, 0.6617, 1.2396, 0.8859, 529.0000, 447.3353, 1, 17, 0.3259, 5.1890, 4.8630, 1.3312, 0.4877, 0.5123, 83.30, 59.49, 83.30, 59.49, 0, 0, 1, 1, A:1.4052->1.4079|HR:134.1276->104.5296|Mean:1.7219->2.5455, ok
60.595, 1.3131, 0.0000, 2.1364, 2.6570, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 83.30, 59.49, 0.4659, -0.8849, -1.1619, 0.6117, 0.9439, 774.0000, 0.0000, 0, 24, 0.3597, 4.2135, 3.8538, 1.3240, 0.6240, 0.3760, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
61.137, 1.6040, 94.5874, 2.6811, 2.3753, 1.6040, 94.5874, 2.6811, 0.6935, -0.7205, 112.13, 84.06, 0.6935, -0.7205, -1.1556, 1.1123, 0.5267, 571.0000, 634.3338, 1, 18, 0.3414, 4.3001, 3.9588, 1.2505, 0.5832, 0.4168, 112.13, 84.06, 112.13, 84.06, 0, 0, 0, 1, ok, ok
61.731, 3.2764, 0.0000, 3.8945, 2.9732, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 112.13, 84.06, 0.1676, -0.9859, -3.2301, 0.5490, 0.7821, 763.0000, 0.0000, 0, 24, 0.4137, 7.9353, 7.5216, 2.4452, 0.6068, 0.3932, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
62.433, 2.3983, 101.4227, 3.0619, 2.8830, 2.3983, 101.4227, 3.0619, 0.2557, -0.9668, 122.99, 93.96, 0.2557, -0.9668, -2.3186, 0.6132, 0.2938, 542.0000, 591.5835, 1, 17, 0.3428, 5.2167, 4.8739, 1.7211, 0.6808, 0.3192, 122.99, 93.96, 122.99, 93.96, 0, 0, 0, 1, ok, ok
63.000, 1.7711, 92.8373, 2.5771, 2.1952, 1.7711, 92.8373, 2.5771, 0.8113, -0.5846, 109.44, 80.93, 0.8113, -0.5846, -1.0354, 1.4369, 0.3722, 598.0000, 646.2917, 1, 19, 0.3386, 4.3112, 3.9725, 1.3065, 0.5602, 0.4398, 109.44, 80.93, 109.44, 80.93, 0, 0, 0, 1, ok, ok
63.832, 4.5582, 98.9045, 4.8507, 2.8043, 4.5582, 98.9045, 4.8507, 0.3310, -0.9436, 130.61, 96.89, 0.3310, -0.9436, -4.3013, 1.5086, 1.0394, 700.0000, 606.6459, 1, 22, 0.5123, 9.8064, 9.2941, 3.3866, 0.6214, 0.3786, 130.61, 96.89, 130.61, 96.89, 0, 0, 0, 1, ok, ok
64.199, 3.4485, 83.4118, 6.1649, 2.3073, 3.4485, 83.4118, 6.1649, 0.7408, -0.6717, 119.25, 83.17, 0.7408, -0.6717, -2.3165, 2.5546, 0.7961, 568.0000, 719.3229, 1, 18, 1.4128, 9.2708, 7.8580, 2.5651, 0.5405, 0.4595, 119.25, 83.17, 119.25, 83.17, 0, 0, 0, 1, ok, ok
64.905, 3.4485, 83.4118, 6.1649, 2.3073, 3.4485, 83.4118, 6.1649, 0.7408, -0.6717, 119.25, 83.17, 0.7408, -0.6717, -2.3165, 2.5546, 0.7961, 568.0000, 719.3229, 1, 18, 1.4128, 9.2708, 7.8580, 2.5651, 0.5405, 0.4595, 119.25, 83.17, 119.25, 83.17, 0, 0, 0, 1, ok, ok
65.478, 3.2966, 0.0000, 4.1388, 2.5589, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 119.25, 83.17, 0.5503, -0.8350, -2.7526, 1.8140, 0.6567, 841.0000, 0.0000, 0, 26, 0.3334, 8.1762, 7.8427, 2.4218, 0.6433, 0.3567, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
66.105, 2.4807, 0.0000, 4.2703, 0.5961, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 119.25, 83.17, 0.5614, 0.8275, 2.0528, 1.3927, 1.5820, 1066.0000, 0.0000, 0, 33, 0.4379, 9.2380, 8.8001, 2.3621, 0.4981, 0.5019, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
66.776, 2.0092, 97.8960, 2.9790, 2.2752, 2.0092, 97.8960, 2.9790, 0.7620, -0.6476, 110.74, 83.55, 0.7620, -0.6476, -1.3012, 1.5309, 0.3975, 572.0000, 612.8952, 1, 18, 0.5218, 4.8644, 4.3427, 1.4753, 0.5350, 0.4650, 110.74, 83.55, 110.74, 83.55, 0, 0, 0, 1, ok, ok
67.347, 1.6258, 93.4656, 2.5850, 2.2116, 1.6258, 93.4656, 2.5850, 0.8016, -0.5978, 109.02, 80.97, 0.8016, -0.5978, -0.9719, 1.3033, 0.4757, 632.0000, 641.9476, 1, 20, 0.3901, 4.2727, 3.8827, 1.2441, 0.5364, 0.4636, 109.02, 80.97, 109.02, 80.97, 0, 0, 0, 1, ok, ok
67.942, 2.3521, 98.8511, 3.0670, 2.8161, 2.3521, 98.8511, 3.0670, 0.3198, -0.9475, 122.39, 92.75, 0.3198, -0.9475, -2.2286, 0.7522, 0.5630, 665.0000, 606.9738, 1, 21, 0.3189, 5.4683, 5.1494, 1.7559, 0.5880, 0.4120, 122.39, 92.75, 122.39, 92.75, 0, 0, 0, 1, ok, ok
68.550, 2.3521, 98.8511, 3.0670, 2.8161, 2.3521, 98.8511, 3.0670, 0.3198, -0.9475, 122.39, 92.75, 0.3198, -0.9475, -2.2286, 0.7522, 0.5630, 665.0000, 606.9738, 1, 21, 0.3189, 5.4683, 5.1494, 1.7559, 0.5880, 0.4120, 122.39, 92.75, 122.39, 92.75, 0, 0, 0, 1, ok, ok
69.320, 4.6842, 99.3388, 6.0912, 3.3185, 4.6842, 99.3388, 6.0912, -0.1760, -0.9753, 136.06, 99.29, -0.1760, -0.9844, -4.6111, -0.8244, 1.1415, 776.0000, 603.9934, 1, 24, 0.5531, 9.9047, 9.3516, 3.5034, 0.7436, 0.2564, 136.06, 99.29, 136.06, 99.29, 0, 0, 1, 1, cosPhi:-0.9844->-0.9753, ok
69.982, 4.0551, 87.3367, 5.4872, 0.4670, 4.0551, 87.3367, 5.4872, 0.4502, 0.8929, 93.11, 54.45, 0.4502, 0.8929, 3.6209, 1.8256, 1.0786, 993.0000, 686.9967, 1, 31, 0.4156, 9.6135, 9.1979, 3.0635, 0.3374, 0.6626, 93.11, 54.45, 93.11, 54.45, 0, 0, 0, 1, ok, ok
70.593, 2.5602, 88.9550, 7.1186, 3.1028, 2.5602, 88.9550, 7.1186, 0.0388, -0.9753, 126.65, 90.55, 0.0388, -0.9992, -2.5583, 0.0992, 0.8295, 774.0000, 674.4984, 1, 24, 4.5380, 9.8947, 5.3568, 1.9914, 0.3333, 0.6667, 126.65, 90.55, 126.65, 90.55, 0, 0, 1, 1, cosPhi:-0.9992->-0.9753, ok
71.024, 0.9014, 93.3490, 8.9335, 2.7675, 1.4079, 93.3490, 7.6781, 0.3654, -0.9308, 116.07, 85.51, 0.3654, -0.9308, -0.8390, 0.3294, 0.1896, 666.0000, 642.7492, 1, 21, 7.6275, 9.8772, 2.2498, 0.6650, 0.6562, 0.3438, 116.07, 85.51, 116.07, 85.51, 0, 0, 1, 1, A:0.9014->1.4079|Mean:8.9335->7.6781, ok
71.651, 0.9014, 93.3490, 8.9335, 2.7675, 1.4079, 93.3490, 7.6781, 0.3654, -0.9308, 116.07, 85.51, 0.3654, -0.9308, -0.8390, 0.3294, 0.1896, 666.0000, 642.7492, 1, 21, 7.6275, 9.8772, 2.2498, 0.6650, 0.6562, 0.3438, 116.07, 85.51, 116.07, 85.51, 0, 0, 1, 1, A:0.9014->1.4079|Mean:8.9335->7.6781, ok
72.260, 0.7806, 103.1039, 9.0789, 2.8939, 1.4079, 103.1039, 7.6781, 0.2452, -0.9695, 115.67, 88.37, 0.2452, -0.9695, -0.7568, 0.1914, 0.2183, 595.0000, 581.9373, 1, 19, 7.9141, 9.8911, 1.9770, 0.5936, 0.6067, 0.3933, 115.67, 88.37, 115.67, 88.37, 0, 0, 1, 1, A:0.7806->1.4079|Mean:9.0789->7.6781, ok
72.926, 3.3917, 0.0000, 6.7007, 1.0028, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 115.67, 88.37, 0.8430, 0.5380, 1.8247, 2.8591, 1.7485, 1075.0000, 0.0000, 0, 33, 0.5788, 9.8849, 9.3061, 2.9681, 0.3777, 0.6223, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
73.458, 1.8129, 95.1272, 7.6852, 2.4459, 1.8129, 95.1272, 7.6781, 0.6409, -0.7676, 111.33, 82.17, 0.6409, -0.7676, -1.3916, 1.1619, 0.4677, 606.0000, 630.7343, 1, 19, 5.7729, 9.7219, 3.9490, 1.3646, 0.6568, 0.3432, 111.33, 82.17, 111.33, 82.17, 0, 0, 1, 1, Mean:7.6852->7.6781, ok
74.056, 4.3370, 103.2050, 5.6129, 2.4836, 4.3370, 103.2050, 5.6129, 0.6115, -0.7912, 122.26, 91.99, 0.6115, -0.7912, -3.4316, 2.6521, 0.3570, 667.0000, 581.3672, 1, 21, 0.6034, 9.8628, 9.2594, 3.0874, 0.6117, 0.3883, 122.26, 91.99, 122.26, 91.99, 0, 0, 0, 1, ok, ok
74.663, 1.6274, 101.6633, 7.7244, 2.6118, 1.6274, 101.6633, 7.6781, 0.5054, -0.8629, 112.21, 85.31, 0.5054, -0.8629, -1.4043, 0.8224, 0.4884, 533.0000, 590.1836, 1, 17, 5.9476, 9.6953, 3.7477, 1.2501, 0.6942, 0.3058, 112.21, 85.31, 112.21, 85.31, 0, 0, 1, 1, Mean:7.7244->7.6781, ok
75.365, 1.6274, 101.6633, 7.7244, 2.6118, 1.6274, 101.6633, 7.6781, 0.5054, -0.8629, 112.21, 85.31, 0.5054, -0.8629, -1.4043, 0.8224, 0.4884, 533.0000, 590.1836, 1, 17, 5.9476, 9.6953, 3.7477, 1.2501, 0.6942, 0.3058, 112.21, 85.31, 112.21, 85.31, 0, 0, 1, 1, Mean:7.7244->7.6781, ok
75.895, 3.1610, 0.0000, 4.3519, 2.2950, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 112.21, 85.31, 0.7490, -0.6626, -2.0944, 2.3676, 0.8490, 728.0000, 0.0000, 0, 19, 0.4934, 7.8284, 7.3350, 2.3910, 0.6813, 0.3187, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
76.260, 1.8039, 0.0000, 4.1202, 2.3314, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 112.21, 85.31, 0.7244, -0.6894, -1.2436, 1.3068, 2.1099, 1175.0000, 0.0000, 0, 36, 0.4794, 8.4123, 7.9328, 2.4655, 0.8553, 0.1447, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
77.031, 3.8811, 104.5296, 6.6091, 3.2503, 3.8811, 104.5296, 6.6091, -0.1085, -0.9753, 130.33, 97.37, -0.1085, -0.9941, -3.8582, -0.4209, 0.5541, 533.0000, 477.5115, 1, 17, 2.4727, 9.8677, 7.3950, 2.7997, 0.7411, 0.2589, 130.33, 97.37, 130.33, 97.37, 0, 0, 1, 1, HR:125.6514->104.5296|cosPhi:-0.9941->-0.9753, ok
77.770, 1.8376, 96.1145, 7.7415, 2.4324, 1.8376, 96.1145, 7.6781, 0.6512, -0.7589, 110.92, 82.16, 0.6512, -0.7589, -1.3945, 1.1967, 0.3516, 528.0000, 624.2557, 1, 17, 5.8586, 9.7099, 3.8514, 1.3461, 0.6705, 0.3295, 110.92, 82.16, 110.92, 82.16, 0, 0, 1, 1, Mean:7.7415->7.6781, ok
78.272, 3.8739, 87.9600, 5.9288, 2.3296, 3.8739, 87.9600, 5.9288, 0.7257, -0.6880, 120.59, 85.54, 0.7257, -0.6880, -2.6654, 2.8112, 0.6765, 608.0000, 682.1279, 1, 19, 1.3685, 9.6200, 8.2515, 2.8216, 0.5477, 0.4523, 120.59, 85.54, 120.59, 85.54, 0, 0, 0, 1, ok, ok
78.866, 3.4227, 101.4261, 4.8295, 2.5551, 3.4227, 101.4261, 4.8295, 0.5534, -0.8329, 120.65, 91.11, 0.5534, -0.8329, -2.8507, 1.8942, 0.7946, 736.0000, 591.5639, 1, 23, 0.5630, 8.1260, 7.5629, 2.5473, 0.6386, 0.3614, 120.65, 91.11, 120.65, 91.11, 0, 0, 0, 1, ok, ok
79.501, 3.6755, 0.0000, 6.2461, 3.1599, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 120.65, 91.11, -0.0183, -0.9998, -3.6748, -0.0673, 0.3013, 506.0000, 0.0000, 0, 16, 2.6430, 9.6785, 7.0355, 2.6164, 0.7372, 0.2628, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
80.108, 4.1739, 97.7770, 6.1100, 2.5619, 4.1739, 97.7770, 6.1100, 0.5478, -0.8366, 124.13, 91.60, 0.5478, -0.8366, -3.4920, 2.2864, 0.5312, 603.0000, 613.6410, 1, 19, 1.2435, 9.8836, 8.6400, 2.9988, 0.6219, 0.3781, 124.13, 91.60, 124.13, 91.60, 0, 0, 0, 1, ok, ok
80.681, 3.0947, 98.3090, 6.9599, 2.4276, 3.0947, 98.3090, 6.9599, 0.6548, -0.7558, 116.14, 86.14, 0.6548, -0.7558, -2.3388, 2.0265, 0.5847, 632.0000, 610.3205, 1, 20, 3.0782, 9.8218, 6.7435, 2.2650, 0.5791, 0.4209, 116.14, 86.14, 116.14, 86.14, 0, 0, 0, 1, ok, ok
81.270, 3.9085, 101.4096, 6.2485, 2.4636, 3.9085, 101.4096, 6.2485, 0.6273, -0.7788, 120.06, 89.82, 0.6273, -0.7788, -3.0440, 2.4516, 0.6295, 601.0000, 591.6602, 1, 19, 1.1292, 9.7400, 8.6108, 2.8345, 0.5607, 0.4393, 120.06, 89.82, 120.06, 89.82, 0, 0, 0, 1, ok, ok
81.921, 3.2118, 101.5520, 6.7097, 2.4443, 3.2118, 101.5520, 6.7097, 0.6422, -0.7666, 116.35, 87.41, 0.6422, -0.7666, -2.4620, 2.0625, 0.3556, 572.0000, 590.8301, 1, 18, 3.3760, 9.7240, 6.3480, 2.2987, 0.6049, 0.3951, 116.35, 87.41, 116.35, 87.41, 0, 0, 0, 1, ok, ok
82.579, 3.5640, 96.7095, 6.4282, 2.2719, 3.5640, 96.7095, 6.4282, 0.7642, -0.6450, 115.56, 84.67, 0.7642, -0.6450, -2.2989, 2.7235, 0.6193, 600.0000, 620.4151, 1, 19, 1.9983, 9.7119, 7.7135, 2.5951, 0.5700, 0.4300, 115.56, 84.67, 115.56, 84.67, 0, 0, 0, 1, ok, ok
83.176, 3.3491, 93.8662, 6.2508, 2.2568, 3.3491, 93.8662, 6.2508, 0.7738, -0.6334, 115.11, 83.53, 0.7738, -0.6334, -2.1214, 2.5916, 0.8430, 633.0000, 639.2075, 1, 20, 1.7797, 9.5988, 7.8191, 2.5137, 0.5419, 0.4581, 115.11, 83.53, 115.11, 83.53, 0, 0, 0, 1, ok, ok
83.790, 4.3324, 97.0711, 5.0570, 2.5682, 4.3324, 97.0711, 5.0570, 0.5425, -0.8400, 125.75, 92.77, 0.5425, -0.8400, -3.6394, 2.3504, 0.4447, 667.0000, 618.1038, 1, 21, 0.5113, 9.4442, 8.9329, 3.0956, 0.6042, 0.3958, 125.75, 92.77, 125.75, 92.77, 0, 0, 0, 1, ok, ok
84.485, 3.8076, 97.3944, 5.3455, 2.5686, 3.8076, 97.3944, 5.3455, 0.5421, -0.8403, 123.24, 91.28, 0.5421, -0.8403, -3.1996, 2.0642, 0.6314, 604.0000, 616.0519, 1, 19, 0.6531, 9.0317, 8.3786, 2.7655, 0.6159, 0.3841, 123.24, 91.28, 123.24, 91.28, 0, 0, 0, 1, ok, ok
85.058, 4.6223, 91.5296, 5.2265, 2.6126, 4.6223, 91.5296, 5.2265, 0.5046, -0.8633, 129.10, 93.17, 0.5046, -0.8633, -3.9906, 2.3326, 0.3475, 596.0000, 655.5259, 1, 19, 0.5377, 9.8048, 9.2671, 3.2869, 0.6191, 0.3809, 129.10, 93.17, 129.10, 93.17, 0, 0, 0, 1, ok, ok
85.649, 3.4979, 97.6780, 5.2632, 2.3234, 3.4979, 97.6780, 5.2632, 0.7299, -0.6836, 116.86, 86.49, 0.7299, -0.6836, -2.3910, 2.5531, 1.0897, 704.0000, 614.2630, 1, 22, 0.6046, 8.8542, 8.2496, 2.7028, 0.5724, 0.4276, 116.86, 86.49, 116.86, 86.49, 0, 0, 0, 1, ok, ok
86.292, 4.5507, 99.5633, 5.1014, 2.9063, 4.5507, 99.5633, 5.1014, 0.2332, -0.9724, 131.83, 97.83, 0.2332, -0.9724, -4.4252, 1.0611, 0.2580, 573.0000, 602.6315, 1, 18, 0.5882, 9.6254, 9.0372, 3.2281, 0.6545, 0.3455, 131.83, 97.83, 131.83, 97.83, 0, 0, 0, 1, ok, ok
86.923, 4.0674, 96.3367, 5.6766, 2.4827, 4.0674, 96.3367, 5.6766, 0.6122, -0.7907, 122.72, 90.18, 0.6122, -0.7907, -3.2159, 2.4902, 0.6878, 595.0000, 622.8157, 1, 19, 0.7843, 9.4824, 8.6981, 2.9571, 0.6168, 0.3832, 122.72, 90.18, 122.72, 90.18, 0, 0, 0, 1, ok, ok
87.462, 4.4373, 95.7078, 5.6408, 2.5517, 4.4373, 95.7078, 5.6408, 0.5562, -0.8310, 125.86, 92.14, 0.5562, -0.8310, -3.6875, 2.4682, 0.5307, 643.0000, 626.9079, 1, 20, 0.6581, 9.7688, 9.1107, 3.1822, 0.5801, 0.4199, 125.86, 92.14, 125.86, 92.14, 0, 0, 0, 1, ok, ok
88.127, 4.2872, 102.9241, 5.9626, 2.3757, 4.2872, 102.9241, 5.9626, 0.6932, -0.7208, 119.67, 89.72, 0.6932, -0.7208, -3.0902, 2.9717, 0.6711, 629.0000, 582.9539, 1, 20, 0.5261, 9.8251, 9.2990, 3.1049, 0.5898, 0.4102, 119.67, 89.72, 119.67, 89.72, 0, 0, 0, 1, ok, ok
88.756, 2.8181, 96.1574, 6.6192, 2.1499, 2.8181, 96.1574, 6.6192, 0.8370, -0.5473, 109.68, 80.19, 0.8370, -0.5473, -1.5423, 2.3586, 0.7084, 531.0000, 623.9770, 1, 17, 3.3562, 9.3258, 5.9696, 2.1149, 0.5047, 0.4953, 109.68, 80.19, 109.68, 80.19, 0, 0, 0, 1, ok, ok
89.363, 4.2857, 95.7719, 5.6253, 2.5079, 4.2857, 95.7719, 5.6253, 0.5921, -0.8058, 124.34, 91.09, 0.5921, -0.8058, -3.4535, 2.5377, 0.5347, 675.0000, 626.4885, 1, 21, 0.7641, 9.7863, 9.0221, 3.0772, 0.5496, 0.4504, 124.34, 91.09, 124.34, 91.09, 0, 0, 0, 1, ok, ok
89.958, 2.7827, 97.2063, 6.9307, 2.3704, 2.7827, 97.2063, 6.9307, 0.6970, -0.7171, 113.88, 84.20, 0.6970, -0.7171, -1.9954, 1.9396, 0.6627, 626.0000, 617.2442, 1, 20, 3.1289, 9.6958, 6.5669, 2.0763, 0.5335, 0.4665, 113.88, 84.20, 113.88, 84.20, 0, 0, 0, 1, ok, ok
90.602, 3.9324, 99.0717, 5.7534, 2.3462, 3.9324, 99.0717, 5.7534, 0.7141, -0.7000, 118.58, 87.85, 0.7141, -0.7000, -2.7527, 2.8083, 0.6448, 602.0000, 605.6221, 1, 19, 0.7901, 9.6822, 8.8921, 2.8544, 0.5532, 0.4468, 118.58, 87.85, 118.58, 87.85, 0, 0, 0, 1, ok, ok
91.234, 4.0796, 96.0290, 5.7095, 2.3779, 4.0796, 96.0290, 5.7095, 0.6916, -0.7223, 120.66, 88.35, 0.6916, -0.7223, -2.9467, 2.8214, 0.6798, 601.0000, 624.8111, 1, 19, 0.7685, 9.5738, 8.8053, 2.9637, 0.5574, 0.4426, 120.66, 88.35, 120.66, 88.35, 0, 0, 0, 1, ok, ok
