method,top_inverse_term,top_inverse_strength,top_gain_to_ref_pp,top_centered_corr_to_ref_pp,top_amplitude_ratio_to_ref_pp
RTBP,P2V_relTTP,0.001001736991219652,-0.005944105051516453,-0.03423080501930511,0.16852612504957157
SinBP_D,E,0.02428216819945154,-0.05848300245195986,-0.1397399512794271,0.41520043741594537
SinBP_M,Mean,0.005824221495325307,-0.028079830454055744,-0.13462350964863348,0.2074165477905896
