method,target,n,mae,rmse,corr
RTBP,SBP,101,6.637231280306932,7.779727046657566,0.0012414071089466227
RTBP,DBP,101,6.431918964861387,7.5968841692083915,-0.0501487253008121
SinBP_D,SBP,101,8.507179884445545,10.517285969533244,0.03682758712683844
SinBP_D,DBP,101,7.759218359396039,9.883837384190882,-0.07801261219276717
SinBP_M,SBP,101,9.701361929594059,11.135030630214434,0.07703790071535233
SinBP_M,DBP,101,6.210182711415841,7.344743925631199,-0.12457696771161389
